TSNE1,TSNE2,label
-19.109383,7.069481,1
10.005711,18.236637,3
-20.638859,3.2752895,1
-21.978884,-11.045744,0
19.268787,-9.17022,0
-22.163637,-5.860353,1
-16.951305,9.832606,1
-17.674002,11.611099,1
11.910583,13.0932865,3
-15.918645,10.481448,1
21.57743,-11.082617,0
-22.611698,-10.282103,1
10.005525,18.23675,3
10.405842,18.7958,3
21.089897,-10.481082,0
-22.36613,-11.076392,0
23.691736,-11.746018,0
-16.649515,10.239158,1
1.5896462,-4.6549206,0
12.142931,4.991029,3
10.375031,18.831364,3
22.841415,-9.589581,0
1.2402167,-7.9672165,2
20.409424,-9.868274,0
-21.98261,-11.7953205,0
10.179354,18.966173,3
-19.273561,6.1008105,1
1.0718467,-8.486134,2
23.730495,-12.41558,0
-22.263823,-6.673449,1
10.901313,16.94857,3
20.593458,-9.28626,1
-16.880957,10.285824,1
11.724904,10.069684,3
-21.003859,0.88927656,1
5.954919,15.520109,3
-1.0252953,-15.093572,2
-2.243327,-17.212439,2
19.776787,-9.2697315,0
-22.34112,-6.4804225,1
17.783213,-9.137872,2
-19.29959,5.639396,1
19.405327,-8.107043,1
12.7944765,3.9157467,3
20.892942,-10.552213,0
12.76772,1.5005969,2
12.049811,9.579278,3
-0.93732935,-8.767178,2
6.3173013,17.140366,3
8.9776125,8.169597,3
-0.58430433,-13.0313635,2
0.5641871,-6.485004,2
7.8149776,18.534382,3
9.047066,8.287766,3
7.0285635,17.872637,3
18.878695,-8.69249,1
-21.244303,2.7190287,1
11.775258,8.906032,3
-22.797968,-9.625138,1
9.918408,18.952164,3
11.787899,8.456722,3
1.5124887,-6.5999074,2
7.454659,12.6538515,3
-15.788106,11.316808,1
-21.325945,1.3379344,1
20.426449,-10.129924,0
19.638409,-8.654082,0
-22.245811,-6.537206,1
-22.545769,-9.066647,1
0.8786836,-8.260742,2
19.11784,-9.167425,1
11.548409,8.990198,3
20.27449,-11.762915,0
-21.844978,-1.7530361,1
-22.988583,-6.4933553,1
12.117703,9.63471,3
5.9517336,15.36975,3
2.7660584,-7.0882998,2
12.262643,8.517884,3
-15.852304,13.347792,1
-2.1400485,-17.767138,2
10.533897,18.472277,3
12.269238,8.894183,3
9.500478,19.044495,3
-0.56676555,-13.042112,2
11.337318,15.689736,3
1.6506705,-8.043556,2
-22.707008,-9.089126,1
0.4902891,-6.7573843,2
-18.487299,6.4177465,1
12.691472,4.0447693,3
-0.9620703,-15.030024,2
23.161705,-11.630989,0
-22.017437,-11.4073105,0
-19.171198,6.180642,1
11.522777,15.908339,3
23.70048,-13.716214,2
11.44301,16.79387,3
11.429715,16.145985,3
19.469688,-9.061902,0
9.0743065,8.218215,3
19.511171,-8.259317,1
-15.255375,13.763903,1
-18.687778,7.3174553,1
-22.584696,-5.9425664,1
9.215394,8.053942,3
-22.018417,-11.485266,0
12.30471,4.8159432,3
-19.337496,6.5069685,1
11.395617,15.786128,3
-22.224808,-10.551372,1
1.6134591,-4.590613,1
23.670038,-11.702714,0
-20.923986,3.9212756,1
11.847612,14.065134,3
-1.8263757,-17.867615,2
12.316203,8.715888,3
7.0716968,17.926826,3
-21.987162,-1.5683019,1
12.770822,1.5175081,2
-1.2964287,-15.278771,2
-20.245632,2.6515725,1
-22.460608,-9.087877,1
12.665556,3.5304024,3
12.694746,4.1744785,3
24.003645,-12.310776,0
-20.2644,3.3971717,1
-0.91260886,-9.656166,2
-17.062016,9.711741,1
11.722274,10.258067,3
-16.991024,10.08085,1
-1.0591723,-15.165313,2
23.64092,-11.598282,0
22.52045,-9.707529,0
-22.092525,-7.5846143,1
12.992586,3.578803,3
1.5759052,-4.6927633,0
22.997704,-10.664732,0
-1.2678639,-8.823981,2
-0.84165376,-8.203583,2
20.44374,-9.945957,0
6.2801137,17.065697,3
11.943515,13.875078,3
11.839771,8.1435175,3
-19.093443,5.6699476,1
19.668854,-8.799982,0
12.011615,13.756056,3
1.5642672,-4.7252812,0
-0.08291983,-12.031836,2
-15.591154,11.427596,1
-19.18323,6.6135902,1
-1.0583189,-15.302393,2
18.024183,-7.3684683,0
-22.454166,-7.2240925,1
-21.996937,-9.692645,1
9.839155,16.829954,3
-17.129879,9.534572,1
-0.6884247,-7.854535,2
-22.649366,-11.6255665,1
-21.990717,-0.75326216,1
7.8101377,18.485975,3
11.695152,15.139279,3
12.184367,6.4223185,3
-0.28685933,-7.882542,2
-2.0328135,-17.31382,2
11.244527,14.167747,3
6.2523775,17.001795,3
-3.3791044,-16.76126,2
-20.962978,2.26722,1
9.284903,7.802655,3
-20.122719,3.0606,1
10.09381,18.981098,3
11.763628,9.694851,3
18.152384,-7.425695,0
-22.08393,-10.101949,1
22.877409,-9.608433,0
6.282314,17.088753,3
-22.079325,-8.203199,1
0.092582956,-8.198216,2
-16.862917,10.157862,1
11.834168,8.527974,3
-14.972339,11.945781,1
-17.737457,8.638998,1
-21.137247,7.1201916,1
11.587402,8.823712,3
23.657898,-11.412703,0
-2.0963175,-17.058788,2
-0.49729162,-12.825788,2
12.306773,9.357467,3
17.791874,-7.2566895,0
-18.027533,11.514519,1
-21.967693,-0.98948354,1
-22.005537,-6.176891,1
17.891623,-7.6116123,0
6.1805506,16.885809,3
11.712505,12.830999,3
-3.0922365,-16.908411,2
1.4540876,-5.062138,0
-0.9875858,-14.553148,2
-20.113516,3.8427987,1
20.953392,-11.156629,0
-22.747192,-9.452282,1
12.58135,3.4440665,3
11.565979,15.4728775,3
11.47421,15.698028,3
8.756981,7.9938836,3
-20.670828,4.4825945,1
-17.22586,9.396955,1
-3.046357,-16.967485,2
-20.236526,3.798671,1
-0.67248493,-8.63803,2
-1.6229361,-17.082941,2
1.4540876,-5.062138,0
11.504382,15.903139,3
7.3611035,12.749494,3
5.9616117,15.556735,3
21.009369,-10.502453,0
12.272661,9.769881,1
12.055675,4.069393,3
11.832206,8.3357525,3
19.788092,-9.897099,0
0.018198218,-12.075043,2
-18.171778,7.3172603,1
-19.04546,6.8958273,1
-1.0121267,-14.52906,2
-16.34798,12.526099,1
21.734083,-11.239443,0
1.466432,-6.547709,2
-15.844775,12.155539,1
-17.45833,8.417376,1
1.2220637,-8.285947,2
-21.361526,2.985296,1
12.865308,3.4934375,3
-16.022175,13.345634,1
-15.572515,11.080368,1
-21.973373,-1.380201,1
12.241666,3.585453,3
0.12072917,-8.083677,2
-2.0405195,-17.778412,2
2.0157077,-6.8451705,2
11.670351,15.166466,3
-1.8155301,-17.280191,2
-0.08291789,-12.031832,2
-22.621292,-6.0562406,1
-20.570065,3.4841416,1
-20.752478,1.4856158,1
11.171453,14.842501,3
-16.211096,12.179748,1
-0.9717947,-14.758325,2
-17.304716,11.865221,1
-16.132187,12.707714,1
-20.403978,2.3007383,1
8.333957,18.794037,3
-1.4611137,-16.06369,2
17.616667,-8.296451,0
-15.7063,12.735488,1
10.714539,18.008709,3
-2.0604434,-17.200937,2
-21.216015,1.0974705,1
-22.176498,-9.2825985,1
12.062948,4.762408,3
1.5842061,-4.6706357,0
-17.355555,11.916183,1
-15.237198,13.878148,1
11.882136,13.468346,3
10.154419,18.98525,3
22.129456,-10.814557,0
18.159195,-8.606566,2
-15.990162,10.70727,1
-19.126839,6.623973,1
-21.848501,-10.949866,1
-22.244051,-9.369084,1
-20.507233,2.3183894,1
-0.6128205,-13.175357,2
20.008907,-9.227924,0
11.830666,10.413562,3
-16.70941,12.181672,1
11.285094,16.138836,3
-22.698399,-9.484244,1
11.315844,13.338939,3
-1.9699167,-18.026997,2
-18.589876,6.880541,1
-19.144768,6.117092,1
18.214638,-7.675581,0
-21.410345,-0.12111911,1
-1.8739475,-18.053919,2
10.000365,19.001133,3
-18.151457,7.9228044,1
-21.99007,-0.6955303,1
-22.630692,-9.184171,1
9.593018,18.544445,3
12.356246,3.5508811,3
10.321128,18.871084,3
0.47929955,-8.580811,2
11.456735,15.81185,3
-18.764683,7.2298675,1
0.7200616,-7.7064576,2
9.924866,18.958681,3
6.2384844,13.417644,2
8.422899,18.652935,3
-22.053703,-8.363024,1
11.3961525,15.764532,3
21.281876,-11.1917715,0
-22.750423,-8.345345,1
-1.6032773,-17.650223,2
11.7095585,13.309701,3
-21.988186,-0.86104125,1
-21.44559,1.2718383,1
-0.08291789,-12.031832,2
19.131454,-8.349384,2
-17.777958,7.309269,1
9.500478,19.044495,3
-21.470428,-0.3085798,1
19.585718,-10.052875,0
-15.862458,12.5219345,1
-16.224531,11.096485,1
9.500478,19.044495,3
-15.849785,12.289413,1
19.945135,-11.495907,0
-1.2799499,-15.691482,2
2.8538203,-7.1313953,2
-22.538733,-9.026487,1
-18.20118,8.127144,1
2.7968519,-7.150059,2
21.885275,-8.393568,0
-18.12148,8.122381,1
-0.7350482,-9.296852,2
-15.967467,12.096622,1
19.949598,-10.388267,0
9.500478,19.044495,3
11.661417,14.459855,3
10.332097,16.684103,3
18.473526,-7.9315977,0
11.873481,10.333439,3
-0.4025512,-12.588363,2
-16.417706,10.487812,1
23.553022,-11.417047,0
17.978676,-8.166113,0
11.865824,12.053978,3
12.34957,3.985299,3
-21.989895,-0.6858398,1
-21.445095,-0.78288406,1
-22.858315,-9.868041,0
22.75535,-9.758379,0
-18.872705,6.3083453,1
2.7744439,-7.146751,2
-22.736046,-7.26874,1
-15.935368,11.247314,1
20.796864,-9.835881,0
0.0024024213,-8.667803,2
10.002536,7.6513495,3
21.883831,-12.5566,0
17.588104,-7.055697,0
-0.4420726,-10.341781,2
-15.4795685,13.549321,1
-22.735998,-9.558153,1
-1.0903194,-8.136987,2
8.003903,18.37568,3
0.9498102,-7.972548,2
-21.389132,0.098967075,1
9.524684,18.656143,3
-22.004456,-10.630527,1
20.571016,-12.092976,1
10.446149,18.288908,3
11.755543,8.590109,3
11.9779625,13.38385,3
-21.881716,-2.0624468,1
-22.079737,-12.041031,1
-16.492968,10.222205,1
-18.292648,11.385803,1
9.133126,8.30262,3
9.950758,18.23285,3
-22.327023,-9.319664,1
-22.006502,-8.260658,1
17.858461,-9.22109,2
0.298062,-6.830011,2
19.667515,-9.489156,1
20.994225,-11.266269,0
17.20219,-10.7511835,2
7.358902,12.767292,3
-18.283264,8.117281,1
-0.43422,-7.668635,2
7.423698,12.638002,3
-18.823338,6.154451,1
22.818077,-9.387789,0
-0.22933789,-8.637721,2
0.00773548,-12.072623,2
19.664143,-9.515283,0
9.895402,18.291618,3
-18.379835,6.915281,1
-15.809576,13.178522,1
9.590553,18.550215,3
-16.600164,10.842921,1
11.952325,13.5682535,3
-22.13309,-7.3986764,1
-23.102093,-6.3137307,1
-22.428,-11.76508,0
10.520067,18.28903,3
5.9440026,15.527061,3
23.081017,-10.203268,0
21.358536,-11.467528,0
-19.632673,5.4802313,1
10.513562,18.588339,3
-18.500511,7.307991,1
-18.309692,7.792348,1
11.259572,15.922581,3
10.996154,8.769382,1
10.206691,7.744725,3
12.729491,3.438387,3
-14.972339,11.945781,1
10.392374,18.81666,3
-1.0163484,-14.743372,2
-0.9032927,-14.351021,2
-21.993351,-6.6025987,1
-16.706642,11.99355,1
-15.246351,13.83777,1
9.9331,17.173065,3
-21.596367,-0.7841749,1
10.513531,18.586988,3
-22.73222,-10.884354,1
22.900707,-9.794155,0
-1.0516565,-14.692319,2
-1.0366113,-9.371089,2
11.869447,4.075598,3
-22.116436,-6.278292,1
-20.299604,2.4241488,1
5.971837,15.490099,3
12.128483,15.73285,3
-15.232691,13.893521,1
11.767109,10.170854,3
0.04821524,-8.556913,2
20.740454,-10.146948,0
12.479078,3.6234899,3
-18.641415,6.94819,1
-19.982235,4.639898,1
-20.305037,4.243784,1
7.9229803,18.665165,3
20.181566,-10.799731,0
-22.245245,-8.82582,1
11.940505,13.055479,3
8.9238205,8.178494,3
-19.745005,4.9824395,1
-22.717237,-10.579846,1
8.344828,7.582026,3
10.248997,16.840038,3
11.760288,8.688253,3
11.78412,14.4937935,3
-19.972332,4.161653,1
24.070415,-12.776634,0
7.994077,7.4351435,3
-17.081003,9.809701,1
-22.66687,-11.344389,1
-0.49944612,-12.610764,2
17.94516,-9.008777,2
10.525347,18.428572,3
-16.745796,10.011595,1
18.417696,-7.695368,0
22.341068,-8.825006,0
12.87701,4.106035,3
-22.649807,-10.029106,1
11.793447,14.272267,3
12.127161,15.738614,3
12.351126,4.8625474,3
12.861004,4.001199,3
9.846442,16.462559,3
11.998366,4.455626,3
1.5973307,-4.631142,0
9.283143,7.995873,3
12.77285,1.5572187,2
8.362623,18.691526,3
9.500478,19.044495,3
-17.56113,8.93059,1
11.881159,13.499438,3
-21.765648,-1.3616072,1
-1.2923977,-15.244744,2
1.3893859,-7.6505294,2
-3.3981898,-16.7045,2
-21.442028,0.081486434,1
6.9167895,17.799469,3
23.230202,-11.1283245,0
8.2845,18.323908,3
-23.015537,-6.861267,1
-21.57487,-1.176035,1
-22.130476,-11.150354,0
-18.270967,7.902849,1
-0.2232364,-7.0103245,2
12.035926,4.822292,3
-19.602787,5.806355,1
7.7891283,18.53191,3
2.8163302,-7.610466,2
-1.8917737,-16.931887,2
19.240105,-9.35122,0
0.31060168,-6.8339114,2
19.542496,-9.221893,0
-15.226949,13.913853,1
17.661602,-7.4192286,0
11.571606,15.543654,3
22.941668,-9.876778,0
-1.5030568,-16.187479,2
12.268209,3.8101459,3
-0.4130182,-9.903893,2
-3.2434583,-16.750109,2
12.201657,4.739953,3
-22.35213,-7.064801,1
10.029861,18.22979,3
11.509068,13.695961,3
-20.542936,3.6888912,1
-1.0268791,-8.690926,2
6.865147,17.751038,3
1.5740807,-4.697944,0
8.044372,7.4352283,3
17.870754,-7.395415,0
-22.588583,-5.47758,1
17.654716,-7.5052085,0
-0.49248052,-10.330483,2
19.989372,-8.803505,0
-0.5141463,-12.901406,2
-22.343046,-11.998198,0
20.784187,-10.510167,0
-22.299946,-7.2226596,1
-18.757717,6.6744204,1
17.721281,-7.117979,0
-1.2909793,-14.852908,2
-1.0509214,-15.165498,2
12.702503,3.302192,3
-23.063965,-6.488233,1
-3.3571393,-16.73954,2
-21.967878,-1.0519881,1
-21.917503,-11.409111,0
7.3984456,12.71857,3
11.780498,10.285679,3
12.362877,10.369663,1
19.889772,-8.901767,0
-1.497931,-16.31965,2
1.4540876,-5.062138,0
-18.760967,6.554427,1
10.126187,18.990383,3
20.200378,-9.164568,0
11.895943,13.806738,3
7.482175,12.646582,3
-21.929226,-8.664472,1
-15.075316,12.653249,1
-22.685804,-11.132397,1
5.9372168,15.46412,3
-19.757082,4.953824,1
-22.591997,-5.8310366,1
0.15357152,-7.382693,2
8.313645,7.603149,3
18.55904,-8.212258,0
-2.0176256,-17.971817,2
11.855715,8.197042,3
-0.7434636,-8.492388,2
24.067942,-12.66688,0
2.6577492,-8.069557,2
8.731251,8.685988,3
-22.77869,-10.1694145,1
-20.345695,0.0978826,0
-0.03331862,-12.059848,2
-16.229177,11.095362,1
22.166183,-9.161422,0
20.38042,-11.17438,0
-1.0179576,-15.207185,2
-19.241524,6.8048034,1
-20.971672,3.508321,1
