TSNE1,TSNE2,label
1.3856585,5.324746,4
-15.055188,-4.064787,0
-18.642063,-2.425033,1
-17.741653,15.092963,1
-23.149527,7.864475,1
14.493095,1.0858077,3
2.3617003,3.2863748,3
-12.3704,-9.792585,4
12.091709,18.748932,3
20.229141,-13.983467,0
-17.583755,14.860643,1
-1.0420647,-8.826878,4
-21.369118,2.6453428,1
-19.583384,17.685574,1
-7.8376412,-18.675945,2
10.74797,1.6353487,4
14.4523535,1.612261,4
14.302394,2.5933194,3
-22.535162,11.904499,1
-22.976877,10.139069,1
17.631227,-14.553722,0
9.067139,17.692781,3
9.486885,0.5730178,3
21.006186,-12.838174,0
17.127062,9.792838,4
-1.1756817,-9.8008795,4
0.28193754,1.1693835,4
4.122512,20.591953,3
-22.314491,9.488015,1
-8.284252,-16.758274,2
8.162984,19.008316,3
1.1626912,5.1962776,4
21.39811,-13.855838,0
-22.033628,7.294596,1
4.2071996,19.289188,3
-22.42704,10.765515,1
-7.4898763,-17.173073,2
-11.472593,-5.1594534,4
-1.6895245,-11.249069,4
0.1394273,-24.484282,2
-5.363016,-13.734811,4
-5.391222,-14.045609,4
7.4159336,1.3093272,4
-8.556797,-18.820492,2
-7.986816,-16.728884,2
-12.408904,-10.436307,4
0.60325456,-21.476593,4
-7.6972394,25.900738,4
-15.239231,-5.2268386,1
17.29504,10.418935,4
3.3945765,19.071947,3
-15.326933,-6.563783,0
-12.35922,-6.704179,4
17.959837,2.0027266,4
4.837687,20.265,4
-15.734659,13.361502,1
-14.459702,-3.010504,1
2.101202,10.815214,3
4.6766715,20.275642,3
-21.55448,11.014539,1
-18.486584,14.454558,1
-16.512815,-5.9187183,0
-14.10419,-3.05073,1
-12.741401,-9.802108,4
20.98761,-6.946045,0
14.437364,2.8395047,3
2.8806803,19.284655,3
-7.6972394,25.900738,4
-20.217691,13.373476,1
17.291445,13.217305,3
-21.897194,6.2873735,1
-0.787873,-24.861725,2
9.298495,0.24938346,3
14.32065,2.5765262,3
2.8690681,18.830544,4
-12.535728,-7.2505913,4
-16.212502,16.460783,1
-0.6778206,-10.315144,4
-0.437493,-24.455267,2
-23.769527,10.787634,1
0.7734207,10.1603775,4
-2.2454042,-11.426686,4
15.429688,-15.725161,0
19.700466,-14.685903,0
2.1595101,-26.818968,2
17.14404,13.813998,3
18.240223,2.594031,4
8.405096,19.605536,3
-10.739416,-3.8445778,4
-16.511652,-3.3438408,1
-17.851904,15.270892,1
-1.4204427,-10.75961,4
0.5510182,1.9096266,4
16.646355,1.715102,3
-1.033113,-9.08689,4
-7.6972394,25.900738,4
-0.91258407,-23.566435,2
22.506235,-10.393514,0
-0.8425886,-24.179691,2
8.593913,19.23161,3
16.331358,10.692687,4
10.950831,18.331722,3
17.544891,12.807492,3
18.893084,12.646757,3
-0.35131657,8.031932,4
21.786804,-11.925112,0
15.694517,-15.999684,0
-3.6768627,-13.05697,4
-15.939378,13.768396,1
-22.711416,10.502239,1
0.7594071,-22.944893,2
-11.289496,-8.224903,4
6.694448,1.0925695,4
-22.741863,7.347562,1
8.975092,17.491253,3
20.867474,-12.406191,0
16.588026,1.587532,3
-0.6821248,-24.630621,2
-10.776143,-4.3246036,4
-1.6809564,-11.577571,4
-13.909851,-7.006511,4
5.1824756,-22.177744,2
22.63608,-9.9657755,0
3.8943157,19.97857,4
-22.182758,9.851639,1
8.838694,19.440468,3
14.668237,-16.32145,0
-16.321255,16.402424,1
-18.983957,17.58694,4
14.136788,1.1301626,3
-17.507397,-5.088907,1
-14.8378105,-5.8531823,1
11.962933,-17.435633,4
16.17909,10.50573,4
-21.355162,2.335467,1
14.65049,-15.993979,0
-21.679129,12.523476,1
1.4716637,3.4636095,4
-3.546411,-12.618498,4
-16.491741,15.378531,1
11.60182,18.42315,3
-22.05638,6.7524614,1
18.121082,13.437358,3
-15.530342,-4.573409,1
2.9055839,-25.556353,2
3.394619,19.058502,3
-19.36814,17.184963,1
-15.269902,-4.9233966,1
-8.323852,-18.016699,2
14.426682,-17.13379,2
3.814774,20.496412,4
13.518686,2.9959354,4
-12.96804,-11.790714,4
17.630991,4.0457883,4
-18.89638,17.397799,4
16.920979,-14.862848,0
4.883014,16.385828,3
11.231393,-17.607944,4
16.78351,0.21035558,4
-5.241469,-13.948016,4
0.44465113,-23.165956,2
-19.349703,15.25916,1
18.49716,13.901575,3
4.388688,18.783813,3
-22.068888,10.181048,1
18.064972,13.143507,3
-18.171879,14.552588,1
-18.690228,17.906488,4
-7.933433,-19.756668,2
-21.350021,2.2795036,1
-19.793041,-1.1943744,1
1.9990293,11.142222,3
-21.468824,10.707464,1
-7.6972394,25.900738,4
21.232235,-13.286238,0
0.8204203,-24.678366,2
2.0784297,10.80167,3
0.6989773,-21.397478,4
4.879654,16.475098,3
17.761751,13.605245,3
14.792519,2.813628,3
3.5028288,3.4626122,4
-8.27272,-17.929573,2
-14.9742775,-6.5563197,0
-8.430493,-19.338432,2
-8.365983,-19.388578,2
7.0856657,0.59348583,4
1.070889,-28.327486,2
-21.108498,11.689587,1
-15.8021555,13.507288,1
0.41120625,-28.213554,2
4.186255,19.387972,3
21.000216,-6.961974,0
8.422426,18.036554,3
-7.6972394,25.900738,4
11.701926,17.848562,3
-20.920883,9.219902,1
-22.866032,9.394153,1
4.3570614,18.824318,3
1.9342273,10.8396435,3
17.375193,-14.040426,0
-18.104473,18.158659,1
15.678425,-15.848841,0
22.6516,-10.407846,0
-22.204748,3.2440228,1
9.679148,18.729397,3
-15.758494,-5.8782473,0
4.9739866,17.30417,4
-7.0453734,-17.386862,2
-7.6972394,25.900738,4
4.883643,16.356249,3
14.03487,2.1267455,4
-23.631535,11.037032,1
17.028795,14.111046,3
16.57818,1.6364415,3
1.7183495,2.7777598,4
-18.299253,16.174223,1
3.8153126,19.977207,4
-22.038715,12.849877,1
2.8509676,18.609653,3
22.37413,-13.043868,0
19.294312,12.874839,3
6.446539,18.84037,4
-14.200013,-5.829102,1
-0.34704533,7.1098576,4
17.688702,4.376267,4
-7.663872,-17.473309,2
15.84735,-15.605488,0
-16.76476,18.301868,1
18.14073,13.292354,3
-16.802113,18.295961,1
4.6141634,20.181768,3
4.851845,16.852863,3
16.015226,0.73058414,3
-16.61018,15.700498,1
-14.406934,-5.4661336,0
-17.898954,-2.9765487,1
4.86111,19.271023,3
0.8457448,-22.80814,2
16.037796,-14.906191,4
1.6072096,4.9071527,4
8.196406,18.780453,3
15.769154,-0.6113426,4
-0.39173636,-25.994408,2
-0.07927468,8.324158,4
-8.568459,-18.68996,2
17.094522,12.700175,3
-19.704927,17.879475,1
9.133351,18.7059,3
5.1898317,19.974113,4
14.499498,2.7622194,3
5.8545623,-24.111536,2
18.390003,4.556665,4
8.245711,19.255203,3
-21.284279,11.325995,1
14.345567,2.789672,3
0.044102967,-26.779673,2
-16.220665,15.053046,1
4.896505,16.083426,4
0.9687531,1.6645713,4
4.859257,16.092928,4
1.4802799,-25.288225,2
-1.870278,-10.2727375,4
22.622095,-13.488389,0
18.29301,13.174991,3
-4.619525,-18.605629,2
-19.838245,14.215181,1
-7.6972394,25.900738,4
-24.703754,10.833798,1
1.008511,11.709711,4
21.926996,-11.782993,0
22.41568,-10.565974,0
-0.8371915,-24.402515,2
-22.139072,2.579761,1
-14.912452,-7.9525166,4
-19.016668,17.959831,4
15.162878,-15.980055,0
0.25361705,-26.291162,2
-19.539852,-1.2045147,1
-21.735489,2.9121087,1
-18.888308,18.085205,1
-8.433085,-18.922955,2
21.091017,-7.0522313,0
1.3006501,3.7709606,4
12.496085,2.0278733,3
1.8919327,11.023468,3
-24.757273,10.797306,1
-7.6180987,-17.192123,2
8.148738,18.511738,3
8.993901,1.1015239,4
16.325817,1.417328,3
17.180462,11.705424,4
10.650226,17.782318,3
18.023762,12.825728,3
14.696414,-15.927111,0
21.240652,-12.120174,0
1.3357483,2.559992,4
-14.194989,-3.0032382,1
10.709139,18.398859,3
-7.6972394,25.900738,4
-7.1227365,-17.250229,2
-20.001944,13.4586115,1
9.353795,0.30405557,3
-19.753428,-1.6781037,1
10.789752,19.164799,3
-21.32711,11.664545,1
-3.976488,-13.196361,4
4.2171655,19.883806,3
5.9516044,-23.932995,2
17.258326,12.574375,3
-12.976327,-8.071668,4
18.251019,-14.819048,0
0.096284136,-11.250261,4
