Wavelength,Wavenumber,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
833.79,744.65,37.8,29.54,25.22,26.06,38.68,20.84,6.39,1.31,0,25.57,55.53,59,24.22,47.71,37.42,0,0,9.74,0,0,17.75
833.93,746.64,17.05,25.29,0,23.8,22.2,14.4,0.23,0,0,32.19,48.1,45.4,27.91,27.48,12.2,0,0,0,0,0,0
834.06,748.63,9.77,32.06,10.76,43.51,2.45,16.27,7.19,0,0,37.14,58.32,64.46,36.6,39.92,41.53,0,5.28,0,0,25.68,0
834.2,750.61,44.65,38.29,39.01,45.99,18.93,27.05,14.21,6.22,7.11,61.87,77.99,99.28,52.4,46.79,37.08,0,5.28,0,0,25.68,0
834.34,752.6,64.29,48.19,64.73,79.09,50.18,45.68,14.21,28.28,10.96,95.26,112.66,145.45,70.19,72.33,54.96,3.28,5.28,0,0,26.88,1.92
834.48,754.58,88.71,75,53.97,69.09,50.55,32.47,7.02,28.28,10.96,93.87,98.55,123.84,74.54,73.41,36.73,3.28,0,0,0,1.21,1.92
834.62,756.57,53.84,72.04,25.72,62.3,37.55,38.51,15.48,22.06,3.85,79.04,106.33,105.45,63.1,53.05,52.04,3.28,0,0,0,1.21,1.92
834.75,758.55,50.73,50.98,0,29.19,3.85,16.82,15.48,0,0,44.77,66.99,48.61,55.21,36.57,33.61,0,0,0,0,0,0
834.89,760.53,36.96,43.59,27.69,26.6,47.05,57.42,30.26,14.03,32.14,56.83,86.65,42.11,67.32,39.76,53.48,4.19,0,0,0,26.09,10.29
835.03,762.51,54.18,48,27.69,40.77,43.57,56.75,19.04,14.03,32.14,63,53.76,34.38,80.87,38.12,39.45,4.19,0,0,3.13,26.09,10.29
835.17,764.49,38.88,65.75,50.61,50.11,55.1,69,19.32,14.58,43.29,65.17,55.54,67.99,68.75,39.74,39.45,5.32,0,0,6.7,39.1,10.29
835.31,766.47,61.04,77.96,53.9,47.03,36.83,69.42,15.86,26.46,12.92,61.46,60.76,90.71,50.74,45.81,30.2,1.13,0,0,6.7,13.01,0
835.44,768.45,70.55,89.85,70.4,45.28,43.98,68.83,11.6,26.52,14.41,45.08,60.99,116.43,39.06,82.79,23.6,1.13,0,0,4.1,13.01,0
835.58,770.42,94.18,89.2,59.49,41.96,62.12,79.33,11.31,25.97,10.81,65.48,66.32,85.26,46.49,86.63,42.39,9.83,14.33,0,0.52,20,0.29
835.72,772.4,62.04,72.45,69.49,37.51,59.15,46.04,0,4.84,9.04,57.1,48.89,76.99,32.81,69.02,32.46,21.58,18.85,0,23.5,29.24,20.09
835.86,774.37,72.59,89.38,94.16,41.39,105.16,59.08,3.62,16.36,31.65,102.73,42.12,63.05,33.79,49.41,47.2,40.46,18.85,26.53,50.78,86.59,67.62
836,776.34,57.7,78.54,91.07,52.82,98.05,55.66,13.26,16.36,24.1,92.25,31.57,66.66,32,41.35,49.16,47.17,9.04,39.35,88.95,88.58,78.13
836.13,778.32,60.82,61.38,53.66,65.57,103.27,66.24,13.26,24.42,24.1,97.11,33.7,60.28,40.2,46.29,54.12,67.86,4.52,59.33,84.72,114.54,88.6
836.27,780.29,60.18,69.79,24.16,72.2,79.71,73.02,26.2,21.04,29.48,55.2,59.06,69.13,58.96,39.79,37.63,89.06,34.78,41.05,121,101.36,73.93
836.41,782.26,77,54.96,27.1,54.75,75.91,76.91,24.91,42.36,55.34,61.4,89.19,76.42,41.84,36.73,34.6,123.68,30.26,45.19,100.03,118.25,116
836.55,784.23,96.72,78.4,48.29,57.69,69.99,100.01,24.91,49.96,62.58,56.5,87.89,68.94,47.93,22.56,19.11,116.82,42.23,50.52,151.25,140.66,116.6
836.69,786.2,87.68,55.41,63.38,39.19,74.29,98.32,19.06,58.12,60.17,89.82,69.14,74.36,37.58,17.62,45.85,92.5,30.38,55.04,161.33,181.93,131.05
836.82,788.16,97.98,84.8,71.14,76.52,134.92,118.63,43.87,56.61,58.43,90.48,64.74,71.44,60.91,22.01,50.26,87.47,69.13,86.54,200.71,228.51,175.13
836.96,790.13,86.08,82.94,84.7,91.77,169.65,104.03,64.27,63.2,71.13,119.6,82.45,99.31,70.67,18.73,55.11,113.53,92.34,70.79,202.84,252.83,195.63
837.1,792.09,77.96,71.21,98.05,104.8,208.15,103.21,91.3,78.9,68.94,112.16,111.62,91.96,75.55,26.34,56.08,135.68,95.3,91.79,206.05,246.9,212.54
837.24,794.06,48.75,48.39,91.97,69.05,177.2,63.61,85.88,88.49,44.82,82.45,94.34,71.9,60.33,13.54,39.94,98.68,72.12,62.33,204.45,211.16,177.98
837.37,796.02,27.36,19.69,73.79,50.5,186.47,74.22,77.36,81.3,34.75,42.14,70.63,39.34,37.33,23.72,46.02,68.89,52.15,95.39,203.71,191.61,180.94
837.51,797.98,10.73,6.56,33.69,33.63,130.4,41.35,39.62,49.24,9.87,10.15,28.26,11.95,17.33,10.18,18.15,43.06,30.77,84.77,166.61,126.71,116.73
837.65,799.94,33.34,10.22,53.76,61.96,171.88,77.5,36.31,57.61,28.84,28.26,56.45,30.57,22.55,35.77,25.8,84.44,56.64,126.01,194.38,142.66,103.19
837.79,801.9,54.71,16.34,38.18,74.63,139.02,69.98,35.01,46.3,37.66,23.19,42.32,30.58,17.08,29.4,24.12,92.13,58.15,133.9,189.78,118.59,93.3
837.92,803.86,93.68,51.91,56.87,97.96,167.49,121.93,63.92,69.52,63.29,58.49,89.53,84.45,27.31,63.31,49.72,134.8,89.69,200.11,226.16,171.17,186.53
838.06,805.82,84.22,50.18,40.21,98.17,100.52,104.62,39.48,50.77,59.33,51,76.97,74.7,29.77,41.83,40.94,151.66,96.38,178.84,213.74,163.94,182.81
838.2,807.78,73.45,47.12,52.23,90.38,86.87,96.97,53.4,45.68,51.39,59.52,86.75,81.97,60.95,38.02,48.15,164.51,115.05,193.9,214.97,175.35,196.4
838.34,809.73,38.35,24.74,46.26,74.58,85.56,73.99,24.49,28.94,48.44,49.05,41.88,52.57,48.76,4.12,26.04,149,122.37,162.27,176.83,168.74,173.3
838.47,811.69,17.31,37.38,37.3,51.12,86.24,78.33,48.45,45.85,70.5,41.92,17.63,43.69,31.78,0.32,27.27,139.47,112.68,182.95,147.34,173.11,210.51
838.61,813.64,55.14,70.25,58.92,50.54,104.48,108.23,52.94,84.33,105.46,29.69,15.67,36.87,30.48,17.42,9.55,185.81,131.19,197.51,159.39,184.01,217.25
838.75,815.6,80.31,104.15,80.55,49.63,88.38,116.46,71.93,103.48,113.09,14.81,31.04,35.73,29.89,17.42,14.68,209.14,179.35,193.71,185.08,195.9,232.64
838.89,817.55,121.23,129.16,128.64,68.82,96.38,134.46,97.87,112.74,147.16,49.04,53.27,64.2,46.51,50.31,24.6,222.23,211.27,241.02,248.53,204.87,232.78
839.02,819.5,110.54,145.2,137.08,90.35,110.73,134.8,114.48,123,138.25,87.29,91.11,87.18,43.68,47.54,67.69,201.96,250.51,263.97,249.96,216.16,264.25
839.16,821.45,145.98,148.02,183.98,106.32,143.18,151.91,140.2,163.04,169.12,129.67,94.08,122.29,79.62,92.43,71.73,225.13,259.85,305.03,282.15,240.54,292.47
839.3,823.4,125.99,143.09,171.45,143.51,156.52,157.57,135.49,178.65,144.22,113.94,118.62,110.3,83.81,73.67,73.32,218.17,281.73,310.29,265.21,257.46,315.56
839.43,825.35,130.02,134.17,193.27,126.37,152.19,150.56,133.44,165.59,158.33,106.89,79.83,105.98,71.33,87.92,55.6,259.19,274.26,306.87,321.58,302.36,338.64
839.57,827.29,107.17,110.04,167.88,143.33,142.64,176.33,151.85,164.65,157.55,93.63,77.84,84.79,61.31,75.29,66.99,278.98,267.23,323.89,364.05,348.36,336.14
839.71,829.24,116.79,88.38,173.96,109.41,127.87,160.21,133.38,149.82,140.23,95.17,42.63,85.06,52.08,85.11,52.84,294.2,275.96,284.68,384.29,349.79,360.07
839.85,831.18,106.64,88.62,148.93,134.05,133.65,176.32,170.8,159.22,140.81,79.27,52.33,88.22,77.74,87.83,55.91,299.97,294.24,299.01,391.4,350.09,345.22
839.98,833.13,84.62,86.65,117.04,108.46,129.88,144.86,160.67,151.74,135.51,60.16,53.49,90.84,59.53,55.66,37.77,292.16,326.62,284.77,389.93,318.16,339.79
840.12,835.07,84.72,85.48,78.27,110.32,135.56,148.19,193,160.04,140.99,55.85,57.77,111.92,83.77,54.62,62.09,319.46,324.76,310.64,395.57,357.99,345.13
840.26,837.01,87.63,77.1,51.96,131.29,142.68,155.29,181.44,169.79,137.94,93.32,82.51,122.79,95.46,60.03,78.86,330.19,376.02,328.94,414.97,383.92,406.23
840.39,838.95,87.54,82.41,27.99,146.59,125.47,139.06,193.22,168.89,122.89,98.81,90.26,106.67,99.16,61.45,104.3,364.58,350.93,347.91,401.36,424.51,435.32
840.53,840.89,72.25,79.84,39.49,167.01,126.04,133.28,174.79,154.1,135.96,115.43,117.14,88.35,75.32,49.99,95.53,402.74,400.27,369.64,443.52,452.19,465.51
840.67,842.83,37.74,58.29,51.01,141.77,109.95,111.83,163.71,141.65,152.71,81.73,93.37,87.7,66.49,53.87,86.44,444.56,370.95,366.04,422.33,457.2,451.36
840.81,844.77,27.15,59.09,74.9,146.86,116.19,118.38,159.96,150.55,165.48,95.71,106.28,107.07,106.66,72.43,79.69,479.7,412.28,400.1,424.8,506.53,490.2
840.94,846.71,14.92,74.58,101.45,138.62,142.1,141.6,162.89,181.45,189.92,129.37,91.87,150.79,128.19,108.33,78.62,521.84,438.95,433.15,438.92,523.19,500.37
841.08,848.64,54.94,80.42,99.69,155.04,163.35,160.49,206.83,210.36,189.71,167.05,133.48,167.18,161.72,131.91,84.56,551.97,492.94,492.21,503.04,554.18,546.53
841.22,850.58,82.96,71.82,112.16,146.7,184.16,200.27,231.34,231.17,178.73,190.3,151.66,186.82,155.49,181.39,100.07,601.65,574.16,531.48,582.7,516.04,582.9
841.35,852.51,116.55,72.8,118.21,157.91,181.52,214.28,282.08,237.55,199.99,180.12,207.08,195.69,199.49,189.77,140.47,635.55,585.26,613.63,628.25,539.79,610.15
841.49,854.44,128.94,103.91,135.39,153.91,184.01,219.4,274.61,251.71,225.04,193.07,230.96,202.02,188.95,203.27,175.67,661.89,632.8,648.57,632.9,572.31,669.18
841.63,856.37,131.56,114.26,137.14,181.13,178.38,226.41,268.03,269.1,276.33,225.59,277.08,210.26,252.64,216.34,212.77,685.11,667.23,717.39,653.77,641.05,699.76
841.76,858.31,142.1,118.19,140.13,213.25,166.65,214.31,275.03,314.06,279.52,259.35,317.1,254.06,285.57,273.64,272.43,704.56,753.54,732.76,684.19,685.67,766.89
841.9,860.24,138.76,103.57,153.58,245.81,174.04,215.33,282.48,329.15,267.83,340.24,356.25,298.33,335.62,293.07,327.55,735.45,793.64,797.92,744.38,734.4,793.8
842.04,862.16,169.77,144.64,178.05,253.72,225.43,228.69,312.27,357.57,320.16,389.15,406.43,362.62,360.02,364.17,409.02,768.67,829.4,823.74,790.23,802.79,863.7
842.17,864.09,195.8,167.4,196.87,247.29,264.49,266.72,326.42,384.35,345.51,471.74,431.95,412.25,401.43,416.96,466.83,794.88,840.5,879.23,859.75,863.18,918.93
842.31,866.02,189.07,210.06,215.27,231.43,283.45,296.64,347.79,416.69,394.43,489.24,484.71,475.46,477.75,512.65,519.21,851.33,876.49,900.28,918.49,910.45,948.39
842.45,867.94,185.7,220.74,237.68,247.57,276.75,306.24,367.85,426.7,381.69,518.09,532.49,531.02,532.74,565.35,570.27,873.43,897.15,908.33,959.56,947.73,971.51
842.58,869.87,184.34,238.1,231.11,265.06,278.05,327.84,386.92,406.73,392.98,542.29,585.63,577.92,597.09,632.06,618.35,917.54,961.14,924.39,993.29,963.67,1004.96
842.72,871.79,209.78,215.27,229,277.99,282.14,337.22,400.11,402.22,416.39,585.95,627.89,623.96,628.89,640.9,675.54,902.43,977.58,924.23,1016.14,954.73,1042.53
842.86,873.71,210.12,195.33,238.47,274.82,300.79,337.83,399.54,395.28,418.37,616.19,649.06,623.57,668.26,649.97,699.98,913.21,955.25,935.96,1018.87,965.01,1087.99
842.99,875.64,167.26,170.53,211.07,262.77,290.23,283.89,353.43,390.79,410.48,556.23,602.03,577.65,614.09,582.17,638.21,860.44,858.04,874.14,982.38,922.06,1028.56
843.13,877.56,143.87,175.2,192.79,280.17,276.12,281.07,336.78,398.43,388.72,492.73,522.46,516.85,570.38,541.16,569.23,820.79,800.27,793.77,909.67,912.57,992.58
843.27,879.48,85.93,176.65,100.65,252.35,223.12,228.37,296.92,344.52,339.76,398.36,386.36,427.51,452.8,419.94,450.37,715.58,727.96,673.52,841.41,803.52,872.04
843.4,881.4,97.13,129.58,66.3,214.33,193.92,200.45,286.85,287.75,274.92,321.46,302.73,336.64,378.01,323.52,363.98,644.15,641.43,598.39,718.26,747.25,785.29
843.54,883.31,67.9,84.07,10.79,161.19,140.94,139.77,217.69,213.2,196.66,213.13,214.33,241.01,245.13,212,248.82,549.96,529.8,517.16,595.34,653.21,675.77
843.68,885.23,55.42,19.11,31.26,146.29,127.53,131.31,204.43,187.23,176.64,153.04,164.18,179.96,188.48,169.05,184.57,525.99,484.4,498.16,515.64,586.06,612.14
843.81,887.14,15.16,14.68,22.79,149.4,103.12,120.86,171.52,166.61,177.64,119.98,118.38,136.92,138.18,132.78,149.99,473.36,488.68,453.16,502.28,519.26,583.18
843.95,889.06,0,0.01,22.79,126.08,88.62,94.97,185.18,159.89,180.88,113.49,80.16,98.79,96.79,113.09,107.66,462.63,466.18,430.73,511.49,475.01,556.79
844.08,890.97,19.68,6.62,0,106.65,71.68,72.98,160.75,159.41,173.03,100.58,72.52,88.58,69.64,93.63,89.23,445.46,432.26,386.87,490.58,455.33,563.29
844.22,892.89,19.68,7.63,0,67.12,73.97,54.89,176.89,154.17,174.09,80.24,75.11,87.27,76.73,79.08,62.04,427.19,409.9,379.91,434.24,439.54,539.69
844.36,894.8,35.34,7.62,7.14,51.71,71.71,35.92,193.49,168.39,180.61,65.37,96.85,89.09,101.94,72.65,74.31,439.7,446.33,391.07,423.68,398.54,541.54
844.49,896.71,15.65,1,10.37,36.42,64.25,31.07,221.88,167.4,179.6,45.64,102.38,87.04,91.62,59.69,70.38,395.34,466.21,410.02,411.91,388.99,518.18
844.63,898.62,15.65,1.55,25.48,34.59,72.57,62.34,227.07,181.2,210.05,61.03,130.38,72.13,69.76,56.85,78.57,423.77,454.22,419.43,450.26,398.23,505.61
844.77,900.52,5.6,1.55,30.55,44.87,74.01,88.06,195.73,172.8,204.3,79.56,124.84,67.68,81.03,40.48,78.89,387.98,446.35,409.3,424.73,428.59,481.16
844.9,902.43,5.6,1.55,27.31,38.29,75.24,88.9,169.18,158.87,208.02,87.23,124.78,52.7,108.43,38.9,57.01,378.32,410.28,399.63,422.65,402.74,444.84
845.04,904.34,19.79,16.59,29.42,47.93,66.37,89.98,168.86,171.5,194.98,87.14,103.29,62.96,121.73,68.56,60.36,362.56,425.77,401.52,404.14,403.12,459.08
845.17,906.24,23.36,16.85,17.21,54.14,91.74,79.62,171.79,184.38,215.51,93.62,112.38,81.13,132.94,84.79,59.96,387.7,438.17,412.66,440.52,413.74,473.55
845.31,908.15,48.39,36.66,30.01,76.36,96.45,77.95,157.74,214.6,221.74,93.8,130.16,92.66,109.51,71.38,82.24,379.52,456.58,415.81,453.59,435.7,489.04
845.45,910.05,46.99,23.99,23.74,61.26,72.5,75.28,145.71,212.18,195.65,109.66,121.63,76.54,84.09,49.98,78.54,395.68,457.68,390.3,450.66,415.01,483.55
845.58,911.95,54.73,36.78,24.82,66.29,79.01,56.7,142.47,194.89,189.7,101.66,134.9,66.88,67.8,62.71,86.3,353.64,421.91,373.6,433.86,407.12,491.84
845.72,913.86,53.38,21.82,12.02,59.88,56.43,69.39,166.81,173.83,181.33,116.24,119.08,85.14,47.74,62.69,72.63,374.84,433.04,384.8,412.3,393.79,492.71
845.85,915.76,48.6,17.9,1.08,78.71,81.74,63.31,155.72,169.35,177.87,86.4,129.84,95.98,53.94,48.57,63.88,347.94,413.74,412.57,409.64,428.69,494.48
845.99,917.66,39.96,4.85,0,98.99,69.18,112.71,159.76,179.67,164.2,89.36,87.41,76.29,16.24,30.91,48.58,341.5,426.24,417.48,404.43,436.06,487.71
846.13,919.55,16.28,19.39,11.17,102.07,78.74,104.55,142.94,175.46,175.34,71.45,60.44,68.39,29.05,64.38,45.08,348.19,445.21,393.84,417.36,455.22,486.41
846.26,921.45,8.26,32.61,11.17,118.6,74.09,124.84,173.91,179.7,175.95,76.02,33.28,91.96,24.31,73.65,45.05,353.34,452.63,373.34,393.07,438.51,487.56
846.4,923.35,0,32.61,11.48,90.81,55.46,122.48,199.9,181.63,186.58,70.6,55.47,96.56,44.28,78.94,39.04,389.85,484.08,397.19,384.13,425.49,463.07
846.53,925.24,8.94,14.78,0.31,103.15,57.61,137.57,212.69,193.03,185.35,65.99,44.24,85.62,45.35,41.58,50.15,390.81,467.33,448.51,350.33,408.59,464.71
846.67,927.14,8.94,2.41,0.31,104.62,41.56,129.12,200.62,210.23,202.25,61.85,51.37,52.15,44.22,40.46,37.73,390.91,478.71,454.96,343.98,395.82,425.14
846.81,929.03,8.94,14.56,11.69,109.76,46.53,126.35,186.89,215.44,189.84,27.34,36.53,54.04,24.26,31.37,35,347.69,482.11,470.1,338.32,404.07,419.6
846.94,930.92,0,25.68,11.69,121.03,69.28,135.04,179.63,237.12,181.24,31.36,55.06,31.73,37.95,32.86,18.4,349.6,495.64,471.04,325.45,418.45,397.52
847.08,932.81,0,24.83,11.69,113.65,89.72,134.08,177.73,213.49,156.66,41.07,50.71,37.78,31.66,29.25,17.84,339.2,490.53,494,339.27,408.19,419.79
847.21,934.7,0.37,12.68,0,138.06,95.61,129.9,172.63,199.32,160.21,50.65,41.84,35.3,45.71,41.1,6.45,338.26,475.55,499.43,310.55,383.39,405.87
847.35,936.59,0.37,0,0,98.26,67.3,115.52,159.99,182.95,148.57,60.97,31.76,33.86,23.68,57.09,18.8,347.79,448.05,479.99,325.96,362.39,389.41
847.48,938.48,0.37,0,0,81.48,47,83.82,152.71,189.61,165.29,66.31,18.86,16.35,25.02,44.1,23.48,345.01,438.9,445.25,309.06,365.74,379.97
847.62,940.37,0,0,3.97,58.49,34.16,83.58,135.22,181.06,159.47,61.79,8.46,5.5,10.98,40.24,23.48,366.36,395.55,390.64,300.96,367.56,387.01
847.75,942.25,0,0,3.97,88.85,38.34,68.69,134.43,184.2,152.69,37.3,7.91,5.5,5.42,39.06,4.67,346.07,404.56,366.39,281.88,375.07,384.39
847.89,944.14,0,0,3.97,99.34,60.31,95.59,135.1,159.47,143.37,10.89,17.02,5.5,10.71,38.39,0,351.25,399.71,360.28,270.6,401.39,362.59
848.03,946.02,0,13.06,2.77,105.51,60.29,89.17,162.13,178.77,136.08,27.89,17.02,5.83,10.71,37.04,13.12,347.12,420.88,386.52,288.01,393.39,341.47
848.16,947.91,0,13.06,2.77,86.14,57.41,102.55,184.96,170.86,135.92,22.06,17.11,5.83,19.87,20.74,22.92,321.12,369.53,370.91,298.88,379.86,312.49
848.3,949.79,1.82,35.09,19.88,82.45,59.87,103.6,190.48,198.98,126.13,32.61,7.99,5.83,20,20.74,33.08,329.82,384.53,360.65,307.45,362.02,312.2
848.43,951.67,2,32.79,17.63,88.9,75.13,97.12,175.8,175.23,134.14,10.55,10.02,20.79,36.43,17.01,39.71,347.31,347.68,365.54,303.15,365.32,319.39
848.57,953.55,2,32.79,29.34,95.69,75.73,94.99,166.48,192.51,111.18,10.55,2.02,20.79,45.72,17.01,65.36,352.84,360.52,372.12,322.21,361.65,319.6
848.7,955.43,0.18,10.76,12.23,112.5,57.36,74.2,152.51,167.14,114.91,0,26.89,20.79,34.87,25.09,55.2,335.39,331.72,381.4,320.96,313.67,308.17
848.84,957.31,6.55,0,16.05,108.33,67.33,71.44,147.57,178.79,116.33,22.08,46.22,7.17,35.88,26.09,42.23,319.97,305.95,352.04,314.07,306.72,326.44
848.97,959.18,6.55,0,4.34,97.73,88.55,69.91,127.54,142.36,129.34,22.08,46.22,7.17,17.43,26.09,19.17,301.79,300.43,325.26,264.09,284.34,333.29
849.11,961.06,11.13,9.92,4.34,100.92,113.55,85.84,118.64,146.06,116.82,22.08,21.36,7.17,17.43,18.01,29.41,293.76,291.06,312.29,253.26,301.11,334.95
849.24,962.94,4.58,9.92,0,80.13,101.58,88.12,99.77,119.45,121.99,0,0,6.29,0,0,22.64,272.75,293.05,291.35,208.44,273.91,292.31
849.38,964.81,4.58,9.92,0,77.92,70.51,90.98,113.48,122.75,120.41,0,0,6.29,0,0,10.24,263,283.29,265,188.55,257.63,268.25
849.51,966.68,0,0,0,34.69,32.69,58.53,88.32,98.86,105.3,0,0,6.29,0,0,0,215.72,209.34,255.8,142.79,220.48,220.67
849.65,968.55,0,0,0,15.13,4.82,32.06,65.3,72.1,58.67,0,0,0,0,0,0,178.25,170.87,213.4,87.24,136.8,155.23
849.78,970.43,0,0,0,0,0,0,20.01,53.14,29.05,0,0,0,0,0,0,155.91,108.21,202.81,59.77,64.79,83.82
849.92,972.3,0,0,0,12.56,6.11,3.25,18.37,41.1,27.48,0,0,0,0,0,0,154.84,113.47,157.48,20.42,12.85,31.78
850.05,974.16,0,0,0,17.49,18.64,13.89,27.98,49.3,15.27,0,0,0,0,0,0,116.01,76.98,155.4,27.05,37.18,0.44
850.19,976.03,0,0,0,17.49,18.64,13.89,27.98,46.75,28.65,0,0,0,0,0,0,89.44,66.75,104.59,6.63,37.18,0.68
850.32,977.9,0,0,0,10.41,12.53,20.53,18.45,35.58,13.38,0,0,0,0,0,0,69.9,27.8,73.47,31.07,27.44,0.24
850.46,979.77,0,0,0,5.48,0,9.89,21.35,30.74,25.24,0,0,0,0,0,0,65.72,19.96,22.38,24.44,3.11,0.24
850.59,981.63,0,0,0,7.42,13.39,9.95,21.35,11.71,12.69,0,0,0,0,0,0,48.36,0,16.01,24.44,3.11,0
850.73,983.49,0,0,0,1.94,13.39,0.06,21.72,11.71,12.69,0,0,0,0,0,0,18.49,0,0.14,0,0,0
850.86,985.36,0,0,0,1.94,13.39,0.06,0.37,7.73,11.53,0,0,0,0,0,0,5.2,0,0,0,0,0
851,987.22,0,0,0,3.4,1.33,0,0.37,7.58,13.74,0,0,0,0,0,0.71,2.15,0,0,0,0,0
851.13,989.08,0,0,0,3.4,5.13,1.69,0,7.58,22.13,0,0,0,0,0,0.71,2.24,0,0,0,0,0
851.27,990.94,18.36,0,0,3.4,13.07,1.69,0,0,24.17,0,0,0,0,0,0.71,0.09,0,0,0,0,0
851.4,992.8,29.37,0,0,0,11.75,14.07,0,1.87,21.13,0,0,0,0,0,0,0.09,0,0,0,0,0
851.54,994.66,32.49,0,17.98,0,14.21,25.44,0,16.28,12.74,0,0,0,0,0,0,0,0,0,0,0,0
851.67,996.51,38.58,11.51,19.67,0,6.26,43.76,10.54,24.46,0,0,0,0,0,0,11.63,0.88,0,0,0,0,0
851.81,998.37,54.59,11.51,32.62,0,13.97,49.51,35.43,28.44,26.05,2.85,4.45,0,0,0,14.04,0.88,0,0,0,0,0
851.94,1000.22,51.47,11.51,20.76,0,12.16,47.61,35.43,14.03,26.05,2.85,11.84,0,0,0,14.04,0.88,0,0,0,0,0
852.08,1002.08,36.19,0,24.59,19.46,20.91,29.4,40.87,5.85,26.05,2.85,11.84,0,0,0,2.41,0,0,0,0,0,0
852.21,1003.93,9.17,16.57,13.45,19.46,13.2,11.27,15.98,3.57,0,0,7.39,1.29,1.71,0,0,0,0,0,0,0,0
852.34,1005.78,9.17,16.57,7.33,19.46,11.56,0.11,24.07,5.18,0,0,0,1.29,1.71,0,0,0,0,0,0,0,0
852.48,1007.63,0,16.57,7.79,0,2.81,0,8.09,5.18,0,0,0,1.29,1.71,0,1.7,0,0,0,0,0,0
852.61,1009.48,0,9.56,5.98,0,2.81,0,8.09,1.61,0,0,0,0,0,0,1.7,0,0,0,0,0,0
852.75,1011.33,16.1,9.56,14.6,0,2.35,8.9,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
852.88,1013.18,16.1,21.64,8.62,0,7.38,19.1,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
853.02,1015.03,16.1,12.08,8.62,0,7.38,19.1,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
853.15,1016.87,0,12.08,2.65,0,5.03,10.21,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
853.29,1018.72,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.42,1020.56,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.55,1022.4,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.69,1024.24,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.82,1026.08,0.39,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.96,1027.92,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.09,1029.76,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.22,1031.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.36,1033.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.49,1035.27,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0
854.63,1037.11,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,15.69,0,0,0,0,0,0
854.76,1038.94,0,13.12,0,0,0,0,0,0,0,0,0,0,8.22,37.47,16.95,0,0,0,0,0,0
854.89,1040.77,0,11.33,0,0,0,0,0,0,0,18.9,0,0,18.21,42.69,15.12,0,0,0,0,0,0
855.03,1042.6,0,11.33,11.34,0,0,0,0,0,0,20.42,0,0,25.55,54.25,20.31,0,0,0,0,0,0
855.16,1044.43,0,11.33,12.72,0,0,0,0,0,0,20.42,0,3.97,17.33,30.56,19.05,0,0,0,0,0,0
855.3,1046.26,7.34,0,22.26,0,0,0,0,0,0,14.89,0,11.9,7.33,46.79,22.63,0,0,0,0,0,0
855.43,1048.09,9.26,0,10.91,0,0,0,0,0,0,13.36,0,11.9,0.08,35.23,4.27,0,0,0,0,0,0
855.56,1049.92,24.43,11.47,9.53,0,0,0,0,0,0,21.61,5.52,7.93,2.98,28.18,4.27,0,0,0,0,0,0
855.7,1051.75,17.09,11.47,0,0,0,0,0,0,0,8.25,5.52,0,2.98,6.73,0,0,0,0,0,0,0
855.83,1053.57,15.17,11.47,0.02,0,0,0,0,0,0,8.25,5.52,11.67,2.9,6.73,0,0,0,0,0,0,0
855.96,1055.4,0,0,0.02,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0
856.1,1057.22,0,0,0.02,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0
856.23,1059.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.37,1060.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.5,1062.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.63,1064.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
