Wavelength,Wavenumber,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
881.22,1390.22,75.87,62.87,81.35,8.79,14.47,0,0,0,0,74.03,66.58,75.95,35.97,54.27,58.37,0,0,0,0,0,0
881.35,1391.85,32.21,36.65,53.78,0,8,0,0,0,0,73.88,48.44,60.76,14.67,20.39,43.56,0,0,0,0,0,0
881.47,1393.47,18.92,43.67,40.8,0,1.55,0,0,0,0,66.98,28.87,39.81,8.39,13.46,26.66,0,0,0,0,0,0
881.6,1395.1,5.18,20.16,33.94,0,0,0,0,0,0,36.28,13.21,42.65,0.54,0,22.07,0,0,0,0,0,0
881.73,1396.72,5.18,20.16,27.01,0,0,0,0,0,0,23.62,10.92,34.72,0,0,11.85,0,0,0,0,0,0
881.85,1398.35,0,4.44,18.04,0,0,0,0,0,0,0,0,21.17,0,0,0,0,0,0,0,0,0
881.98,1399.97,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882.1,1401.59,16.39,0.08,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
882.23,1403.21,16.39,0.08,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
882.36,1404.83,0,0.08,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
882.48,1406.45,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
882.61,1408.07,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
882.73,1409.68,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
882.86,1411.3,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
882.99,1412.91,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
883.11,1414.53,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
883.24,1416.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883.36,1417.75,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883.49,1419.36,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883.61,1420.97,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883.74,1422.58,0.88,0,10.54,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0
883.87,1424.19,24.08,0,0,0,0,0,0,0,0,1.25,0,0.71,0,0,0,0,0,0,0,0,0
883.99,1425.79,28.48,3.06,0,0,0,0,0,0,0,1.25,0,0.71,0,0,0,0,0,0,0,0,0
884.12,1427.4,31.66,9.78,8.91,0,0,0,0,0,0,1.25,0,8.49,0,0,0,0,0,0,0,0,0
884.24,1429,8.47,11.59,8.91,0,0,0,0,0,0,16.19,6.18,13.28,0.71,0,0,0,0,0,0,0,0
884.37,1430.61,4.06,8.52,13.02,0,0,0,0,0,4.26,23.71,11.03,15.72,12.83,0,0,0,0,0,0,0,0
884.49,1432.21,7.2,2.62,4.11,0,0,0,0,0,10.04,45.34,32.32,15.77,27.14,0,10.79,0,0,0,0,0,0
884.62,1433.81,19.2,5.4,4.11,0,0,0,0,0,10.04,36.44,28.09,19.17,28.83,8.95,10.79,0,0,0,0,0,0
884.74,1435.41,21.22,5.4,0,0,0,0,0,0,5.78,47.79,33.1,34.15,16.71,15.17,16.85,0,0,0,0,0,0
884.87,1437.01,14.02,4.59,3.69,0,0,0,0,0,0,49.15,42.46,47.14,7.32,31.88,18.94,0,0,0,0,0,0
884.99,1438.61,3.91,22.11,3.69,1.25,8.27,0,0,0,0,59.97,57.28,63.25,29.07,25.47,25.31,0,0,0,0,0,0
885.12,1440.2,5.15,24.25,3.69,1.25,8.27,11.51,0,0,0,77.14,97.45,79.06,75.88,44.41,35.55,0,0,0,0,0,0
885.24,1441.8,36.58,43.21,24.79,4.04,11.69,11.51,0,0,16.95,111.88,111.86,102.43,118.88,60.59,60.36,0,0,0,0,0.19,0
885.37,1443.4,38.08,36,50.5,15.36,3.43,15.44,1.4,4.5,40.11,132.31,134.62,139.15,153.24,105.46,83.53,0,0,0,0,10.87,0
885.49,1444.99,50.49,58.37,69.16,18.05,9.37,10.62,12.27,4.5,52.48,135.31,123.28,169.78,169.17,137.9,125.94,0,0,0,0,24.05,0
885.62,1446.58,40.59,61.09,50.2,18.97,17.88,21.98,32.85,7.88,46.33,131.32,158.63,192.43,199.78,191.03,160.36,15.75,0,0,19.53,50.12,0
885.74,1448.18,58.26,68.39,44.82,16.8,35.48,32.42,31.45,3.47,48.41,187.57,188.55,185.31,209.97,219.73,209.36,18.67,0,0,39.09,45.45,1.76
885.87,1449.77,69.85,54.59,44.01,19.2,47.8,43.76,42.57,5.62,58.39,235.39,241.7,209.43,215.4,244,228.6,20.44,16.48,0,54.02,52.71,29.36
885.99,1451.36,67.78,51.15,62.22,22.95,54.14,45.13,27.37,22.12,73.71,277.23,230.2,228.24,215.85,236.96,235.19,4.69,35.9,0,81.48,46.36,60.15
886.12,1452.95,102.96,67.28,86,37.27,62.06,73.4,56.68,61.86,102.26,278.97,273.61,256.61,243.54,292.49,264.02,30.84,51.82,27.19,123.53,72.28,113.94
886.24,1454.53,99.49,97.77,96.13,68.61,71.98,74.02,64.05,81.93,130.15,281.39,274.69,256.34,274.24,308.04,296.87,54.03,69.88,65.33,137.97,98.58,120.11
886.37,1456.12,106.6,86.83,113.18,66.19,79.49,94.21,66.66,85.58,154.27,256.05,302.69,248.97,276.19,304.83,309.96,92.11,93.54,81.66,130.34,107.48,117.88
886.49,1457.71,93.28,78.46,88.46,77.68,66.56,66.31,51.49,50.12,131.62,237.28,285.25,242.83,275.71,257.19,286.29,87.5,86.8,67.21,105.99,100.98,136.92
886.62,1459.29,99.09,61.56,80.54,58.96,64.09,73.21,30.45,34.12,110.42,215.97,256.6,234.16,257.69,239.02,251.75,62.54,84.21,37.92,115.12,89.97,138.78
886.74,1460.88,115.36,70.45,75.42,73.37,63.42,68.9,45.2,36.24,102.67,224.45,242.08,227.28,247.8,242.64,236.66,58.9,55.11,31.78,120.74,116.11,124.47
886.87,1462.46,88.88,80.92,93.2,47.68,89.66,79.83,53.51,47.26,91.15,207.5,229.13,225.63,222.48,208.5,208.82,51.52,68.27,32.24,102.63,131.2,66.09
886.99,1464.04,90.42,80.08,123.67,36.02,96.91,70.44,60.83,50.62,91.31,179.57,227.53,197.67,200.18,165.71,185,67.35,44.8,32.73,92.23,136.32,34.43
887.11,1465.62,79.53,118.47,111.38,51.26,125.73,77.63,72.04,54.22,83.69,165.54,217.49,196.28,195.79,147.16,177.41,60.28,51.93,54.82,95.77,142.71,85.36
887.24,1467.21,88.1,91.66,102.22,65.62,121.01,75.61,72.71,44.6,90.53,161.3,176.25,174.01,161.52,130.4,168.28,44.03,29.59,49.73,110.12,138.26,100.45
887.36,1468.78,92.69,95.87,85.08,95.01,122.31,104.94,66.39,64.99,108.37,167.75,145.02,178.1,139.28,133.33,148.51,39.82,54.58,62.01,96.52,129.52,131.58
887.49,1470.36,93.08,69.54,71.06,104.85,114.4,98.4,51.86,60.83,98,145.98,126.92,161.3,88.82,93.05,101.86,28.75,38.71,62.44,58.42,86.27,66.4
887.61,1471.94,98.04,76.79,77.29,132.26,102.4,107.76,53.56,70.24,115.19,107.12,107.38,144.08,79.94,71.35,68.79,43.95,55.06,81.46,32.57,85.94,66.28
887.74,1473.52,86.69,74.38,49.53,135.7,92.08,85.81,60.59,55,104.71,78.93,105.53,94.2,65.07,49.99,42.4,43.2,69.49,83.19,46.1,91,70.21
887.86,1475.09,66.58,59.22,39.88,123.7,87.66,71.43,42.53,30.65,98.14,51.99,81.24,54.57,52.78,41.21,46.24,28.36,64.26,73.51,43.24,72.91,101.54
887.98,1476.67,49.6,59.85,27.49,91.83,101.37,65.17,43.92,43.42,106.01,63.5,101.41,51.05,34.61,53.22,52.88,31.68,75.43,74.65,52.19,46.72,91.89
888.11,1478.24,33.41,48.94,44.23,52.97,81.88,65.04,31.09,53.31,102.33,67.13,91.38,56,13.17,41.02,58.32,25.82,43.43,90.6,26.96,30.34,75.72
888.23,1479.81,28.58,51.72,51.79,44.24,62.73,79.93,58.94,68.54,110,68.45,83.69,71.29,16.15,34.84,33.43,49.33,94.39,100.59,34.77,79.09,59.6
888.36,1481.38,26.65,38.07,56.12,53.09,43.81,97.72,51.02,54.67,103.55,70,76.23,63.48,21.7,47.9,32.79,70.43,113.02,118.17,52.85,92.02,91.74
888.48,1482.95,28.52,40.89,57.91,81.51,85.36,100.97,72.22,60.59,107.23,79,97.57,69.8,39.11,65.75,42.94,100.34,145.46,122.9,95.75,120.43,126.36
888.6,1484.52,37.96,39.94,60.94,83.71,72.48,90.8,43.03,47.4,124.46,68.58,107.47,69.35,32.23,66.17,44.32,103.52,137.49,142.56,109.58,106.78,164.92
888.73,1486.09,52.86,46.12,67.1,83.05,76.72,68.41,48.58,69.33,135.14,62.61,113.16,72.7,34.93,29.7,57.84,111.18,162,160.69,115.56,147.28,186.62
888.85,1487.66,47.22,38.09,59.05,92.18,65.76,72.48,37.57,60.72,127.61,42.44,112.31,75.5,34.77,20.38,49.81,142.99,172.33,198.97,111.35,154.26,214.15
888.98,1489.22,34.27,29.08,85.02,78.65,80.14,68.91,58.87,75.11,124.41,47.94,101.47,67.32,38.08,20.07,74.8,172.16,233.36,238.62,124.86,171.61,264.71
889.1,1490.79,25,51.76,73.34,86.81,89.21,75.68,81.88,76.84,126.22,51.12,104.31,85.48,27.61,38.13,75.8,197.71,260.09,284.31,158.4,180.01,277.31
889.22,1492.35,24.75,46.45,70.34,69.31,70.28,78.8,99.57,75.92,134.37,61.65,80.5,94.65,17.16,32.85,61.98,206.63,275.52,296.03,195.99,193.78,300.29
889.35,1493.92,20.86,51.82,62.02,83.16,84.04,93.93,104.59,103.67,140.52,71.86,77.7,99.51,26.39,38.26,57.35,220.25,263.99,313.45,191.28,196.91,297.3
889.47,1495.48,6.87,24.77,65.28,67.25,78.04,95.63,71.85,107.65,134.56,68.3,70.46,56.59,33.85,40.56,36.62,215.46,268.38,308.79,184.49,223.31,321.24
889.59,1497.04,10,35.17,68.33,73.46,100.82,110.46,79.22,112.41,163.39,56.86,78.02,61.47,35.44,35.66,40.19,235.48,328.91,338.95,213.86,266.86,343.33
889.72,1498.6,10.25,23.88,40.09,73.8,93.4,103.08,89.38,97.29,190.33,45.88,72.03,73.14,34.16,26.22,33.37,242.31,347.26,335.58,263.04,303.56,377.57
889.84,1500.16,7.55,41.99,16.84,80.04,112.55,110.6,112.1,90.74,192.83,35.8,60.61,92.38,22.11,15.35,19.94,281.41,367.53,360.8,283.82,291.85,389.73
889.96,1501.72,13.95,32,6.82,93.85,119.59,118.03,123.05,109.41,192.56,53.28,61.42,70.51,22.64,47.38,25.27,307.42,376.39,390.61,280.19,302.4,409.49
890.09,1503.27,13.71,32,12.46,83.9,116.88,113.02,125.56,116.98,170.85,50.67,61.46,55.55,11.73,52.99,18.17,340.03,415.5,431.01,279.48,318.21,410.17
890.21,1504.83,32.78,17.48,30.59,80.18,120.4,124.25,148.3,147.11,207.36,61.96,56.41,56.82,20.06,43.49,23.83,370.22,448.54,458.99,322.04,351.94,449.45
890.33,1506.38,29.35,23.99,43.39,81.14,142.59,122.5,159.04,180.58,206.87,72.92,71.36,79.44,36.74,23.34,46.64,410.11,472.27,494.34,352.63,377.71,471.43
890.46,1507.94,39.7,23.99,41.44,93.68,144.03,157.98,178.01,191.95,227.28,71.79,76.55,91.96,36.38,36.76,47.03,439.26,486.59,521.28,386.15,400.07,489.33
890.58,1509.49,20.63,37.85,48.95,147.33,138.25,176.25,170.77,195.1,218.8,83.78,81.19,121.59,25.59,47.65,65.54,470.22,521.39,547.02,405.14,416.58,480.71
890.7,1511.04,10.91,44.73,39.13,150.67,119.15,183.53,160.2,185.92,235.99,78.44,82.18,119.91,11.97,60.54,50.39,442.21,541.55,525.13,394.17,423.46,470.12
890.83,1512.6,7.54,44.73,53.34,177.01,147.73,184.49,163.3,222.09,246.85,85.78,99.84,117.24,37.63,62.12,55.93,478.9,571.75,510.94,406.24,450.7,496.24
890.95,1514.15,21.18,34.31,32.89,161.04,172.33,165.8,176.07,228.59,263.72,86.47,124.18,101.25,59.55,77.04,39.15,451.63,571.3,497.78,408.68,454.64,548.39
891.07,1515.69,31.39,31.79,23.74,188.63,160.49,152.68,193.07,232.98,270.81,85.05,123.76,102.15,78.87,65.53,41.93,489.27,563.45,493.87,446.04,446.51,546.8
891.2,1517.24,44.28,64.66,36.54,187.24,156.33,152.23,210.41,231.39,289.23,101.31,119.67,101.73,84.19,70.7,49.73,498.94,577.28,531.65,454.09,447.41,555.24
891.32,1518.79,30.64,50.39,42.24,169.75,165.07,189.36,225.64,241.68,300.55,91.47,102.15,122.22,68.76,70.44,67.1,528.54,579.04,547.36,476.74,478.9,531.6
891.44,1520.34,19.88,35.28,42.24,169.05,192.27,210.27,210.99,261.1,326.31,75.42,95.09,106.49,44.78,84.3,70.92,524.27,578.94,576.2,467.87,486.87,541.11
891.56,1521.88,8.48,26.49,24.42,206.36,208.14,228.53,208.67,296.85,348.41,82.38,109.37,119.77,55.14,89.18,90.76,518.7,582.53,574.74,501.03,513.86,585.98
891.69,1523.42,20.21,24.07,19.94,230.68,198.03,226.13,195.69,304.27,354.84,85.02,96.99,103.39,59.52,86.06,83.61,554.16,586.82,576.31,505.89,512.56,613.88
891.81,1524.97,25.97,24.07,25.02,240.13,202.03,232.86,217.5,318.48,378.05,94.44,90.07,120.47,68.36,84.74,84.58,596.76,633.25,592.35,526.56,520.4,663.93
891.93,1526.51,23.4,16.43,25.02,208.91,199.72,237.27,220.31,292.35,370.6,72.2,88.15,100.9,59.21,71.77,67.9,609.06,642.71,595.75,523.92,525.61,659.34
892.05,1528.05,11.67,16.43,22.14,196.16,199.86,222.13,253.23,293.68,370.6,55.76,104.69,89.77,75.18,82.58,75.01,591.83,673.3,624.29,512.43,554.96,686.22
892.18,1529.59,21.34,16.43,17.71,200.19,215.13,226.11,276.94,289.79,366.7,61.1,107.35,77.1,87.28,90.85,66.58,601.08,667.37,641.3,536.42,593.11,715.59
892.3,1531.13,15.44,3.16,9.75,217.02,228.18,228.88,302.09,320.01,398.59,63.89,92.46,65.89,75.49,104.58,67.27,623.13,694.91,653.11,559.21,601.07,745.09
892.42,1532.67,15.44,4.47,5.91,244.3,237.68,249.78,306.03,338.02,429.25,70.8,91.69,49.8,82.17,96.77,81.08,665.65,721.59,671.73,601.15,616.85,771.06
892.54,1534.21,0,4.47,11.75,231.59,237.53,258.68,299.31,358.03,430.25,69.39,91.6,35.71,62.86,84.63,95.57,678.53,775.29,687.04,595.78,655.98,788.74
892.67,1535.74,1.66,1.68,8.93,224.22,226.4,257.6,290.58,359.38,437.92,78.32,76.51,46.3,77.89,72.84,85.08,701.77,792.35,724.71,616.44,677.81,798.1
892.79,1537.28,1.66,6.8,8.58,202.42,206.82,240.75,284.75,343.62,411.81,59.15,55.99,43.46,51.49,53.95,54.81,694.26,794.66,725.96,597.02,687.22,773.72
892.91,1538.81,8.8,12.6,6.9,212.85,202.15,237.13,298.81,335.09,420.59,54.54,42.37,51.51,59.99,59.96,60.78,710,811.88,723.12,635.19,677.22,788.26
893.03,1540.34,11.57,12.23,8.23,212.63,201.48,224.19,305.55,331.89,413.37,36.28,38.09,29.24,66.5,74.98,62.1,706.1,837.13,716.64,643.38,687.92,789.15
893.16,1541.88,20.97,5.8,8.23,216.3,219.05,228.81,300.17,336.59,434.38,35.91,30.37,18.74,79.58,76.57,74.98,706.45,838.96,732.08,674.83,689.19,839.97
893.28,1543.41,45.32,0,21.15,223.65,232.63,229.78,300.8,337.29,442.71,39.55,48,19.71,68.67,72.83,58.87,705.49,818.81,744.87,661.63,677.83,808.47
893.4,1544.94,50.35,20.7,29.74,212.68,243.21,234.09,298.42,336.33,444.38,75.86,57.63,53.35,49.77,75.44,68.78,709.22,796.02,749.69,629.13,668.49,804.34
893.52,1546.47,58.51,35.81,61.47,212.5,239.25,222.52,305.5,359.81,459.17,109.96,77.38,77.24,62.99,98.51,58.81,697.76,814.03,753.97,611.1,659.63,790.34
893.64,1547.99,49.01,56.32,53.2,203.65,227.63,205.96,306.25,381.97,457.28,130.07,73.13,87.35,78.89,101.59,65.51,690.31,826.07,777.28,614.77,679.79,794.04
893.77,1549.52,56.75,61.65,77.49,224.71,240.91,230.63,315.55,381.01,458.62,121.74,94.12,67.68,98.02,101.56,70.78,690.12,830.01,797.49,644.68,699.53,784.98
893.89,1551.05,63.16,70.65,66.13,240.78,252.87,246.64,316.86,359.73,446.29,123.76,97.45,58.36,89.5,95.21,68.39,697.61,835.32,797.4,652.95,684.96,725.29
894.01,1552.57,55.37,55.45,80.9,238.63,250.61,250.78,297.94,324.56,437.74,94.89,95.56,51.16,71.43,87.32,83.13,684.58,816.08,794.44,625.36,677.87,709.72
894.13,1554.1,76.92,55.59,64.34,254.82,242.7,224.92,299.37,312.39,435.86,81.69,97.35,80.96,55.37,77.11,90.54,664.23,813.54,802.16,627.46,666.13,707.19
894.25,1555.62,77.37,49.3,43.97,271.92,246.01,235.97,310.01,313.12,426.19,79.73,105.7,83,58.21,69.79,128.52,651.79,794.57,794.8,630.81,692.64,726.23
894.38,1557.14,110.5,78.35,56.98,293.02,262,272.35,317.99,331.18,444.2,91.77,116.39,101.37,101.4,97.49,129.84,650.71,781.96,808.79,651.85,683.5,728.63
894.5,1558.66,92.08,80.86,71.13,288.57,253.78,302.19,310.75,310.02,427.98,92.59,89.53,74.53,97.7,98.97,107.29,659.76,763.15,779.91,627.36,677.17,684.16
894.62,1560.18,99.23,70.27,97.21,273.36,267.45,298.25,275.07,324.75,423.64,77.65,67.9,64.59,96.91,107.02,77.63,657.72,753.91,781.61,586.78,650.75,669.6
894.74,1561.7,82.95,53.91,77.82,256.04,260.35,308.88,271.28,305.7,405.87,80.6,45.5,56.2,80.34,70.3,60.87,645.93,748.92,773.88,574.78,653.9,650.29
894.86,1563.22,75.57,37.78,53.99,250.62,268.82,326.41,265.71,326.55,405.31,79.11,63.99,53.39,83.34,71.81,87.67,633.38,745.83,766.4,584.69,632.31,679.56
894.98,1564.74,49.64,32.11,35.95,257.31,258.73,326.39,276.59,308.51,403.86,66.41,56.6,56.02,80.47,72.77,91.93,627.96,717.54,759.71,606.73,609.84,678.63
895.11,1566.25,25.95,14.11,40.14,231.91,232.88,306.94,269.36,305.36,378.97,38.27,53.77,37.88,78.48,82.97,78.09,610.45,711.49,713.26,594.02,570.62,650.93
895.23,1567.77,22.27,7.68,45.01,217.51,211.7,279.49,261.79,305.54,372.41,29.8,23.62,29.41,89.85,86.51,56.26,620.62,696.13,711.83,547.66,580.08,640.6
895.35,1569.28,17.82,6.13,48.12,194.68,194.09,285.94,258.79,297.62,373.07,33.56,41.03,25.51,80.44,99.62,55.66,616.04,695.34,697.31,515.89,583.12,646.17
895.47,1570.79,31.49,6.13,31.34,207.63,194.26,267.17,272.56,286.14,383.17,32.78,43.88,27.06,66.49,105.84,70.51,593.25,680.01,680.58,490.91,578.96,660.87
895.59,1572.31,34.06,20.29,25.46,200.8,199.99,274.3,272.88,292.88,391.16,29.55,69.97,50.5,89.43,112.3,91.93,573.04,659.92,662.09,513.5,551.05,643.15
895.71,1573.82,33.53,29.37,23.48,217.21,195.95,260.32,301.43,297.51,384.38,33.22,61.28,55.51,127.94,112.65,107.57,558.4,655.74,656.18,534.01,569.04,638.67
895.83,1575.33,23.68,47.59,35.18,219.3,196.91,239.69,294.32,310.82,398.58,45.22,64.6,52.52,148.46,109.01,95.23,571.12,634.58,652.61,550.53,582.71,671.88
895.95,1576.84,21.73,49.22,41.77,232.94,192.78,235.61,300.76,293.67,400.35,47.46,60.48,29.42,123.54,116.94,80.45,560.07,604.65,659.28,541.3,610.63,666.99
896.08,1578.34,24.45,46.87,39.04,211.92,175.65,223.22,257.86,272.2,400.44,43.03,43.5,19.03,95.96,80.2,62.34,558.71,560.41,636.64,501.41,593.56,626.45
896.2,1579.85,13.28,28.64,37.1,178.03,157.96,234.6,251.08,247.5,368.31,25.84,25.31,8.74,76.5,60.59,60.36,555.8,527.29,600.78,461,567.63,592.71
896.32,1581.36,16.25,11.19,30.94,155.91,144.73,182.1,221.08,229.92,336.95,15.31,8.42,0,64.17,30.1,54.16,557.36,526.63,554.39,426.71,515.82,576.77
896.44,1582.86,44.44,27.97,37.68,179.69,160.73,168.17,218.96,236.56,335.82,11.01,16.63,8.01,78.39,51.83,58.19,557.83,511.88,548.57,426.66,512.25,601.06
896.56,1584.37,44.66,41.41,42.43,192.48,174.4,142.9,198.18,242.53,321.35,11.01,16.63,8.01,80.29,67.58,66.23,536.97,503.81,522.76,400.63,496.04,566.37
896.68,1585.87,58.31,62.65,58.3,201.72,170.86,159.76,209.17,256.28,337.32,26.17,18.09,17.73,102.64,73.44,85.72,515.24,479.53,538.74,400.05,492.61,550.47
896.8,1587.37,69.54,71.12,79.4,182.85,170.87,181.17,221.39,266.25,325.5,42.55,34.45,32.78,116.22,84.2,105.44,504.75,495.82,529.63,399.39,478.09,524.48
896.92,1588.87,93.77,74.94,70.51,179.65,139.89,162.92,222.94,267.89,330.69,51.52,34.45,32.78,122.81,72.64,116.84,485.95,463.12,526.19,395.07,452.92,509.5
897.04,1590.37,84.34,83.43,46.29,143.13,122.25,147.68,203.82,234.86,303.87,32.59,24.56,30.18,91.07,65.75,92.24,420.82,421.1,465.1,368.77,427.1,463.54
897.16,1591.87,59.81,85.48,27.97,104.17,95.5,116,182.93,216.72,275.61,8.97,0,7.11,51.23,45.08,81.54,378.59,372.65,399.92,326.04,384.52,391.14
897.28,1593.37,56.62,92.21,49.66,88.54,115.42,142.33,160.36,199.24,250.68,19.92,0,7.11,40.06,56.76,62.84,350.05,359.22,376.41,326,357.95,331.76
897.4,1594.87,74.55,78.05,70.8,92.7,114.46,130.1,165.24,191.55,240.18,22.98,8.96,0,50.02,65.56,60.27,352.63,352.9,365.02,300.41,339.83,325.51
897.52,1596.36,80.38,70.79,64.83,96.42,114.4,130.1,159.34,164.4,243.24,27.52,21.72,5.33,55.86,78.59,41.59,343.11,340.82,373.53,285.39,295.96,304.49
897.64,1597.86,87.11,66.43,68.1,98.7,103.89,119.66,162.33,153.82,241.19,19.7,30.72,10.58,71.6,84.17,55.8,324.49,318.64,368.95,246.61,285.98,293.7
897.76,1599.35,74.5,66.41,73.37,106.98,115.72,141.9,140.65,147.56,223.46,35.56,23.56,22.64,59.02,72.77,64.36,308.22,293.48,355.37,208.17,251.69,246.93
897.89,1600.84,70.47,56.29,72.2,104.82,123.44,152.36,139.19,146.19,212.95,50.98,11.28,17.74,58.66,63.59,65.48,270.18,263.21,308.36,168.63,227.29,224.05
898.01,1602.33,84.44,70.17,60.71,108.01,111.17,152.82,140.4,141.16,193.77,43.74,2.28,18.17,38.65,47.09,50.27,245.15,248.28,268.03,150.44,187.91,203.86
898.13,1603.83,62.02,55.62,40.78,91.41,77.79,128.51,129.49,127.68,184.15,24.82,0.49,6.11,28.17,31.63,26.62,199.02,214.92,215.26,130.49,159.09,175.23
898.25,1605.32,52.12,53.29,75.08,68.04,65.97,102.76,120.81,126.42,167.74,4.87,0,17,23.61,27.92,35.54,162.79,169.79,206.73,132.77,155.18,171.5
898.37,1606.8,29.66,31.75,61.17,44.46,82.93,69.12,99.23,119.94,165.1,0,0,11.31,14.47,23.99,44.24,139.02,134.78,182.98,110.84,132.38,153.89
898.49,1608.29,35.83,26.29,53.55,19.63,86.89,51.49,80.99,106.78,144.13,0,0,11.31,14.47,23.99,43.91,111.92,95.44,142.23,101.25,86.27,122.96
898.61,1609.78,29.28,26.98,20.2,19.61,71.42,32.41,60.3,93.52,141.04,0,0,0,0,8.75,36.84,119.06,90.01,107.72,58.89,37.71,66.92
898.73,1611.27,9.78,18.35,9.78,5.43,29.56,19.7,41.27,65.92,114.28,0,0,0,0,0,15.64,92.53,66.25,91.22,27.48,10.84,17.61
898.85,1612.75,3.62,18.35,9.78,5.43,21.09,10.26,34.91,46.67,91.52,0,0,0,0,0,15.64,109.35,62.49,75.79,8,7.75,3.11
898.97,1614.23,0,3.33,0,0,3.41,0,21.76,15.44,61.97,0,0,0,0,0,0,57.69,27.82,45.19,0,4.77,0
899.09,1615.72,0,0,0,0,3.41,0,22.73,1.5,63.2,0,0,0,0,0,0,51.53,9.08,8.4,0,0,0
899.21,1617.2,0,0,1.06,0,8.94,1.64,16.36,5.54,78.09,0,0,0,0,0,0,26.37,1.42,11.51,0,0,0
899.33,1618.68,1.46,21.69,12.08,6.96,15.25,1.64,8.99,5.54,76.97,0,0,0,0,0,0,26.37,6.51,21.04,0,0,0
899.45,1620.16,10.82,21.69,20.97,6.96,18.82,1.64,1.83,4.04,76.3,0,0,0,0,0,3.85,12.08,5.09,21.04,0,0,0
899.56,1621.64,21.32,24.68,19.91,8.41,14.58,4.81,1.83,13.31,75.06,5.14,1.88,7.01,0,0,7.31,0,5.09,17.92,0,0,0
899.68,1623.12,19.86,3,13.95,1.44,8.8,4.81,0,17.27,57.26,5.14,1.88,7.01,0,0,7.31,0,0,0,0,0,0
899.8,1624.59,21.48,13.75,28.1,1.44,5.23,24.52,16.95,24.76,55.9,5.14,1.88,7.01,0,0,3.47,0,0,0,0,0,0
899.92,1626.07,10.98,10.76,28.1,0,0.52,19.71,16.95,11.45,30.81,0,0,0,0,0,0,0,0,0,0,0,0
900.04,1627.54,10.98,10.76,23.04,0,0,19.71,16.95,7.49,24.14,0,0,0,0,0,0,0,0,0,0,0,0
900.16,1629.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.28,1630.49,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0
900.4,1631.96,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0
900.52,1633.43,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0
900.64,1634.9,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.76,1636.37,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.88,1637.84,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1639.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.12,1640.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.24,1642.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.35,1643.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.47,1645.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.59,1646.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.71,1648.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.83,1649.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.95,1651.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
