WP-00790,Wavenumber,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3
874.98,1309.24,564.29,572.31,479.15,543.08,504.92,509.35,617.51,505.97,541.06,76.45,115.32,67.9,147.53,159.01,169.72
875.1,1310.91,509.29,500.92,447.4,489.62,457.77,439.66,546.49,500.87,531.88,61.57,80.27,59.54,130.94,130.81,137.73
875.23,1312.59,478.03,521.94,408.06,486.26,413.39,421.74,493.21,486.49,537.76,43.96,37.49,35.79,140.64,123.88,110.36
875.36,1314.26,538.85,475.35,412.45,479.01,440.76,372.9,506.31,536.17,528.03,49.96,63.65,44.63,143.28,104.9,113.93
875.49,1315.94,539.86,474.29,416.68,418.62,436.35,388.94,492.91,524.01,499.12,44.34,74.85,31.86,126.65,118.64,89.56
875.62,1317.61,496.72,473.07,443.43,421.45,416.47,385.52,522.36,534.35,466.38,33.76,85.43,41.47,104.74,85.43,81.57
875.75,1319.28,442.33,450.93,470.58,390.05,386.69,423.18,482.52,464.07,465.37,51.79,82.61,33.34,83.11,90.5,66.2
875.87,1320.95,407.9,459.75,463.02,433.97,380.56,412.17,439.64,438.74,423.62,30.3,82.62,22.75,50.64,81.07,72.99
876,1322.62,436.32,436.42,424.97,424.77,428.3,395.69,411.26,396.58,454.71,30.87,97.34,18.49,52.9,81.03,85.5
876.13,1324.29,431.83,437.16,379.33,461.34,436.14,412.3,431.27,385.14,462.19,30.36,65.32,48.5,83.11,56.93,108.28
876.26,1325.96,441.96,395.54,374.98,475.9,453.3,457.24,445.56,402.98,466.28,59.35,56.8,74.29,113.81,62.33,117.57
876.39,1327.63,437.85,357.65,381.7,457.23,432.56,454.27,472.58,418.54,429.42,66.6,42.87,85.72,160.8,67.67,112.46
876.51,1329.29,428.81,387.84,389.49,453.67,459.25,437.06,502.98,433.48,434.28,63.46,71.21,72.41,149.4,111.62,110.63
876.64,1330.96,444.52,430.45,402.02,457.2,458.36,455.28,512.79,449.48,466.53,50.91,119.49,91.71,160.27,150.18,113.74
876.77,1332.62,459.53,453.01,426.18,534.4,513.14,484.81,537.87,521.1,510.72,75.19,122.25,108.49,152.31,172.57,129.69
876.9,1334.28,473.07,388.43,404.85,547.14,507.45,510.56,526.45,546.21,501.74,64.18,110.05,112.98,162.08,190.02,147.02
877.03,1335.95,442.02,344.6,352.6,547.99,509.87,500.4,529.77,536.71,492.15,53.43,74.12,105.07,171.12,171.08,171.96
877.15,1337.61,427.5,311.61,334.86,520.39,454.49,500.78,486.92,479.71,486.73,41.73,91.9,93.53,167.89,165.18,191.28
877.28,1339.27,393.28,346.93,321.08,509.45,431.1,462.48,460.35,482.32,468.58,42.52,71.5,100.82,156.82,131.46,144.77
877.41,1340.92,433.48,386.33,344.05,517.61,477.15,493.61,492.17,491.32,507.82,67.57,57.36,89.37,157.03,101.67,146.54
877.54,1342.58,443.09,439.14,354.08,506.21,538.3,519.51,524.71,532.38,531.12,108.55,41.49,106.18,176.85,121.5,140.91
877.66,1344.24,527.01,436.25,407.09,563.14,639.77,581.73,598.88,557.05,572.02,156.68,102.43,141.81,204.17,161.48,178.11
877.79,1345.9,520.35,429.77,418.49,582.51,644,560.71,584.76,598.1,553.64,144.41,129.64,158.71,206.43,212.75,148.59
877.92,1347.55,556.21,434.15,435.76,611.43,665.45,587.23,602.82,549.32,545.1,105.86,125.56,138.31,180.08,196.73,145.12
878.05,1349.2,534.05,479.16,434.31,637.01,569.55,596.41,564.49,540.82,516.5,80.45,82.63,100.39,157.56,164.21,144.15
878.17,1350.86,512.74,487.04,432.39,598.81,535.53,621.8,567.34,518.49,511.4,86.08,79.4,88.19,144.77,151.74,145.22
878.3,1352.51,509.64,489.1,450.99,625.82,503.06,621.06,548.01,561.98,462.46,93.43,97.89,128.35,133.69,104.45,154.02
878.43,1354.16,472.62,491.24,427.99,594.28,527.36,587.42,507.08,525.87,465.58,101.7,121.3,130.44,169.23,89.31,161.76
878.56,1355.81,486.12,455.58,444.19,628.62,501.2,520.66,508.99,524.92,458.52,79.34,95.08,128.58,137.48,72.55,175.21
878.68,1357.46,475.38,463.99,430.12,601.07,485.14,467,496.95,520.36,509.52,65.58,80.46,99.97,148.68,124.93,185.27
878.81,1359.1,491.5,419.6,387.24,556.07,474.63,475.22,558.42,533.96,523.02,26.87,35.66,74.07,91.6,133.83,158.39
878.94,1360.75,437.16,412.4,354.89,543.29,486,479.31,508.06,489.73,530.35,65.52,50.78,54.87,118.57,127.78,143.55
879.06,1362.4,393.01,334.06,322.39,512.4,451.59,516.95,491.53,479.34,512.18,72.21,27.83,42.71,86.93,117.45,96.1
879.19,1364.04,353.16,316.02,319.18,549.5,479.83,502.25,399.61,440.22,480.61,88.05,27.83,52.37,103.79,104.95,101.48
879.32,1365.69,381.96,344.63,303.95,553.94,474.06,523.19,445.65,453.37,461.99,83.71,43.95,93.84,101.48,101.61,91.35
879.45,1367.33,405.29,386.09,349.23,602.59,525.17,544.02,490.18,460.02,449.53,88.08,61.9,101.02,136.88,100.32,112.94
879.57,1368.97,443.15,400.07,378.7,612.46,527.49,582.06,522.88,488.84,452.57,113.15,106.96,124.9,164.01,142.74,125.91
879.7,1370.61,465.32,410.03,432.81,617.99,561.15,620.75,533.53,486.6,433.89,130.03,97.3,131.59,162.63,159,158.71
879.83,1372.25,468.8,413.3,429.88,631.19,658.12,646.77,538.13,474.31,449.47,154.4,144.47,147.1,166.42,200.75,187.67
879.95,1373.89,473.15,453.09,472.47,631.61,640.98,652.33,559.89,524.84,508.89,149.14,185,139.64,164.92,206.55,206.01
880.08,1375.53,459.13,478.18,434.7,634.03,667.49,669.87,511.26,554.32,572.59,153.35,198.01,121,212.92,206.51,205.85
880.21,1377.16,470.65,455.81,440.45,671.99,591.88,613.3,469.14,549.96,568.11,162.61,191.06,117.72,226.98,209.18,194.4
880.33,1378.8,436.04,378.29,365.72,613.18,596.49,544.61,426.85,500.76,484.79,161.23,129.8,82.25,222.42,183.24,157
880.46,1380.43,363.17,281.52,271.74,559.15,541.2,482.01,403.28,438.95,409.86,117.45,125.48,51.26,172.13,168.24,145.55
880.59,1382.07,303.73,224.51,176.83,440.22,476.35,447.52,338.44,371.19,378.65,63.92,75.74,39.87,163.78,104.17,123.02
880.71,1383.7,265.49,171.35,145.12,400.84,436.71,428.23,359.09,325.93,369.93,25.15,98.04,42.75,142.48,89.15,114.22
880.84,1385.33,298.89,208.5,174.7,425.13,468.73,423.27,398.03,349.28,420.15,57.47,81.15,75.53,142.01,83.3,108.57
880.97,1386.96,344.71,257.07,232.36,467.2,494.51,465.75,458.68,351.34,414.43,63.38,121.51,61.24,112.15,111.71,126.86
881.09,1388.59,398.18,329.28,295.99,540.59,528.96,530.54,451.95,359.68,441.31,108.06,105.69,121.42,126.45,130.95,149.64
881.22,1390.22,423.84,317.01,325.48,581.54,534.62,556.55,427.71,335.18,379.68,97.49,124.23,124.64,141.8,122.57,156.14
881.35,1391.85,394.26,312.83,312.37,546.93,502.71,526.99,384.53,330.06,359.44,107.17,107.37,167.45,140.09,81.13,123.57
881.47,1393.47,388.1,249.73,282.35,518.09,473.91,490.53,338.41,311.33,343.57,123.77,115.09,133.51,119.65,67.95,115.61
881.6,1395.1,343.92,194.6,273.95,472.92,423.77,470.72,288.56,310.54,311.32,110.86,127.95,103.38,77.7,73.94,91.13
881.73,1396.72,281.27,139.34,217.42,465.63,401.5,424.46,281.87,302.24,268.56,109.64,124.18,74.28,88.81,81.3,111.04
881.85,1398.35,237.48,104.6,151.07,420.9,335.12,373.41,242.35,300.44,215.95,60.12,121.77,74.22,76.96,73.38,76.33
881.98,1399.97,212.67,78.5,73.18,345.49,314.06,333.35,238.1,246.57,214.96,37.24,64.27,60.46,67.61,41.62,51.1
882.1,1401.59,200.06,61.26,27.99,286.64,292.88,298.16,212.36,211.54,225.45,11.76,36.13,33.23,24.29,31.9,5.55
882.23,1403.21,124.65,68.22,6.98,249.34,287.24,310.19,241.1,191.99,165.1,0,26.59,4.18,3.24,5.9,0
882.36,1404.83,104.22,112.15,52.47,259.37,212.6,254.54,199.46,157.72,151.03,11,26.59,22.62,0,5.9,6.04
882.48,1406.45,135.76,155.05,103.06,279.73,225.61,277.54,237.76,167.71,103.89,18.78,43.92,36.37,13.07,0.16,28.6
882.61,1408.07,196.95,207.59,146.63,347.42,237.94,304.86,196.66,165.65,165.01,37.68,60.81,41.13,29.76,29.3,42.03
882.73,1409.68,272,206.99,171.05,388.66,335.83,358.39,265.39,197.74,183.97,34.83,82.23,61.05,67.84,53.3,59.42
882.86,1411.3,301.69,222.69,207.1,456.56,345.36,379.24,252.07,195.77,247.52,52.45,95.96,86.11,100.61,53.3,54.96
882.99,1412.91,344.81,241.48,222.23,473.24,392.33,333.86,295.12,192.84,236.79,33.55,69.6,90.09,108.3,44.57,52.44
883.11,1414.53,349.45,284.13,250.89,466.8,402.52,327.68,271.01,222.41,224.88,56.12,95.94,63.44,114.72,38.21,50.96
883.24,1416.14,380.52,317.86,286.95,433.8,441.47,354.27,255.27,234.02,227.68,30.72,127.2,49.03,71.06,75.52,50.42
883.36,1417.75,384.45,350.79,289.53,439.35,479.63,386.07,261.7,270.79,256.64,59.68,142.48,85.98,56.13,81.81,46.58
883.49,1419.36,393.69,353.35,282.42,453.89,484.11,410.52,306.4,263.16,334.86,43.34,137.57,105.08,25.68,106.92,38.57
883.61,1420.97,407.8,358.44,291.49,470.65,508.47,409.52,335.59,303.35,319.24,47.59,91.36,112.53,23.94,90.08,21.01
883.74,1422.58,433.65,345.27,369.3,445.18,496.93,430.61,348.83,318.59,326.67,38.86,87.39,120.23,31.48,79.84,26.98
883.87,1424.19,424.15,381.75,414.08,497.04,548.38,452.01,322.67,327.76,296.36,29.94,89.9,90.07,58.17,40.75,47.1
883.99,1425.79,390.85,406.75,403.71,531.45,548.7,503.96,318.34,346.09,332.2,59.04,110.43,54.04,58.57,24.38,47.1
884.12,1427.4,431.63,505.83,409.09,576.29,582.12,544.01,332.39,367.46,352.42,67.06,131.21,43.15,90.91,26.26,43.86
884.24,1429,488.5,528.33,439.2,543.91,582.3,532.81,367.48,404.87,351.68,107.34,124.9,69.51,59.18,41.08,12.22
884.37,1430.61,564.23,577.35,479.17,533.74,618.7,588.49,387.07,367.11,382.09,129.3,116.96,118.81,73.83,53.28,26.05
884.49,1432.21,593.82,605.56,527.66,570.45,629.97,580.71,374.81,396.16,399.66,111.96,107.37,118.89,51.52,62.52,45.16
884.62,1433.81,601.83,613.19,551.89,650.93,610.67,635.69,353.26,390.59,401.6,112.86,104.7,130.21,54.15,79.02,51.2
884.74,1435.41,610.26,646.89,609.53,696.85,616.13,617.76,348.76,423.72,366.25,88.02,103.61,124.46,81.38,62.78,61.51
884.87,1437.01,652.44,652.35,652.91,720.54,608.02,658.93,315.64,386.57,348.93,110.09,84.09,116.61,77.21,59.81,32.59
884.99,1438.61,729.93,697.1,718.92,699.88,657.9,688.75,347.11,420.01,374.55,95.3,98.38,105.57,89.19,69.33,60.65
885.12,1440.2,772.39,729.49,742.23,699.88,707.1,682.54,362.52,423.71,392.09,99.64,105.48,101.32,53.66,79.33,57.52
885.24,1441.8,839.27,773.29,737.94,653.31,774.39,705.43,416.3,422.45,411.01,120.89,139.15,104.66,57.39,90.6,64.15
885.37,1443.4,866,803.62,774.83,665.63,803.21,722.53,417.24,414.34,409.07,125.84,147.84,117.35,75.5,53.9,47.66
885.49,1444.99,904.04,828.91,826.69,713.26,784.69,777.27,440.77,434.82,424.4,124.26,157.67,113.18,96.77,62.36,54.99
885.62,1446.58,853.61,802.72,867.06,764.78,771.71,793.21,420.12,435.13,398.2,82.03,116.85,99.03,90.41,46.86,52.03
885.74,1448.18,834.15,836.5,858.73,773.94,737.38,764.14,386.07,415.69,409.26,55.61,94.17,86.35,83.2,52.17,75.22
885.87,1449.77,828.11,820.03,825.81,701.54,752.14,687.82,338.73,427.28,415.7,27.09,78.4,84.24,57.59,68.08,70.67
885.99,1451.36,835.48,835.96,828.95,717.24,715.32,667.59,348.75,428.25,416.5,27.83,79.54,94.04,43.92,69.25,98.38
886.12,1452.95,875.71,843.09,830.94,704.82,734.71,665.23,399.6,444.7,403.45,57.91,77.04,111.54,45.28,104.8,86.8
886.24,1454.53,889.24,862.84,868.23,739.04,712.08,728.51,404.7,409.07,395.32,96.47,99,116.16,96.79,96.83,91.36
886.37,1456.12,890.29,875.45,860.69,742.48,754.65,750.66,427.96,466.25,397.67,122.71,120.31,138.47,127.35,125.89,98.97
886.49,1457.71,845.43,852.13,823.23,751.68,719.31,770.89,421.25,430.14,368.72,116.54,132.87,148.7,135.5,121.22,82.84
886.62,1459.29,850.87,860.11,779.06,749.2,712.62,728.77,402.8,427.61,371.02,73.26,118.56,158.38,124.48,151.7,99.52
886.74,1460.88,902.72,850.83,790.96,757.14,719.35,732.74,393.72,381.45,410.69,58.13,146.49,178.98,135.38,159.76,133.8
886.87,1462.46,938.53,874.85,840.48,779.74,765.72,747.69,387.9,421.88,449.95,45.79,137.22,155.7,156.76,196.32,173.89
886.99,1464.04,976.65,879.83,883.29,783.32,813.41,764.94,436.34,461.23,471.46,86.15,170.42,174.89,170.3,174.35,202.13
887.11,1465.62,973.18,905.22,939.17,790.99,834.85,775.94,502.81,506.95,503,121.85,171.85,200.66,211.43,208.31,214.3
887.24,1467.21,991.23,915.79,930.22,797.53,803.15,769.14,546.09,539.8,490.02,163.58,219.97,203.11,239.93,174.31,239.83
887.36,1468.78,986.13,903.21,937.79,787.28,786.32,808.87,592.85,536.8,484.17,207.66,234.78,209.24,256.47,216.01,228.41
887.49,1470.36,936.67,899.26,873.98,775.34,742.47,795.57,557.2,526.05,437.91,219.53,227.72,158.84,222.16,191.52,220.13
887.61,1471.94,896.28,885.37,833.24,738.5,751.03,759.69,526.91,482.66,421.01,213.98,220.89,183.68,188.11,202.96,202.44
887.74,1473.52,811.86,823.45,771.11,706.97,693.9,698.78,498.22,448.19,379.03,208.23,195.2,180.31,170.55,185.21,209.9
887.86,1475.09,732.4,718.49,722.94,609.41,616.08,628.5,451.44,381.97,330.3,180.61,187.96,163.08,176.79,160.61,189.17
887.98,1476.67,656.01,660.6,724.5,551.28,564.01,629.64,438.02,352.77,350.26,176.23,166.97,186.41,184.3,205.93,192.37
888.11,1478.24,598.03,613.44,689.79,510.24,539.35,561.87,367.97,376.27,358.24,138.08,148.88,157.32,172.07,202.51,174.83
888.23,1479.81,613.46,637.69,675.81,511.95,558.44,584.5,378.27,372.13,346.25,154.85,170.7,166.46,183.1,233.69,207.2
888.36,1481.38,593.85,595.22,627.78,507.31,556.18,545.11,327.83,373.24,314.18,151.08,161.98,138.74,201.94,206.67,228.06
888.48,1482.95,616.2,615.38,608.37,514.64,556.88,573.34,353.98,349.26,294.01,153.77,156.39,165.8,224.6,212.8,253.06
888.6,1484.52,543.73,559.05,586.13,516.51,545.77,538.44,336.59,329.08,307.98,108.14,138.81,149.22,207.62,169.29,184.1
888.73,1486.09,529.11,574.57,577.4,571.57,559.86,543.72,339.34,307.37,295.09,108.86,138.24,148.98,186.35,154.15,165.17
888.85,1487.66,528.45,567.03,563.62,559.27,539.58,564.97,283.67,290.57,289.1,96.71,143.81,136.87,158.89,153.83,144.38
888.98,1489.22,560.53,556.9,543.22,540.39,539.37,540.3,274.36,278.12,280.47,111.8,130.94,159.67,166.36,167.09,165.19
889.1,1490.79,500.12,491.28,507.67,477.37,535.36,539.81,258.85,264.81,283.3,88.9,110.76,143.14,171.19,171.72,135.69
889.22,1492.35,444.44,417.72,432.51,488.76,463.76,481.06,235.37,217.85,279.49,63.25,100.14,150.19,191.94,140.6,138.45
889.35,1493.92,388.39,404.78,396.29,469.46,453.12,456.28,230.79,224.13,291.92,51.38,103.32,137.02,179.51,143.29,142.02
889.47,1495.48,425.96,406.79,441.02,441.13,416.78,425.12,217.13,214.66,250.92,80.64,100.95,169.99,131.23,143.13,170.73
889.59,1497.04,427.15,438.08,492.36,423.11,462.07,433.26,244.04,219.76,249.49,97.36,136.71,160.07,151.42,165.77,186.92
889.72,1498.6,457.41,454.11,509.42,411.49,401.77,424.81,184.64,232.2,191.75,117.32,136.71,172.39,167.53,180.34,186.36
889.84,1500.16,455.06,421.19,437.21,367.29,347.21,414.43,156.26,211,168.69,91.18,153.61,157.62,210.9,181.49,156.72
889.96,1501.72,436.45,396,429.38,349.84,319.39,386.45,103.9,191.15,139.65,134.28,145.07,187.07,191.86,183.56,143.66
890.09,1503.27,400.46,386.43,430.83,320.35,343.86,338.76,131.78,181.54,145.17,128.5,153.33,197.99,167.96,165.78,168.75
890.21,1504.83,378.42,419.8,435.89,339.82,394.96,321.03,170.57,209.83,192.27,161.51,197.71,203.36,181.54,171.8,230.65
890.33,1506.38,379.66,460.12,469.56,358.93,409.68,342.26,222.59,228.35,211.93,153.64,215.88,192.52,190.93,191.3,220.69
890.46,1507.94,389.19,445.39,455.83,382.34,410.03,394.1,233.52,221.12,199.5,187.57,222.17,198.8,203.46,208.6,221.53
890.58,1509.49,417.77,490.04,485.15,383.48,371.12,438.69,223.13,220.22,218.74,185.07,227.36,211.32,191.91,224.49,199.3
890.7,1511.04,449.09,483.09,462.53,378.37,372.94,456.67,198.76,239.68,202.66,197.46,224.78,226.4,196.61,222.63,202.65
890.83,1512.6,486.35,551.41,502.51,410.55,417.38,469.27,180.28,216.69,269.48,228.31,256.66,263.27,213.46,230.24,224.14
890.95,1514.15,500.56,557.67,509.76,456.36,419.78,436.16,172.71,195.94,263.87,258.62,251.33,280.93,212.11,224.99,243.76
891.07,1515.69,482.83,562.66,523.06,435.91,419.24,444.44,172.49,196.54,305.93,265.83,290.23,265.49,215.69,239.32,283.31
891.2,1517.24,460.6,529.14,490.51,412.63,387.88,423.23,211.05,219.58,265.11,253.38,282.8,248.06,257.62,242.02,262.88
891.32,1518.79,485.64,512.23,504.57,384.32,406.14,462.64,235.85,245.19,253.51,251.06,290.84,259.75,258.03,231.86,265.6
891.44,1520.34,483.86,537.82,486.79,347.18,392.9,413.55,241.43,213.59,182.37,266.07,265.54,260.78,233.8,217.72,221
891.56,1521.88,511.9,540.23,527.83,348.56,373.84,445.97,204.46,205.1,221.01,267.77,253.26,247.49,202.6,229.28,248.77
891.69,1523.42,498.12,500.8,503.35,332.78,353.62,405.55,128.28,161.39,214.1,251.81,233.31,211.2,208.1,214.19,223.56
891.81,1524.97,500.94,472.98,494.48,367.62,348.68,390.09,131,189.91,231.09,250.97,203.16,196.7,223.74,229.58,242.49
891.93,1526.51,497.92,474.32,473.09,388.63,379.24,340.79,124.83,204.88,198.85,245.13,212.68,213.55,235.73,213.32,212.45
892.05,1528.05,487.51,491.59,505.3,384.6,389.08,323.43,176.23,203.74,158.17,283.76,228.65,210.51,266.87,253.21,229.21
892.18,1529.59,502.59,520.03,566,378.08,401.09,322.58,158.74,173.38,162.94,275.05,240.63,233.48,278.7,259.78,266.33
892.3,1531.13,527.84,535.28,591.85,341.73,370.6,347.56,131.7,133.13,152.82,315.03,227.61,219.12,269.22,269.38,289.81
892.42,1532.67,537.91,558.69,560.18,341.55,381.28,343.03,139.43,169.66,177.8,290.01,194.94,254.77,234.1,241.67,303.65
892.54,1534.21,518.92,544.7,524.1,320.32,368.24,283.45,151.73,171.08,180.35,302.11,201.71,246.54,252.46,230.77,265.62
892.67,1535.74,480.09,517.86,518.51,228.25,289.69,230.36,172.8,144.94,166.33,254.55,190.5,235.31,234.17,213.22,252.95
892.79,1537.28,385.52,459.95,500.84,162.14,185.08,150.87,121.1,87.35,114.87,234.77,167.4,166.54,198.35,181.14,192.75
892.91,1538.81,409.33,441.42,502.2,150.75,179.53,163.77,85.72,72.76,76.4,226.56,147.86,159.66,171.78,176.97,198.79
893.03,1540.34,407.41,421.49,478.16,212.63,216.91,184.28,48.91,72.06,55.48,247.14,134.44,133.9,161.35,188.94,159.97
893.16,1541.88,509.31,459.7,513.26,254.02,260.12,253.94,81.53,101.46,98.67,296.72,163.36,189.47,195.94,202.92,203.17
893.28,1543.41,494.7,506.73,517.18,296.57,308.83,296.09,126.92,113.63,134.3,344.97,176.28,204.72,213.89,191.6,246.06
893.4,1544.94,522.68,574.69,558.01,332.39,373.14,327.18,208.21,157.68,176.81,366,226.32,245.42,258.97,196.08,282.09
893.52,1546.47,559.6,645.23,631.76,370.82,428.71,339.53,281.7,192.95,223.19,377.82,264.81,263.56,285.19,238.36,287.58
893.64,1547.99,629.66,675.93,709.99,409.75,408.78,389.04,320.3,224.66,276.35,387.65,313.64,287.38,289.1,287.32,254.42
893.77,1549.52,704.43,753.32,743.58,421.73,415.22,438.25,356.23,276.35,349.5,421.04,344.36,326.09,299.92,323.2,299.18
893.89,1551.05,725.35,790.53,713.31,440.53,395.82,470.29,320.6,270.48,340.74,433.43,330.08,337.14,321.43,321.76,307.63
894.01,1552.57,699.52,796.99,702.63,370.6,359.35,424.92,308.51,268.15,292.53,400.94,290.25,325.97,285.41,306.13,312.87
894.13,1554.1,686.07,768.82,665.63,358.71,329.25,333.92,245.74,187.15,223.64,373,253.65,304.36,269.63,286.06,282.35
894.25,1555.62,693.09,756.45,660.44,349.65,314.3,325.41,251.4,208.57,207.18,340.41,235.05,279.41,247.54,268.69,271.19
894.38,1557.14,777.04,757.67,666.5,351.86,346.28,327.82,218.95,203.2,197.93,316.26,254.89,305.92,280.91,278.78,301.5
894.5,1558.66,778.8,740.03,674.69,356.55,365.41,312.71,214.25,239.6,186.1,286.78,233.08,285.42,264.64,276.22,293.82
894.62,1560.18,751.14,706.64,656.13,271.18,328.8,261.52,161.1,178.2,163.48,247.76,228.37,266.71,252.83,271.79,267.94
894.74,1561.7,667.29,686.05,639.69,242.28,237.34,225.48,122.71,174.56,177.29,244.06,184.34,230,245.72,253.05,227.75
894.86,1563.22,635.7,679.38,665.5,200.99,146.13,227.36,88.19,162.12,157.3,251.82,199.75,204.74,241.06,244.77,233.02
894.98,1564.74,635.35,677.28,679.56,164.28,145.51,196.49,44.34,144.55,161.18,253.02,181.94,182.92,235.2,235.95,232.75
895.11,1566.25,628.47,614.32,647.74,136.39,122.04,174.1,28.45,91.41,102.49,200.22,152.13,129.1,208.7,191.15,216.83
895.23,1567.77,563.4,541.5,576.71,52.35,97.7,138.18,3.32,35.94,64.69,131.43,108.32,96.95,172.21,132.37,184.93
895.35,1569.28,459.25,457.58,496.93,37.79,42.96,87.28,3.32,16.93,11.43,84.08,83.62,57.25,108.86,123.05,166.83
895.47,1570.79,418.45,436.69,443.82,20.34,29.59,36.42,0,0,0,77.29,90.15,52.76,78.07,104.96,143.63
895.59,1572.31,447.56,470.03,467.96,51.44,43.12,30.69,31.26,0,0,101.61,122.12,84.73,82.75,146.34,159.22
895.71,1573.82,522.47,544.18,509.88,83.13,89.79,60.33,32.55,0,46.37,141.27,141.43,104.02,134.45,163.4,171.17
895.83,1575.33,545.18,608.11,555.59,106.21,107.57,116.43,76.01,21.88,52.31,171.59,169.73,129.32,172.17,190.48,190.46
895.95,1576.84,586.8,610.29,562.21,128.21,98.62,119.88,57.64,53.31,67.72,165.7,159.81,127.06,175.68,199.68,177.22
896.08,1578.34,546.32,540.36,510.72,96.53,46.7,90.23,56.35,53.31,21.35,114.91,141,108.24,139.65,153.35,147.1
896.2,1579.85,424.76,437.34,388.13,53.1,28.92,34.14,12.88,31.43,15.41,76.9,82.81,58.63,74.41,105.47,93.11
896.32,1581.36,263.54,261.67,248.54,0,0,0,0,0,0,28.97,23.99,10.92,27.23,33.17,34.44
896.44,1582.86,131,136.34,164.63,0,0,0,0,0,0,16.81,0.82,0,2.81,27.76,13.59
896.56,1584.37,118.58,77.46,134.51,0,0,0,0,0,0,11.25,0.82,19.97,2.12,22.7,23.42
896.68,1585.87,135.3,142.04,200.83,0,0,0,0,0,0,20.16,29.56,51.26,39.56,72.32,63.83
896.8,1587.37,214.79,242.4,287.93,0,0,0,0,0,4.83,41.51,44.21,79.98,103.85,103.28,84.69
896.92,1588.87,256.42,280.21,300.81,0,0,0,0,0,4.83,35.94,65.52,71.7,121.42,115.6,71.55
897.04,1590.37,210.16,215.81,225.8,0,0,0,0,0,4.83,34.37,35.96,46.09,96.73,89.26,40.1
897.16,1591.87,109.55,101.94,108.35,0,0,0,0,0,0,13.02,21.3,17.38,30.33,51.04,11.21
897.28,1593.37,32.19,31.43,55.1,0,0,0,0,0,0,7.34,0,5.68,26.01,45.39,8.96
897.4,1594.87,4.46,10.75,12.08,0,0,0,0,0,0,0,0,0,19.36,45.75,5.54
897.52,1596.36,24.02,29.94,1.46,0,0,0,0,0,0,29.08,0,22.7,38.33,58.57,49.13
897.64,1597.86,70.01,68.1,54.13,0,0,0,0,0,0,51.26,34.07,54.49,73.37,92.28,92.9
897.76,1599.35,96.72,98.1,89.88,0,0,0,0,0,0,70.88,38.9,71.36,67.26,78.79,109.62
897.89,1600.84,77.16,79.37,89.88,0,0,0,0,0,0,41.79,51.15,57.61,48.29,75.74,72.47
898.01,1602.33,26.71,30.46,37.21,0,0,0,0,0,0,19.61,17.07,40.64,4.36,38.82,28.71
898.13,1603.83,0,0.46,0.83,0,0,0,0,0,0,0,12.25,23.77,11.38,38.58,8.35
898.25,1605.32,20.1,3.71,7.22,0,0,0,0,0,0,10.99,17.49,39.34,32.96,53.56,24.56
898.37,1606.8,20.1,3.71,7.22,0,0,0,0,0,0,10.99,17.49,35.35,28.6,60.67,24.56
898.49,1608.29,20.1,3.71,6.39,0,0,0,0,0,0,10.99,17.49,35.35,21.57,50.78,22.65
898.61,1609.78,0,0,0,0,0,0,0,0,0,0,0,10.82,0,14.78,0
898.73,1611.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898.85,1612.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898.97,1614.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.09,1615.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.21,1617.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.33,1618.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.45,1620.16,0,0,0,0,0,0,0,0,0,5.71,0,6.41,0,0,0
899.56,1621.64,0,0,0,0,0,0,0,0,0,21.6,32.55,21.64,5.39,0,8.49
899.68,1623.12,0,0,0,0,0,0,0,0,0,21.6,32.55,21.64,5.39,0.93,8.49
899.8,1624.59,0,0,0,0,0,0,0,0,0,15.89,32.55,15.24,5.39,0.93,8.49
899.92,1626.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0
900.04,1627.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.16,1629.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.28,1630.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.4,1631.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.52,1633.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.64,1634.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.76,1636.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900.88,1637.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1639.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.12,1640.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.24,1642.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.35,1643.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
