wavenumber,PS_PE 50ppm-1,PS_PE 50ppm-1_1_augmented,PS_PE 50ppm-1_2_augmented,PS_PE 50ppm-1_3_augmented,PS_PE 50ppm-1_4_augmented,PS_PE 50ppm-1_5_augmented,PS_PE 50ppm-1_6_augmented,PS_PE 50ppm-1_7_augmented,PS_PE 50ppm-1_8_augmented,PS_PE 50ppm-1_9_augmented,PS_PE 50ppm-1_10_augmented,PS_PE 50ppm-2,PS_PE 50ppm-2_1_augmented,PS_PE 50ppm-2_2_augmented,PS_PE 50ppm-2_3_augmented,PS_PE 50ppm-2_4_augmented,PS_PE 50ppm-2_5_augmented,PS_PE 50ppm-2_6_augmented,PS_PE 50ppm-2_7_augmented,PS_PE 50ppm-2_8_augmented,PS_PE 50ppm-2_9_augmented,PS_PE 50ppm-2_10_augmented,PS_PE 50ppm-3,PS_PE 50ppm-3_1_augmented,PS_PE 50ppm-3_2_augmented,PS_PE 50ppm-3_3_augmented,PS_PE 50ppm-3_4_augmented,PS_PE 50ppm-3_5_augmented,PS_PE 50ppm-3_6_augmented,PS_PE 50ppm-3_7_augmented,PS_PE 50ppm-3_8_augmented,PS_PE 50ppm-3_9_augmented,PS_PE 50ppm-3_10_augmented,PS_PE 100ppm-1,PS_PE 100ppm-1_1_augmented,PS_PE 100ppm-1_2_augmented,PS_PE 100ppm-1_3_augmented,PS_PE 100ppm-1_4_augmented,PS_PE 100ppm-1_5_augmented,PS_PE 100ppm-1_6_augmented,PS_PE 100ppm-1_7_augmented,PS_PE 100ppm-1_8_augmented,PS_PE 100ppm-1_9_augmented,PS_PE 100ppm-1_10_augmented,PS_PE 100ppm-2,PS_PE 100ppm-2_1_augmented,PS_PE 100ppm-2_2_augmented,PS_PE 100ppm-2_3_augmented,PS_PE 100ppm-2_4_augmented,PS_PE 100ppm-2_5_augmented,PS_PE 100ppm-2_6_augmented,PS_PE 100ppm-2_7_augmented,PS_PE 100ppm-2_8_augmented,PS_PE 100ppm-2_9_augmented,PS_PE 100ppm-2_10_augmented,PS_PE 100ppm-2.1,PS_PE 100ppm-2.1_1_augmented,PS_PE 100ppm-2.1_2_augmented,PS_PE 100ppm-2.1_3_augmented,PS_PE 100ppm-2.1_4_augmented,PS_PE 100ppm-2.1_5_augmented,PS_PE 100ppm-2.1_6_augmented,PS_PE 100ppm-2.1_7_augmented,PS_PE 100ppm-2.1_8_augmented,PS_PE 100ppm-2.1_9_augmented,PS_PE 100ppm-2.1_10_augmented,PS_PE 200ppm-1,PS_PE 200ppm-1_1_augmented,PS_PE 200ppm-1_2_augmented,PS_PE 200ppm-1_3_augmented,PS_PE 200ppm-1_4_augmented,PS_PE 200ppm-1_5_augmented,PS_PE 200ppm-1_6_augmented,PS_PE 200ppm-1_7_augmented,PS_PE 200ppm-1_8_augmented,PS_PE 200ppm-1_9_augmented,PS_PE 200ppm-1_10_augmented,PS_PE 200ppm-2,PS_PE 200ppm-2_1_augmented,PS_PE 200ppm-2_2_augmented,PS_PE 200ppm-2_3_augmented,PS_PE 200ppm-2_4_augmented,PS_PE 200ppm-2_5_augmented,PS_PE 200ppm-2_6_augmented,PS_PE 200ppm-2_7_augmented,PS_PE 200ppm-2_8_augmented,PS_PE 200ppm-2_9_augmented,PS_PE 200ppm-2_10_augmented,PS_PE 200ppm-3,PS_PE 200ppm-3_1_augmented,PS_PE 200ppm-3_2_augmented,PS_PE 200ppm-3_3_augmented,PS_PE 200ppm-3_4_augmented,PS_PE 200ppm-3_5_augmented,PS_PE 200ppm-3_6_augmented,PS_PE 200ppm-3_7_augmented,PS_PE 200ppm-3_8_augmented,PS_PE 200ppm-3_9_augmented,PS_PE 200ppm-3_10_augmented
498.72,0.0,72.26775712156841,2.5315849791602054,76.73925712771837,26.153198305888917,62.041025985871066,37.35716918244097,52.22498183480822,48.566322379581244,10.283468296802573,68.46322078312762,0.0,53.47736181120105,34.715163681985324,43.33574043604854,40.96994811818735,76.58375523827787,48.62951501706587,41.059170258342945,16.399827353551828,60.544646520540915,56.11507240872586,0.0,56.137440856768336,92.66693967356456,59.29585708376815,17.86399460772341,45.99218496504379,18.765849347721854,15.212631228877914,78.06540042618565,53.30517886574637,103.88041514946102,0.0,71.39199002534353,44.589291326831635,51.88971583840431,16.85706851239616,54.56210182671561,47.36757379799685,49.409876800230165,31.431513359425168,8.595204965268916,28.157131806137446,5.57,10.233943698747474,101.31343744591635,84.79298649017747,6.196026120661851,45.193249405977134,70.15760816496072,69.92094289578384,13.256909271352164,12.604333327080202,64.38425317093979,0.0,75.54610651844263,35.544225178518715,99.38203110665093,61.49429188644998,89.80766883665892,84.52352011775939,107.15021743986527,39.48097524119214,103.33042286882717,65.47933056580827,0.0,5.668721162138239,109.56056116729117,99.28952387750682,24.895252786064763,68.99137008722303,129.2259671064155,146.80883912356109,18.687141265415438,1.3809638023580861,39.22855924492734,0.0,108.0177123882125,91.99619503104833,155.65387701764263,136.70025696718378,47.601425219281154,60.24232841691143,74.15194441602614,106.60869846562082,157.15652521055506,73.2106136863657,0.0,4.787193514473156,86.35431212592134,97.60424070924167,36.404434977040125,104.51375544300842,154.29536111936875,44.88895227567727,112.54729878030713,54.52352586208891,11.50944469652245
500.83,16.23,33.22947070497216,25.12672109906507,25.161399981807797,76.96848168592444,56.754341828333125,93.46647969797502,32.16612020960568,47.0028183541258,63.11965435125502,56.05829795131022,40.71,60.93130968189361,85.1233771998173,82.4389756891994,71.37962999402441,122.74287235987538,121.30996156889103,98.66842930934854,80.62196169669357,118.68701694101193,122.35272587704733,19.54,43.84847842264365,109.86134879520299,37.72666839929446,111.72155234926143,58.209405116523136,95.743715101054,72.34799869814987,80.97407813025012,85.47343976569911,88.6220655417392,4.54,55.18976822907077,67.77845278944542,28.048336269105484,36.519959347491024,33.73730494683312,87.60985650082421,40.384817681431564,26.372395916723978,9.47462543007661,47.98090945738486,34.0,130.297466654497,39.0810210756714,63.43368285656428,41.934573804669895,131.8127954050022,71.43468547122626,73.89162724085074,89.0814485441844,40.605172656902305,66.3605494275543,6.09,29.748008131226385,58.66724157285708,73.91960543196825,38.055033484188925,103.52784973393263,40.04091923621614,23.19949762408691,20.873375475133138,88.46154977961683,83.16627416234654,44.1,190.80565656211186,145.1585507987726,125.50946987786787,82.20784667192893,85.11444389407166,80.07314363120612,118.59381766533684,110.95699809994528,159.24742160323206,174.70738228513102,75.59,163.1216318528793,227.3911946351687,212.5472253493977,146.90013214670617,160.67658878311497,142.63395982336135,215.13823741477273,87.19415796361834,200.74634103852395,95.80215249264464,66.48,86.37440043898617,202.40073339050514,175.7389354396367,91.62615060333749,168.77008989509523,90.84144668105358,212.5928338029209,67.98191484774513,151.47725991520727,164.16789185867748
502.93,16.23,50.418212890251624,73.9819963143332,33.43951499437717,40.46507278885474,50.105541251117685,30.464910010184745,33.93390374389527,57.953739709651785,35.899989701699944,60.05697606172441,40.71,74.09415907805251,79.91203307419308,69.56693317831059,73.88834308875303,103.38755455156787,63.7325771111461,104.86804817253628,115.60796748426895,101.14773554656774,102.04999655183451,19.54,52.42845286532148,87.06495290792432,82.93133932768963,19.878686103162153,39.27174437311548,115.58609707322614,91.2110503726301,58.35722429779088,88.99824925850695,110.06195156525362,4.54,43.12174592499697,70.24941811565834,42.09640508659339,18.910716585188837,17.248645772285226,51.12686416651912,55.97526555673688,50.20889570694587,74.25680537778462,80.03223371000425,34.0,80.68086808369254,135.25601426431274,60.644719652442866,86.53405074224344,48.3385307962177,56.29767544876135,126.75527406865436,45.748271860419614,69.47020861259804,98.10756945030602,6.09,47.39838783056763,17.344885578478028,7.5844672901603,93.53592984049128,44.853082495241466,36.445990290522275,9.424453237887615,18.472537540738344,101.93323480256772,27.923342416538393,51.37,131.8509711793495,55.51698106989298,81.83418994034774,182.88728533492454,171.58620633804983,147.29556044681308,196.90084104119285,126.13074806504241,105.77589666296316,169.17917507407827,75.59,138.4692931993037,139.01512041239323,214.93641803858682,133.6659035817953,112.93056984797856,145.11499826906993,198.26831080513307,115.89266518601835,229.56583980975864,161.39101382981073,68.41,222.6708106599744,200.57806057128937,121.79871858799669,78.41401969957515,93.33371035985056,85.05725331523355,128.5264681358227,192.16823766045712,197.2763820444597,139.75773871655866
505.04,16.23,42.01094017842179,58.921544272080396,44.66506833034501,42.24393068271769,47.055580035122944,96.21936354857112,88.84995501277756,67.87757843096963,41.79393824673116,82.9635883957194,40.71,88.73155517195298,63.032516108043964,78.45309092637748,58.76234943995703,115.93440271222622,66.49264260521363,98.60537112101682,112.3266546925338,53.28461640261155,42.46916809145056,19.54,28.014465983638065,105.8268394776205,45.47421764056882,84.79844038780357,95.0905630867343,112.94176044106172,38.27816866006252,121.03656480540002,33.98832854676145,65.49240164093482,4.54,18.026371671879986,71.99575171394358,73.7949516595353,25.227438879900287,82.69234094160072,23.08446010579151,69.0225715432061,64.68954499662418,28.328310110224173,33.25672971425099,28.43,32.63852882311364,53.70844863805182,65.96180287297535,74.89140886504956,55.69413674225622,122.47813233193418,37.54342386656943,102.63375629863518,82.38400877772933,103.1492451825612,6.09,113.12478758734457,24.045311474876232,25.24854319067308,101.5145277080592,72.1231406171589,76.41880295628806,36.02816456805719,23.881776835766924,97.51206123516755,58.413791757644034,51.37,125.14092115832304,119.66280062367215,125.27552129330257,130.7999327323192,71.85914352672908,63.848356187449546,77.23148825717567,173.86219525185044,123.41116341180376,191.2257201075944,75.59,95.33385464754943,90.94974345198254,144.61246621362574,112.95334172959474,169.16441346486317,132.27888399689326,229.72174662789809,183.06002046646682,196.54268497203384,124.03889576624208,68.41,89.52837861773972,120.48858192719266,217.47531597217173,109.82326471617907,109.65366315211548,121.86458687032547,152.48199162573889,152.1834904244788,149.98895994633818,122.55156728666607
507.15,0.0,59.11675401875482,25.54879238638121,42.85216718482056,20.208395241975214,38.946465366428136,3.863829318563727,22.589999580198292,40.28275113359544,0.0766947525929507,42.892775616431585,0.0,17.492274960401012,56.13323209370483,4.527342186066991,62.52181760341713,8.073614753795527,12.995906496957708,49.841086490064754,58.902057813018196,23.191618899838527,44.1684050753303,0.0,66.6825567032719,29.94513845506501,80.39847277836712,80.61165525897796,65.92285384073898,81.41188742602365,104.15196487484457,42.93588548518537,86.36570880148528,60.63989030424125,0.0,70.6369702387953,43.12899901235118,39.45603850343522,54.3896178654748,7.272026803771053,65.20793565517627,72.60701516003083,68.72526301450112,51.13778670122224,39.890650794610195,0.0,51.749810865638786,27.630583680045365,84.50016160153613,91.24128613708758,77.44158104931859,6.302867081437912,43.10709382551738,11.78094076660354,95.01788795900339,46.05880127285608,0.0,18.330067897296086,53.41132761800358,92.05883823685436,20.3919250853739,100.41269778488022,60.627665659564556,87.38172554053395,11.332752017106264,68.61999750094087,35.92670532090581,7.27,125.21574569300827,96.29046134594049,81.87517996109453,59.898013770727786,104.38351524210047,76.13287814111781,24.646870868569437,77.46665159542022,45.34618152780408,148.28796119970863,0.0,75.3101838690953,47.380640673482,148.382119623961,78.42740622564712,135.54641487351722,148.7586546550194,119.91971090630759,104.12533661045555,104.24533003839018,106.89864013544204,1.93,114.68121229096322,99.28893702806751,56.621964103541885,116.96917896541724,92.6526356951086,8.268435782688732,145.11128072027213,18.792556545863068,152.66367986102938,52.22081181993526
509.25,0.0,65.41292952410168,51.84641204657331,71.26503402310101,73.64065346392806,13.103076993472818,55.94676091092467,37.65796027591266,41.782514460504494,8.426857120848323,76.80293802445054,0.0,9.780738317044047,64.39370891161529,30.841419953456708,13.450720247181328,50.568362271642926,9.988882526110121,77.28383697554182,31.56848294114648,5.208612520369225,48.44138131302454,0.0,96.27951953619299,69.89090921260464,43.44893145272802,41.52664875458471,26.51462140213609,59.375234117846645,76.74803705427261,14.920808671664147,102.23146690506654,86.87546883767675,0.0,8.017827663336268,53.317772353305145,18.29803349715839,37.812800326521355,36.11084189189006,56.83494419238881,75.60083509926027,23.818381803436242,6.071587877488621,59.15490741467459,0.0,3.190563881160377,14.154099371500875,89.41019584017536,96.63007738117787,99.5335408826942,101.84592995645357,6.658167752922727,51.63425323681723,78.60410295503195,9.11503095759332,0.0,73.46022462859516,52.256457720275634,67.61382728138054,71.56667902859893,3.7042452085124182,16.211261602574563,38.45969865107735,91.61191625443894,64.77695310187644,38.15083122483229,0.0,145.4387839196627,143.1144419744174,87.62064621961943,13.349228075950993,116.91706178053248,44.2431862371703,78.78876281946201,25.294720751667715,15.581580649389434,146.1620323436535,0.0,152.77312445232135,80.0456265840519,85.42962907374486,33.62151455338251,50.0298637636643,116.80471043960335,2.3566874093086287,14.035153038095306,50.35951512859178,11.19813314847871,0.0,17.434664226626232,85.3463600307825,47.56713929075705,144.78948073262282,36.2229257227455,155.87900839587596,54.15768902522707,81.22106226721411,1.1153832266405685,22.04564743297045
511.36,0.0,4.453934411025258,19.74536520722641,41.759315412205915,10.77193633327768,75.76013503456187,26.593483449158285,34.486003876308345,21.183755225170405,0.8423381140165799,28.582478344668708,0.0,52.62497683855749,35.66467027165171,62.21100315586844,22.09134836021243,32.1686267469288,31.573230789122267,69.96062675875126,2.380019490626351,14.759073300704253,78.63160479342034,0.0,7.038811200723429,30.32646544041703,6.493704779922026,26.88582736996748,85.79092298720607,3.9014561219512096,89.90357484230869,31.161987811173493,14.280698790331485,85.22012204837976,0.0,15.126704943333412,31.656795589697598,0.14116405593805598,0.13507377147147873,56.79594376142548,12.68276935864749,57.71269162679531,30.586059940935662,24.5071222971469,44.278471767137994,0.0,16.549149906859654,27.177441994468712,43.22623501516891,101.72338648370366,7.9631049054952285,64.59918931736783,18.66121982174877,96.54226742334717,34.12484583452279,54.720892768965584,0.0,34.38126673556651,8.417249814975092,40.62030226145593,102.54768194708726,0.20811515733784788,74.34798880168691,12.30250073245807,83.14311387503041,75.20859724182719,94.93520843448478,0.0,57.61021319928903,129.77495028002235,90.27658324990225,89.01907419713444,152.12552233826167,122.21775140663449,145.28968271173497,48.55775730849411,32.27608684186524,11.499171590369679,0.0,86.17015233055135,69.26046378253456,71.5967853567615,60.429652997424725,54.068013033960035,29.05811909793612,98.51287522731668,35.54966761964969,143.83433257385659,18.981583130556462,0.0,91.11208587228745,157.21308909636411,49.05892623665772,5.657057150775526,135.5845723418606,59.71758327667219,76.90401538090065,86.64534438700139,9.421723063336188,90.58933489115553
513.46,0.0,12.037989460714636,46.61921097714953,11.523918626153796,33.23994991250062,1.409647835780121,1.4921403116659637,7.064386301767886,23.80623501243877,23.895657704654905,2.399670507767953,0.0,57.8905926396325,41.435837835663676,78.33992291530058,58.64282222618833,48.78982626708599,59.39629111109075,68.18098799919701,2.479433166737799,17.179469657923516,17.15504327646785,0.0,93.79374732351768,48.2869635386203,100.7960934175381,5.051757430432387,70.58764658371835,8.164959358573027,7.08923257247355,5.478265450203714,38.32948064763754,19.51921603001619,0.0,68.51443816014152,58.694721998769005,50.26190405831159,43.14532585595732,20.48615852801605,65.94031310240695,50.45867264771716,44.4584753189975,4.637248958164305,39.62024191188264,0.0,64.59113451533516,58.079746717801946,63.973514756232795,71.28864636371065,22.523709452394836,99.66434059872103,21.575601481848253,89.94867490508906,97.85117797579974,92.66752804038288,0.0,87.60392674418586,104.85813401166888,45.450332860468635,40.948433970541906,3.928188393311672,55.11880063186348,25.990155083263804,4.695485968702273,47.42144466561979,48.0418176170483,0.0,126.2966106240836,60.236614206543365,25.367390822915816,39.50441796171085,144.78999396260596,32.340568541731635,129.55005007753567,63.908415027373955,79.50739205291546,80.69530517652225,0.0,41.49403872079842,151.41809289092973,123.35389837637362,60.93317918004855,5.084358540030307,71.10336443406459,117.79860595675186,155.44816813823567,67.60156868513823,19.835622749535055,0.0,122.5555666689409,29.953152623703264,81.36408981912577,26.33869601161026,138.41043507446952,30.177760890517842,118.75308602335711,85.14172529056863,20.791439269260415,148.1489638988987
515.56,0.0,59.85583952381764,40.369933681843555,61.92173064113592,59.22147084399138,67.25011735665821,78.45513244857156,59.560534888156596,61.09434958582989,51.5563741767487,49.211019271519426,0.0,30.11591172831245,41.53293065140221,72.03483994276131,67.90597056167165,2.922297746495078,44.55108975192731,9.296391685696655,51.07164249750416,23.840508268369227,60.14220280443232,0.0,72.94607313830399,54.55318305242566,27.810893782165234,74.07511021639752,58.207825050339636,4.238293561435341,65.58852928804902,60.598191173873424,24.73057377806871,49.08834513895517,0.0,35.61412506183219,79.56238904750538,45.88409461666094,43.11619442394945,7.6073298250917265,34.472910419185204,10.171184949796686,72.69384862142843,51.96142774340385,60.732025228316026,0.0,86.96000615646025,25.899327764007584,67.64485782362671,55.656936526919715,16.233847183108338,73.89862137678703,34.98379405106232,102.08654850595464,28.88109398246189,103.02248510462958,0.0,95.09706891944683,7.8282767922200165,99.86887849590897,87.09071996542278,40.20972763254234,32.00220831148947,69.67351507279517,85.09661471274714,87.20423667428342,67.28797905134599,0.0,73.05289151041491,148.17764845479567,79.4149545252373,134.64114046197383,95.34002653883522,37.93230906221726,35.82015477761543,126.53031432583792,139.08195602217845,17.629215158526257,0.0,76.1002566338572,10.542707506476182,13.99731765977372,51.03670617397033,100.04384882950367,39.19701039162007,96.49360476751563,14.032682230172814,48.49503700790565,47.13402790171257,0.0,111.62577007878278,35.50158373212235,23.116184617151248,103.60388606124663,146.62224875994886,43.36518103273341,102.56230325966096,78.04833945761324,88.30362405194316,109.36282878968382
517.66,37.93,100.83601728037866,112.9996160636407,50.81339741022427,77.22527626893938,40.008260275409086,97.80546256170805,115.92063763013357,114.89092800387854,50.789936946695754,87.52037679842232,31.74,80.75674673757807,60.540735037352086,58.965404874326694,83.48527408001088,69.75137707510594,37.36350124750815,95.90685652061683,65.8576466605507,51.12757647120772,79.16096043567278,11.95,35.738345840388725,53.64474780800579,105.74144075298031,92.15905198646622,31.100857182133453,52.642071779920514,78.8861134768267,76.93277544394606,79.26423831319725,21.692811657517076,0.0,77.58675351817688,28.2177422205134,70.29396008152035,10.263189063094051,54.97040409101959,36.09866743806686,70.25230784767777,56.493151245138016,5.126799603395362,73.24603683036405,6.88,29.545927317079954,16.5797216712411,75.43224920592031,56.4058124413028,25.099448456703634,69.55006213699934,106.4719891271123,89.42751574940131,98.89993095044578,56.99324228441324,0.0,38.59402202735055,16.726546293482063,87.9175420141411,89.07943953337659,33.80516771072901,96.71424582634017,100.00548754533855,10.327946696886372,45.70422641516885,89.60691579795261,0.0,35.33347427692766,79.92254197369137,51.02475821521235,9.974115352856048,49.81602774857282,93.64544553173536,64.51492519979821,153.79695175785326,69.05889393351944,91.7043609212107,0.0,46.61468012915211,152.5842911610641,59.86978351408427,119.85665281860075,7.921967566691268,73.46236643757433,2.663516705231876,116.89769085667325,13.254555898895351,34.88471346861329,0.0,88.69063164974195,82.99884436310826,84.16695869663201,42.65069463037377,41.13707768031296,1.520403235504741,52.10529951170811,79.87629221254711,14.447774591794072,93.09387790869732
