WP-00790,,PS0.1ppm-1,PS0.1ppm-2,PS0.1ppm-3,PS0.5ppm-1,PS0.5ppm-2,PS0.5ppm-3,PS1.0ppm-1,PS1.0ppm-2,PS1.0ppm-3,PS5ppm-1,PS5ppm-2,PS5ppm-3,PS10ppm-1,PS10ppm-2,PS10ppm-3,PS50ppm-1,PS50ppm-2,PS50ppm-3,PS100ppm-1,PS100ppm-2,PS100ppm-3,PS200ppm-1,PS200ppm-2,PS200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
887.11,1465.62,72.21,74.84,54.88,109.49,100.3,123.12,43.14,27.15,47.27,96.35,39.68,52.71,158.31,188.04,144.97,170.55,217.07,181.18,273.97,253.65,227.5,211.88,161.99,155.11
887.24,1467.21,73.31,82.55,65.54,165.54,145.25,167.44,41.27,16.49,47.27,103.75,53.62,84.18,160.85,199.54,148.83,196.17,234.1,209.9,260.38,252.89,247.31,251.2,217.62,189.13
887.36,1468.78,33.08,92.83,54.1,147.86,117.25,177.35,33.82,10.67,44.08,103.85,76.73,91,151.95,167.95,130.93,204.01,261.03,215.5,270.7,243.03,263.03,249.75,205.8,202.7
887.49,1470.36,9.21,104.14,65.35,150.56,71.34,123.65,6.72,4.87,20.56,104.17,50.75,86.39,114.07,145.04,121.71,199.2,242.3,194.12,243.02,239.52,262.1,211.28,184.98,206.26
887.61,1471.94,51.59,85.34,78.51,108.19,39.03,82.21,6.72,12.25,20.56,99.3,74.89,81.57,113.43,105.04,135.06,174.94,233.13,184.96,252.92,259.59,257.07,188.7,150.03,173.7
887.74,1473.52,70.11,73.37,81.48,130.64,56.92,96.26,15.99,17.47,20.39,85.66,68.93,86.99,101.58,109.16,130.53,183.47,200.07,170.92,249.94,279.77,230.51,164.88,142.86,140.91
887.86,1475.09,63.88,42.63,49.49,128.02,67.03,121.24,9.27,13.68,11.8,61.92,66.89,83.65,77.3,95.18,115.24,154.56,158.58,160.11,246.2,256.2,226.18,145.28,101.9,78.33
887.98,1476.67,35.55,63.83,34.61,150,87.74,107.48,22.98,12.04,18.29,46.98,41.96,104.43,86.59,119.44,106.53,169.21,132.98,177.19,250.69,248.19,245.08,114.89,120.81,111.3
888.11,1478.24,31.8,43.62,8.94,122.25,73.72,108.66,24.61,8.62,8.49,30.5,21.84,99.35,85.11,93.94,93.71,151.75,150.94,207.5,245.76,222.09,250.56,124.38,120.28,136.15
888.23,1479.81,70.74,45.73,28.86,113.2,94.4,92.87,29.12,21.79,21.04,39.81,18.11,83.05,77.98,58.2,72.91,189.63,177.58,233.82,263.16,252.33,279.72,127.2,149.74,171.99
888.36,1481.38,65.04,24.54,19.92,84.86,87.13,96.8,32.76,27.73,23.26,21.54,7.68,68.66,36.28,20.73,50.46,188.85,207.22,223.14,272.25,256.92,270.56,133.67,144.52,174.49
888.48,1482.95,48.39,39.9,19.92,39.62,103.78,42.77,34.97,29.9,29.05,21.88,4.04,74.06,10.77,14.82,25.08,195.63,201.42,191.02,268.9,289.08,304.63,152.69,154.51,182.2
888.6,1484.52,9.45,15.36,3.82,23.8,56.37,21.47,36.07,25.63,17.4,6.39,5.92,69.69,2.46,16.07,15.1,185.97,205.85,173.79,245.45,273.14,304.28,169.26,140.38,165.45
888.73,1486.09,10.6,21.68,3.82,29.04,57.66,18.97,18.71,31.38,17.77,6.39,54.53,74.01,2.46,23.42,12.47,216.31,195.95,168.9,247.02,299.88,331.27,200.15,167.58,166.03
888.85,1487.66,10.6,18.24,3.82,39.7,44.22,51.61,13.06,43.35,13.36,6.22,86.05,54.9,16.71,33.33,19.23,245.54,197.6,184.57,222.15,306.52,368.49,203.25,213.99,170.49
888.98,1489.22,17.64,18.24,7.9,23.86,51.71,51.61,7.45,34.45,23.86,24.91,101.8,72.92,14.24,36.81,25.74,239.34,193.82,172.14,227.52,314.73,387.95,199.89,243.61,191.5
889.1,1490.79,19.08,19.18,7.9,10.67,24.34,32.64,30.29,19.12,32.8,44.41,76.24,70.06,22.84,45.09,52.04,227.91,213.82,166.81,233.67,317.39,364.2,191.31,246.33,190.6
889.22,1492.35,23.35,7.26,7.9,0,17.26,0,22.84,2.08,30.45,51.17,43.42,71.88,8.6,27.08,45.27,198.04,203.04,161.05,216.39,309.62,317.36,159.6,202.93,159.92
889.35,1493.92,16.32,7.26,6.6,0,0,0,22.84,6.98,18.03,32.48,37.21,53.87,23.68,24.82,31.45,195.73,199.83,179.18,214.01,315.08,331.07,165.44,191.07,158.44
889.47,1495.48,4.28,0,20.37,12.12,0,0,33.24,11.01,3.01,12.98,11.43,18.68,19.35,4.13,0,206.98,165.5,204.53,177.19,256.78,345.36,144.15,171.09,149.85
889.59,1497.04,6.36,4.02,20.37,12.12,0,0,37.58,20.87,11.09,12.56,26.64,0,23.04,21.87,7.53,231.79,197.74,209.11,215.94,261.38,347.55,173.07,183.66,180.13
889.72,1498.6,6.36,4.02,13.77,12.12,0,0,37.58,15.96,11.09,12.56,15.21,0,21.74,19.39,7.53,226.71,186.42,196.8,222.47,240.09,321.52,161.1,177.99,166.51
889.84,1500.16,6.36,4.02,0,0,0,0,9.56,9.86,8.08,12.56,30.32,18.25,29.67,17.73,7.53,199.18,190.99,201.39,221.91,280.04,320.06,159.67,134.53,147.44
889.96,1501.72,11.95,6.78,0,1.96,0,0,5.22,0.26,0,7.4,21.19,18.81,25.98,0,0,162.44,167.34,209.08,223.46,263.78,327.06,154,134.84,132.8
890.09,1503.27,11.95,6.78,0,1.96,0,0,5.22,0.26,0,7.4,26.78,18.81,12.2,0,7.13,175.14,206.48,235.56,242.47,277.97,350.17,142.77,129.92,155.92
890.21,1504.83,11.95,6.78,0,1.96,0,0,0,3.72,7.6,7.4,15.67,0.56,20.95,16.95,27.92,189.07,230.5,240.26,272.7,289.73,383.52,156.75,165.54,186.26
890.33,1506.38,5.38,0,13.07,0,0,0,26.35,9.92,7.6,16.51,9.8,0,45.57,50.23,48.71,211.44,258.97,270.07,279.72,330.27,420.32,169.16,196.92,195.02
890.46,1507.94,5.38,0,13.07,0,0,0,26.35,13.49,7.6,16.51,34.49,12.15,45.57,50.23,47.48,187.37,256.66,301.78,263.64,348.38,416.02,181.11,232.85,191.67
890.58,1509.49,5.38,5.77,13.07,0,0,0,40.05,17.82,4.55,27.63,30.49,39.52,55.58,46.54,47.82,203.85,260.58,321.04,275.46,376.71,419.29,190.61,257.32,211.19
890.7,1511.04,0,5.77,0,0,13.73,0,14.76,14.16,4.55,15.88,45.43,39.52,39.93,22.2,42.5,235.01,256.5,319.63,284.28,374.06,408.23,180.42,228.45,215.03
890.83,1512.6,0.87,5.77,0,0,18.83,0,21.95,10.59,18.87,18.96,15.14,27.37,62.02,22.58,48.53,298.16,270.42,325.89,343.77,389.41,460.51,194.56,236.23,224.19
890.95,1514.15,18.07,0,10.82,21.34,21.08,12.01,15.68,7.28,14.31,13.68,15.14,0,55.4,17.26,68.24,314.31,278,323.49,362.61,374.1,493.8,213.68,229.99,227
891.07,1515.69,23.94,6.86,12.57,80.27,7.34,12.01,16.31,11.87,20.73,14.75,1.9,5.49,62,35.18,89.84,328.68,274.48,327.64,381.67,355.69,529.98,233.01,225.3,237.69
891.2,1517.24,23.07,6.86,17.36,92.57,41.95,30.05,10.49,28.93,22.5,11.67,23.25,13.77,83.51,67.99,115.35,334.95,294.84,333.02,394.3,375.18,524.4,248.22,224.15,260.59
891.32,1518.79,6.22,34.4,25.27,96.13,50.26,68.55,8.69,45.76,36.48,21.98,43.49,13.77,83.7,99.49,112.86,350.21,329.21,361.06,419.93,411,521.16,259.75,256.32,265.81
891.44,1520.34,0.35,44.62,23.52,43.96,66.57,100.76,7.01,38.38,31.49,38.09,41.95,8.28,92.11,72.64,90.95,318.03,327.79,365.98,440.12,426.39,517.81,237.15,272.7,273.23
891.56,1521.88,24.41,64.1,48.35,86.15,55.5,124.55,24.78,21.31,38.84,79.8,34.75,20.12,76.21,65.71,92.71,332.84,327.38,360.25,449.98,423.45,536.8,243.2,281.06,267.98
891.69,1523.42,24.07,52.02,38.53,72.38,86.79,93.7,24.22,2.05,24.87,63.65,25.46,28.38,64.98,55.79,89.15,316.66,313.63,335.17,452.85,409.18,511.13,227.24,258.74,261.04
891.81,1524.97,24.07,67.62,48.29,65.63,104.12,61.48,40.78,2.05,24.23,75.34,58.84,51.79,69.1,72.45,96.93,354.8,326.55,327.77,457.06,425.92,499.13,231.27,273.08,260.42
891.93,1526.51,13.75,51.13,18.67,11.13,119.37,19.66,21.64,2.05,2.83,60.04,56.24,69.55,49.78,59.44,79.95,335.17,332.36,320.92,462.82,446.22,453.37,218.17,253.96,237.35
892.05,1528.05,13.75,35.66,9.76,0,77.52,9.24,35.1,0,2.83,78.7,60.42,72.1,68.92,52.22,77.75,341.65,342.94,319.84,472.04,436.63,472.05,236.17,274.26,256.7
892.18,1529.59,13.75,2.99,22.68,6.36,66.62,9.24,24.25,7.29,15.89,64.76,41.5,48.69,83.73,50.67,87.9,318.79,361.86,317.1,492.26,438.05,473.74,285.48,263.89,261.71
892.3,1531.13,0,3.11,33.12,7.86,22.73,9.93,32,21.96,19.74,41.39,40.82,33.04,123.67,64.25,87.5,322.05,360.22,318.13,487.26,435.59,493.21,318.23,276.28,304.48
892.42,1532.67,7.34,10.45,53.11,7.86,22.73,18.16,16.05,21.96,20.43,22.73,57.37,29.62,128.73,67.95,70.89,325.74,341.02,305.6,516.37,472.24,508.79,309.4,258.43,307.01
892.54,1534.21,11.42,22.15,43.08,1.5,0.92,36.88,30.22,17.42,6.57,16.71,60.37,45.85,102.24,81.77,55.4,339.54,343.6,291.86,502.6,479,506.83,274,248.35,293.97
892.67,1535.74,22.47,19.04,33.18,11.42,31.04,36.39,30.83,15.33,23.44,25.36,55.06,40.22,85.87,77.7,51.7,347.12,323.28,288.22,487.28,471.55,487.31,233.7,218.02,247.02
892.79,1537.28,15.14,11.7,13.19,19.91,37.8,48.72,34.23,16.52,22.75,25.36,23.38,32.83,48.38,64.1,40.78,310.47,313.41,255.35,416.73,420.54,407.24,175.83,172.79,183.84
892.91,1538.81,23.62,13.67,0.54,35.15,56.64,50.07,26.31,28.56,26.35,42.26,10.97,35.79,58.81,46.5,53.88,309.16,293.54,275.82,384.19,398.21,385.51,158.28,162.89,161.64
893.03,1540.34,12.57,37.16,0,23.73,45.73,49.87,32.62,23.16,8.58,53.84,25.24,50.09,63.47,48.47,63.54,311.06,281.55,251.17,367.21,399.1,372.67,157.6,160.85,174.99
893.16,1541.88,20.79,55.36,16.37,26.77,38.96,40.17,38.6,28.1,8.58,67.94,38.55,55.51,88.04,68.11,93.21,339.62,283.56,289.85,375.56,433.99,425.83,173.23,184.13,185.98
893.28,1543.41,44.22,55.94,22.78,24.17,31.44,65.17,45.58,35.05,24.15,53.53,58.51,75.49,94.38,91.09,103.56,349.85,308.9,292.53,412.58,478.88,480.99,211.19,212.06,212.62
893.4,1544.94,53.66,47.76,32.54,47.93,13.84,90.55,33.47,45.9,42.28,49.02,66.69,73.71,114.63,122.98,136.47,383.97,330.46,339.43,467.49,489.67,516.05,227.68,263.87,239.47
893.52,1546.47,81.68,42.59,23.64,62.61,40.49,124.83,26.02,61.08,61,37.97,94.66,105.38,128.21,142.54,161.38,408.41,397.01,388.32,505.07,531.46,551.44,306.82,301.32,285.64
893.64,1547.99,59.6,49.67,23.97,72.88,42.83,110.69,13.81,45.17,68.04,29.48,69.54,96.61,143.69,173.99,185.2,450.07,436.12,423.43,517.87,564.47,544.39,324.5,322.65,312.01
893.77,1549.52,85.75,64.64,46.21,101.06,105.09,152.46,36.15,77.81,70.3,53.33,50.42,83.86,167.07,192.01,194.58,472.95,496.11,465.43,534.56,638.37,602.23,363.72,358.18,334.92
893.89,1551.05,78.59,68.96,57.79,113.94,126.38,121.93,50.51,88.46,76.91,78.42,30.19,60,208.45,192.04,189.3,495.49,466.77,463.76,573.92,633.27,600.07,327.93,366.7,362.48
894.01,1552.57,87.11,102.63,87.73,161.18,191.03,176.43,60.2,105.78,86.52,79.73,55.54,55.04,204.85,198.74,174.7,469.03,439.09,464.08,576.61,634.17,590.58,315.45,359.2,355.03
894.13,1554.1,110.53,99.21,92.23,215.66,213.6,158.51,59.46,93.67,88.03,57.95,80.44,94.97,175.47,221.68,176,453.45,426.29,472.96,575.52,604.29,560.65,296.18,334.9,319.11
894.25,1555.62,97.97,118.13,125.08,268.51,248.53,209.61,72.05,78.23,74.22,54.72,107.58,136.14,154.77,226.29,183.3,433.54,445.82,469.82,552.1,624.42,571.05,280.22,339.26,297.84
894.38,1557.14,117.87,98.51,130.72,273.83,274.92,196.52,94.1,83.9,75.85,101.4,116.29,152.54,200.53,232.68,194.72,433.06,468.46,453.13,576.12,614.32,574.22,273.35,351.37,302.66
894.5,1558.66,85,114.79,133.93,217.72,248.9,212.02,80.04,73.47,92.05,121.08,134.66,125.61,211.17,183.64,176.04,410.8,435.65,410.33,548.69,584.45,582.95,242.03,301.03,291.69
894.62,1560.18,118.71,119.31,129.71,196.54,194.46,205.42,71.88,75.27,103.81,144.22,131.16,113.13,214.05,196.16,169.59,412.09,396.39,382.4,532.49,563.13,559.24,245.57,271.55,277.59
894.74,1561.7,91.64,123.4,142.73,165.26,167.94,199.08,73.94,86.97,111.79,129.92,132.55,91.55,187.49,187.24,153.03,419.59,335.34,385.03,508.51,572.36,576.08,228.99,248.62,269.7
894.86,1563.22,108.38,120.95,137.87,175.13,164.89,202.53,105.79,93.11,100.56,131.96,116.96,118.98,174.72,188.11,157.93,395.87,336.07,392.09,514.64,583.7,584.7,231.83,254.11,278.9
894.98,1564.74,89.9,101.95,108.8,125.46,193.63,178.12,112.09,95.71,93.12,116.78,100.48,114.2,156.4,166.43,156.28,381.26,330.24,392.93,522.87,551.82,596.43,227.1,233.02,242.53
895.11,1566.25,91.66,106.19,88.97,123.04,154.63,165.3,107.29,79.53,65.57,128.28,100.34,118.09,132.31,137.31,160.19,337.52,331.29,345.65,505,501.16,571.71,183.24,186.81,203.69
895.23,1567.77,87.65,105.66,89.7,98.53,130.87,140.05,92.71,61.25,52.24,104.12,92.54,102.65,119.77,125.09,146.33,319.67,292.23,310.25,485.01,462.39,513.22,166.59,144.8,146.39
895.35,1569.28,64.1,107.26,88.56,95.16,87.92,171.6,80.58,57.75,61.37,104.97,106.09,102.22,118.36,119.65,125.92,311.59,300.6,284.29,449.46,468.73,491.83,147.02,138.89,139.51
895.47,1570.79,47.07,72.54,68.76,53.39,57.32,138.51,79.79,41.93,51.84,71.93,90.75,98.24,118.29,113.22,124.52,318.84,311.63,304.33,453.24,481.73,483.44,182.11,149.62,131.62
895.59,1572.31,41.99,64.94,81.09,51.84,66.85,141.55,91.12,65.89,62.75,86.91,90.75,67.94,135.33,127.58,136.57,364.52,354.77,343.8,473.79,549.51,526.16,224.96,216.45,182.49
895.71,1573.82,44.59,56.02,78.43,61.65,91.75,95.29,103.45,68.18,55.01,57.11,78.98,54.86,146.05,136.94,147.29,385.86,380.56,374.6,530.01,581.94,549.87,261.45,265.92,247.01
895.83,1575.33,64.36,57.78,85.11,87.56,98,136.71,102.46,89.82,71.61,53.65,71.89,34.7,154.78,151.97,166.02,416.87,403.02,403.06,586.89,617.05,581.58,307.26,338.38,318.17
895.95,1576.84,83.32,48.55,68.48,106.08,73.27,120.82,94.47,80.79,87.87,37.65,76.25,41.41,154.17,169.01,161.42,425.86,424.8,412.17,606.44,586.15,586.29,313.71,353.48,348.31
896.08,1578.34,82.29,43.33,72.18,101.95,54.89,99.62,95.48,79.44,91.15,33.73,58.94,22.8,116.91,160.73,153.17,377.85,393.25,389.62,556.31,551.58,559.33,264.48,322.9,292.44
896.2,1579.85,83.38,32.59,65.68,110.63,41.65,62.22,69.95,72.87,79.2,29.62,45.87,22.8,86.76,128.22,115.69,331.28,345.13,331.5,466.62,494.11,502.14,211.01,256.75,228.99
896.32,1581.36,50.93,34.29,69.63,80.43,64.21,43.96,62.53,60.08,64.04,34.97,33.58,13.2,50.73,75.84,94,245.47,291.11,278.82,400.04,427.75,450.06,151.63,187.35,180.97
896.44,1582.86,69.04,44.55,81.15,106.81,78.02,35.93,53.67,81.52,60.44,63.35,27.07,23.39,65.6,76.68,91.21,253.55,275.31,285.68,407.01,409.61,428.53,170.46,180.82,184.81
896.56,1584.37,63.06,62.68,65.28,95.44,75.5,31.82,65.04,73.85,70.73,51.09,70.13,62.85,79.36,89.08,97.3,252.5,310.05,295.09,448.2,409.36,450.89,197.15,192.5,216.53
896.68,1585.87,62.2,47.63,79.48,135.86,35.02,48.17,85.52,86.63,65.81,56.46,71.52,95.93,119.57,124.27,142.52,307.56,351.24,342.27,514.83,469.87,496.68,259.27,280.94,266
896.8,1587.37,71.9,40.81,92.59,104.86,45.44,122.09,114.23,84.64,90.44,91.05,100.81,117.58,147.34,129.68,165.3,348.84,410.3,369.67,541.34,514.28,530.03,323.26,324.57,321.34
896.92,1588.87,81.06,40.78,109.44,93.32,74.22,163.48,125.39,85.76,93.86,96.93,78.11,106.23,173.22,141.54,160.86,350.21,388.8,379.83,531.62,537.45,524.81,324.34,335.64,322.44
897.04,1590.37,84.23,52.43,69.02,82.14,86.79,160.89,124.22,84.56,89.95,70.64,71.19,82.67,161.45,118.41,130.09,304.91,347.29,325.99,485.56,509.28,473.92,295.07,279.01,296.19
897.16,1591.87,102.19,96.86,71.71,107.42,116.83,159.1,93.5,88.13,71.83,29.59,59.5,67,126.79,106.06,111.77,250.38,280.22,274.25,446.6,469.22,479.8,273.22,244.48,260.37
897.28,1593.37,107.82,103.64,78.41,136.71,119.22,158.66,96.12,122.38,69.37,51.65,67.59,90.44,116.13,94.38,135.45,260.5,299.8,286.17,444.64,479.15,487.34,263.02,239.26,242.52
897.4,1594.87,129.46,105.1,101.12,146.7,153.29,200.91,95.74,127.3,79.25,75.15,84.46,117.67,119.48,92.37,152.48,303.62,324.04,297.74,484.34,511.41,548.88,276.79,256.36,274.98
897.52,1596.36,101.45,65.56,83.17,168.03,152.72,217.84,109.37,128.23,80.14,91.11,71.45,139.02,157.84,90.37,178.51,365.73,353.27,354.64,516.36,565.33,581.41,302.89,337.1,342.76
897.64,1597.86,114.11,88.03,105.9,224.72,201.84,235.12,123.33,117.82,109.03,99.96,74.33,146.59,186.19,142.71,208.2,421.49,405.16,421.86,599.05,625.24,649.26,420.29,435.49,468.86
897.76,1599.35,104.45,138.85,122.64,259.42,245.97,239.08,115.97,105.42,115.59,101.82,66.22,115.84,197.22,180.38,207.91,431.58,430.71,456.4,597.06,641.14,650.44,503.68,531.53,548.6
897.89,1600.84,105.47,137.01,106.73,255.15,235.12,195.07,108.94,78.02,123.49,81.9,83,89.64,198.59,209.72,205.28,419.32,445.25,457.27,591.73,613.04,627.95,539.38,540.54,568.98
898.01,1602.33,96.6,149.62,108.93,242.33,229.73,175.51,90.69,77.74,99.17,69.99,76.12,55.11,175.07,184.85,183.11,390.17,408.22,408.9,523.5,546.37,553.89,489.5,546.32,533.12
898.13,1603.83,101.42,93.57,84.47,196.2,214.02,140.31,79.78,93.46,78.18,47.64,81.8,71.82,182.89,196.31,170.6,362,376.18,396.86,487.93,506.03,510.16,464.6,511.41,486.58
898.25,1605.32,117.79,117.42,77.58,190.63,236.22,133.34,88.1,115.74,81.43,65.96,78.49,114.19,177.93,192.67,194.99,355.38,369.69,383.7,483.9,485.9,477.64,449.9,485.03,460.57
898.37,1606.8,125.4,109.51,79.58,147.31,212.66,133.95,92.64,104.91,85.56,79.61,86.85,135.23,184.54,189.25,205.27,317.98,355.41,359.42,428.09,425.32,412.34,405.74,383.85,407.76
898.49,1608.29,113.45,128.71,58.37,138.78,178.57,141.68,70.3,69.53,75.48,92.94,75.87,140.95,148.59,130.61,170.99,237,283.9,266.23,322.38,307.18,305.8,265.01,243.1,265.71
898.61,1609.78,88.86,120.25,101.84,155.6,156.15,139.1,57.96,54.49,69.4,95.16,90.79,115.22,109.31,107.31,139.06,109.34,161.76,174.37,189,151.4,152.59,115.2,96.92,121.23
898.73,1611.27,76.37,83.58,84.09,126.55,148.53,127.31,28.73,25.23,36.43,90.83,89.16,69.57,50.19,68.46,68.9,18.64,42.53,67.14,71.16,40.19,63.4,11.49,11.85,6.18
898.85,1612.75,81.23,66.91,101.34,106.18,130.25,94.87,27.12,33.64,37.13,85.5,75.2,32.98,18.9,53.61,55.03,0,0,36.94,26.76,0,7.12,0,0,0
898.97,1614.23,86.21,55.37,67.05,57.93,71.44,76.55,4.58,11.49,7.8,47,45.79,8.6,0,22.54,1.88,0,0,0,0,0,0,0,0,0
899.09,1615.72,79.31,49.61,63.88,45.47,27.73,54.03,8.58,15.46,7.8,27.01,19.51,25.03,0,8.58,6.62,0,0,0,0,0,0,0,0,0
899.21,1617.2,58.86,45.63,69.83,50.14,24.83,49.63,14.09,21.21,7.19,25.36,16.55,38.42,19.31,21.41,38.53,7.47,0,15.28,0,0,0,0,0,0
899.33,1618.68,49.64,61.55,78,44.72,43.17,76.81,30.2,28.19,32.61,38.77,27.61,55.83,56.23,49.12,73.06,36.63,39.02,53.62,2.12,20.11,29.17,15.57,0,5.3
899.45,1620.16,47.87,54.59,48.43,53.43,43.17,60.44,32.99,42.28,50.61,24.56,23.66,56.9,90.11,82.95,90.59,85.8,103.43,105.68,29.23,48.63,50.5,55.97,46.06,39.44
899.56,1621.64,35.99,70.08,22.43,84.25,34.43,59.19,46.9,48.48,60.78,13.41,39.83,63.09,108.74,88.9,106.9,114.94,189.33,122.28,70.11,75.98,83.09,91.32,90.73,78.54
899.68,1623.12,19.92,40.57,0,65.55,11.55,33.29,30.79,59.36,44.95,0,19.02,37.09,96.38,55.25,94.54,99.07,158.59,98.87,67.99,55.87,53.92,77.6,90.73,73.24
899.8,1624.59,0,65.96,33.84,103.63,59.55,45.96,34.26,59.12,48.69,44.49,29.3,52.39,87.23,57.08,83.75,59.75,107.73,63.34,40.88,27.36,32.6,37.19,44.67,39.09
899.92,1626.07,7.37,34.07,63.46,50.27,75.62,52.87,14.84,36.19,31.33,44.49,11.27,32.82,49.29,36.43,44.51,23.13,21.83,31.45,0,0,0,1.84,0,0
900.04,1627.54,10.39,35.14,72.3,53.23,75.62,65.9,14.84,18.33,21.73,55.07,11.27,32.82,37.82,38.87,23.04,9.84,13.55,16.52,0,0,0,0,0,0
900.16,1629.02,34.16,24.55,46.3,6.45,58.84,52.27,0,1.44,0,10.58,0,2.57,17.69,25.05,36.92,0,0,0,0,0,0,0,0,0
900.28,1630.49,51.33,52.7,25.52,40.13,50.28,80.55,10.47,1.44,20.61,31.05,7.29,27.77,36.46,44.49,40.68,0,0,0,0,0,0,0,0,0
900.4,1631.96,57.05,75.9,47.64,37.16,72.66,62.06,10.47,6.28,20.61,25.75,7.29,33.15,27.44,50.45,49.34,0,0,0,0,0,0,0,0,0
900.52,1633.43,53.33,74.66,86.99,39.53,64.91,91.13,32.26,4.84,20.61,46.21,34.93,30.58,22.84,33.29,22.11,0,0,0,0,0,0,0,0,0
900.64,1634.9,55.62,91.09,91.67,42.02,88.5,103.22,21.79,4.84,0,34.92,35.34,15.67,23.04,13.85,17.33,0,0,0,0,0,0,0,0,0
900.76,1636.37,72.92,77.86,73.03,112.39,95.44,122.32,21.79,0,10.6,49.63,35.34,11.11,24.25,5.45,22.21,0,0,0,0,0,0,0,0,0
900.88,1637.84,74.44,96.52,56.28,140.12,111.61,117.98,12.5,0.55,10.6,43.68,19.42,11.11,24.25,15.86,31.42,0,0,0,0,0,0,0,0,0
901,1639.31,75.3,80.52,72.87,108.87,107.13,88.99,12.5,7.59,10.6,54.73,29.18,8.54,12.67,18.89,39.86,0,0,0,0,0,0,0,0,0
901.12,1640.77,50.05,76.42,60.55,38.84,111.54,83.57,29.99,7.59,0,46.45,36.81,7.73,7.41,22.43,25.61,0,0,0,0,0,0,0,0,0
901.24,1642.24,47.7,48.87,51.93,65.71,91.52,57.04,17.49,7.04,19.94,75.5,39.23,33.5,19.84,35.62,21.16,0,0,0,0,0,0,0,0,0
901.35,1643.7,33.79,34.78,41.75,72.04,93.96,61.63,17.49,3.94,19.94,70.33,31.43,43.38,12.43,32.58,12.82,0,0,0,0,0,0,0,0,0
901.47,1645.17,33.01,23.35,41.75,104.04,60.23,63.9,0,9.37,28.28,77.27,43.41,58.3,12.43,29.04,12.82,0,0,0,0,0,0,0,0,0
901.59,1646.63,13.78,18.04,19.94,47.06,40.61,66.95,0,9.37,8.34,33.72,33.06,32.53,2.19,0,8.06,0,0,0,0,0,0,0,0,0
901.71,1648.09,3.89,35.95,31.44,50.08,11.41,52.91,0,5.43,8.34,21.55,28.59,30.42,6.57,0,0,0,0,0,0,0,0,0,0,0
901.83,1649.55,22.1,38.09,40.46,52.33,11.41,23.96,1.25,0,3.44,17.94,25.02,29.19,6.57,3.69,2.46,0,0,0,0,0,0,0,0,0
901.95,1651.01,22.1,47.35,40.46,52.33,11.41,15.07,1.25,2.26,3.44,19.5,21.23,58.74,15.22,14.77,7,0,0,0,0,0,0,0,0,0
902.07,1652.46,18.78,20.83,9.02,34.6,4.12,0,1.25,2.26,7.6,23.78,16.04,55.74,10.85,15.25,7,0,0,0,0,0,0,0,0,0
902.18,1653.92,0.56,17.16,0,5.42,4.12,0,0,2.26,4.17,13.17,0,42.05,10.85,11.56,4.54,0,0,0,0,0,0,0,0,0
902.3,1655.38,2.57,5.88,31.45,5.42,4.12,0,0,0,4.17,11.61,0,18.16,0,0.48,0,0,0,0,0,0,0,0,0,0
902.42,1656.83,2.01,0,31.45,5.42,0,0,0,0,0,4.45,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0
902.54,1658.29,2.01,0,31.45,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0
902.66,1659.74,0,13.48,0,9.59,18.02,0,4.53,2.42,6.56,0,12.85,0,0.14,0,1.53,0,0,0,0,0,0,0,0,0
902.78,1661.19,0,13.48,0,9.59,18.02,0,4.88,2.42,6.56,0,12.85,0,0.14,0,1.53,0,0,0,0,0,0,0,0,0
902.9,1662.64,0,13.48,0,9.59,18.02,0,4.88,2.42,6.56,0,12.85,0,0.14,0,1.53,0,0,0,0,0,0,0,0,0
903.01,1664.09,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.13,1665.54,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,5.36,0,0,0,0,0,0,0,0.19,0
903.25,1666.99,14.41,0,0,0,0,0,0,0.86,2.59,0,0,0,3.02,0,9.8,0,0,0,0,0,0,25.69,0.19,1.61
903.37,1668.44,14.41,0,0,0,0,0,0,0.86,2.59,0,0,0,3.02,11.58,9.8,0,0,0,0,0,0,40.42,22.81,26.6
903.49,1669.88,14.41,0,0,0,0,0,0,0.86,0,0,0,0,9.51,11.58,4.43,0,0,0,0,0,0,68.85,53.94,58.97
903.6,1671.33,0,0,0,0,0,0,7.08,0.21,0.28,0,0,0,6.48,11.58,0,0,0,0,0,0,0,71.85,75.18,98.65
903.72,1672.77,0,0,0,0,0,0,7.08,0.21,3.6,0,0,0,6.48,0,0,0,0,0,0,0,0,76.16,59.15,101.64
903.84,1674.21,0,0,0,0,0,0,7.08,0.21,3.6,0,0,0,0,0,0,0,0,0,0,0,0,53.11,44.77,73.61
903.96,1675.66,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,24.43,23.53,32.32
904.08,1677.1,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,5.39,16.94,4.34
