,PS0ppm-1,PS0ppm-2,PS0ppm-3,PS0.05ppm-1,PS0.05ppm-2,PS0.05ppm-3,PMMA0ppm-1,PMMA0ppm-2,PMMA0ppm-3,PMMA0.05ppm-1,PMMA0.05ppm-2,PMMA0.05ppm-3,PMMA0.1ppm-1,PMMA0.1ppm-2,PMMA0.1ppm-3,PE0ppm-1,PE0ppm-2,PE0ppm-3,PE0.01ppm-1,PE0.01ppm-2,PE0.01ppm-3,PLA0ppm-1,PLA0ppm-2,PLA0ppm-3,PLA0.05ppm-1,PLA0.05ppm-2,PLA0.05ppm-3,PLA0.1ppm-1,PLA0.1ppm-2,PLA0.1ppm-3,PLA0.5ppm-1,PLA0.5ppm-2,PLA0.5ppm-3,PLA1ppm-1,PLA1ppm-2,PLA1ppm-3,PLA5ppm-1,PLA5ppm-2,PLA5ppm-3,PLA10ppm-1,PLA10ppm-2,PLA10ppm-3
PLA0.5ppm-1,0.1564362168742316,0.15298727292212505,0.16652193064932153,0.10334485502735552,0.11277830918804811,0.10612501744309911,0.19894666169208497,0.20077779722605776,0.19610777638337687,0.2213539293492451,0.18338805405000427,0.2305778099164903,0.12401678425231458,0.13615507354605055,0.11774575039562409,0.2473088640855489,0.27315451741378755,0.26497425656371115,0.10591658043067635,0.10967356476398056,0.13531988424147928,0.7897570638836495,0.7648088455205055,0.7973095887895784,0.7751279404465146,0.7718977788694289,0.7947444687097202,0.874366352135339,0.8691578115674988,0.8817349816467313,1.0,0.8575345545348955,0.8642675815631758,0.8522999745532649,0.8476055697827295,0.8595285499408132,0.9014009549383607,0.8956824843677248,0.8967883837457614,0.24438876102818607,0.24832063163190402,0.2519307584910463
PLA0.5ppm-2,0.1449882221420394,0.13104297340348176,0.14963497843629772,0.09381334860383633,0.09533387833289785,0.08989389216966763,0.21688941879025955,0.1921067195823511,0.18057193960289122,0.20401338158068333,0.19730222027343253,0.23139415127876187,0.1329399929489124,0.12915794486169654,0.13654319101228873,0.26334130756884333,0.2952844574805192,0.25658976702684166,0.1161732143200324,0.10980747971762353,0.15421610650052545,0.7749287610589576,0.7436728027170791,0.7979851624710131,0.7682543035076564,0.7555440276451046,0.7841507665471913,0.852010330875152,0.8537043574781178,0.8769186181393711,0.8575345545348955,1.0,0.8525695090211285,0.8323005610304673,0.8214335145255691,0.8655494436171917,0.8644160472832196,0.8687185407224391,0.8628492342137735,0.22031307453550236,0.23087030334756534,0.221337963612503
PLA0.5ppm-3,0.21040164742379905,0.1999264092207556,0.21061426209141107,0.14946469987321861,0.16011816084081923,0.1559576112190006,0.23297603701843783,0.21724436074921483,0.21210804356743107,0.24394492463555706,0.21718172799475574,0.25759307576540774,0.150533780107927,0.15349796133619076,0.1452276087988033,0.30420394992737965,0.3309346052131413,0.28283280082151285,0.11676357294618178,0.11352441867387812,0.1355505375630132,0.8088074193231372,0.7694036432391769,0.8084880231742073,0.7670545841952133,0.7815597752782671,0.7975121049374154,0.8720441150022024,0.8716664527499406,0.8904528919174648,0.8642675815631758,0.8525695090211285,1.0,0.8557625316395778,0.843515812672104,0.862691400819877,0.8867108814182194,0.8809782607793614,0.8802727583767288,0.29342350114296567,0.3021542194720496,0.2954631835911671
PLA1ppm-1,0.16030631332750298,0.1602423048455237,0.16577524274041777,0.11114250336070777,0.11557262378766302,0.11276688145570739,0.2377193286725394,0.23651448627736518,0.22592901566904947,0.20551102676255617,0.21505009070254635,0.22971102245520766,0.12436147647309556,0.12616554877081043,0.1384091755681828,0.28740145272859646,0.2949012126810479,0.28316661208385085,0.14910399388577747,0.14721404593845214,0.17377302460249722,0.7287729189473863,0.7054795411873862,0.736204003603189,0.7524024997509303,0.7511288450557009,0.781689332147096,0.8311159321957756,0.8246608290162061,0.836215114733483,0.8522999745532649,0.8323005610304673,0.8557625316395778,1.0,0.842697927467928,0.8761606689923316,0.8596877513956507,0.8559871349746005,0.8458731461659854,0.23741780208718857,0.22897971581356172,0.23365413552702244
PLA1ppm-2,0.13939332323201994,0.1332780816035018,0.15060824163346453,0.08895054862165892,0.10621935330029357,0.09980619988599357,0.21747110421482974,0.21665317703329945,0.19009850610948947,0.24830570203286978,0.21526129750825923,0.26591440328763355,0.16177681139038314,0.15704445161511832,0.1534907896901892,0.3089147563873907,0.3404978582447076,0.30751508304107167,0.18726361080703569,0.17715410034155676,0.17701820183200934,0.7324740422464869,0.7095551696537881,0.7323177142383427,0.7280541176723575,0.7594927007826777,0.7712040130192112,0.8181328177881992,0.8143298415132546,0.8203244384622824,0.8476055697827295,0.8214335145255691,0.843515812672104,0.842697927467928,1.0,0.848298404253112,0.8406991872729215,0.8309821267740097,0.8296340985281833,0.23908203793116772,0.24883686990194892,0.24920630788091072
PLA1ppm-3,0.16459688079885063,0.15669438250952233,0.16953731311536036,0.10574106108031307,0.1163265603144615,0.11672441796066535,0.2707769704097903,0.23419139911113712,0.23777864850927283,0.24148418041253172,0.2291256613842394,0.28369776763053767,0.17971017803356915,0.17210949684539287,0.18577265375462726,0.31346303528262576,0.31948769794363996,0.2944202311587361,0.1674035135374096,0.1785600533735836,0.19807101752780867,0.7418468847637507,0.7077973200098404,0.7594656367606333,0.7826475646166919,0.7821600909648907,0.8158884076687271,0.8395294782781787,0.831107073879723,0.8504753235642754,0.8595285499408132,0.8655494436171917,0.862691400819877,0.8761606689923316,0.848298404253112,1.0,0.8465327728138851,0.8499864789455476,0.8422382917606162,0.2452861068363422,0.24432512608198217,0.243829597620616
PLA5ppm-1,0.1976812583892175,0.19166142179476459,0.20452884794272888,0.13934053088761045,0.1409364313198926,0.1389834524669419,0.18936280466771774,0.18931002513789413,0.18099937831619736,0.20792439888780287,0.1841668985837773,0.2144480948786149,0.09922712866056904,0.10727265741091815,0.09965500346633745,0.23704624431624707,0.24737757269585423,0.24466529520882893,0.0752942612228388,0.06528405850861568,0.0826586358020868,0.8702735779435539,0.8325576305062251,0.8693763821880166,0.7665457467289928,0.7828162874189977,0.8079378758543433,0.9282873090726222,0.9249070066867087,0.9346268181466499,0.9014009549383607,0.8644160472832196,0.8867108814182194,0.8596877513956507,0.8406991872729215,0.8465327728138851,1.0,0.9780939503352182,0.9816572011668337,0.266597447234738,0.2616622910319926,0.2630797219504028
PLA5ppm-2,0.20062894961101943,0.19436251131703064,0.20450962090182986,0.1429634896579075,0.14400094417282414,0.14446139363479843,0.18902209901358105,0.18801080769910064,0.1789330953141904,0.2027298695987508,0.1763692932239702,0.19952333646181586,0.09119375203699144,0.10164235885466241,0.09065504001549672,0.2434509907568056,0.24538183314166043,0.24281289376912712,0.06289614092815028,0.059166239135624306,0.0822368648977496,0.8754328145892085,0.8409523234316022,0.8746110974905926,0.7672598466347766,0.7785831109973439,0.812963615740696,0.9324046422195892,0.9264689807197221,0.9371293875696183,0.8956824843677248,0.8687185407224391,0.8809782607793614,0.8559871349746005,0.8309821267740097,0.8499864789455476,0.9780939503352182,1.0,0.9808285756654525,0.26656272644033324,0.2612824199914826,0.2604845830007755
PLA5ppm-3,0.20100392879129414,0.19489554623087635,0.20652514506856962,0.14052156262133084,0.14099966421393242,0.1407184833261187,0.19273922872775565,0.190218538982485,0.18418306315503685,0.21872934225824006,0.20129935911316904,0.21900859011602875,0.10043785204881336,0.10512597296147054,0.09926162376288068,0.25160042168367636,0.257511261379989,0.25285828211289435,0.07515144033189831,0.06549763536367234,0.08111261680131168,0.8801163924584,0.8419989276739566,0.8746693843202368,0.7737561541321105,0.7916988727657192,0.814536352480451,0.9332379407836547,0.9277215648590978,0.9384295359243381,0.8967883837457614,0.8628492342137735,0.8802727583767288,0.8458731461659854,0.8296340985281833,0.8422382917606162,0.9816572011668337,0.9808285756654525,1.0,0.2842336407963934,0.2794231550105561,0.28156744280179063
PLA10ppm-1,0.4488958072047459,0.4369034795533261,0.4455375504904478,0.437792965865479,0.41989168856957104,0.4265500782923249,0.5027472504406603,0.484888758131631,0.4463941282987254,0.5616407509770518,0.5596275323700975,0.5542781451926194,0.322375759945916,0.33237800819258323,0.3532781902366784,0.6101880071358345,0.5949010909085481,0.5838186670792157,0.3049694196710582,0.29816138892597144,0.277718600349604,0.40070609743336466,0.39441739489166844,0.34935354177847683,0.38589646805255456,0.39930983921273416,0.35903828970751156,0.2927840637513901,0.30271728721612706,0.2726976231809796,0.24438876102818607,0.22031307453550236,0.29342350114296567,0.23741780208718857,0.23908203793116772,0.2452861068363422,0.266597447234738,0.26656272644033324,0.2842336407963934,1.0,0.9585822991222702,0.9506072968021017
PLA10ppm-2,0.45664893302950177,0.43502306217927733,0.4543435676847812,0.44381912174993016,0.4323708289180158,0.4339116871425899,0.4930802656273156,0.4683284452753188,0.420938991667947,0.565915533222326,0.550266395206515,0.5488602140483528,0.3312336822683403,0.33313375725255506,0.3451739258256959,0.606632026031286,0.5939895833727059,0.5860784419916002,0.29686904383012874,0.28748008428216737,0.27157999074439104,0.3971630545255701,0.39191705518175735,0.34358377990156885,0.39531544695293697,0.39569853066405036,0.3599400485752396,0.28821447129515354,0.31344745711190475,0.2756095357574062,0.24832063163190402,0.23087030334756534,0.3021542194720496,0.22897971581356172,0.24883686990194892,0.24432512608198217,0.2616622910319926,0.2612824199914826,0.2794231550105561,0.9585822991222702,1.0,0.957828869612217
PLA10ppm-3,0.47865604190507793,0.4573105557080857,0.47886504906465815,0.4747275827799574,0.452221884673611,0.4529153922709329,0.4874319701100445,0.4689530698899221,0.41740144525314643,0.5609270344706618,0.5441231366629952,0.5515912357225223,0.3243786247841631,0.3346777311442768,0.3335760722193232,0.5868772593340864,0.5984201015303879,0.5688062110338747,0.29762869988478746,0.29147798528053276,0.25889140905380675,0.38970553852870865,0.3826351135726755,0.34048065386123877,0.37991171616615976,0.39268291990048737,0.3515331136137567,0.28372970937978126,0.3039747499939653,0.26817180805352875,0.2519307584910463,0.221337963612503,0.2954631835911671,0.23365413552702244,0.24920630788091072,0.243829597620616,0.2630797219504028,0.2604845830007755,0.28156744280179063,0.9506072968021017,0.957828869612217,1.0
