WP-00790,,PE0.05ppm,PE0.1ppm,PE0.5ppm,PE1ppm,PE5ppm,PE10ppm,PE50ppm,PE100ppm,PE200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
861.55,1131.11,11.18,16.2,27.69,0.03,2.67,0,19.95,92.56,210.91
861.68,1132.89,1.27,10.04,26.81,18.2,2.67,1.96,48.51,129.66,206.84
861.81,1134.67,9.66,13.63,39.35,45.6,18.99,7.06,34.58,178.39,226.71
861.94,1136.45,18.67,6.63,42.06,48.04,16.32,7.06,46.59,197.54,282.96
862.08,1138.23,39.16,31.56,75.46,33.79,39.76,15.15,29.97,266.77,340.92
862.21,1140,48.9,50.9,99.21,24.55,42.11,28.24,58.95,330.08,395.6
862.34,1141.78,63.77,58.69,118.76,35.75,46.23,58.47,82.18,406.24,459.11
862.47,1143.55,57.53,46.38,112.21,39.86,38.6,61.92,76.67,434.71,485.22
862.6,1145.33,50.86,46.3,99.9,31.86,22.87,57.27,54.08,430.81,510.61
862.74,1147.1,26.98,35.47,71.17,18.21,18.75,31.85,15.42,385.88,498.93
862.87,1148.87,12.73,22.85,34.24,10.18,2.94,21.78,8.99,326.03,502.63
863,1150.64,0,0.46,10.26,0,0,8.24,2.6,274.7,466.83
863.13,1152.41,0,0.46,0,0,0,3.42,0,247.56,445.19
863.26,1154.18,0,0.46,0,0,0,0,0,222.95,408.04
863.4,1155.95,0,0,0,0,0,0,0,202.08,342.94
863.53,1157.72,0,0,0,0,0,0,0,148.4,232
863.66,1159.48,0,0,0,0,0,0,0,120.68,128
863.79,1161.25,0,0,0,0,0,0,0,68.56,60.6
863.92,1163.01,0,0,0,0,0,0,0,43.04,37.58
864.05,1164.77,0,0,0,0,0,0,0,17.9,18.43
864.19,1166.53,0,0,0,0,0,0,0,17.9,7.05
864.32,1168.3,0,0,0,0,0,0,0,17.9,0
864.45,1170.06,0,0,0,0,0,0,0,0,0
864.58,1171.81,0,0,0,0,0,0,0,0,0
864.71,1173.57,0,0,0,0,0,0,0,0,0
864.84,1175.33,0,0,0,0,0,0,0,0,0
864.97,1177.08,0,0,0,0,0,0,0,0,0
865.11,1178.84,0,0,0,0,0,0,0,0,0
865.24,1180.59,0,0,0,0,0,0,0,0,0
865.37,1182.34,0,0,0,0,0,0,0,0,0
865.5,1184.1,0,0,0,0,0,0,0,0,0
865.63,1185.85,0,0,0,0,0,0,0,0,0
865.76,1187.6,0,0,0,0,0,0,0,0,0
865.89,1189.35,0,0,0,0,0,0,0,0,0
866.02,1191.09,0,0,0,0,0,0,0,0,0
866.15,1192.84,0,0,0,0,0,0,0,0,0
866.29,1194.58,0,3.15,0,0,0,0,0,0,0
866.42,1196.33,0,3.15,0,0,0,0,0,0,0
866.55,1198.07,0,3.15,0,0,0,0,0,0,0
866.68,1199.82,0,0,0,0,0,0,0,0,0
866.81,1201.56,0,0,0,0,0,0,0,20.54,0
866.94,1203.3,0,0,0,0,0,0,0,27,0
867.07,1205.04,0,0,0,0,0,0,0,27,0
867.2,1206.78,0,0,0,0,0,0,0,8.64,0
867.33,1208.51,0,0,0,0,0,0,0,13.57,0
867.46,1210.25,0,0,0,0,0,0,0,29.89,0
867.59,1211.98,0,0,0,0,0,0,0,27.71,0
867.72,1213.72,0,0,0,0,0,0,0,49.86,0
867.85,1215.45,0,0,0,0,0,0,0,53.86,0
867.98,1217.18,0,0,0,0,0,0,0,53.86,0
868.12,1218.92,0,0,0,0,0,0,0,20.31,0
868.25,1220.65,0,0,0,0,0,0,0,26.85,0
868.38,1222.38,0,0,0,0,0,0,0,53.33,0
868.51,1224.1,0,0,0,0,0,0,0,90.91,0
868.64,1225.83,0,8.82,0,0,6.08,0,0.9,89.44,0
868.77,1227.56,0,8.82,0,0,6.08,0,0.9,83.14,0
868.9,1229.28,0,8.82,0,0,6.08,0,0.9,70.47,0
869.03,1231.01,5.81,11.55,0,7.52,8.85,4.85,17.88,107.97,0
869.16,1232.73,5.81,21.79,20.49,13.7,24.08,22.61,54,144.99,0
869.29,1234.45,20.82,36.29,43.93,25.09,36.91,22.61,82.26,165.86,0
869.42,1236.17,15.01,45.38,86.21,44.07,58.72,41.36,110.68,193.57,0
869.55,1237.9,25.45,59.14,107.42,52.72,70.88,29.12,134.81,202.01,0
869.68,1239.61,35.22,62.7,142.75,80.49,91.17,47.9,178.08,193.97,4.53
869.81,1241.33,35.22,59.59,160.11,74.94,103.14,49.13,205.72,152.66,23.78
869.94,1243.05,45.24,56.71,196.71,97.3,122.01,73.59,230.28,115.63,42.87
870.07,1244.77,47.26,68.84,207.67,96.66,147.9,97.74,265.55,127.67,72.73
870.2,1246.48,63.86,71.32,208.98,117.7,155.47,98.22,282.52,85.78,92.98
870.33,1248.2,78.92,68.8,221.97,121.42,172.06,101.39,268.86,100.95,116.93
870.46,1249.91,60.76,39.4,209.11,103.26,155.44,85.34,227.34,75.3,144.71
870.59,1251.62,65.17,57.9,235.48,103,175.39,113.53,250.42,101.94,191.08
870.72,1253.33,57.04,68.85,219.99,87.19,159.8,113.85,267.31,71.42,208.62
870.85,1255.04,66.36,95.92,238.63,104.18,160.68,125.28,285.01,66.07,190.3
870.98,1256.75,72.03,91.67,226.95,94.51,140.23,118.07,243.41,72.12,155.7
871.11,1258.46,76.94,87.98,231.19,97.07,143.02,144.08,250.4,73.46,148.37
871.24,1260.17,102.74,104.85,261.01,108.87,158.72,155.33,288.32,109.75,156.63
871.36,1261.87,109.56,106.4,281.85,118.01,161.76,158.93,326.27,105.43,156.27
871.49,1263.58,113.51,110.4,294.82,145.94,187.6,158.65,369.04,117.63,169.4
871.62,1265.28,102.02,99.3,322.03,151.1,195.68,163.27,390.39,86.77,173.79
871.75,1266.99,92.1,92.1,351.82,167.84,224.99,164.12,447,86.2,204.78
871.88,1268.69,118.3,116.68,399.74,190.02,253.76,185.77,491.76,115.46,255.26
872.01,1270.39,129.3,133.72,412.13,188,266,207.54,549.33,111.9,308.23
872.14,1272.09,168.64,159.09,480.88,210.99,291.92,243.98,591.26,128.4,349.57
872.27,1273.79,160.1,149.59,523.42,222.76,304.96,252.89,611.68,103.08,374.74
872.4,1275.49,184.91,165.76,586.65,271.88,350.35,295.13,652.79,146.47,389.94
872.53,1277.18,200.07,172.28,579.57,296.02,367.09,308.73,672.94,165.27,375.19
872.66,1278.88,211.35,189.91,590.29,298.61,379.96,314.45,702.9,158.9,351.59
872.79,1280.57,205.09,187.33,571.81,279.65,376.62,302.62,709.01,152.37,339.81
872.92,1282.27,197.85,184.76,568.68,278.37,362.96,307.14,713.81,140.56,362.07
873.05,1283.96,205.5,178.42,553.8,270.66,346.88,302.89,674.54,159.37,366.6
873.17,1285.65,210.84,182.76,563.61,280.96,348.47,284.99,649.64,145.9,376.5
873.3,1287.34,184.52,170.77,555.44,255.94,341.75,253.1,593.1,127.5,362.78
873.43,1289.03,182.77,168.01,555.51,252.82,344.27,248.11,609.15,110.7,375.98
873.56,1290.72,185.03,148.59,517.6,229.71,327.8,242.13,580.57,108.97,400.56
873.69,1292.41,206.42,162.29,525.83,243.73,329.13,263.28,589.13,139.4,451.96
873.82,1294.1,193.49,160.34,507.07,243.42,309.8,260.1,559.73,185.89,460.07
873.95,1295.78,173.01,154.84,497.12,246.9,299.6,260.38,545.47,175.88,452.99
874.08,1297.47,188.89,145.34,452.52,239.73,308.09,256.68,542.57,147.59,402.62
874.2,1299.15,188,139.75,443.5,232.45,309.14,250.2,555.6,95.25,361.18
874.33,1300.84,185.45,141.16,437.83,223.52,304.55,247.41,542,75.3,352.11
874.46,1302.52,150.03,140.03,451.3,214.72,283.41,233.07,535.87,52.84,332.86
874.59,1304.2,125.51,148.12,451.01,200.15,257.51,223.3,488.66,32.31,320.54
874.72,1305.88,128.34,149.56,447.74,222.92,265.63,234.2,452.15,19.96,278.93
874.85,1307.56,113.96,127.12,409.6,200.81,251.21,225.23,421.12,6,222.47
874.98,1309.24,113.82,108.24,370.05,200.94,244.02,203.16,402.34,6,159.26
875.1,1310.91,116.69,98.37,340.84,163.42,209.18,172.77,387.93,6,92.76
875.23,1312.59,110.02,85.62,308.44,159.35,180.47,150.5,363.99,0,50.42
875.36,1314.26,105.14,67.99,269.83,144.4,170.89,154.02,355.53,0,23.13
875.49,1315.94,73.94,59.37,250.58,146.13,174.32,141.22,354.77,1.36,0
875.62,1317.61,74.65,81.32,270.9,135.43,190.33,151.66,331.6,1.36,0
875.75,1319.28,91.7,96.6,295.92,145.74,191.01,176.77,324.79,1.36,0
875.87,1320.95,92.76,88.9,284.95,136.73,178.38,177.56,312.35,0,0
876,1322.62,75.28,68.98,246.45,122.84,159.87,158.14,304.04,0,0
876.13,1324.29,43.49,47.4,226.98,108.62,137.38,109.39,291.44,0,0
876.26,1325.96,30.82,30.61,202.3,91.87,115.01,106.11,262.65,0,0
876.39,1327.63,37.05,14.77,195.53,90.68,91.22,93.05,223.77,0,0
876.51,1329.29,49.18,14.11,189.34,81.39,89.66,98.23,183.15,0,0
876.64,1330.96,46.11,10.58,183.28,64.23,74.23,76.87,162.67,0,0
876.77,1332.62,37.71,11.32,180.57,49.07,67.49,70.51,138.22,0,0
876.9,1334.28,29,0.74,141.89,28.6,34.78,54.84,124.8,0,0
877.03,1335.95,22.76,0.74,113.67,21.24,18.51,58.29,90.19,0,0
877.15,1337.61,22.97,0,102.92,18.68,1.67,46.19,89.39,0,0
877.28,1339.27,6.57,0,101.41,8.01,3.73,32.06,76.51,0,0
877.41,1340.92,27.12,16.98,147.69,41.13,29.61,44.32,137.76,0,0
877.54,1342.58,20.55,16.98,182.78,42.71,44.98,59.37,171.5,0,0
877.66,1344.24,24.86,21.61,222,63.09,64.79,89.47,202.7,0,0
877.79,1345.89,18.14,27.36,231.35,62.58,73.71,84.76,199.38,0,0
877.92,1347.55,30.57,42.32,223.95,76.98,97.21,103.62,231.98,0,0
878.05,1349.2,37.65,47.54,239.12,83.6,105.62,116.38,240.83,0,0
878.17,1350.86,49.75,40.43,240.64,95.57,121.7,126.48,276.05,0,0
878.3,1352.51,60.74,43.89,238.74,118.11,129.36,131.82,276.51,0,0
878.43,1354.16,70.31,41.91,220.09,123.55,137.92,124.39,275.23,0,0
878.56,1355.81,44.4,31.71,209.56,113.44,105.6,105.08,223.08,0,0
878.68,1357.46,29.99,16.75,187.95,95.9,98.86,85,187.52,0,0
878.81,1359.1,13.38,16.58,174.8,74.49,84.24,75.38,136.1,0,0
878.94,1360.75,33.82,29.52,150.78,81.19,85.08,74.22,85.15,0,0
879.06,1362.4,27.68,26.07,139.45,67.58,57.93,58.73,65.9,0,0
879.19,1364.04,30.33,33.47,122.58,64.75,36.58,46.7,76.79,0,0
879.32,1365.68,9.88,15.11,89.96,42.49,27.47,30.23,78.26,0,0
879.45,1367.33,10.56,17.6,81.13,34.02,22.14,28.89,44.2,0,0
879.57,1368.97,3.57,2.5,70.1,36,33.28,25.33,13.42,0,0
879.7,1370.61,3.57,2.49,68.54,20.44,28.54,24.56,8.97,0,0
879.83,1372.25,10.17,10.16,54.33,21.89,43.15,41.81,15.22,0,0
879.95,1373.89,10.17,10.16,52.25,20.13,29.55,45.84,18.81,0,0
880.08,1375.53,10.17,10.16,50.42,15.87,22.32,38.61,18.45,0,0
880.21,1377.16,3.38,17.07,71.16,21.58,20.86,36.44,37.67,0,0
880.33,1378.8,3.38,21.09,68.92,14.63,20.46,22.18,59.58,0,0
880.46,1380.43,10.63,22.82,76.47,23.87,31.02,22.18,74.63,0,0
880.59,1382.07,23.54,12.76,78.94,28.94,26.6,18.04,65.93,0,0
880.71,1383.7,24.68,8.75,82.87,33.13,31.26,22.12,54.7,0,0
880.84,1385.33,17.43,10.04,93.04,39.89,33.54,33.12,42.06,0,0
880.97,1386.96,26.5,11.11,73.67,44.78,31.62,45.13,70.55,0,0
881.09,1388.59,34.36,13.05,82.77,61.45,42.48,55.25,93.51,0,0
881.22,1390.22,42.65,10.02,89.45,56.69,45.91,66.6,121.72,0,0
881.35,1391.85,17.28,4.9,90.92,40.38,47.81,52.41,99.07,0,0
881.47,1393.47,9.18,14.12,83.74,33.42,61.71,58.9,108.44,0,0
881.6,1395.1,0.89,14.12,67.81,35.69,49.19,46.62,113.06,0,0
881.73,1396.72,0.89,18.14,63.12,31.19,39.9,38.9,105.93,0,0
881.85,1398.35,0,9.94,57.56,21.82,17.07,19.98,76.26,0,0
881.98,1399.97,0,11.64,55.35,15.79,21.92,23.73,63.96,0,0
882.1,1401.59,0,4.66,48.27,13.48,15.19,15.59,44.28,0,0
882.23,1403.21,0,1.71,25.3,7.48,8.59,13.83,31.14,0,0
882.36,1404.83,0,0,8.14,0,0,8.05,3.8,0,0
882.48,1406.45,0,0,0,0,0,8.05,3.8,0,0
882.61,1408.07,0,0,0,0,0,8.05,0,0,0
882.73,1409.68,0,0,0,0,0,0,0,0,0
882.86,1411.3,0,0,0,0,0,0,0,0,0
882.99,1412.91,0,0,0,0,0,0,0,0,0
883.11,1414.53,0,0,0,0,0,0,0,0,0
883.24,1416.14,0,0,0,0,0,0,0,0,0
883.36,1417.75,0,0,0,0,0,0,0,0,0
883.49,1419.36,0,0,0,0,0,0,0,0,0
883.61,1420.97,0,0,0,0,0,0,0,0,0
883.74,1422.58,0,0,0,0,0,0,0,0,0
883.87,1424.19,0,0,0,0,0,0,0,0,0
883.99,1425.79,0,0,0,0,0,0,0,0,0
884.12,1427.4,0,0,0,0,0,0,0,0,0
884.24,1429,0,0,0,0,0,0,0,0,0
884.37,1430.6,0,0,0,0,0,0,0,0,0
884.49,1432.21,0,0,0,0,0,0,0,0,0
884.62,1433.81,0,0,0,0,0,0,0,0,0
884.74,1435.41,0,0,0,0,0,0,0,0,0
884.87,1437.01,0,0,0,0,0,0,0,0,13.25
884.99,1438.61,0,7.79,0,0,6.61,13.27,2.58,0,42.16
885.12,1440.2,0,7.79,0,0,6.61,13.27,14.08,0,74.16
885.24,1441.8,9.4,15.32,0,0,10.88,16.94,15.61,0,102.8
885.37,1443.4,20.46,7.53,0,0,11.64,11.82,13.02,0,115.91
885.49,1444.99,29.09,7.53,0,0,20.35,30.02,12.14,0,149.59
885.62,1446.58,39.1,0,18.82,19.41,27.02,40.47,43.61,0,162.29
885.74,1448.18,38.35,0,31.23,29.61,32.93,34.83,66.11,0,176.57
885.87,1449.77,47.17,10.67,53.8,40.51,36.07,30.41,89.06,10.62,167.77
885.99,1451.36,38.89,13.84,55.6,29.58,28.11,28.89,89.59,22.05,167.2
886.12,1452.95,52.18,14.95,85.31,28.55,45.39,55.27,139.7,54.41,180.54
886.24,1454.53,59.26,17.8,95.82,30.3,66.45,51.1,151.6,82.87,195.02
886.37,1456.12,83.91,20.2,123.9,40.62,94.09,58.49,177.75,116.58,198.07
886.49,1457.71,76.24,24.95,129.99,55.62,78.06,60.22,161.25,134.65,208.48
886.62,1459.29,70.69,15.14,129.54,60.07,69.17,73.08,166.21,168.84,217.34
886.74,1460.88,54.15,22.01,130.45,68.53,79.28,80.94,163.52,218.4,250.23
886.87,1462.46,65.74,17.67,125.14,65.44,92.18,74.92,169.96,261.75,270.58
886.99,1464.04,62.01,30.66,141.52,72.37,97.43,84.24,193.76,297.46,296.96
887.11,1465.62,92.06,38.78,169.03,81.74,117.8,108.35,244.02,340.64,324.79
887.24,1467.2,97.47,42.56,182.21,89.79,127.84,123.46,276.3,379.5,337.98
887.36,1468.78,126.33,35.47,200.86,87.97,138.35,136.03,292.7,380.83,343.29
887.49,1470.36,118.53,22.05,179.19,53.48,120.86,114.93,275.13,356.85,355.96
887.61,1471.94,109.97,27.85,185.76,39.56,116.28,119.4,262.79,361.11,365.53
887.74,1473.52,103.87,40.11,184.45,47.09,131.81,107.66,259.59,385.84,370.9
887.86,1475.09,83.56,36.82,181.6,65.41,124.47,105.36,243.18,377.36,363.4
887.98,1476.67,72.92,44.54,180.77,61.74,126.81,96.08,231.45,343.24,379.25
888.11,1478.24,46.41,31.37,154.07,38.52,85.27,85.91,193.52,275.25,348.89
888.23,1479.81,25.24,32.21,124.04,35.97,80.74,85.08,183.61,227.94,347.89
888.36,1481.38,19.42,14.06,91.36,38.43,62.22,71.93,153.71,189.31,302.89
888.48,1482.95,11.84,10.8,68.59,39.46,75.26,58.33,142.38,199.93,291.81
888.6,1484.52,11.81,6.11,46.03,21.54,43.53,30.58,84.96,184.46,241.96
888.73,1486.09,3.9,5.44,31.06,7.54,30.04,22.12,48.45,164.89,189.02
888.85,1487.66,0,0,14.19,0,3.23,13.32,26.62,110.34,158.43
888.98,1489.22,0,0,14.19,0,3.23,13.32,20.69,95.03,127.74
889.1,1490.79,0,0.87,0,0,0,5.99,16.34,87.95,150.95
889.22,1492.35,0,0.87,0,0,0,5.94,0,100.45,150.07
889.35,1493.92,0,0.87,0,0,0,5.94,0,123.19,157.43
889.47,1495.48,0,0,0,0,0,0,1.58,110.39,136.91
889.59,1497.04,0,0,0,0,0,0,3.95,123.82,166.62
889.72,1498.6,0,0,0,0,0,0,3.95,119.38,173.13
889.84,1500.16,0,0,0,0,0,0,2.37,132.18,185.54
889.96,1501.72,0,0,0,0,0,0,0,116.44,164.41
890.09,1503.27,0,0,0,0,0,0,0,120.38,141.63
890.21,1504.83,0,0,0,0,0,0,0,127.55,141.08
890.33,1506.38,0,0,0,0,0,0,0,147.85,164.98
890.46,1507.94,0,0,0,0,0,0,0,117.94,202.01
890.58,1509.49,0,0,0,0,0,5.23,0,157.38,236.06
890.7,1511.04,0,0,0,0,0,5.23,0,163.83,237.45
890.83,1512.59,0,0,0,0,0,5.23,0.59,210.84,274.07
890.95,1514.14,0,0,0,0,0,0,0.59,210.87,295.04
891.07,1515.69,0,0,0,0,0,0.02,2.55,232.25,345.01
891.2,1517.24,0,0,0,0.44,0,0.02,14.66,262.63,362.34
891.32,1518.79,0,0,0,0.44,0,0.02,16,296.36,391
891.44,1520.34,0,0,0,0.44,0,0,31.47,304.77,404.35
891.56,1521.88,0,14.07,18.85,1.11,7.32,21.17,41.61,334.19,451.37
891.69,1523.42,0,14.07,19.85,3.14,7.32,21.17,55.55,330.73,494.51
891.81,1524.97,1.16,14.07,19.85,14,11.21,21.17,65.06,370.5,531.55
891.93,1526.51,1.16,0,8.11,18.24,17.86,3.41,67.79,380.84,545.49
892.05,1528.05,3.18,0,7.1,16.21,22.78,4.1,79.32,417.96,548.22
892.18,1529.59,2.02,7.07,8.32,5.35,18.89,10.94,59.97,428.2,541.4
892.3,1531.13,6.03,7.07,2.72,0,4.93,7.53,49.52,403.01,544.81
892.42,1532.67,4.01,7.07,2.72,0,0,6.84,28.08,398.16,552.56
892.54,1534.2,4.01,0,1.5,0,1.02,10.67,20.76,423.76,554.1
892.67,1535.74,10.68,8.83,3.04,0.56,1.35,27.94,42.79,465.04,558.32
892.79,1537.28,10.68,8.83,3.04,0.56,1.35,27.94,38.27,459.77,523.32
892.91,1538.81,15.16,14.55,3.04,8.58,5.95,22.11,57.65,441.72,546.88
893.03,1540.34,4.86,18.39,0,8.02,13.23,4.84,20.49,416.36,536.78
893.16,1541.88,4.86,19.13,5.37,8.02,13.23,4.84,31.22,418.66,571.69
893.28,1543.41,11.13,13.4,28.16,12.44,7.61,8.91,33.86,402.53,579.17
893.4,1544.94,13.86,1.26,46.05,12.44,0,9.88,56.17,405.84,567.09
893.52,1546.47,19.66,16.11,50.32,12.44,2.01,26.25,73.59,424.5,555.36
893.64,1547.99,20.41,25.77,45.94,0,23.78,37.11,82.37,448.5,546.29
893.77,1549.52,41.05,40.53,60.13,15.74,56.56,60.54,114.7,491.05,558.12
893.89,1551.05,43.6,28.18,63.88,17.23,64.33,44.17,129.94,497.83,520.18
894.01,1552.57,47.04,30.72,67.2,17.23,60.33,36.04,136.07,512.84,466.81
894.13,1554.1,46.04,31.49,70.08,12.02,53.56,40.14,116.43,536.41,449.65
894.25,1555.62,70.94,31.48,100.19,23.72,71.35,53.82,120.03,578.21,455.73
894.38,1557.14,88.3,45.26,112.42,44.43,83.92,72.59,128.74,621.45,462.92
894.5,1558.66,84.55,29.21,93.55,34.8,74.06,53.93,129.01,627.25,440.34
894.62,1560.18,64.37,33.44,69.24,21.62,64.09,41.49,99.19,606.28,421.65
894.74,1561.7,56.41,12.23,57.5,9.45,42.35,26.27,82.59,564.54,397.52
894.86,1563.22,62.69,21.3,52.32,14.17,28.51,32.61,73.89,557.35,359.62
894.98,1564.74,71.86,19.55,35.03,15.22,21.56,31.38,70.75,535.38,325.95
895.11,1566.25,65.94,24.02,22.65,12.4,27.5,19.17,51.17,520.98,281.16
895.23,1567.77,61.57,14.95,11.75,6.77,33.34,4.53,24.59,478.79,247.94
895.35,1569.28,50.77,9.24,9.83,5.71,22.7,4.53,12.47,451.83,241.27
895.47,1570.79,43.2,0,0,0,8.14,1.53,7.58,423.43,231.16
895.59,1572.31,47.08,4.03,6.5,0,12.22,9.44,26.38,396.14,240.17
895.71,1573.82,51.85,4.03,6.5,0,12.22,9.44,23.63,362.07,220.73
895.83,1575.33,55.08,4.03,8.06,0,12.22,9.44,18.8,346.45,215.07
895.95,1576.84,53.32,10.3,6.17,10.32,2.98,4.04,7.37,333.5,205.75
896.08,1578.34,42.56,12.7,6.17,10.53,12.44,4.04,7.37,328.21,185.09
896.2,1579.85,34.59,16.74,4.61,10.53,18.94,10.14,7.37,287.69,167.22
896.32,1581.36,33.07,22.92,4.29,5.75,26.28,6.1,15.86,278.96,163.12
896.44,1582.86,58.23,40.76,15.41,17.64,33.95,8.72,48.47,276.56,163.03
896.56,1584.37,70.28,36.71,18.46,17.64,27.45,2.62,64.96,294.04,143.49
896.68,1585.87,69.33,26.12,21.38,22.77,24.36,10.19,67.01,292.19,132.61
896.8,1587.37,60.18,11.97,29.76,29.34,22.71,17.36,59.18,305.78,142.52
896.92,1588.87,62.13,25.38,42.92,29.34,37.25,17.36,44.8,328.15,164.87
897.04,1590.37,61.43,34.02,48.42,26.69,33.06,11.64,44.42,306.19,152.89
897.16,1591.87,66.63,47.55,55.14,27.61,37.76,3.14,37.6,290.44,130.46
897.28,1593.37,84.05,55.3,66.43,52.87,45.36,21.3,69.34,270.24,117.58
897.4,1594.86,90.81,55.72,83.05,63.68,75.96,38.03,98.75,299.71,128.04
897.52,1596.36,86.36,56.26,80.79,62.28,84.01,58.54,142.28,307.96,142.28
897.64,1597.86,74.91,51.13,99.21,71.54,88.73,73.72,176.47,311.86,168.51
897.76,1599.35,85.25,52.79,119.74,71.25,81.56,82.68,192.11,285.87,178.85
897.89,1600.84,99.48,49.67,149.16,88.85,89.62,89.53,196.65,242.44,206.08
898.01,1602.33,102.16,62.99,157.03,94.9,118.13,85.82,217.29,217.44,210.42
898.13,1603.83,86.74,51.54,142.79,92.85,118.2,79.34,222.17,197.33,211.64
898.25,1605.32,87.99,61.76,137.56,78.13,115.6,87.86,227.04,198.55,216.2
898.37,1606.8,91.69,56.76,143.44,65.85,95.12,92.49,211.69,161.87,211.86
898.49,1608.29,94.5,63.54,146.11,69.36,93.09,83.9,178.13,101.3,170.3
898.61,1609.78,106.88,67.22,164.67,82.09,100.61,74.53,146.45,54.28,111.96
898.73,1611.27,117.7,58,128.67,76.94,88.92,48.61,82.89,19.55,49.23
898.85,1612.75,129.2,64.79,109.68,75.12,77.9,38.68,58.99,16.16,25.17
898.97,1614.23,109.48,49.35,66.14,58.75,59.65,10.89,38.21,0,0
899.09,1615.72,99.88,54.03,58.04,49.82,62.86,3.86,35.2,0,0
899.21,1617.2,86.5,49.94,42.17,38.46,64.95,3.05,29.75,0,0
899.33,1618.68,80.68,49.07,33.52,36.98,59.28,9.12,16.19,2.06,0
899.45,1620.16,55.65,30.64,17.95,26.62,34.71,7.81,11.41,2.06,0
899.56,1621.64,52.06,23.33,14.52,23.37,32.26,17.78,6.87,2.06,0
899.68,1623.12,28.15,8.71,0,7.43,14.95,11.71,1.99,0,0
899.8,1624.59,52.57,20.4,9.63,8.51,36.83,22.52,2.65,0,0
899.92,1626.07,35.11,13.1,9.63,4.95,23.71,10.81,2.65,0,0
900.04,1627.54,55.76,13.66,9.63,4.95,24.02,10.81,2.65,0,0
900.16,1629.02,46.64,8.8,5.66,14.16,5.02,0,0,0,0
900.28,1630.49,64.52,31.05,12.08,39.8,26.48,3.21,6.75,0,0
900.4,1631.96,43.27,42.2,12.08,45.02,35.16,3.21,6.75,0,0
900.52,1633.43,40.5,48.01,6.42,46.23,47.16,3.21,12.61,0,0
900.64,1634.9,36.84,26.6,0,20.59,25.71,0,11.16,0,0
900.76,1636.37,46.43,16.97,0,15.37,22.27,0,11.16,0,0
900.88,1637.84,44.88,2.92,0,3.14,11.17,0,5.3,0,0
901,1639.31,45.23,9.85,1.39,10.09,19.21,0,0,0,0
901.12,1640.77,40.47,7.77,1.39,10.09,13.66,0,0,0,0
901.24,1642.24,34.27,10.9,2.29,8.2,11.24,0,0,0,0
901.35,1643.7,18.26,3.13,0.9,1.25,3.2,0,0,0,0
901.47,1645.17,22.73,3.74,0.9,5.56,3.2,0,0,0,0
901.59,1646.63,16.87,0.61,0,9,2.44,0,0,0,0
901.71,1648.09,30.6,7.57,0,9,4.73,0.64,0,0,0
901.83,1649.55,21.3,6.97,0,4.69,9.33,0.64,0,0,0
901.95,1651.01,14,6.97,0,0,6.9,0.64,0,0,0
902.07,1652.46,14.6,0,0,0,4.6,0,0,0,0
902.18,1653.92,14.6,0.14,0,0,0,0,0,0,0
902.3,1655.38,18.42,0.14,0,0,0,0,0,0,0
902.42,1656.83,4.09,0.14,0,0,0,0,0,0,0
902.54,1658.29,4.51,0,0,0,0,0,0,0,0
902.66,1659.74,3.89,4.1,0,0,0,0,0,0,0
902.78,1661.19,3.89,4.1,0,0,0,0,0,0,0
902.9,1662.64,3.47,4.1,0,0,0,0,0,0,0
903.01,1664.09,0,0,0,0,0,0,0,0,0
903.13,1665.54,0,0,0,0,0,0,0,0,0
903.25,1666.99,0,0,0,0,0,0,0,0,0
903.37,1668.44,0,0,0,0,0,0,0,0,0
903.49,1669.88,0,0,0,0,0,0,0,0,0
903.6,1671.33,0,0,0,0,0,0,0,0,0
903.72,1672.77,0,0,0,0,0,0,0,0,0
903.84,1674.21,0,0,0,0,0,0,0,0,0
903.96,1675.66,0,0,0,0,0,0,0,0,0
904.08,1677.1,0,0,0,0,0,0,0,0,0
904.19,1678.54,0,0,0,0,0,0,0,0,0
904.31,1679.97,0,0,0,0,0,0,0,0,0
904.43,1681.41,0,0,0,0,0,0,0,0,0
904.55,1682.85,0,0,0,0,0,0,0,0,0
904.66,1684.29,0,0,0,0,0,0,0,0,0
904.78,1685.72,0,0,0,0,0,0,0,0,0
904.9,1687.15,0,0,0,0,0,0,0,0,0
905.02,1688.59,0,0,0,0,0,0,0,0,0
905.13,1690.02,0,0,0,0,0,0,0,0,0
905.25,1691.45,0,0,0,0,0,0,0,0,0
905.37,1692.88,0,0,0,0,0,0,0,0,0
905.48,1694.31,0,0,0,0,0,2.3,0,0,0
905.6,1695.74,0,0,0,0,0,2.3,0,0,0
905.72,1697.16,0,0,0,0,0,2.3,0,0,0
905.84,1698.59,0,0,0,0,0,0,0,0,0
905.95,1700.01,0,2.95,0,0,0,0,0,0,0
906.07,1701.44,0,2.95,0,0,0,0,0,0,0
906.19,1702.86,0,2.95,0,0,0,0,0,0,0
906.3,1704.28,0,0,0,0,0,0,0,0,0
906.42,1705.7,0,0,0,0,0,0,0,0,0
906.54,1707.12,0,0,0,0,0,0,0,0,0
906.65,1708.54,0,0,0,0,0,0,0,0,0
906.77,1709.96,0,0,0,0,0,0,0,0,0
906.89,1711.38,0,0,0,0,0,0,0,0,0
907,1712.79,0,0,0,0,0,0,0,0,0
907.12,1714.21,0,0,0,0,0,0,0,0,0
