WP-00790,,PMMA0.5ppm-1,PMMA0.5ppm-2,PMMA0.5ppm-3,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
828.1,662.26,19.05,2.76,0,15.83,13.17,14.68,13.34,13.04,0,7.61,0,17.58,0,0,0,3.49,1.82,0,0,0,0
828.24,664.29,40.17,39.94,14.58,26.8,38.11,20.28,25.56,29.93,29.12,33.6,37.48,40.6,40.78,12.12,36.59,50.78,42.11,29.3,30.96,48.66,47.13
828.38,666.32,65.81,74.3,26.33,70.79,59.07,47.82,61.41,71.78,59.2,79.36,73.49,83.48,95.49,91.18,123.77,108.31,92.65,108.17,108.98,142.7,158.99
828.52,668.34,65.32,81.18,26.33,75.72,67.66,56.71,74,66.67,67.03,106.98,93.8,90.41,114.23,112.94,126.64,121.68,108.4,123.71,108.98,150.21,191.65
828.65,670.37,44.2,44.01,11.75,57.94,29.55,37.7,61.79,49.77,37.91,80.68,56.32,67.4,73.45,100.81,90.05,74.39,68.1,94.4,78.02,101.55,144.52
828.79,672.4,7.9,9.65,0,13.95,8.59,10.16,25.93,7.92,7.83,28.16,20.31,24.52,18.74,21.76,2.87,16.87,17.56,15.54,0,7.52,32.67
828.93,674.42,3.03,0,6.46,7.17,12.11,5.67,0.47,6.42,6.35,17.07,18.17,23.74,0,0,0,13.51,0,25.83,0,2.22,0
829.07,676.45,23.98,11.42,10.51,15.28,32.82,27.61,12.33,34.22,7.41,38.1,33.95,23.74,6.77,7.46,18.89,28.66,5.89,29.31,23.01,11.21,10.17
829.21,678.47,23.98,21.11,10.51,15.28,32.82,30.82,12.33,34.22,7.41,38.42,33.95,23.74,6.77,7.46,18.89,28.66,5.89,29.31,23.01,11.21,10.17
829.35,680.49,20.95,21.11,4.04,8.12,20.71,25.15,11.86,27.8,1.06,21.35,15.78,0,6.77,7.46,18.89,15.15,5.89,3.48,23.01,8.99,10.17
829.49,682.51,0.91,9.69,9.32,6.15,12.39,14.48,0,4.79,0,0.32,0,16.73,0,0,1.71,0,6.04,0,0,0,0
829.63,684.53,14.17,37.78,47.31,39.35,50.48,43.25,31.04,53.05,21.55,36.15,51.17,46.83,62.68,74.38,66.17,71,63.83,65.64,74.03,82.65,96.51
829.77,686.55,37.32,79.48,71.19,80.8,62.81,59.46,52.79,64.33,54.13,60.91,72.93,62.86,122.64,122.04,119.24,97.94,109.24,99.89,140.47,168.03,169.08
829.91,688.57,47.79,79.48,61.87,74.64,50.42,49.98,56.56,59.54,54.13,66.26,79.26,46.14,143.23,133,143.88,128.83,133.55,109.07,166.63,189.79,196.04
830.04,690.58,57.92,72.32,65.65,63.85,20.6,36.48,49.76,45.36,53.64,52.84,57.79,53.01,92.86,97.97,110.17,93.43,90.52,76.32,134.59,159.06,148.66
830.18,692.6,34.76,30.62,44.19,22.4,8.27,44.41,35.39,58.62,21.06,28.08,40.07,48.32,32.89,50.3,57.1,74.12,45.11,42.08,68.15,73.68,80.69
830.32,694.61,23.38,30.62,44.19,23.83,8.27,42.62,31.62,58.62,21.06,22.73,33.74,48.32,12.31,39.35,30.74,43.24,14.75,32.89,41.99,51.92,53.73
830.46,696.63,0,0,2.42,1.44,0,24.15,7.38,24.54,0,0,4.04,11.34,0,0,0,7.64,0,0,0,0,4.61
830.6,698.64,26.9,31.87,28.92,32.45,10.53,29.71,38.64,29.09,25.09,26.39,20.96,50.61,37.69,43.07,33.12,26.62,45.16,28.9,50.13,61.04,50.92
830.74,700.65,58.23,84.51,77.59,67.48,46.83,59.53,68.83,80.06,50.74,68.59,55.03,86.66,103.85,119.95,107.7,105.04,133.13,90.59,166.84,153.31,134.07
830.88,702.66,76.64,101.58,81.68,83.06,65.92,82.45,88.59,100.24,56.94,99.24,72.55,108.5,152.15,166.3,149.09,142.92,166.9,128.41,263.12,220.14,205.8
831.02,704.67,63.91,82.23,61.26,68.07,73.57,55.75,53.59,71.15,53.58,76.28,60.88,62.85,127.89,134.71,117.48,116.3,132.66,118.12,251.83,188.84,183.16
831.16,706.68,32.58,30.31,12.59,31.61,37.27,27.16,23.4,20.18,27.94,34.09,31.97,28.96,61.72,65.22,46.64,40.12,63.18,57.25,135.12,106.96,108.96
831.29,708.69,37.83,27.6,32.81,44.6,56.91,59.12,25.05,28.46,58.9,29.12,40.95,30.62,54.43,53.93,44.34,37.48,56.91,77.27,78.47,92.29,82.96
831.43,710.69,31.39,30.21,30.36,56.24,47.21,78.39,38.36,49.78,48.18,35.47,37.24,31.93,41,61.63,64.69,53.5,47.63,59.27,43.47,62.56,87.28
831.57,712.7,49.98,38.82,44.58,59.13,58.57,87.33,38.36,49.78,68.52,35.47,32.07,31.57,41,54.25,60.95,51.26,29.14,65.27,43.47,52.17,78.33
831.71,714.7,26.32,24.45,20.27,30.55,44.07,45.48,16.95,21.32,31.36,9.79,17.57,8.07,0,19.18,21.87,16.02,1.63,7.43,3.84,0,32.61
831.85,716.71,27.75,9.32,14.22,2.88,49.57,28.29,10.12,0,20.34,0,11.99,1.81,0,0,0,0,0,6.83,0,0,0
831.99,718.71,9.61,0,0,0,40.84,18.13,10.12,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0
832.13,720.71,9.61,0,6.78,0,28.32,29.26,21.86,0,0,0,0,18.5,0,0,0,0,5.66,0,0,0,0
832.26,722.71,14.69,42.05,24.28,26,33.8,33.38,32.67,32.89,21.29,15.19,18.54,42.76,45.53,62.61,63.93,57.74,58.09,58.64,100.85,82.69,85.26
832.4,724.71,55.53,79.51,59.83,71.43,50.72,74.34,65.46,62.29,48.09,57.8,47.83,76.42,127.17,143.66,125.96,127.91,137.96,137.37,220.23,186.58,184.05
832.54,726.71,83.43,103.59,72.86,81.49,50.18,56.12,71.59,80.75,62.63,76.73,90.08,65.56,167.78,191.02,174.64,172.39,176.5,195.41,256.69,234.21,240.25
832.68,728.71,78.7,61.54,63.1,58.18,30.72,46.89,53.6,47.86,41.35,71.12,71.54,41.3,122.25,156.09,110.71,133.44,146.26,156.45,170.38,176.89,186.6
832.82,730.7,37.41,47.74,51.9,20.42,19.62,5.92,35.17,24.38,54.55,48.39,42.25,7.64,40.62,75.05,48.68,63.37,66.39,82.7,68.29,81.12,94.5
832.96,732.7,9.51,23.66,35.8,13.43,8.44,0,17.3,5.92,40.01,29.46,0,4.3,0,27.68,0,18.89,22.19,24.66,31.83,33.49,38.3
833.1,734.69,11.2,38.77,34.8,18.22,16.71,14.3,23.4,5.92,40.01,36.27,6.64,9.34,0,0,0,0.1,0,4.98,17.29,8.12,6.69
833.23,736.69,11.2,42.84,10.46,10.56,8.26,14.3,18.17,15.98,0,20.08,6.64,9.34,0,0,0,0,0,0,0,0,0
833.37,738.68,18.49,42.84,6.75,12.78,9.33,15.4,18.17,30.24,15.36,21.29,19.73,14.88,0,0,0,0,0,0,0,0,0
833.51,740.67,15.94,40.34,0,19.34,27.55,33.59,45.37,46.65,15.36,4.91,17.25,28.75,0,0,0,0,0,0,0,0,6.28
833.65,742.66,15.94,26.51,3.1,19.34,42.32,40.69,36.25,30.67,36.94,16.47,17.25,28.75,0,0,0,5.48,0,0,0,0,6.28
833.79,744.65,8.66,26.51,3.1,14.04,45.75,42.76,36.25,21.38,21.58,19.26,13.65,18.91,0,0,0,5.48,0,0,0,0,6.28
833.93,746.64,10.88,24.77,22.13,9.03,19.27,25.05,0,6.64,21.58,19.26,20.93,0,0,0,0,5.48,6.7,16.71,0,0,0
834.06,748.63,25.56,55.92,36.88,27.9,24.48,31.22,25.16,25.92,47.07,40.48,47.87,42.71,45.6,32.04,39.65,45.38,36.61,43.93,48.87,55,48.57
834.2,750.61,42.17,81.23,51.29,27.9,51.24,65.62,31.72,36.61,58.85,53.25,66.92,54.36,94.18,76.07,101.6,85.38,91.49,110.12,132.82,121.75,117.88
834.34,752.6,60.48,103.59,64.58,37.66,79.8,61.68,61,37.97,58.85,68.99,94.31,82.62,151.74,162.07,186.53,148.69,141.65,165.23,216.84,234.57,224.27
834.48,754.58,65.24,58.55,71.65,43.86,60.34,48.4,35.84,22.77,13.32,35.86,91.13,40.46,161.34,182.02,201.47,145.58,138.59,184.78,252.42,239.47,248.17
834.62,756.57,52.66,41.35,72.04,53.56,29.07,13.57,36.67,18.9,22.13,38.74,81.29,28.81,147.95,198.97,177.74,129.15,138.85,151.99,203.66,248.05,233.73
834.75,758.55,28.19,8.11,40.88,34.78,0.51,2.73,15.28,15.87,22.13,23.01,42.46,4.41,119.67,131.37,112.79,65.84,116.57,95.32,173.36,185.74,185.42
834.89,760.53,45.49,29.97,27.82,47.53,24.94,9.58,53.68,44.22,45.49,46.76,41.17,19.46,109.51,146.54,103.96,81.96,163.06,82.43,154.5,226.54,185.55
835.03,762.51,70.01,30.2,13.01,51.85,36.06,6.84,46.28,36.12,29.74,49.74,50.43,28.22,116.24,126.95,113.35,106.3,140.44,96.42,188.21,209.58,229.58
835.17,764.49,80.65,30.2,22.28,58.7,37.36,34.69,55,36.12,45.17,50.21,62.55,31.26,147.42,165.81,131.53,140.06,157.26,136.2,220.7,247.4,244.4
835.31,766.47,68.27,20.21,29.88,23.79,34.12,27.85,19.05,3.69,29.52,23.09,57.58,31.64,132.61,144.67,125.38,129.85,133.43,162.64,193.53,188.56,213.56
835.44,768.45,55.57,22.88,47.45,9.78,38.55,45.59,25.76,5.7,30.21,0.47,29.62,30.35,129.14,137.2,88.9,115.64,115.59,156.09,158.71,182.74,163.39
835.58,770.42,45.3,45.83,42.5,2.93,50.43,34.43,28.92,12.78,23.33,21.99,28.43,32.83,78.78,97.86,86.54,91.21,82.53,134.32,99.67,131.36,136.01
835.72,772.4,39.04,63.61,47.87,21.13,45.98,42.51,47.75,33,17.79,48.38,33.9,36.98,83.1,92.18,94.86,68.45,62.48,114.21,110.64,170,148.3
835.86,774.37,42.33,79.61,48.46,62,66.08,68.91,73.13,48.35,50.81,80.84,56.58,44.02,128.32,121.07,141.4,94.58,108.99,143,158.84,211.87,173.5
836,776.34,70.28,79.94,80.39,98.83,78.19,89.64,77.84,54.69,56.83,88.92,68.28,57.05,138.87,149.64,150.96,125.38,124.5,160.79,192.72,244.41,197.37
836.13,778.32,78.12,80.5,97.21,114.82,96.52,123.27,96.44,63.25,85.73,94.55,68.52,59.98,167.33,167.77,165.41,151.08,134.9,162.47,224.17,223.86,224.81
836.27,780.29,114.3,104.05,120.69,107.14,111.52,134.56,111.71,92.49,103.64,123.52,85.77,90.23,148.13,196.58,193.21,173.11,127.97,171.83,239.3,247.99,286.93
836.41,782.26,120.8,106.6,134.5,105.14,116.86,131.2,112.31,109.38,116.87,127.48,105.02,115.49,207.93,223.39,217.35,182.82,155.72,183.19,282.77,276.13,334.06
836.55,784.23,130.98,111.49,119.31,95.47,107.2,95.83,99.25,121.29,99.78,112.45,113.94,109.08,212.09,222.55,237.83,180.19,169.47,170.22,284.59,310.95,345.87
836.69,786.2,94.15,97.37,97.79,100.81,102.54,66.8,86.18,86.19,54.69,82.08,80.85,79.67,212.58,193.72,223.99,167.57,183.22,157.59,258.76,293.79,285.69
836.82,788.16,84.99,99.92,81.27,108.82,114.56,86.11,113.46,85.42,41.26,96.05,84.44,63.27,228.09,224.57,252.16,176.63,203.32,185.3,263.27,286.97,286.53
836.96,790.13,69.72,73.36,79.64,105.38,119.8,105.65,127.95,74.55,49.39,119.91,83.25,53.08,239.5,244.99,273.9,196.58,201.97,209.24,300.36,296.39,293.61
837.1,792.09,99.23,77.58,88.79,97.4,109.16,106.64,117.56,93.46,73.31,127.88,102.83,81.34,242.7,272.2,278.43,175.31,197.08,207.96,370.9,303.6,315.14
837.24,794.06,101.18,65.58,104.39,83.19,97.31,67.07,93.61,63.9,82.33,105.96,70.86,64.38,185.35,223.86,250.42,159.16,164.64,159.14,329.24,285.95,273.47
837.37,796.02,95.25,86.36,102.42,87.77,81.9,61.29,79.45,66.37,82.13,76.15,67.34,88.87,166.13,178.99,173.86,119.13,157.31,154.43,260.71,225.08,235.27
837.51,797.98,60.76,48.24,73.15,57.23,46.54,33.9,55.73,32.29,46.88,37.13,40.91,60.8,97.98,89,106.77,76.88,112.77,94.5,120.64,127.01,159.52
837.65,799.94,55.72,50.91,54.41,45.04,37.03,44.68,33.79,38.56,36.24,34.88,38.28,55.84,107.34,95.7,107.13,94.75,97.68,95.7,117.69,114.07,139.9
837.79,801.9,42.68,32.58,54.01,46.19,36.86,39.8,6.66,31.26,12.78,44.64,20.32,40.22,121.05,157.75,138.84,120.97,104.94,98.9,159.77,157.49,172.96
837.92,803.86,68.08,50.36,95.82,72.37,84.55,70.44,59.51,75.4,63.1,91.5,72.16,76.05,228.94,265.17,268.67,188.3,174.98,163.89,304.97,307.7,317.16
838.06,805.82,85.93,45.25,94.31,80.43,103.95,70.8,72.46,101.33,101.37,90.15,109.1,97.66,297.57,288.14,289.3,194.42,211.8,184,390.31,371.37,391.49
838.2,807.78,110.9,42.59,105.25,56.6,139.8,70.94,113.07,94.04,125.24,114.25,115.15,105.38,323.33,278.24,317.39,179.99,221.75,195.23,397.44,392.17,416.28
838.34,809.73,72.53,30.6,83.19,38.77,115.66,60.42,70.15,49.89,79.96,79.34,72.86,64.43,282.77,230.02,243.83,111.24,181.7,155.47,335.92,329.33,331.75
838.47,811.69,37.28,22.06,60.91,14.4,83.64,38.36,56.01,21.72,47.12,56.85,35.36,33.46,233,180.27,200.4,59.94,128.78,104.16,254.87,288.95,262.03
838.61,813.64,29.14,45.63,44.08,22.15,73.4,30.75,18.31,41,36.06,24.85,19.85,22.74,196.36,149.97,163.76,40.76,77.64,83.64,205.95,254.04,198.1
838.75,815.6,28.6,50.54,57.58,38.9,65.84,14.47,10.96,43.81,42.68,22.18,13.14,27.36,186.41,126.03,132.14,62.93,58.51,71.79,206.39,225.48,159.19
838.89,817.55,52.14,82.78,93.42,71.67,88.62,38.54,44.28,65.43,60.3,43.55,32.76,65.81,195.14,170.43,167.53,119.44,88.39,133.29,220.84,233.62,223.98
839.02,819.5,72.9,89.58,96.16,82.66,59.29,57.17,59.15,42.27,86.81,69.44,89.06,76.66,209.78,209.41,195.17,185.51,151.17,161.36,281.55,278.99,270.67
839.16,821.45,101.06,120.38,113.89,94.66,59.98,74.48,69.04,83.79,118,92.67,127.24,102.51,253.43,267.08,251.82,244.26,208.3,208.44,315.6,324.39,354.06
839.3,823.4,89.94,82.75,92.75,86.44,44.45,70.24,32.04,71.1,96.3,89.35,123.88,81.49,230.55,231.2,241.28,210.47,213.88,179.63,320.79,309.26,335.24
839.43,825.35,78.38,54.89,75.16,86.8,32.57,43.86,43.93,75.63,56.97,70.25,78.4,70.02,191.91,177.24,199.97,168.91,191.03,146.73,293.9,281.37,322.34
839.57,827.29,86.49,33.71,76.91,73.82,27.28,56.19,51.49,70.5,14.13,77.16,66.6,47.89,172.95,160.63,177.01,149.03,160.18,154.84,286.69,272.84,287.46
839.71,829.24,76.49,33.71,74.55,49.15,29.22,51.76,55.95,57.55,17.56,70.96,54.03,40.32,165.91,177.93,157.63,154.05,154.24,177.85,272.4,273.9,255.82
839.85,831.18,87.28,54.53,121.64,50.19,72.87,79.48,64.86,68.76,44.63,91.88,75.9,47.19,202.33,217.02,205.39,175.86,167.42,187.32,284.24,299.42,278.66
839.98,833.13,77.4,42.36,104.4,28.25,82.61,67.51,48.11,47.98,65.56,60.8,76.12,37.41,175.43,190.14,206.16,148.68,143.95,173.8,259.11,271.63,274.85
840.12,835.07,96.3,65.23,105.62,50.35,64.77,49.24,46.14,71.03,53.23,50.51,62.15,29.75,172.33,171.72,190.06,149.96,155.27,148.4,251.45,278.98,266.85
840.26,837.01,98.1,68.4,105.06,70.76,43.19,59.29,40.07,81.27,72.46,41.44,78.04,51.97,176.48,183.21,197.88,147.14,133.49,163.24,230.37,267.91,243.43
840.39,838.95,83.01,77.02,95.95,68.57,32.41,61.12,50.78,69.29,51.53,45.16,55.38,59.65,156.76,164.83,179.83,153.44,141.16,148.2,192.09,260.31,234.48
840.53,840.89,72.71,79.75,104.62,57.55,51.12,75.17,53.94,68.76,66.34,43.61,65.47,75.11,161.17,171.59,179.24,150.87,124.63,137.95,172.61,220.85,217.67
840.67,842.83,65.64,44.93,56.85,19.1,39.35,47.03,32,28.96,33.03,17.33,20.49,36.47,140.5,105.59,113.23,124.87,104.66,90.27,147.39,156.64,187.44
840.81,844.77,84.79,35.46,47.31,34.26,50.49,37.78,23.29,35.22,45.57,36.96,27.4,48.39,138.06,122.17,80.13,117.77,84.93,71.83,145.08,136.68,163.45
840.94,846.71,63.87,40.98,52.78,25.39,55.31,45.22,16.03,26.16,25.54,40.64,47.32,38.64,139.32,114.77,92.72,102.01,84.55,68.73,154.47,170.08,191.83
841.08,848.64,77.48,49.41,74.03,50.97,59.58,61.78,23.11,71.38,19.59,60.72,80.03,61.02,146.38,141.83,151.45,113.05,137.62,95.09,206.32,207.95,229.69
841.22,850.58,62.43,59.73,61.29,38.9,62.86,47.67,26.2,58.68,7.06,36.8,66.33,45.73,171.12,137.59,180.2,112.1,145.38,110.47,258.54,228.18,257.9
841.35,852.51,73.24,50.5,44.33,51.61,56.6,50.03,36.3,79.2,32.2,39,51.82,46.9,186.67,134.15,178.08,120.94,146.26,134.3,286.23,201.22,243.58
841.49,854.44,59.75,53.71,29.49,45.12,72.79,41.17,42.29,34.84,51.16,33.32,34.77,52.51,158.69,119.18,126.1,116.58,105.27,126.26,236.07,173.74,204.74
841.63,856.37,75.17,42.16,29.54,49.52,73.22,70.57,33.75,60.47,71.62,33.54,37.36,51.36,118.95,104.78,134.36,110.45,100.51,111.46,184.15,173.83,164.15
841.76,858.31,87.25,20.26,22.27,68.27,77.99,47.63,31.31,47.68,75.49,40.43,37.88,42.3,93.57,103.41,141.99,118.67,100.1,97.01,159.26,164.3,154.59
841.9,860.24,60.9,48.27,23.89,52.59,51,49.59,17.44,66.45,62.59,42.21,25.63,37.72,117.77,106.96,161.19,123.13,98.26,108.79,175.96,176.34,163.95
842.04,862.16,45.55,64.63,37.52,56.92,47.69,52.57,27.34,77.23,46.7,61.34,33.05,53.14,169.33,159.53,178.75,139.6,130.1,144.25,226.68,184.09,212.01
842.17,864.09,45.32,92.12,47.94,69.04,62.51,78.67,33.26,76.8,33.26,63.91,33.25,70.26,198.02,185.9,189.78,162.53,143.07,150.84,260.88,206.97,236.2
842.31,866.02,56.55,83.05,61.47,74.62,60.44,76.56,51.31,58.16,43.94,64.94,35.58,66.25,174.52,179.07,205.61,162.26,145.5,150.89,273.56,195.33,252.54
842.45,867.94,64.56,67.42,53.46,66.99,63.17,68.9,62.8,23.97,67.08,50.42,56.69,61.7,162.15,126.38,191.91,140.45,133.72,132.74,271.71,198.83,203.02
842.58,869.87,45.13,49.03,38.68,31.26,47.8,56.15,55.2,6.34,62.11,57.47,62.36,58.7,153.7,113.94,184.79,118.54,115.52,114.49,254.78,210.92,203.75
842.72,871.79,32.15,29.75,31.01,22.66,46.08,45.2,30.38,22.17,40.93,34.99,65.82,38.5,157.05,115.97,162.48,107.42,123.1,95.36,234.66,208.49,179.63
842.86,873.71,13.74,27.7,41.58,26.29,24.4,24.81,15.46,36.23,24.32,25.38,43.51,25.19,121.98,132.58,145.08,132.21,118.93,96.14,192.46,201.64,211.76
842.99,875.64,10.51,18.6,34.72,16.22,2.92,10.56,9.48,33.1,13.71,2.99,21.61,11.06,63.34,96.88,111.71,108.01,97.44,97.61,138.29,138.49,178.92
843.13,877.56,29,20.79,44.19,26.77,11.64,4.33,16.13,32.07,38.34,25.26,20.21,15.66,51.21,98.77,103.59,101.39,98.51,112.64,149.38,128.26,162.67
843.27,879.48,23.92,13.88,30.89,24.22,15.45,0,11.02,16.94,27.25,28.78,11.4,10.15,31.34,71.57,69.71,63.01,74.17,72.92,95.1,75.96,96.67
843.4,881.4,23.92,15.59,35.25,24.22,15.45,0,11.02,16.94,27.25,28.78,11.4,10.15,31.64,55.65,45.08,61.2,58.44,46.77,84.36,75.57,55.92
843.54,883.31,0,2.09,11.86,5.28,6.73,5.1,1.36,1.15,0,14.22,0,4.2,3.04,18.28,6.66,29.57,14.76,6.83,20.99,37.07,12.55
843.68,885.23,0,21.65,4.81,0,0,10.78,14.06,12.5,3.62,7.7,0,6.16,11.02,0,3.31,28.01,10.57,17.93,20.99,17.97,6.06
843.81,887.14,0,19.94,0.45,0,0,17.92,31.28,12.5,3.62,30.59,5.97,6.16,10.72,0,12.67,19.47,10.57,23.39,13.9,15.58,9.97
843.95,889.06,0,27.11,3.75,0,0,12.81,31.28,12.5,14.44,22.89,5.97,9.94,16.2,9.28,29.31,22.56,10.57,29.77,4.41,15.58,21.02
844.08,890.97,16.32,16.8,5.95,5.64,0,15.55,19.12,0,12.25,27.21,12.34,3.78,5.93,13.73,44.15,25.17,6.88,36.03,21.67,48.69,21.15
844.22,892.89,16.32,16.8,5.95,5.64,3.42,8.41,1.89,0,12.25,4.32,6.37,3.78,37.9,13.73,35.8,15.5,6.88,29.41,28.9,67.62,35.05
844.36,894.8,47.65,20.62,4.38,5.64,3.42,14.12,6.14,1.33,2.53,4.32,6.37,0,40.24,23.42,39.48,28.25,19.88,52.49,48.72,80.8,40.31
844.49,896.71,31.33,10.99,2.19,0,3.42,5.71,8.57,1.33,1.1,0,2.73,3.95,47.83,34.92,21.33,18.8,23.13,29.46,41.81,61.24,40.19
844.63,898.62,31.33,25.25,8.95,0.83,0,20.63,8.57,1.91,14.44,0,16.5,23.62,46.23,60.98,38.4,41.99,48.16,29.46,69.81,65.27,65.53
844.77,900.52,0,14.26,6.76,0.83,1.56,14.92,4.32,6.67,13.34,0,16.5,27.67,59.1,100.53,32.28,41.58,45.11,12.37,83.29,83.78,79.34
844.9,902.43,0,18.79,6.76,1.91,1.56,14.92,4.78,6.67,13.34,0,13.78,23.72,79.34,113.11,60.49,60.85,37.75,35.2,94.14,101.99,93.39
845.04,904.34,28.2,7.1,0,7.66,5.73,3.99,7.75,6.1,1.12,4.18,19.84,18.44,80.27,133.05,98.42,71.13,72.4,59.28,114.7,98.56,110.27
845.17,906.24,36.75,8.04,0,12.1,4.17,3.99,15.92,0,5.1,6.43,19.84,32.18,97.89,129.36,94.38,94.1,100.4,75.91,123.95,135.84,128.53
845.31,908.15,36.75,27.48,1.07,11.03,5.07,22.35,15.86,19.43,21.94,19.09,38.14,55.37,124.66,163.8,115.15,95.87,142.87,95.34,161.35,173.6,186.26
845.45,910.05,8.56,30.26,1.07,4.44,0.9,18.36,12.89,19.43,20.82,18.32,18.3,40.97,131.45,148.94,88.95,102.66,104.36,89.45,152.45,187.39,185.69
845.58,911.95,13.99,29.32,7.19,0,5.23,18.36,9.18,19.43,17.09,20.22,44.41,43.85,149.61,154.45,129.78,98.46,108.86,103.92,150.92,180.89,189.16
845.72,913.86,16.36,5.35,6.13,13.92,4.33,0,4.82,0,0.25,7.56,26.11,20.66,119.13,146.98,121.97,120.28,88.71,76.4,150.42,141.08,164.66
845.85,915.76,16.36,0,6.13,13.92,4.33,7.28,4.82,9.72,0.25,4.16,35.49,21.93,108.13,130.99,119.97,98.24,92.03,90.01,151.41,146.09,139.31
845.99,917.66,2.36,0,10.69,23.38,4.78,18.1,8.93,9.72,16.67,18.87,15.85,9.95,89.82,99.02,112,85.21,90.7,64.64,175.76,126.14,127
846.13,919.55,0,3.05,10.69,36.49,16.8,18.1,8.57,22.56,27.89,23.5,21.07,18.71,121.21,82.09,86.4,83.86,97.05,65.96,176.15,144.22,133.72
846.26,921.45,18.01,23.5,17.13,36.49,33.39,10.83,8.57,20.24,35,25.56,11.68,17.45,147.52,94.41,86.04,89.1,90.65,59.52,179.13,146.9,134.03
846.4,923.35,43.07,44.68,6.45,36.19,28.61,13.18,2.94,33.21,26.01,19.52,23.63,8.77,167.19,89.76,74.05,98.68,96.6,57.76,151.15,155.61,154.04
846.53,925.24,46.97,41.66,6.45,9.16,16.59,13.18,12.57,37.02,14.79,25.61,23.02,18.5,126.33,84.58,72.53,65.73,103.01,76.47,114.64,134.46,108.87
846.67,927.14,28.97,21.21,0,14.82,0,21.5,19.66,29.62,7.68,23.55,23.02,18.5,82.06,59.66,45.08,42.28,84.92,51.11,87.73,97.58,94.63
846.81,929.03,3.9,7.31,2.23,5.79,0,8.33,19.62,25.24,0,10.71,20.55,18.5,36.71,42.32,24.06,32.81,37.85,55.63,76.41,78.62,60.31
846.94,930.92,6.33,7.29,8.31,5.79,6.89,8.49,17.93,13.54,0,0,15.94,0,38.4,17.35,25.75,39.69,6.76,20.86,89.13,54.36,86.69
847.08,932.81,15.08,7.29,16.8,0.13,6.89,8.93,10.83,25.75,0,0,15.94,0,54.89,53.85,54.44,50.77,21.54,23.85,76.99,72.59,101.22
847.21,934.7,38.34,0,17.57,0,6.89,8.93,7.93,28.74,0,0,4.17,11.71,64.96,86.61,54.18,48.36,45.12,36.43,100.11,55.41,110.67
847.35,936.59,32.01,0,16.79,0,0,34.4,10.39,23.79,8.74,8.98,4.17,11.71,81.18,108.84,84.07,72.08,46.2,59.11,110.38,79.71,109.61
847.48,938.48,25.93,0,8.31,0,0,25.64,10.39,13.25,8.74,8.98,4.17,11.71,91.76,94.1,61.99,71.48,31.42,69.84,133.02,62.04,93.25
847.62,940.37,11.86,0,5.3,0,0,25.64,10.39,1.67,8.74,8.98,9.21,1.08,109.71,54.97,70.94,55.24,31.88,58.6,106.03,64.08,78.92
847.75,942.25,11.86,0,2.79,0,0,0,0,1.67,3.11,2.61,9.21,1.08,77.16,24.31,25.32,13.11,24.04,43.92,88.3,42.71,44.77
847.89,944.14,9.2,3.8,2.79,0,0,0,0,0,3.11,7.14,9.21,4.64,45.83,12,25.67,7.58,24.04,31.71,80.71,35.16,34.52
848.03,946.02,11.83,3.8,8.99,0,0,4.22,0,0,3.11,7.26,2.95,3.57,20.87,22.47,22.38,4.95,18.21,13.52,76.83,42.97,44.64
848.16,947.91,11.83,3.8,6.2,0,0,4.22,0,0,0,4.65,2.95,3.57,20.87,35.09,22.38,5.23,18.21,5.51,49.6,42.83,44.64
848.3,949.79,11.83,0,32.62,0,3.05,4.22,0,0,0,0.12,2.95,0,31.75,34.65,22.93,9.53,33.58,22.8,36.9,59.16,61.28
848.43,951.67,0,0,26.41,0,3.05,0,0,2.8,0,0,2.4,0,40.55,38.46,50.4,13.85,15.36,31.34,35.13,47.09,62.84
848.57,953.55,0,0,26.41,2.78,3.05,0,7.66,2.8,0,0,2.4,0,56.31,41.41,83.25,25.52,21.12,32.51,67.23,60.83,77.8
848.7,955.43,0,0,0,2.78,0,0,7.66,2.8,0,0,2.4,0,52.84,36.62,83.45,16.28,5.76,13.71,59.54,38.17,47.03
848.84,957.31,0,0,0,14.57,7.33,6.73,9.29,2.63,2.24,15.96,0,0,33.29,42.42,88.24,36.1,12.06,19.53,50.77,45.76,33.6
848.97,959.18,12.22,0,0,11.8,10.69,6.73,1.63,9.91,6.8,15.96,0,0,34.55,29.69,68.17,29.72,10.7,18.35,59.15,33.84,42.98
849.11,961.06,17.91,23.59,1.7,23.3,15.09,16.84,16.57,9.91,6.8,35.61,13.77,15.96,51.39,38.88,91.35,32.07,20.56,27.58,59.12,60.17,53.02
