WP-00790,,PMMA0.5ppm-1,PMMA0.5ppm-2,PMMA0.5ppm-3,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
893.28,1543.41,17.35,54.77,52.62,45.97,62.46,17.02,30.3,58.28,11.32,28.45,21.5,36.52,40.16,54.91,57.62,70.38,57.17,67.82,76.09,65.37,74.71
893.4,1544.94,34.48,69.23,45.42,55.14,50.27,48.78,37.3,55.92,34.64,36.11,35.16,38.82,53.26,76.65,64.35,76.54,103.65,79.97,99.89,91.49,104.84
893.52,1546.47,44.38,52.47,40.33,67.43,60.2,56.03,26.86,41.67,57.07,31.21,47.85,44.23,56.79,100.15,82.84,93.14,107.56,82.55,128.12,120.69,124.4
893.64,1547.99,53.18,57.26,32.47,46.61,57.35,61.88,31.52,49.97,82.06,29.19,46.83,47.2,89.2,122.53,131.88,100.61,121.35,99.02,162.55,187.78,168.83
893.77,1549.52,75.2,88.28,44.5,57.34,90.73,77.62,56.07,58.17,86.61,50.4,59.38,63.39,127.49,154.78,181.8,130.63,129.69,124.36,202.86,230.73,215.47
893.89,1551.05,81.99,103.74,53.64,55.85,100.55,88.81,74.94,82.47,76.28,53.39,72.69,73.03,130.87,159.47,176.48,132.42,139.13,141.47,196.94,228.78,209.54
894.01,1552.57,81.01,108.09,66.67,75.25,113.26,78.88,70.17,81.67,63.83,55.59,80.23,95.21,99.47,129.04,112.04,111.76,118.45,125.79,174.88,165.37,168.81
894.13,1554.1,70.37,98.78,77.37,77.99,82.97,67.96,57.72,73.2,62.71,42.8,70.11,73.4,74.39,98.92,62.92,82.42,98.1,94.78,139.14,137.27,133.07
894.25,1555.62,70.28,109.03,82.62,84.28,75.24,77.93,59.17,78.29,65.49,53.56,68.2,78.81,65.51,69.69,50.34,100.62,90.96,86.3,135.95,98.72,114.53
894.38,1557.14,82.97,98.72,83.99,91.69,79.96,109.34,81.72,66.49,75.71,57.76,84.73,51.32,67.74,69.22,79.2,112.26,88.58,101.93,116.18,107.59,124.76
894.5,1558.66,64.77,77.85,81.13,72.21,75.45,86.86,57.06,55.8,43.95,56.41,70.71,57.62,44.07,39.18,56.49,103.01,52.78,70.79,71.5,69.23,79.07
894.62,1560.18,49.24,66.99,60.28,72.73,65.94,87.39,53.73,42.44,35.62,43.72,67.02,29.91,35.71,25.79,35.46,54.74,30.83,50.18,34.48,50.07,54.71
894.74,1561.7,59.49,55.9,70.54,66.36,69.88,71.02,43.84,51.53,25.4,41.8,53.77,43.31,30.46,10.51,0.77,31.24,21.32,22.67,12.22,19.11,34.78
894.86,1563.22,50.18,51.6,49.9,75.77,83.27,76.77,60.07,65.07,41.05,30.33,52.64,28.15,34.97,7.17,11.58,27.51,30.1,33.47,16.05,21.59,48.6
894.98,1564.74,45.98,36.07,72.38,86.62,84.1,64.97,58.41,58.05,49.38,26.64,43.61,39.44,29.11,11.41,18.12,31.21,28.79,32.16,15.98,21.59,39.75
895.11,1566.25,12.01,41.1,46.09,66.03,62.48,39.38,37.76,37.59,37.94,25.84,27.8,18.28,10.16,5.12,18.12,18.52,10.57,19.6,8.66,15.83,16.25
895.23,1567.77,15.7,29.46,43.45,51.77,51.87,49.13,16.99,28.12,41.17,35.03,17.75,21.12,0,5.12,6.54,3.93,1.79,8.8,2.59,0,0
895.35,1569.28,23.06,31.82,43.16,40.19,58.92,48.55,8.88,16.37,26.3,31.55,6.37,8.62,0,0,0,0,0,0,0,0,0
895.47,1570.79,21.2,16.07,54.97,45.71,51.75,54.08,10.77,41.02,18.87,37.52,11.33,5.9,0,0,0,0,0,0,0,0,0
895.59,1572.31,52.56,47.44,82.34,65.45,67.81,53.83,35.67,49.56,35.1,36.38,36.76,18.74,12.4,0,15.08,27.04,11.21,9.23,21.25,6.97,12.42
895.71,1573.82,75.26,42.47,87.04,67.53,76.19,69.91,51.9,73.38,55.75,49.23,56.18,36.9,20.08,0,26.43,38.41,32.07,26.77,24,15.43,29.01
895.83,1575.33,93.18,74.27,88.64,73.83,87.47,87.55,68.69,44.44,78.97,46.3,61.92,56.62,31.05,4.54,46.39,57.77,50.58,44.64,41.57,16.03,60.41
895.95,1576.84,87.09,55.53,82.56,78.8,69.75,88.52,51.15,38.2,60.08,39.38,66.32,58.34,19.33,4.54,33.63,30.72,39.37,46.36,20.32,9.06,60.64
896.08,1578.34,56.26,48.99,49.6,60.55,35.81,67.94,27.69,14.37,42.98,23.39,46.9,39.69,11.65,4.54,22.28,19.35,18.51,28.82,17.57,0.6,44.06
896.2,1579.85,40.62,23.36,26.34,52.62,21.2,46.02,9.01,14.37,19.76,6.08,30.41,18.72,0.68,0,2.33,0,0,10.95,0,0,12.66
896.32,1581.36,6.47,17.5,10.48,15.44,13.7,21.22,0.36,0,3.55,0,0.58,0,0,0,0,0,0,0,0,0,0
896.44,1582.86,30.8,32.54,34.63,29.3,43.19,27.41,0.36,12.01,20.22,10.46,0.58,4.08,0,0,0,0,0,0,0,0,0
896.56,1584.37,24.34,31.46,34.63,21.6,45.8,36.05,0.36,12.01,20.22,10.46,0,4.08,0,0,0,0,0,0,0,0,0
896.68,1585.87,50.55,41.05,54.22,41.94,75.41,58.02,19.81,37.13,38.56,27.22,15.51,17.11,0,0,0,0,1.52,10.88,0,0,0
896.8,1587.37,51.79,47.64,45.48,48.24,66.35,75.66,30.3,40.89,41.01,23.95,32.44,32.48,0,0.55,0,0,1.52,10.88,0,0,0
896.92,1588.87,58.98,42.55,50.18,60.09,65.51,63.36,30.3,40.89,41.01,23.95,32.44,32.48,0,0.55,0,0,1.52,10.88,0,0,0
897.04,1590.37,32.78,21.63,20.13,58.61,42.67,35.88,10.48,19.54,33.34,7.19,16.94,19.45,0,0.55,0,0,0,0,0,0,0
897.16,1591.87,11.69,11.88,5.38,38.24,37.95,1.85,7.94,16.97,14.46,0,1.32,2.81,0,0,0,0,0,0,0,0,0
897.28,1593.37,9.16,21.26,17.86,45.43,30.24,19.53,8.66,16.97,22.36,0,1.32,6.82,0,0,0,0,0,0,0,0,0
897.4,1594.87,12.64,32.13,20.2,46.28,21.07,35.06,22.16,24.28,19.69,0,1.32,14.35,0,0,0,0,0,0,0,0,0
897.52,1596.36,19.33,38.82,33.23,75.69,40.12,48.14,32.72,22.15,15.91,1.07,12.14,18.82,0,0,0,0,0,2.29,0,0,0
897.64,1597.86,45.58,75.08,58.15,87.65,75.93,60.11,62.51,48.88,34.35,22.89,34.69,38.84,12.76,20.19,0.23,20.88,18.64,8.96,34,13.23,31.46
897.76,1599.35,54.94,83.1,74.84,102.05,102.64,52.85,71.74,67.08,38.58,30.02,42.89,31.98,16.07,26.91,0.23,21.37,28.21,11.56,34,13.23,34.32
897.89,1600.84,66.63,83.13,63.54,79.46,90.02,60.26,65.63,56.01,38.58,39.5,37.37,24.69,16.07,26.91,0.23,21.37,28.21,9.27,34,13.23,34.32
898.01,1602.33,55.43,49.27,47.34,66.97,60.85,53.77,61.97,33.32,23.25,22.1,20.29,0.66,3.31,6.72,0,0.49,9.57,2.6,0,0,2.86
898.13,1603.83,52.78,45.3,29.37,64.04,42.56,54.51,55.2,16.19,12.47,14.97,16.77,9.79,0,0,0,0.16,1.9,0,3.79,0,6.24
898.25,1605.32,58.91,68.1,63.51,97.55,66.05,69.36,72.54,42.11,36.7,23.89,46.02,35.43,20.22,14.92,15.29,11.47,31.28,36.4,25.84,31.57,34.73
898.37,1606.8,70.93,78.8,71.86,104.28,94.42,78.77,73.1,61.64,55.25,40.37,62.49,42.15,20.22,14.92,15.29,20.47,45.68,36.5,25.84,34.94,36.38
898.49,1608.29,60.74,63.87,70.81,80.24,80.69,92.72,57.14,53.06,55.69,40.37,57.82,32.36,20.22,14.92,15.29,20.31,43.78,36.5,22.05,34.94,30.14
898.61,1609.78,35.2,30.67,34.94,42.08,41.17,60.57,28.81,31.37,51.36,24.28,22.39,6.72,0,0,0,9,14.4,0.1,0,3.37,1.64
898.73,1611.27,3.48,8.22,0.68,14,6.16,27.99,1.41,10.34,21.79,3.39,0.44,0,0,0,0,0,0,0,0,0,0
898.85,1612.75,3.48,8.22,0.68,6.86,6.11,5.03,1.41,6.77,19.9,3.39,0.44,0,0,0,0,0,0,0,0,0,0
898.97,1614.23,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0
899.09,1615.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.21,1617.2,0,0,0,0.7,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0
899.33,1618.68,6.05,0,0,22.22,27.06,14.7,0,14.89,15.88,0,21.57,6.3,0,0,0,4.46,0,0,0,0,0
899.45,1620.16,19.7,10.74,7.2,34.03,35.39,26.01,15.29,40.27,29.31,10.17,37.78,12.55,13.23,0,0,7.81,10.05,9.41,7.84,16.26,15.59
899.56,1621.64,39.61,20.08,19.32,51.74,43.99,31.26,36.47,36.46,29.31,26.3,49.61,25.76,38.27,8.29,17.3,28.71,26.31,44.04,32.67,35.49,53.16
899.68,1623.12,33.56,20.08,22.49,37.35,16.93,21.87,36.47,31.63,13.43,26.3,29.27,19.47,38.27,8.29,17.3,24.25,26.31,46.66,32.67,35.49,53.16
899.8,1624.59,33.67,20.53,30.27,46.17,24.73,30.69,42.8,8.92,13.41,34.53,31.16,21.33,25.04,8.29,17.3,25.57,16.27,37.25,24.83,19.23,37.57
899.92,1626.07,13.76,11.2,18.15,27.76,16.13,25.44,21.62,2.67,13.41,18.39,19.32,8.12,0,0,0,4.67,0,2.62,0,0,0
900.04,1627.54,13.76,11.2,14.98,20.63,16.13,20.14,21.62,2.67,13.41,18.39,18.09,8.12,0,0,0,4.67,0,0,0,0,0
900.16,1629.02,0,0,1.43,0,0,0,0,3.96,1.06,0,0,0,0,0,0,0,0,0,0,0,0
900.28,1630.49,7.8,5.24,1.43,9.71,12.52,5.56,0,14.47,1.06,3.57,0,0,0,0,0,0,0,0,0,0,0
900.4,1631.96,7.8,5.24,1.43,14.03,17.31,5.72,0,14.47,1.06,3.57,0,0,0,0,0,0,0,0,0,0,0
900.52,1633.43,7.8,5.24,1.42,25.5,19.25,18.05,0,24.65,0,3.57,0,0,0,0,0,0,0,0,0,0,0
900.64,1634.9,0,0,3.33,25.76,6.73,19.63,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0
900.76,1636.37,0,2.72,3.33,21.44,1.94,19.47,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0
900.88,1637.84,3.3,2.72,1.9,9.96,21.05,15.94,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1639.31,7.07,2.72,10,15.43,27.92,27.41,9.89,6.29,4.32,0,0,0,0,0,0,0,0,0,0,0,0
901.12,1640.77,9.54,0,10,15.43,42.49,27.41,9.89,6.18,4.64,0,0,0,0,0,0,0,0,0,0,0,0
901.24,1642.24,10.86,0,12.18,21.06,24.82,18.62,9.89,10.44,9.71,0.66,0,10.28,0,0,0,0,0,0,0,0,0
901.35,1643.7,7.08,0,2.18,8.96,24.03,0,0.31,4.26,11.79,0.66,0,10.28,0,0,0,0,0,0,0,0,0
901.47,1645.17,12.84,0,2.18,15.88,14.47,6.78,0.31,13.03,16.08,0.66,0,17.23,0,0,0,0,0,0,0,0,0
901.59,1646.63,8.23,0,0,10.26,11.09,6.78,0.31,8.77,11,0,0,6.95,0,0,0,0,0,0,0,0,0
901.71,1648.09,13.62,0,0,6.93,5,6.78,0,9.61,4.6,0,0,6.95,0,0,0,0,0,0,0,0,0
901.83,1649.55,5.39,13.02,3.09,14.26,3.32,20.45,11.38,0.84,5.78,12.4,0.71,8.32,0,0,0,0,0,0,0,0,0
901.95,1651.01,6.06,13.02,3.09,17.67,3.32,31.05,13.85,3.19,5.78,12.4,0.71,8.32,0,0,0,0,0,0,0,0,0
902.07,1652.46,2.8,13.02,3.09,24.22,6.58,32.13,13.85,2.35,6.75,17.14,0.71,8.32,0,0,0,0,0,0,0,0,0
902.18,1653.92,2.8,0,0,9.96,3.27,12.9,2.47,2.35,0.97,4.74,0,0,0,0,0,0,0,0,0,0,0
902.3,1655.38,2.13,0,0,6.55,3.27,2.3,0,0,0.97,4.74,0,0,0,0,0,0,0,0,0,0,0
902.42,1656.83,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.54,1658.29,0,0,0,0,6.92,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.66,1659.74,0,7.65,2.7,0,8.53,0,2.73,0,1.42,0,7.18,0,0,0,0,0,2.12,0,0,0,0
902.78,1661.19,0,7.65,2.7,0,8.53,0,6.2,4.28,13.27,8.72,14.18,0,0,0,0,1.86,11.93,0.15,0,0,9.1
902.9,1662.64,0,18.13,2.7,0,1.61,0,3.47,4.28,13.27,8.72,14.18,0,0,0,0,1.86,17.99,2.88,0,0,9.1
903.01,1664.09,0,10.48,0,0,0,0,3.47,4.28,11.84,8.72,7,0,0,0,0,1.86,15.86,2.88,2.32,0,9.1
903.13,1665.54,3.65,26.66,0,12.47,2.8,0,4.07,21.52,0,6.2,5.8,5.69,19.74,21.68,12.97,26.58,32.91,13.58,22.91,22.32,24.22
903.25,1666.99,8.09,22.83,4.34,17.08,2.8,8.14,9.9,21.52,0,12.56,15.76,10.19,60.7,39.24,40.81,58.5,43.72,38.73,49.86,46.67,53.47
903.37,1668.44,8.09,22.83,4.34,17.08,2.8,8.14,13.82,21.52,0,15.4,15.87,10.19,93.87,63.01,61.86,87.1,69.93,70.93,78.18,81.03,87.42
903.49,1669.88,4.44,15.44,9.49,4.61,0.07,8.14,11.31,0,5.91,9.2,14.88,14.19,108.08,88.52,99.7,93.01,77.17,99.84,106.49,111.64,128.38
903.6,1671.33,0,14.05,16.75,8.89,7.93,0,10.79,0.06,9.57,15.56,19.89,21.85,116.61,118.68,108.19,90.92,84.07,114.06,144.44,142.23,153.66
903.72,1672.77,0,14.05,16.75,8.89,7.93,0,6.87,0.06,9.57,16.58,20.56,27.49,114.46,121.5,119.01,85.82,79.29,99.95,156.72,154.47,155.92
903.84,1674.21,0,5.26,17.67,8.89,7.86,0,5.31,0.06,3.66,16.58,15.75,21.14,116.62,79.31,97.14,73.7,67.17,85.16,137.98,129.02,126.83
903.96,1675.66,0,0,6.07,0,0,0,0,0,0,3.86,0.78,8.98,70.11,31.58,70.59,43.87,43.41,43.06,81.55,74.09,79.06
904.08,1677.1,0,0,6.07,0,0,0,0,0,0,0,1.22,3.34,41.36,7.8,38.73,20.38,21.98,24.97,46.56,27.49,42.86
904.19,1678.54,0,0,0.2,0,0,0,0,0,0,0,1.22,0,10.04,14.45,9.79,10.46,3.06,6.04,29.66,0,14.61
904.31,1679.97,2.86,16.78,23.3,0,4.02,5.95,0,15.28,3.58,8.72,15.84,11.79,23.82,38.05,8.53,33.35,19.87,36.18,46.52,35.64,34.13
904.43,1681.41,7.51,26.35,25.51,0.87,6.16,12.68,0,29.63,8.9,14.92,16.72,18.71,64.48,57.34,27.9,52.89,42.34,62.96,70.25,69.91,70.38
904.55,1682.85,7.51,26.35,25.31,0.87,6.16,12.68,0,32.82,15.4,17.38,16.72,18.71,91.89,82.06,55.53,55.73,59.16,71.12,89.08,99.59,88.2
904.66,1684.29,4.65,9.57,2.21,11.41,3.95,6.73,0,17.54,11.82,18.6,6.25,6.93,93.85,78.99,75.12,36.11,53.54,61.49,109.12,108.26,101.89
904.78,1685.72,4.21,0.48,0,10.55,1.81,0.97,6.79,18.31,15.27,18.58,13.89,15.89,83.24,89.69,87.48,42.92,61.69,51.96,117.59,105.36,102.01
904.9,1687.15,4.21,0.48,0,10.55,1.81,0.97,6.79,15.11,8.76,19.46,13.89,15.89,57.18,69.93,75.38,36.62,41.8,39.32,107.26,91,109.01
905.02,1688.59,8.97,0.48,0,0,16.58,5.51,10.06,23.02,10,9.52,10.42,20.04,46.76,61.82,72.6,48.64,46.15,29.66,75.59,59.28,86.32
905.13,1690.02,4.76,0,0,0,16.58,4.53,3.27,7.91,1.24,3.33,0.68,4.15,14.44,29.02,40.88,22.29,15.54,12.41,35.46,27.91,49.94
905.25,1691.45,4.76,0,0,8.22,16.58,9.62,3.27,7.91,1.24,5.42,10.63,23.9,20.89,28.11,38.62,25.18,28.01,26.62,18.31,17.06,34.11
905.37,1692.88,0,0,0,8.22,0,5.09,0,0,0,12.41,9.95,19.75,21.1,15.69,13.28,25.18,15.33,19.28,25.59,32.97,23.38
905.48,1694.31,28.86,21.15,20.08,17.32,18,39.05,9.56,9.16,13.84,39.1,30.83,33.08,54.97,61.31,79.15,65.31,62.04,55.29,73.06,82.96,68.08
905.6,1695.74,37.26,21.15,20.08,10.41,28.54,33.97,9.56,17.83,13.84,33.69,35.01,19.58,81.49,90.13,97.64,84.96,76.69,60.92,111.31,113.5,101.32
905.72,1697.16,37.26,21.15,28.03,10.41,28.54,47.81,13.26,36.44,19.47,40.65,35.01,36.5,108.44,128.32,135.74,100.04,101.76,78.33,131.99,127.81,128.65
905.84,1698.59,8.4,0,7.95,1.31,10.54,13.84,3.7,28.62,5.63,13.96,14.12,23.16,84.15,86.34,69.87,59.9,55.05,46.17,96.77,82.55,83.95
905.95,1700.01,0,0,7.95,2.84,7.05,13.84,3.7,26.35,5.63,13.96,3.4,19.09,45.04,41.82,38.1,30.37,27.95,24.76,53.92,47.54,33.88
906.07,1701.44,0,0,0,5.33,7.05,0,0,7.74,0,4.24,3.4,2.17,9.58,3.64,0,0,0,3.85,12.25,4.72,0
906.19,1702.86,0,0,0,5.33,7.05,0,0,6.4,0,4.24,3.4,2.17,0,0,0,0,0,0,0,0,0
906.3,1704.28,0,0,0,2.49,0,2.44,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0
906.42,1705.7,7.43,0,2.31,8,0,2.44,0,0,0,3.85,3.34,0.43,16.57,9.25,10.49,21.13,7.36,21.98,9.55,18.3,13.08
906.54,1707.12,7.43,2.42,5.93,8,0,12.95,3.14,0,0,7.71,10.36,14.86,32.13,26.47,36.61,38.41,21.21,43.78,38.89,45.04,30.59
906.65,1708.54,7.43,2.42,5.93,8.29,4.48,10.51,3.14,0,1.65,7.71,11.39,15.63,53.67,43.33,37.04,63.84,31.54,56.05,59,61.2,49.22
906.77,1709.96,0,2.42,3.62,0.29,4.48,10.51,9.28,0,1.65,3.86,8.05,20.76,37.1,35.02,26.56,47.74,24.18,34.94,49.44,42.9,36.14
906.89,1711.38,0,0,0,0.29,4.48,0,6.14,0,1.65,0,1.03,6.32,21.54,17.8,0.43,30.46,10.33,13.14,20.11,16.16,18.62
907,1712.79,0,0,0,0,4.62,0,6.14,0,0,0,0,5.55,0,0.94,0,5.02,0,0.87,0,0,0
907.12,1714.21,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.24,1715.62,0,0,0,0,6.4,3.8,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0
907.35,1717.04,0,0,0,0,1.78,4.22,0,1.33,0,0,12.01,0,0,0,0,1.39,0,0,0,0,0
907.47,1718.45,0,0,0,0,1.78,13.28,0,1.33,2.99,0,12.01,0,5.39,8.32,0,1.39,3.09,0,0,0,0.66
907.58,1719.86,5.29,0,0,4.16,0,11.85,0,1.33,2.99,1.38,9.17,6.88,7.73,8.32,3.81,4.72,3.09,0,0,0,0.66
907.7,1721.27,5.29,0,0,4.16,0,11.42,0,0,2.99,1.38,0,6.88,7.73,8.32,3.81,3.32,3.09,0,0,0,0.66
907.82,1722.68,5.29,0,0,4.16,0,2.36,0,0,0,1.38,0,6.88,2.34,0,3.81,3.32,0,0,0,0,0
907.93,1724.09,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0
908.05,1725.49,0,0,0,0,0,0,0,3.42,0.3,0,0,0,0,0,0,0,0,0,0,0,0
908.16,1726.9,0,0,0,0,0,0,0,3.42,0.3,0,0,0.84,0,0,0,0,0,0,0,0,0
908.28,1728.3,8.51,0,3.38,4.01,0.5,0,2.1,9.19,0.57,1.49,12.26,2.78,0,0,3.78,0,0,1.3,0,0,0
908.4,1729.71,8.51,0,3.38,4.01,0.5,0,5.03,11.19,0.27,1.49,12.26,2.78,0,0,3.78,0,0,1.3,0,0,0
908.51,1731.11,8.51,0,3.38,4.01,0.5,0,5.03,11.19,0.27,1.49,12.26,1.94,0,0,3.78,0,0,1.3,0,0,0
908.63,1732.51,0,0,3.46,0,5.23,2.27,2.92,2.17,2.58,0,0,0,0,0,0,0,0,0,0,0,0
908.74,1733.91,0,0,3.46,0,5.23,2.27,0,0.17,2.58,0,0,0,0,0,0,0,0,0,0,0,0
908.86,1735.31,0,0,3.46,0,5.23,2.27,0,0.17,2.58,0,0,0,0,0,0,0,0,0,0,0,0
908.97,1736.71,0,0,0,0.34,0,2.54,0,0,3.11,0,0,0,0.8,0,0,0,0,0,0,0,0
909.09,1738.11,0,0,0,0.34,0,2.54,0,0,3.11,0,0,0,0.8,0,0,0,0,0,0,0,0
909.21,1739.51,0,0,0,0.34,0,2.54,1.16,0,3.11,0,0,0,0.8,0,0,0,0,0,0,0,0
909.32,1740.9,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909.44,1742.3,0,0,0,0,0,0,1.16,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0
909.55,1743.69,7.63,2.79,7.47,0,0,0,23.9,12.71,1.34,0,0,1.41,0,0,0,2.61,2.84,0,0,0,0
909.67,1745.08,7.63,2.79,7.47,0,0,0,23.9,12.71,1.34,2.46,0,1.41,0,0,0,2.61,2.84,0,0,0,0
909.78,1746.48,7.63,2.79,7.47,0,0,0,23.9,11.58,1.34,2.46,0,1.41,0,0,0,2.61,2.84,0,0,0,0
909.9,1747.87,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0
910.01,1749.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.13,1750.65,1.98,0,0.81,0,0,8.81,0,0,8.52,8.26,6.32,5.94,19.54,28.28,15.47,22.7,15.6,41.46,25.47,28.85,16.19
910.24,1752.03,1.98,0,0.81,0,0,8.81,3.68,0,8.52,14.16,6.32,15.84,35.93,44.73,25.46,28.14,37.61,61.66,46.58,36.99,42.01
910.36,1753.42,1.98,0,0.81,0,0,8.81,7.38,0,8.52,14.16,6.32,15.84,39.95,48.81,33.39,33.43,43.14,67.7,46.58,42.87,42.01
910.47,1754.81,0,0,0,0,0,0,7.38,0,0,5.9,0,9.91,20.41,20.53,17.92,10.74,27.54,26.25,21.11,14.02,25.82
910.59,1756.19,0,0,0,0,0,0,3.7,0,0,0,0,0,4.02,4.07,7.94,5.29,5.53,6.05,0,5.88,0
910.7,1757.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.82,1758.96,2.54,0,0.03,4.09,0,0,0,0,0,0,7.47,0,4.93,0,0,0,0,0,0,0,0
910.93,1760.34,2.54,0,0.03,4.09,0,0,0,0,0,0,7.47,0,12.35,1.11,4.97,6.53,10.77,0,0,1.17,4.89
911.05,1761.72,2.54,0,0.03,4.09,0,0,0,0,0,0,7.47,0,27.93,18.04,16.75,12.12,13.94,2.67,18.82,4.27,22.05
911.16,1763.1,0,11.09,10.66,0,0,0,0,0,0,1.55,7.25,6.84,49.63,49.67,39.57,30.67,26.4,11.61,41.13,28.53,45.04
911.27,1764.48,0,11.09,10.66,0,0,0,0,0,0,1.55,7.25,6.84,54.42,60.78,34.6,30.18,15.62,23.4,54.16,47.32,42.52
911.39,1765.86,0,11.09,10.66,0,0,0,0,0,0,3.25,7.25,6.84,48.65,45.99,24.81,28.14,16.25,20.73,47.43,46.89,25.36
911.5,1767.24,0,0,0,0,0,0,0,0,0,1.7,0,0,22.03,14.36,1.99,9.6,3.8,11.78,25.11,22.63,2.37
911.62,1768.61,0,0,0,0,0,0,0,0,0,1.7,0,0,9.81,2.14,1.99,3.55,3.8,0,12.08,2.67,0
911.73,1769.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.85,1771.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.96,1772.73,2.43,0,0.9,3.12,0,0.3,0,0,3.16,5.16,0,1.41,0,0,0.63,0,0,0,0,0,0
912.07,1774.11,2.43,0,0.9,7.45,0,0.3,0,0,4.52,5.16,0,1.41,15.62,9.24,6.06,0,0,7.58,2.29,10.48,6.93
912.19,1775.48,18.45,4.97,0.9,21.1,3.5,2.14,3.71,15.63,19.87,24.68,8.53,10.84,44.14,22.71,33.37,19.35,20.94,25.31,21.6,41.64,22.87
912.3,1776.85,16.01,4.97,0,17.98,3.5,1.84,3.71,15.63,16.71,19.52,8.53,9.42,44.14,23.4,33.27,19.35,20.94,25.31,21.6,41.64,26.17
912.42,1778.22,30.82,12.75,5.93,16.72,7.74,8.09,6.5,27.68,24.77,23.27,9.3,24.74,46.27,26.85,65.71,36.11,33.97,36.55,34.44,53.11,45
912.53,1779.58,17.73,7.78,5.93,3.07,11.93,12.26,4.67,12.05,9.42,3.75,0.77,15.32,18.84,13.38,38.4,16.77,17.66,18.89,15.13,29.35,29.05
912.64,1780.95,17.73,7.78,5.93,3.07,11.93,12.26,4.67,12.05,9.42,3.75,0.77,15.32,18.84,12.69,37.87,16.77,17.66,18.89,15.13,29.35,25.75
912.76,1782.32,2.92,0,0,0,7.68,6.01,1.88,0,0,1.38,0,0,1.09,0,0,0,4.63,0.08,0,7.4,0
912.87,1783.68,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0
912.99,1785.05,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0
913.1,1786.41,0,2.14,0,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.21,1787.77,0,2.14,0,0,0,10.43,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.33,1789.13,0,2.14,0,0,0,10.43,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.44,1790.49,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.55,1791.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.67,1793.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.78,1794.57,0,0,14.82,4.01,10.57,13.85,8.81,0,0,4.41,10.08,3.26,3.87,0,3.58,6.82,4.44,12.51,0.09,2.8,0
913.89,1795.92,10.16,0,14.82,4.01,10.57,18.43,9.03,4.46,0.44,10.32,10.08,14.35,22.37,9.7,19.44,15.21,22.13,31.6,17.28,19.34,14.09
914.01,1797.28,11.18,0.07,16.93,4.01,10.57,18.43,11.43,4.46,10.72,14.15,24.92,19.7,52.27,34.13,51.37,38.3,40.51,49.05,41,47.08,38.37
914.12,1798.63,23.4,0.07,9.08,0,4.98,4.58,12.2,5.62,14.18,15.51,14.84,25.05,89.37,69.95,87.45,48.92,64.14,60.99,73.48,80.87,73.84
