WP-00790,,PE0.05ppm-1,PE0.05ppm-2,PE0.05ppm-3,PE0.1ppm-1,PE0.1ppm-2,PE0.1ppm-3,PE0.5ppm-1,PE0.5ppm-2,PE0.5ppm-3,PE1ppm-1,PE1ppm-2,PE1ppm-3,PE5ppm-1,PE5ppm-2,PE5ppm-3,PE10ppm-1,PE10ppm-2,PE10ppm-3,PE50ppm-1,PE50ppm-2,PE50ppm-3,PE100ppm-1,PE100ppm-2,PE100ppm-3,PE200ppm-1,PE200ppm-2,PE200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
844.08,890.97,8.33,27.71,6.39,18.62,0,0,0,0.28,2.81,37.9,35.81,43.22,66,67.37,75.87,83.76,101.91,84,59.46,66.26,42.15,167.19,136.27,128.94,83.79,191.23,271.39
844.22,892.88,5.98,13.67,0,8.05,0,0.57,0,0,0,22.19,24.11,32.53,41.72,48.79,77.29,81.02,73.8,56.75,43.12,44.62,20.24,145.72,85.81,116.22,70.65,116.59,241.56
844.36,894.8,12.48,21.85,1.86,18.14,0,0.93,0,9.16,0,15.92,12.51,23.62,53.56,55.66,61.16,72.39,67.48,53.95,39.56,43.77,34.33,128.36,106.47,125.29,76.98,91.75,205.53
844.49,896.71,6.5,8.18,1.86,10.09,0,0.93,0,9.16,0,24.43,9.18,5.82,44.17,37.3,49.13,44.55,53.61,24.74,29.78,20.71,27.66,118.46,91.59,123.15,80.75,32.7,155.96
844.63,898.62,18.07,25.1,1.86,10.09,1.11,6.96,0,9.16,0,27.39,9.81,35.47,45.9,52.4,54.22,35.5,50.52,30.52,15.23,34.43,46.55,85.35,85.18,129.47,73.98,16.45,141.18
844.77,900.52,11.57,16.92,0,0,1.11,6.6,0.06,0,0,19.06,1.06,39.23,27.74,45.27,49.76,26.9,55.88,10.41,4.03,15.34,26.67,44.12,54.22,113.58,35.44,7.59,73.12
844.9,902.43,11.57,16.92,0,0,1.11,6.6,0.06,0,0,6.63,1.06,37.11,12.37,34.25,37.17,22.32,48.03,10.41,1.8,15.34,34.45,28.91,49.05,88.49,21.58,7.59,48.6
845.04,904.34,0,7.47,0,3.86,16.3,0,0.06,0,16.71,4.7,5.47,8.87,27.54,30.79,23.37,24.41,50.42,7.32,4.52,11.19,29.25,16.27,42.28,54.29,32.96,15.18,25.31
845.17,906.24,0,7.47,0,3.86,16.3,0,0.77,0,16.71,4.7,10.25,16.18,32.94,27.55,30.13,30.72,32.36,5.92,2.72,19.19,21.61,16.43,20.3,66,57.8,15.18,41
845.31,908.15,0,8.89,0,3.86,16.3,2.89,0.77,0,16.71,4.7,10.25,18.49,42,31.32,35.47,35.8,25.65,18.95,8.25,19.19,16.31,1.56,24.29,72.06,57.43,20.37,36.3
845.45,910.05,0,1.43,0,0,0,2.89,0.77,0,0,0,4.79,16.39,25.1,12.43,23.64,21.79,18.16,13.02,5.53,9.29,3.69,0.16,24.29,62.47,40.68,6.91,29.62
845.58,911.95,0,1.43,0,2.17,0,2.89,0,0,0,0,0,2.31,20.61,5.31,17.85,15.58,5.69,19.16,5.53,1.29,3.55,6.89,26.72,34,26.77,8.49,13.93
845.72,913.86,0,0,0,2.17,0,0,0,0,0,0,0,0,16.02,0.58,12.52,10.5,0,6.14,0,1.29,1.06,6.89,13.1,10.25,17.77,3.29,9.95
845.85,915.76,0,0,0,2.17,0,0,0,0,0,0,0,0,16.02,11.57,12.52,8.64,5,6.14,0,0,0,6.89,26.9,5.92,17.77,20.45,12.22
845.99,917.66,0,0,0,0,0,0,0,0,0,0,0,0.84,4.47,11.01,0,1.01,5,8.66,1.13,0,0,0,32.32,15.39,19.12,28.75,17.41
846.13,919.55,0,0,0,0,0,0,0,0,0,2.58,0,0.84,0,16.08,0,1.01,13.8,8.66,1.13,0,0,0,21.65,19.17,16.27,28.75,16.59
846.26,921.45,0,0,0,0,0,0,0,0,0,2.58,0,0.84,3.25,5.09,0,1.01,8.8,8.66,1.13,0.67,0.32,0,14.65,19.17,16.27,11.64,5.2
846.4,923.35,0,0,0,0,0,0,0,0,0,3.46,0,0,3.25,5.06,0,12.63,14.28,0,0,0.73,0.32,0,15.33,8.24,3.97,1.77,8.87
846.53,925.24,0,0,0,0,0,0,0,0,0,0.88,0,0,17.67,0,0,12.63,5.49,0,7.65,0.73,0.32,0,15.33,4.46,0,1.77,19.68
846.67,927.14,0,0,0,0,0,0,0,0,0,0.88,0,0,14.42,0,0,12.63,5.49,0,7.65,0.06,0,0,8.52,4.46,0,0,19.68
846.81,929.03,0,0,0,0,0,0,0,0,0,9.29,0,0,14.42,0.61,0,0,0,0,7.65,0,0,0,0,0,0,0,10.81
846.94,930.92,0,0,0,0,0,0,0,0,0,9.29,0,0,0,4.49,0,0,0,10.22,0,0,0,0,0,3.12,0,0,3.9
847.08,932.81,0,0,0,0,0,0,0,0,0,9.29,0,0,0,4.49,0,3.93,0,10.22,0,0,0,0,0,19,0,0,3.9
847.21,934.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,3.93,0,10.22,0,0,0,12.75,0,58.09,0,0,3.9
847.35,936.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,3.93,0,0,0,0,0,18.88,0,97.5,5.67,0,0
847.48,938.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,18.88,0,140.6,5.67,0,0
847.62,940.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,171.17,5.67,0,0
847.75,942.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.41,0,0,0
847.89,944.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.12,0,0,0
848.03,946.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.85,0,0,0
848.16,947.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.71,0,0,0
848.3,949.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.93,0,0,0
848.43,951.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.94,0,0,0
848.57,953.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,0,0,0
848.7,955.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39,0,0,0
848.84,957.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848.97,959.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.11,961.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.24,962.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.38,964.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.51,966.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.65,968.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0
849.78,970.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0
849.92,972.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0
850.05,974.16,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.19,976.03,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.32,977.9,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.46,979.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.59,981.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.73,983.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.86,985.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,987.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.13,989.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.27,990.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.4,992.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.54,994.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.67,996.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.81,998.37,0,0,0,0,0,0,0,0,0,1.67,0.06,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.94,1000.22,0,0,0,0,0,0,0,0,0,1.67,0.06,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.08,1002.08,0,0,0,0,0,0,0,0,0,1.67,0.06,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.21,1003.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.34,1005.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.48,1007.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.61,1009.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.75,1011.33,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852.88,1013.18,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69
853.02,1015.03,0,0,0,1.99,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67
853.15,1016.87,0,0,0,0,0,0,0,0,0,0,1.52,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,10.1,53.82
853.29,1018.72,0,0,0,0,1.63,0,0,0,0,0,1.52,0,0,2.21,0,6.88,0,0,0,0.54,0,0,0,0,0,33,73.14
853.42,1020.56,0,0,0,0,1.63,0,0,0,0,0,0,10.33,3.49,2.21,1.3,10.96,10.1,0,0,2.33,1.07,0,0,0,0,69.49,87.83
853.55,1022.4,5.72,0,7.23,12.53,13.88,10.95,5.63,20,9.85,15.37,36.55,35.4,13.58,12.71,19.55,38.34,40.83,0,25.51,12.5,15.83,0,6.88,0,0,87.61,104.78
853.69,1024.24,5.72,0,7.23,12.53,12.25,10.95,5.63,24.97,9.85,17.02,40.39,44.1,13.58,12.71,21.31,52.4,55.43,36.12,41.3,15.07,22.15,0,6.88,0,0,82.88,91.55
853.82,1026.08,18.76,13.27,19.12,27.6,32.01,25.42,35.88,54.57,41.99,67.29,81.52,92.45,39.86,43.45,48.94,100.13,81.81,77.71,74.36,46.32,69.97,15.94,14.68,10.75,0,63.85,101.68
853.96,1027.92,26.98,13.27,11.89,17.11,22.83,14.47,50.03,70.37,48.83,84.03,66.95,95.25,51.25,44.87,41.35,110.34,90.99,117.67,89.42,61.7,74.92,15.94,7.81,10.75,0,35.64,57.58
854.09,1029.76,41.25,28.75,27.66,24.59,45,26.68,85.13,103.84,85.84,136.11,115.4,143.73,82.92,76.53,88.12,144.56,132.85,159.34,122.5,88.42,117.88,15.94,7.81,10.75,0,26.14,44.23
854.22,1031.6,58.03,39.2,37.1,39,49.39,26.07,102.2,108.22,96.25,133.76,122.07,135.1,100.56,84.2,88.11,158.69,166.96,198.59,156.81,106.37,119.08,0,0,0,0,17.91,4.43
854.36,1033.44,50.71,51.02,57.88,50.98,61,40.81,117.5,114.49,117.9,146.63,133.3,144.03,118.1,105.1,114.34,167.4,184.31,244.74,172.03,136.57,154.18,22.03,0,24.93,0,37.95,15.32
854.49,1035.27,72.17,58.81,66.66,75.4,65.4,56.22,125.25,120.88,120.34,149.29,133.32,139.08,126.76,118.79,127.02,190.24,213.13,245.69,195.7,152.55,171.74,53.25,28.96,68.14,0,67.14,38.3
854.63,1037.11,52.74,46.71,63.57,61.27,49.91,62.41,105.46,120.07,122.23,131.06,123.79,118.25,126.88,126.6,144.83,200.55,225.08,239.44,173.17,156.33,170.76,84.21,28.96,97.21,0,67.81,45.48
854.76,1038.94,62.33,44.96,53.14,59.82,50.1,68.6,101.35,103.26,100.13,117.84,120.93,123.09,137.35,131.09,157.98,227.88,239.72,222.21,170.98,156.79,189.12,102.01,51.41,125.32,21.44,85.2,59.32
854.89,1040.77,31.25,21.68,33.39,32.7,31.95,50.47,79.24,86.13,79.38,90.3,95.08,96.94,132.16,126.26,132.48,225.56,224.71,204.67,156.15,154.6,176.5,107.83,42.24,100.79,40.42,65.63,31.9
855.03,1042.6,24.51,12.61,16.65,22.59,26.81,31.34,73.82,68.02,47.3,93.43,79.58,99.13,114.98,114.11,118.99,208.6,190.05,176.15,157.99,157.75,164.22,99.01,56.23,122.62,63.82,84.43,29.49
855.16,1044.43,8.32,2.98,10.35,10.02,11.94,10.41,43.85,48.02,32.35,87.34,67.19,75.11,99.59,98.75,102.62,160.43,178.87,143.1,124.97,128.69,126.07,89.33,35.56,90.59,50.09,47.06,6.22
855.3,1046.26,3.67,2.98,9.95,18.58,9.14,11.29,47.11,40.93,27.96,75.49,72.69,79.65,101.43,83.62,113.15,129.52,160.59,112.95,116.51,135.21,100.83,97.9,44.8,94.47,43.28,40.62,11.84
855.43,1048.09,0,3.03,8.47,13.35,6.79,12.95,29.5,25.88,15.59,55.08,59.65,51.64,93.4,75.61,95.14,121.73,146.11,99.61,100.85,96.85,76.37,94.27,30.8,69.83,25.6,11.9,7.08
855.56,1049.92,0,8.32,17.75,25.83,13.85,21.1,39.78,29.81,27.22,44.91,72.5,50.53,97.27,70.51,98.69,135.85,123.21,104.5,108.42,114.39,68.49,87.23,63.43,72.1,32.17,16.22,25.49
855.7,1051.75,0,8.32,13.34,12.48,8.23,10.73,15.77,9.2,12.92,27.92,40.55,30.09,63.82,53.75,75.26,111.33,90,101.42,68.68,88.62,46.61,69.88,34.41,80.4,33.42,4.37,19.87
855.83,1053.57,5.47,5.72,13.34,16.09,20.56,8.75,16.19,9.2,19.8,30.87,44.86,49.77,61.49,52.78,90.62,85.28,81.59,103.14,72.72,93.97,45.53,80.99,65.58,68.84,58.15,4.37,33.71
855.96,1055.4,5.47,0,0,3.61,17.12,0.6,10.17,0,17.8,33.72,25.74,41.34,29.4,51.38,78.88,77.8,70.43,96.77,86.68,79.89,50.36,83.03,57.63,68.53,88.78,0,20.57
856.1,1057.22,5.47,0,0,3.61,17.12,0.6,21.59,4.3,17.8,46.84,52.55,42.71,57.09,80.43,75.26,97.13,66.73,92.86,106.76,87.61,51.31,98.87,77.83,74.69,133.21,21.49,23.32
856.23,1059.04,0.01,0,0,0,3.62,0,17.49,4.3,16.05,32.59,56,28.19,68.91,84.61,80.77,105.59,92.83,88.09,113.63,94.44,75.71,131.84,86.82,79.99,192.45,51.55,41.15
856.37,1060.86,0.01,0,0,0,0,0,17.84,4.3,11.41,28.79,71.57,32.12,105.86,84.58,84.73,114.51,100.73,90.78,102.3,107.08,84.58,185.62,122.29,98.76,265.15,105.63,76.13
856.5,1062.68,5.77,13.61,0,0,5.2,6.66,6.42,0,11.41,44.11,65.58,43.84,101.93,89.35,98.48,111.9,121.1,108.61,110.09,112.17,128.9,186.21,144.89,125,308.65,138.38,125.27
856.63,1064.5,5.76,13.61,0,0,15.41,6.66,9.46,0,14.47,53.33,54.83,54.46,104.56,87.01,93.81,125.2,95.04,102.68,84.12,108.83,119.13,154.38,144.08,141.83,289.06,177.73,143
856.77,1066.32,6.93,13.61,0,0,15.41,12.58,13.52,0,8.18,48.56,36.09,61.08,85.55,99.68,95.14,123.2,105.35,100.11,64.17,95.17,95.04,107.25,121.3,120.02,214.83,173.8,132.78
856.9,1068.14,1.17,0,0,0,10.21,5.92,13.52,0,9.39,38.68,19.91,57.6,85.43,81.93,83.71,122.43,115.89,68.44,69.12,86.42,56.86,62.57,92.44,75.79,157.18,144.47,112.48
857.03,1069.96,3.44,11.11,0,7.57,0,9.44,16.48,0,10.04,45.15,42.74,52.8,94.33,90.85,60.96,126.36,125.13,82.47,90.75,82.68,64.35,67.37,69.61,60.59,139.88,124.19,102.23
857.17,1071.77,2.27,11.11,0,7.57,0,3.52,6.81,0,10.04,36.95,40.91,38.34,75.58,80.79,54.89,107.97,106.72,65.19,93.73,81.62,47.62,59.88,39.47,67.42,114.27,115.62,95.02
857.3,1073.58,19.2,33.54,13.37,18.98,23.18,5.53,29.98,20.98,18.37,41.1,64.09,50.21,78.51,80.07,80.5,109.95,110.01,92.26,76.73,85.91,53.15,80.2,25.53,86.61,114.02,160.43,91.52
857.43,1075.4,21.91,28.92,13.37,11.41,23.18,7.17,23.17,20.98,11.17,37.7,51.72,35.84,50.56,67.48,98.23,97.72,106.76,84.79,72.85,93.66,32.8,77.21,46.9,77.61,84.24,138.73,75.17
857.57,1077.21,23.06,39.24,13.37,11.41,28.4,9.91,30.28,20.98,11.32,46.64,49.36,36.18,51.95,60.24,91.98,129.85,116.2,110.36,76.66,95.09,52.36,88.24,59.63,92.96,86.14,118.75,108.2
857.7,1079.02,7.12,16.81,5.1,0.74,9.02,7.89,7.11,4.76,1.78,29.26,25.68,15.2,28.03,46.34,54.41,143,92.67,104.27,74.48,77.54,56.38,85.63,59.63,88.02,71.74,55.48,104.61
857.83,1080.83,2.14,10.32,5.1,0.74,10.51,10.77,19.39,16.15,5.5,16.44,14.22,38.81,27.68,28.34,47.74,139.4,78.71,94.1,52.88,67.22,71.29,63.61,55.64,75.4,69.58,44.16,95.61
857.97,1082.64,0.99,0,5.2,1.67,5.29,8.03,12.28,23.63,5.34,13.85,26.66,41.29,37.23,30.58,44.97,123.05,66,71.17,66.51,49.48,57.11,28.84,33.9,33.29,61,48.77,38.31
858.1,1084.45,0,0,0.11,0.93,1.49,8.03,12.28,18.87,5.34,8.52,31.78,39.78,36.79,30.5,36.88,82.71,40.64,39.96,43.37,35.08,46.61,11.12,33.9,0,38.45,42.31,13.81
858.23,1086.26,0,0,0.11,0.93,0,0,0,7.48,0,7.94,26.04,22.27,38.37,25.44,29.47,60.4,29.65,28.74,31.24,21.36,20.13,0.55,0,0,17.6,26.21,0
858.36,1088.06,7.55,0,0,3.73,6.72,6.96,3.35,0,6.76,16.71,29.85,23.44,22.96,16.39,20.41,39.12,18.67,9.89,14.92,27.33,34.99,0,0,0,28.08,0,0
858.5,1089.87,7.55,0,0,3.73,6.72,6.96,3.35,0,6.76,17.69,26.77,14.28,17.21,6.39,23.48,34.97,26.17,26.47,28.18,33.09,29.32,0,0,0,38.04,0,0
858.63,1091.67,7.8,0,1.68,3.73,8.96,14.46,13.8,0,6.76,36.04,40.34,29.35,13.05,23.92,27,32.62,27.8,26.55,53.24,35.31,31.77,0,0,0,48.45,0,0
858.76,1093.48,1.37,0,16.88,2.54,2.24,7.49,17.81,0,0,25.83,26.5,21.55,25.69,20.91,20.36,40.4,25.23,26.43,64.3,17.13,41.67,0,0,0,34.68,0,0
858.9,1095.28,1.37,0,16.88,2.54,2.24,7.49,17.81,0,0,24.86,37.01,25.54,33.47,23.99,24.36,47.55,17.34,18,55.71,26.49,40.27,0,0,0,23.93,0,0
859.03,1097.08,1.11,0,15.2,2.54,0,0,7.35,0,0,6.51,24.63,13.19,21.01,14.12,8.51,62.16,9.63,10.7,30.65,22.98,52.98,0,0,0,19.64,0,0
859.16,1098.88,0,0,0,0,0,0,0,0,0,5.78,17.89,19.19,12.47,10.94,10.27,51.79,0,21.43,4.67,34,39.71,0,0,0,11.82,0,0
859.3,1100.68,4.68,3.49,1.09,1.44,0,0,0,0,0.2,24.39,18.75,35.76,23.5,11.99,22.64,69.67,8.54,38.07,0,26.07,66.02,0.73,0,0,17.47,0,0
859.43,1102.48,4.68,3.49,1.09,1.44,0,0,0,0,0.2,28.39,17.55,26.92,37.66,9.61,28.55,55.13,21.28,51.28,6.63,31.38,74.89,0.73,0,0,22.37,0,0
859.56,1104.27,4.68,3.49,1.09,1.44,0,0,0,7.81,0.2,22.62,40.37,31.05,48.27,13.57,32.51,67.29,30.33,51.86,14.87,20.36,71.11,0.73,2.62,0,32.52,0,0
859.69,1106.07,0,0,0,0,0,0,0,7.81,0,9.59,22.81,14.09,47.79,20.44,11.62,54.68,30.37,27.06,14.87,16.26,56.9,0,2.62,0,34.02,0,0
859.83,1107.86,6.62,15.75,7.02,0,9.2,5.88,9.54,7.81,9.01,22.67,39.89,28.88,50.43,44.77,28.61,90.88,59.22,31.35,39.62,26.95,61.16,0,24.48,0,63.99,23.59,31.06
859.96,1109.66,6.62,15.75,7.02,3.76,9.2,5.88,10.12,0,9.01,38.4,27.8,28.16,51.86,59.22,30.39,105.55,72.87,44.77,36.49,42.78,70.53,5.69,21.86,0,90.43,59.1,94.35
860.09,1111.45,6.62,15.75,7.02,3.76,9.2,5.88,10.74,0,9.01,43.17,48.5,24.57,45.2,53.91,46.48,105.47,83.1,55.06,55.68,57.5,66.15,5.69,21.86,4.56,145.11,118.87,142.87
860.22,1113.24,0,0.06,6.33,3.76,0,4.41,6.87,6.98,4.83,43.73,49.43,26.86,47.33,32.07,50.96,100.52,88.13,54.86,42.59,55.68,62.89,9.1,6.31,34.6,195.93,154.34,198.58
860.36,1115.03,0,0.06,6.33,0,0,4.41,6.3,6.98,4.83,39.75,38.7,30.61,52.25,30.68,56.89,78.37,85.63,56.14,56.29,51.65,43.76,13.97,6.31,61.56,267.22,149.64,225.44
860.49,1116.82,0,0.06,6.33,0,0,4.41,5.67,12.72,4.83,46.66,34.32,44.69,74.08,50.19,62.73,91.14,100.71,96.32,49.56,56.19,41.87,48.48,33.62,86.35,283.75,157.54,276.24
860.62,1118.61,0,0,9.11,0,0,0.74,15.95,17.98,15.46,41.7,35.72,43.46,84.03,75.17,74.03,89.04,98.59,135.98,60.95,73.86,58.43,84.08,59.27,133.6,303.41,163.28,330.2
860.75,1120.4,0,2.29,11.33,1.11,8.83,3.67,46.75,23.72,35.44,35.74,65.89,49.23,93.34,90.82,93.67,126.63,140.17,167.32,87.03,98.55,98.01,112.39,103.87,161.23,318.77,230.4,379.88
860.89,1122.19,4.73,7.14,23.78,18.52,17.62,17.9,74.84,52.68,64.38,52.13,79.65,60.69,113.32,117.16,119.67,158.58,178.43,203.03,132.46,128.59,120.61,146.05,144.58,227.21,390.15,281.58,473.93
861.02,1123.97,11.81,7.14,14.68,18.52,22.81,17.16,78.04,40.44,53.6,52.74,82.63,70.04,114.88,121.4,118.56,188.78,197.28,223.97,140.8,136.86,122.45,157.97,207.54,263.45,442.1,357.69,525.92
861.15,1125.76,17.34,13.17,29.71,26.1,13.98,23.4,62.6,51.63,57.17,81.37,94.96,84.73,123.11,132.33,144.48,208,220.48,223.95,146.81,163.15,148.63,233.59,303.86,373.38,514.42,432.86,627.3
861.28,1127.54,25.72,23.88,31.75,31.03,20.19,24.65,62.49,36.18,39.09,82.01,102.29,101.77,135.37,148.27,158.07,237.24,256.05,218.61,153.85,179.45,183.49,290.24,423.89,473.34,590.42,520.75,704.72
861.42,1129.33,36.33,55.68,57.14,43.01,38.29,49.77,74.62,72.71,62.57,92.54,130.53,131.37,161.19,176.78,180.24,285.4,308.85,238.52,199.79,218.99,229.26,360.15,519.83,582.89,689.01,618.58,797.08
861.55,1131.11,51.84,60.84,69.64,50.73,50,56.47,97.66,85.39,67.95,91.31,122.99,141.53,191.59,201.86,194.31,326.48,330.91,277.01,240.3,239.1,249.6,372.97,590.03,637.7,734.17,693.35,837.37
861.68,1132.89,61.24,76.91,74.04,46.67,57.22,64.74,108.59,103.97,82.9,96.97,134.69,142.27,202.22,209.85,198.62,351.8,339.55,307.08,271.38,249.78,263.85,391.38,588.81,651.42,719.25,693.74,852.94
861.81,1134.67,63.76,64.42,63.89,47.07,50.24,66.46,107.65,100.68,88.31,113.43,134.84,126.12,209.98,216.3,216.39,349.92,322.65,297.62,258.92,246.26,244.88,415.93,576.74,636.95,664.46,680.95,842.66
861.94,1136.45,59.73,52.72,46.19,39.58,47.36,58.62,100.16,89.5,89.84,114.67,137.12,117.09,203.54,219.87,196.95,314.85,314.23,282.63,234.93,219.53,209.05,406.96,512.47,599.29,597.8,642.66,829.55
862.08,1138.23,71.27,47.59,38.72,47.32,38.72,47.68,87.91,84.9,97.6,123.8,136.29,115.96,211.33,231.35,199.41,304.02,301.05,274.22,207.5,221.04,178.78,412.24,463.79,565.54,559.39,674.32,827.04
862.21,1140,76.93,63.24,47.04,51.84,44.19,39.53,98.78,80.41,83.15,125.4,141.91,116.29,219.25,226.62,202.34,297.66,327.34,277.61,204.54,209,170.64,449.67,415.59,494.28,490.12,667.14,850.02
862.34,1141.78,80.48,87.12,56.92,66.93,46.89,53.6,103.88,106.83,81.61,138.89,140.44,116.18,232.74,222.46,228.84,324.88,321.22,285.24,204.14,205.21,165.41,526.68,375.31,457.93,454.09,667.9,896.27
862.47,1143.55,64.38,68.35,60.81,70.02,52.26,61.68,96.66,103.26,63.08,127.39,121.64,110.08,203.58,188.66,220.35,312.13,303.11,261.9,203.1,187.76,149.19,570.39,314.06,411.95,395.75,643.05,898.91
862.6,1145.33,59.06,52.69,51.48,60.89,45.75,43,76.24,95.48,58,109.35,85.63,87.1,170.22,162.98,190.66,283.18,244.15,235.37,172.18,172.11,119.43,577.58,269.95,366.44,352.88,615.03,868.04
862.74,1147.1,44.64,53.26,43.39,45.33,51.47,20.88,46.71,55.94,47.82,80.87,69.85,77.69,133.09,144.87,151.87,230.14,198.76,189.75,142.84,165.36,99.91,543.36,225.76,266.51,303.92,577.96,803.11
862.87,1148.87,28.78,49.07,29.19,20.99,33.41,1.54,30.08,31.63,41.22,53.95,51.3,49.51,107.2,102.33,113.32,162.02,158.62,136.7,95.73,125.52,84.29,445.39,195.49,175.51,242.21,494.16,725.45
863,1150.64,8.23,31.1,14.95,15.88,18.14,1.54,9.29,10.65,27.17,38.61,33.32,33.5,75.55,74.36,65.01,91.81,125.07,74.91,58.12,88.91,50.44,317.67,132.48,93.76,164.41,378.97,624.06
863.13,1152.41,2.09,4.86,1.11,7.44,0.9,1.54,4.14,5.33,8.43,19.18,13.33,7.89,39.81,24.37,36.93,53.19,77.97,31.23,35.16,43.29,27.29,172.21,73.38,58.6,92.85,238.73,511.28
863.26,1154.18,0,1.34,0,2.67,0,0,1.31,0,0,8.5,2.41,0,10.7,13.77,15.67,26.44,33.03,5.12,14.72,18.96,5.73,89.45,26.75,20.31,38.32,145.54,403.88
863.4,1155.95,0,0,0,0,0,0,1.31,0,0,0,0,0,3.76,0,13.25,15.6,0,0,14.72,0,5.73,34.5,3.29,10.22,21.04,69.97,290.31
