WP-00790,,PE0.05ppm-1,PE0.05ppm-2,PE0.05ppm-3,PE0.1ppm-1,PE0.1ppm-2,PE0.1ppm-3,PE0.5ppm-1,PE0.5ppm-2,PE0.5ppm-3,PE1ppm-1,PE1ppm-2,PE1ppm-3,PE5ppm-1,PE5ppm-2,PE5ppm-3,PE10ppm-1,PE10ppm-2,PE10ppm-3,PE50ppm-1,PE50ppm-2,PE50ppm-3,PE100ppm-1,PE100ppm-2,PE100ppm-3,PE200ppm-1,PE200ppm-2,PE200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
826.01,631.69,0,2.84,0,0,2.39,0,1.1,0.26,0,0,0,0,0,0,0,0,0,0,9.02,20.91,7.23,171.12,234.85,267.55,16.3,346.84,377.01
826.15,633.73,0,2.84,0,0,2.39,0,1.1,0,0,0,0,0,0,0,0,0,0,0,9.55,31.42,15.53,196.42,270.65,327.92,38.91,400.91,441.74
826.29,635.78,0,2.84,0,0,2.39,0,1.1,0,0,0,0,0,0,0,0,0,0,0,7.84,21.9,15.52,182.68,274.08,349.27,55.36,417.6,509.11
826.43,637.82,0.92,0,0,4.04,0,0,0,4.81,0,0,0,0,5.95,14.28,1.18,0,11.64,15.35,15.09,31.8,20.52,214.01,266.26,373.68,68.69,478.7,574.57
826.57,639.86,0.92,0,0,4.04,0,0,0,4.81,0,0,0,0,5.95,14.28,1.18,0,11.64,15.35,7.54,16.24,12.22,251.86,239.96,390.63,93.53,497.32,569.55
826.7,641.9,0.92,0,0,4.04,0,0,0,7.77,0,0,0,0,5.95,14.28,1.18,3.28,14.54,15.35,11.29,32.77,12.22,270.78,277.07,427.98,116.1,531.01,563.27
826.84,643.94,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,19.82,3.28,2.9,0,8.58,24.71,1.93,273.78,278.27,439.41,122.73,506.11,490.42
826.98,645.98,0,0,0,0,0,2.83,0,2.96,2.33,0,0,0,0,0,19.82,3.28,2.9,0,8.52,37.52,1.93,245.29,298.31,417.69,88.88,454.39,440.08
827.12,648.02,0,0,0,0,0,2.83,0,0,2.33,0,0,0,0,0,19.82,0,0,0.87,4.77,20.5,5.14,196.55,276.44,350.39,49.85,364.75,349.5
827.26,650.06,0,3.61,8.71,0,0,6.24,0,0,2.33,0,7.18,0,0,0,0,0.55,0,9.76,0.09,12.81,6.88,125.89,246.65,275.17,13.59,280.85,296.67
827.4,652.09,0,3.61,16.06,6.41,5.73,3.41,0.75,0,0,0,7.18,0,0,0,0,0.55,0,9.76,0.09,0,6.88,97.63,184.95,245.36,0,200.7,224.58
827.54,654.13,0,6.27,16.06,8.17,5.73,24.72,0.75,0,0,0,7.18,0,0,0,0,0.55,0,8.89,0.09,0,7.25,60,119.76,215.75,0,182.73,173.03
827.68,656.16,0.88,5.61,9.4,20.49,21.39,37.83,0.75,6.78,0,8.21,14.15,2.58,0,0,0,0,0,0,10.46,19.72,3.58,61.34,92.33,197.54,0,147.17,159.22
827.82,658.2,0.88,5.61,2.06,14.08,15.66,37.83,0,6.78,0,8.21,14.15,2.58,0,0,0,0,0,0,10.46,19.72,3.58,42.32,91.53,163.98,0,154.25,139.05
827.96,660.23,0.88,2.95,2.06,12.32,15.66,16.52,0,6.78,0,8.21,14.15,2.58,0,0,0,0,0,0,10.46,19.72,0,42.32,76.27,132.61,0,106.51,136.08
828.1,662.26,0,11.13,3.9,0,0,0,0,0,5.39,0,0,0,0,0,0,0,0,0,0,0,0,37.11,63.97,138.21,0,80.74,103.08
828.24,664.29,0,11.13,3.9,0,0,0,0,0,5.39,1.53,0,0,0,0,0,0,0,0,0,0,0,25.1,53.54,147.34,0,74.83,140.61
828.38,666.32,0,11.13,3.9,0,0,0,0,0,8.01,1.53,0,0,0,0,0,0,0,0,0,0,0,60.23,81.19,227.21,0,83.99,165.56
828.52,668.34,0,0,8.79,6.41,2.1,2.85,0,0.59,2.62,1.53,0,0,0,0,4.19,0,0,0,0,0,0,73.38,78.59,214.84,3.9,95.57,156.26
828.65,670.37,0,0,8.79,6.41,2.1,8.21,0,0.59,2.62,0,0,0,0,0,4.19,0,0,0,0,0,0,63.37,73.08,194.22,3.9,59.87,94.71
828.79,672.4,0,0,8.79,6.41,2.73,8.21,4.13,0.59,0,0,0,0,0,0,4.19,0,0,0,0,0,0,28.24,36.54,112.9,3.9,31.23,36.95
828.93,674.42,7.61,5.96,11.07,0,12.23,5.37,13.61,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,25.74,19.65,99.9,0,21.16,41.02
829.07,676.45,7.61,5.96,11.07,0,12.23,2.79,13.61,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,31.44,3.5,83.53,3.87,43.08,41.4
829.21,678.47,12.46,8.82,11.07,2.71,11.6,5.86,9.48,8.19,3.63,0,0,0,3.54,0,2.42,0,0,0,0,0,0,31.44,26.89,68.81,3.87,53.21,64.93
829.35,680.49,4.85,2.86,0,2.71,0,5.86,0,14.61,3.63,0,0,0,3.54,0,0,0,0,0,0,0,0,8.4,23.39,33.15,3.87,32.06,32.03
829.49,682.51,4.85,2.86,0,2.71,0,3.07,0,14.61,3.63,0,0,0,3.54,0,0,0,0,0,0,0,0,2.7,23.39,7.69,0,10.13,23.53
829.63,684.53,0,7.27,2.37,5.68,6.77,12.33,0,6.75,0,0,4.24,0,0,0,0,0,0,0,0.63,0,0,16.04,0,4.45,6.33,25.8,0
829.77,686.55,0,7.27,2.37,5.68,14.61,12.33,0,0.33,1.58,0,4.24,0,0,0,0,0,0,0,0.63,0,0,38.81,2.84,5.54,16.08,33.22,3.81
829.91,688.57,0,7.27,2.37,5.68,14.61,12.33,0,0.33,1.58,0,4.24,0,0,0,0,0,0,0,0.63,0,0,38.81,2.84,5.54,16.08,33.24,3.81
830.04,690.58,0,8.74,0,2.07,10.69,8.67,0,0,3.94,0,6.98,0,0,0,0.09,0,0,0,0,2.47,0,44.41,2.84,1.09,22.54,7.43,3.81
830.18,692.6,0,8.74,0,2.07,3.76,8.67,0,2.3,4.82,0,10.68,0,0,0,0.09,0,0,17.46,0,2.47,0,18.94,0,0,12.79,0.02,0
830.32,694.61,1.35,8.74,0,2.07,4.83,8.67,3.64,12.15,13.83,0,15.87,0,0,0,0.09,0,0,17.46,0,2.47,0,18.94,0,0,12.79,0,0
830.46,696.63,1.35,0.82,0,0,1.98,0,3.64,12.15,11.47,0.92,8.88,0,0,0,0,0,0,17.46,0,0,0,0,0,0,0,0,0
830.6,698.64,14.72,0.82,0,0,8.13,8.77,3.64,9.84,9.01,8.32,8.66,2.59,9.55,7.97,10.07,13.23,3.47,0,14.28,2.02,0.93,3.99,0,2.7,22.97,0,0
830.74,700.65,13.36,0.82,0,0,7.06,11.89,3.09,0,0,8.32,6.32,2.59,9.55,12.5,14.37,16.88,3.67,0,14.28,2.02,0.93,22.38,8.22,11,51.62,18.01,10.63
830.88,702.66,14.83,0.75,5.85,0,7.06,20.03,3.09,0,0,18.2,6.32,4.54,23.22,15.58,28.55,16.88,7.26,0,14.28,2.02,6.14,37.84,21.97,11,56.29,24.9,15.31
831.02,704.67,10.75,15.65,17.19,3.1,11.96,11.26,8.43,0,0,10.8,2.84,1.95,13.67,7.62,26.66,3.65,3.8,0,0,0,5.21,53.16,24.34,8.3,44.77,35.1,15.31
831.16,706.68,22.41,15.65,17.23,6.21,18.61,8.14,5.34,0,0,10.8,0,1.95,13.67,14.05,26.41,17.94,3.59,4.46,0,0,5.21,52.44,20.33,0,22.23,17.09,5.9
831.29,708.69,34.64,29.19,31.1,24.02,28.63,12.93,8.13,0.05,0,1.63,0,0,9.06,30.12,25.81,22.58,0,4.46,11.74,3.54,14.88,62.71,9.97,4.73,42,25.78,3.8
831.43,710.69,25.52,24.06,25.97,33.85,16.84,12.93,2.79,5.27,0,1.63,2.77,0.82,9.06,42.93,17.63,22.58,0,12,11.74,11.12,18.49,44.95,7.6,4.73,41.41,15.58,11.2
831.57,712.7,19.82,39.61,27.59,38.12,25.14,24.09,19.91,16,0,6.83,7.65,7.4,25.38,51.74,13.58,10.89,7.73,7.54,17.88,14.09,27.82,30.61,3.39,4.73,41.91,15.58,9.98
831.71,714.7,8.23,33,7.86,30.16,15.12,11.15,25.06,16.17,0,5.19,7.65,12.41,16.32,37.98,0,6.25,7.73,23.57,6.14,19.88,13.34,4.88,0,0,17.47,0,7.39
831.85,716.71,25.17,34.6,27.12,34.41,23.08,17.07,25.06,14.55,0,12.49,10.5,25.23,18.11,31.75,5.98,38.29,7.73,39.34,11.88,16.22,18.73,3.34,0,0,6.61,0,0
831.99,718.71,32.54,19.04,25.46,27.02,8.11,5.92,8.52,7.04,0,7.29,5.62,18.65,1.78,11.98,5.98,41.96,4.02,48.15,5.74,13.26,9.39,0,0,0,0,0,0
832.13,720.71,57.12,24.61,41.48,29.92,10.81,7.37,0.58,11.74,6.52,16.44,9.42,24.11,1.78,36.04,13.52,67.53,21.02,34.87,13.18,13.58,9,0,0,0,0.43,0,0
832.26,722.71,41.25,21.39,16.02,12.74,2.7,1.45,0.58,8.13,6.52,15.82,3.8,18.44,11.7,29.47,13.45,52.92,36.2,11.56,7.44,9.66,1.91,4.26,0,0,0.43,0,0
832.4,724.71,32.14,21.39,20.92,17.03,9.31,1.75,0,13.14,9.01,23.8,6.41,34.04,11.7,50.13,27.18,50.4,49.97,28.89,21.23,25.36,7.74,26.51,10.69,0,12.27,0,0
832.54,726.71,10.01,24.59,13.78,4.29,6.61,2.24,0,17.81,2.5,21.94,11.85,32.12,11.7,22.48,38.52,24.83,48.06,39.54,13.79,17.98,13.83,26.51,10.69,0,17.62,0,0
832.68,728.71,12.65,16.45,13.78,10.89,6.61,2.24,0,21.43,2.5,16.83,11.85,28.3,12.79,22.48,45.61,16.37,48.23,39.54,13.79,17.98,11.92,22.25,10.69,0,17.62,0,0
832.82,730.7,17.61,28.86,22.72,13.52,6.61,4.83,12.65,19.53,6.62,8.85,9.24,15.8,15.38,10.57,31.88,8.97,34.37,13.39,17.45,5.36,9.34,0,0,0,10.03,0,0
832.96,732.7,13.06,16.24,13.84,13.52,6.61,2.89,12.65,9.94,6.62,1.57,2.86,7.25,20.53,8.75,13.01,8.97,19.29,0,22.24,3.08,3.25,0,0,0,4.26,0,0
833.1,734.69,13.54,21.14,22.85,9.03,6.61,4.93,13.57,9.57,12.86,3.31,4.44,3.1,20.45,14.98,0.61,8.33,14.94,0,32.01,18.85,3.25,2.97,0,0,4.26,0,0
833.23,736.69,13.69,12.27,13.98,17.86,11.82,2.05,7.51,3.25,19.84,16.57,9.62,9.45,17.86,27.24,5.67,9.58,22.57,0,14.55,15.77,1.87,2.97,0,0,4.18,0,0
833.37,738.68,13.69,12.84,26.13,17.86,11.82,2.05,7.51,3.25,19.84,16.57,7.42,9.45,12.71,27.24,5.67,9.58,22.57,0,16.18,15.77,1.87,2.97,0,0,4.18,0,0
833.51,740.67,9.58,10.06,17.12,17.46,11.82,5.26,6.59,0.97,13.6,16.05,8.21,9.45,0,21.01,8.33,5.31,11.57,0,6.41,0,1.87,0,0,0,4.18,0,0
833.65,742.66,0.25,6.52,12.15,1.7,0,5.26,0,0.97,0,2.79,3.03,0,0,0,3.27,4.06,0,0,6.41,0,0,0,0,0,0,0,0
833.79,744.65,0.25,12.82,0,7.01,0,12.77,0,0.97,0,2.79,2.37,0,0,0,3.27,4.06,0,0,0,0,0,0,0,0,0,0,0
833.93,746.64,0,10.7,0,5.31,0.2,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834.06,748.63,5.84,18.39,2.79,5.31,9.04,13.37,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834.2,750.61,7.39,7.69,2.79,0,9.04,5.86,0,5.9,0,0,0,0.7,0,0,0.94,0,0,0,0,0,0,0.94,0,0,3.16,0,0
834.34,752.6,7.39,7.69,2.79,0,9.19,7.16,0,5.9,3.41,2.3,0,0.7,0,0,0.94,0,0,0,4.56,0,0,0.94,0,0,12.28,0,0
834.48,754.58,1.56,0,0,0,0.35,1.31,0,5.9,3.41,2.3,0,0,0,0,0.94,0,0,0,4.56,0,0,0.94,0,0,12.28,0,0
834.62,756.57,0,0,0,0,2.19,1.31,0,0,3.41,2.3,0,0,0,0,0,0,0,0,4.56,0,0,0,0,0,11.82,0,0
834.75,758.55,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0
834.89,760.53,17.1,4.94,8.69,8.43,11.85,0,0,0,0,5.33,0,13.7,12.51,0,0,0,4.35,0,0,0,0,0,0,0,15.96,0,0
835.03,762.51,17.1,4.94,8.69,8.43,10,0,0,0,0,5.33,0,13.7,12.51,0,0,0,4.35,0,0,0,0,0,0,0,27.79,0,0
835.17,764.49,17.1,16.49,8.69,8.43,10,4.83,0,0,0,5.33,0,13.7,12.51,0,0,0,4.35,0,0,0,0,0,0,0,27.79,0,0
835.31,766.47,4.96,12.01,9.55,1.72,4.34,18.92,0.78,4.85,5.31,2.09,14.26,0,0,5.04,4.39,21.45,9.91,0.19,11.71,0,12.99,0,0,0,14.53,0,0
835.44,768.45,6.62,19.16,25.78,7.49,4.34,18.92,0.78,4.85,5.31,2.09,14.26,0,0,5.04,8.6,28.83,9.91,6.27,11.71,0,27.62,0,0.61,0,2.45,0,0
835.58,770.42,6.62,7.61,25.78,7.49,11.82,24.94,0.78,4.85,5.31,2.09,14.26,9.72,0,5.05,8.6,29.46,10.66,6.27,11.71,0,27.62,0,18.4,0,18.82,0,0
835.72,772.4,5.12,7.15,24.27,10.1,7.48,10.84,0,0,0,1.82,0,9.87,10.27,12.93,10.15,10.35,0.74,16.01,0,0,17.32,0,61.81,1.32,35.9,0,0
835.86,774.37,4.28,7.63,13.42,4.32,10.53,15.54,4.6,2,0,15.96,0.95,22.64,16.34,38,9.01,18.22,21.07,19.07,3.29,5.97,2.69,0,127.78,17.2,52.45,0,0
836,776.34,4.28,9.16,18.69,4.32,13.73,4.7,4.6,2,0,20.29,0.95,12.92,22.42,42.74,9.01,26.3,37.78,28.96,3.29,14.47,11.54,0,160.97,17.2,36.07,0,0
836.13,778.32,0.81,13.8,10.66,0,16.24,16.8,4.6,3.18,0,32.21,5.16,28.48,19.79,47.81,21.74,47.03,61.91,45.55,7.46,28.7,25.78,0,170.15,15.88,52.83,0,1.93
836.27,780.29,9.06,19.37,25.22,4.74,20.65,26.45,1.75,18.34,5.03,27.68,14.62,24.93,41.38,51.76,42.02,78.31,90.48,86.35,28.18,48.15,50.22,18.16,179.55,12.44,72.46,9.8,7.07
836.41,782.26,9.06,26.04,20.56,4.74,9.98,26.45,1.93,18.34,7.15,25.25,27.31,24.93,70.07,74.14,78.82,106.35,98.48,100.58,44.47,69.71,41.37,27.94,187.4,23.09,109.34,21.04,12.53
836.55,784.23,21.45,39.26,52.5,16.56,36.04,14.35,31.85,28.15,20.04,35.7,45.41,38.36,97.97,93.06,97.74,129.6,130.69,129.02,67.52,96.81,55.82,50.01,234.46,58.3,119.63,51.41,50.38
836.69,786.19,29.89,46.7,49.6,32.8,42.33,6.55,44.89,24.52,25.44,50.36,51.4,55.66,108.41,89.53,116.87,140.39,150.45,144,100.12,112.81,68.16,69.98,250.41,80.74,134.13,80.21,84.77
836.82,788.16,44.05,61.79,75.02,42.82,65.13,24.8,58.25,56.8,43.84,82.01,62.7,83.81,129.51,110.65,132.65,174.84,198.53,191.97,130.39,136.8,118.9,146.27,294.36,150.17,173.29,109.33,151.16
836.96,790.13,66.25,61.32,73.21,41.17,38.18,47.19,44.06,61.61,49.01,73.77,67.11,79.21,127.04,109.21,132.54,195.73,220.71,203.71,148.43,142.23,141,173.33,302.42,164.71,188.9,164.23,174.99
837.1,792.09,74.56,71.95,88.84,39.62,44.01,63.27,65.3,85.52,80.62,81.96,88.96,86.05,152.34,157.2,147.86,230.71,243.99,212.88,134.91,165.44,162.88,229.83,346.93,211.02,239.94,225.56,254.59
837.24,794.06,76.75,73.13,88.68,36.95,42.72,47.9,85.77,94.99,84.79,84.03,92.35,84.44,169.18,155.07,133.06,261.91,250.15,218.6,145.95,166.54,161.31,225.87,383.32,190.55,252.19,315.12,303.07
837.37,796.02,76.15,88.86,89.08,55.5,64.98,54.74,108.46,114.01,113.84,119.98,106.63,127.71,208.24,189.16,167.14,306.65,280.85,251.86,170.54,199.85,179.63,283.8,419.26,228.98,266.33,395.23,379.11
837.51,797.98,67.21,81.25,75.13,38.72,62.58,39.26,102.48,105.36,107.89,117.26,102.56,132.3,207.29,179.56,153.54,310.04,286.88,275.45,191.47,200.83,177.94,273.38,432.88,243.73,258.14,489.66,400.8
837.65,799.94,106.16,109.85,103.73,76.49,79.06,78.32,125.39,138.27,147.5,154.75,150.37,173.45,239.21,220.19,220.82,352.66,345.79,342.25,219.95,247.37,239.48,347.85,499.38,322.04,299.16,583.99,507.05
837.79,801.9,114.1,91.12,101.66,70.59,62.2,69.05,142.96,140.51,148.44,142.23,150.85,154.92,259.13,225.13,240.76,366.93,362.69,375.37,234.42,257.91,248.68,379.98,551.55,374.35,353.84,647.64,607.97
837.92,803.86,141.36,131.04,123.91,108.35,91,104.44,177.53,168.74,167.7,181.04,186.98,172.38,299.7,249.4,287.7,439.85,430.58,429.15,293.57,300.44,309.21,491.1,639.72,453.65,417.85,741.96,744.88
838.06,805.82,119.18,126.85,98.05,75,74.03,76.05,167.32,139.53,148.53,147.39,180.99,151.39,307.16,256.88,268.84,452,436.02,442.14,309.27,302.2,295.96,518.44,669.44,480.85,436.09,802.16,803.01
838.2,807.78,114.32,158.65,105.84,81.64,100.71,93.99,163.11,157.99,160.68,185.41,205,167.73,310.61,271.69,272.31,495.13,449.78,447.13,334.63,339.29,315.04,570.44,719.84,555.71,468.98,874.37,868.13
838.34,809.73,108.12,130.77,96.97,83.29,82.06,74.92,160.9,154.77,148.5,168.75,211.33,192.73,303.71,272.15,290.77,484.92,450.87,447.11,318,350.71,302.12,566.77,737.24,589.91,457.21,935.24,908.93
838.47,811.69,115.25,125.23,111.75,104.59,90.74,86.19,166.03,167.56,162.65,197.42,199.33,213.72,312.47,283.95,326.23,513.38,455.62,445.09,330.36,360.46,316.87,613.43,792.3,655.11,470.43,1008.11,961.05
838.61,813.64,121.26,135.23,119.09,118.45,91.98,84.68,190.37,179.23,170.69,214.97,203.87,237.6,346.79,308.29,361.9,538.38,481.92,477.61,342.62,353.77,359.51,676.64,842.6,691.53,469.88,1123.2,1023.39
838.75,815.6,117.93,137.23,136.08,102.64,85.21,88.17,177.71,190.57,184.73,230.51,191.41,224.13,370.76,320.95,359.22,545.38,479.89,501.79,355.87,345.42,380.47,763.51,882.22,709.95,470.32,1203.63,1100.41
838.89,817.55,136.37,146.67,142.85,105.6,82.21,101.43,195.5,193.02,194.88,229.49,200.71,218.11,360.5,323.39,356.66,549.82,497.95,500.74,352.57,344.51,389.89,831.15,914.3,732.15,498.55,1297.84,1160.86
839.02,819.5,144.48,139.43,149.61,113.9,87.88,98.02,186.29,197.8,193.37,203.14,208.68,203.08,360.23,314.15,331.08,525.91,488.01,492.03,357.94,349.93,369.96,921.46,923.38,733.69,536.77,1376.71,1200.98
839.16,821.45,155.69,160.64,153.15,128.97,111.66,111.72,197.86,193.03,209.96,208.88,232.42,229.15,355.4,324.35,337.61,546.78,476.18,489.08,370.09,380.14,387.15,974.54,933.24,786.34,600.76,1469.7,1240.55
839.3,823.4,148.79,148.73,142.57,111.26,121.32,106.31,173.98,168.15,189.78,208.51,254.71,226.11,356.79,313.09,329.02,513.21,462.9,496.02,374.46,378.56,394.23,988.18,916.32,778.22,604.98,1542.58,1258.34
839.43,825.35,140.54,143.14,150.98,84.55,117.32,101.23,162.77,146.93,172.26,209.14,242.67,223.07,330.5,313.17,330.43,505.29,472.62,490.29,380.16,371.66,397.65,958.81,894.42,762.76,621.87,1562.13,1271.13
839.57,827.29,140.07,160.33,158.17,90.62,119.75,94.59,164.33,152.15,164.86,225.2,240.72,213.79,346.98,335.02,332.94,506.15,510.11,496.99,392.31,376.2,385.84,917.89,897.62,748.43,660.54,1568.12,1278.7
839.71,829.24,117.71,150.63,163.79,83.46,101.63,70.06,166.68,156.83,165.9,222.7,215.55,230.63,340.57,329.63,318.55,509.11,505.37,502.47,401.58,387.85,373.47,869.07,861.28,736.2,689.98,1583.9,1292.39
839.85,831.18,143.89,171.81,150.64,95.85,104.07,79.76,172.25,174.72,181.5,231.08,222.6,236.34,368.38,345.14,341.72,503.63,508.52,512.17,402.4,404.06,373,814.48,849.5,759.87,750.32,1603.91,1338.29
839.98,833.13,135.19,139.1,125.25,68.36,96.61,63.56,147.6,158.73,144.21,204.24,212.42,205.83,334.96,311.41,325.99,465.59,473.11,458.98,395.01,371.39,360.63,766.66,798.83,735.99,783.1,1576.03,1331.65
840.12,835.07,144.92,158.82,123.64,73.31,97.59,78.47,139.06,148.85,149.69,196.17,207.01,195.1,323.64,306.46,328.7,469,471.48,439.23,389.72,362.49,356.72,758.95,766.95,713.22,816.66,1508.6,1348.45
840.26,837.01,137.1,133.32,138.47,59.36,87.35,78.49,131.63,125.41,133.63,194.54,218.04,192.14,306.43,310.61,309.85,472.51,453.62,457.59,407.22,350.71,341.25,769.03,740.19,705.57,783.33,1448.95,1333.37
840.39,838.95,139.93,123.49,128.97,61.42,65.45,70.18,131.54,102.64,141.23,182.57,191.74,195.17,304.88,306.76,298.33,440.02,452.76,475.61,390.05,343.59,346.78,776.1,704.09,672.26,738.01,1434.64,1330.62
840.53,840.89,139.21,111.43,138.24,64.92,63.98,64.65,132.89,112.98,124.61,189.37,208.54,186.65,323.77,310.34,308.58,435.3,462.01,469.74,400.67,351.59,357.42,776.61,728.45,708.39,675.13,1422.45,1308.99
840.67,842.83,110.48,118.03,118.5,56.75,64.85,46.44,128.91,101.33,111.65,180.84,186.01,194.45,300.66,279.59,286.82,397.59,482.59,448.54,387.29,353.6,364.4,769.46,736.49,688.54,611.93,1393.6,1314.03
840.81,844.77,121.09,143.62,125.09,67.25,76.71,59.57,145.27,135.34,140.7,204.97,217.8,205.92,312.87,298.17,304.06,459.87,514.51,465,389.91,370.27,373.72,768.64,793.86,756.02,551.39,1397.76,1347.75
840.94,846.71,135.69,151.88,112.02,80.74,91.58,78.03,159.3,145.36,157.42,228.43,223.26,235.71,336.75,341.41,325.3,488.49,537.76,502.13,414.53,378.62,385.7,791.16,821.25,803.51,551.86,1399.92,1425.13
841.08,848.64,160.95,163.14,127.27,103.57,109.44,105.83,195.32,190.38,199.81,248.21,247.04,243.18,395.29,377.31,375.2,597.11,593.34,545.93,446.16,426.63,426.02,815.35,866.64,863.34,572,1463.43,1500.19
841.22,850.58,170.1,158.62,155.74,113.29,114.19,116.85,215.58,202.95,208.42,281.22,247.38,261.19,430.38,418.77,426.99,651.95,630.48,606.94,486.02,469.2,450.56,881.76,894.92,894.4,616.7,1487.83,1567.14
841.35,852.51,184.14,186.65,188.44,128.89,129.49,131.08,268.05,249.42,253.59,305.11,273.94,283.75,464.02,462.44,469.66,719.01,712.84,689.18,526.77,535.34,495,915.06,929.44,894.68,636.96,1547.46,1591.65
841.49,854.44,204.61,213.45,207.24,137.94,133.58,126.43,289.31,283,288.54,345.77,318.27,317.76,507.77,495.89,523.44,777.52,785.98,738.53,550.96,563.25,534.55,967.14,963.75,924.09,657.33,1564.22,1593.62
841.63,856.37,237.31,233.14,229.26,147.88,156.21,141.34,338.79,324.8,348.38,347.99,358.15,352.66,580.08,539.22,593.1,865.58,882.68,829.11,592.39,618.39,580.99,992.11,987.62,936.39,681.93,1577.87,1614.15
841.76,858.31,253.22,245.05,235.16,161.37,165.07,148.46,368.17,345.16,373.78,360.09,371.59,376.1,631.93,572.11,657.65,942.21,939.27,881.57,622.37,634.42,609.66,1000.64,999.72,956.26,711.77,1582.42,1618.24
841.9,860.23,252.91,234.73,221.18,168.97,170.37,148.37,381.32,350.64,384.63,356.97,361.13,375.99,647.57,618.11,655.31,988.61,949.3,935.48,639.81,629.24,605.78,993.29,952.94,933.25,693.71,1549.43,1556.78
842.04,862.16,233.27,243.08,213.19,173.58,179,142.94,373.81,352.12,364.48,353.51,345.34,381.54,637.53,596.43,611.3,965.34,917.34,899.39,639.25,591.06,601.57,938.6,898.18,877.24,670.33,1447.78,1416.66
842.17,864.09,209.29,213.1,200.53,151.18,174.3,131.84,321.64,323.93,327.33,321.71,317.22,334.76,579.82,527.42,531.96,879.42,841.38,807.97,577.36,540.55,548.69,894.59,783.09,781.58,612.29,1302.81,1255.56
842.31,866.02,173.53,181,180.09,122.34,143.83,116.63,260.03,272.64,270.74,274.47,257.31,289.87,486.33,447.97,471.5,741.38,723.31,658.44,483.7,450.61,482.71,774.13,658.89,648.81,544.82,1105.41,1095.35
842.45,867.94,130.1,127.56,140.66,81.83,98.01,92.43,188.42,189.68,206.82,212.23,197.4,205.97,373.84,344.51,373.04,590.68,575.91,517.58,366.04,358,373.73,651.35,528.38,526.06,423.01,905.69,927.48
842.58,869.87,105,104.79,97.88,51.65,60.2,57.55,142.15,137.06,149.57,158.98,156.82,157.74,298.69,268.05,267.57,467.99,434.18,394.72,276.39,260.73,292.75,532.57,417.55,423.65,327.88,723.64,785.29
842.72,871.79,82.68,85.13,81.88,25.82,35.5,39.12,103.99,88.89,92.44,102.5,121.69,104.95,229.97,173.03,196.56,336.74,343.56,304.97,204.53,195.57,223.56,444.91,357.5,343.36,235.87,582.39,653.55
842.86,873.71,65.91,70.69,71.11,16.65,21.35,26.25,76.39,81.61,52.2,88.92,112.11,99.38,176.81,146.57,154.76,280.39,267.17,239.46,169.89,164.65,183.93,386.48,292.69,288.63,212.76,489.71,581.72
842.99,875.64,32.02,36.42,48.15,7.01,7.07,14.88,38.06,44.65,20.16,69.11,61.97,63.25,110.76,100.88,124.4,198.82,209.57,174.39,121.37,133.84,134.08,295.16,240.33,215.03,157.76,377.82,471.67
843.13,877.56,36.8,34.87,33.92,18.16,11.15,21.23,32.36,33.6,32.15,71.07,60.27,55.24,113.49,112.64,115.82,187.03,152.41,143.77,107.64,145.15,113.68,264.63,213.76,202.54,179.22,341.38,425.41
843.27,879.48,24.72,20.08,10.11,11.15,5.82,15.18,14.84,8,22.24,44.82,39.02,35,90.32,83.17,102.69,138.02,126.04,99.93,87.69,107.91,79.73,236.21,179.99,151.52,142.8,293.74,364.27
843.4,881.39,31.29,29.35,14.4,14.33,12.36,15.18,22.55,8,22.37,51,64.21,48.54,80.6,84.82,95.33,125.13,134.78,98.2,91.52,106.78,86.23,217.25,167.33,152.95,151.49,300.56,330.93
843.54,883.31,28.85,22.9,7.95,3.18,11.21,5.31,10.64,3.74,3.15,43.41,51.28,52.3,71.1,70.02,79.53,108.8,128.42,94.04,91.58,86.89,74.96,194.84,132.25,120.28,103.42,271.62,292.82
843.68,885.23,40.27,22.9,13.42,3.74,14.14,16.18,16.56,2.86,7.84,56.37,51.58,57.61,84.83,82.44,86.95,122.03,132.61,99.1,96.21,96.22,85.58,185.34,143.07,143.84,89.92,238.24,278.94
843.81,887.14,36.05,27.68,15.52,11.12,7.6,16.18,8.85,3.14,10.52,51.99,36.88,54.59,95.22,87.52,91.03,120.27,116.82,97.51,98.17,87.23,76.54,206.84,161.9,155.42,70.75,241.89,279.41
843.95,889.06,13.78,14.04,11.86,11.12,2.92,10.87,5.92,0.28,7.5,51.17,47.73,45.13,72.5,67.5,88.67,107.07,109.92,85.8,82.7,74.13,63.73,193.9,153.96,142.89,86.82,186.1,287.45
