WP-00790,,PS0.1ppm,PS0.5ppm,PS1ppm,PS5ppm,PS10ppm,PS50ppm,PS100ppm,PS200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
866.15,1192.84,0,0,0,0,0,0,0,4.29
866.29,1194.58,0,0,0,0,0,0,0,0
866.42,1196.33,0,0,0,0,0,0,0,0
866.55,1198.07,0,0,0,0,0,0,0,9.98
866.68,1199.82,0,0,0,0,0,0,0,9.98
866.81,1201.56,0,5.89,0,0,0,0,0,9.98
866.94,1203.3,0,5.89,0,0,0,0,0,0
867.07,1205.04,0,5.89,0,0,0,0,0,0
867.2,1206.78,0,10.82,0,0,0,0,0,0
867.33,1208.51,0,10.82,0,0,0,0,0,0
867.46,1210.25,0,19.01,0,0,0,0,0,0
867.59,1211.98,0,9.28,0,0,0,0,0,0
867.72,1213.72,0,62.05,0,0,0,3.8,0,0
867.85,1215.45,0,85.58,0,10.87,0,12.91,0,0
867.98,1217.18,0,90.28,0,10.87,0,20.46,0,0
868.12,1218.92,0,37.51,0,10.87,0,16.66,0,0
868.25,1220.65,0,12.03,12.86,0,0,39.98,0,0
868.38,1222.38,0,25.18,12.86,0,0,32.42,0,0
868.51,1224.1,0,27.4,12.86,7.86,0,32.42,0,0
868.64,1225.83,0,21.17,0,12.06,0,0,0,0
868.77,1227.56,0,2.22,0,16.06,0,0,0,0
868.9,1229.28,0,0,0,8.2,0,0,0,0
869.03,1231.01,0,0,0,4,0,0,0,0
869.16,1232.73,0,4.34,0,0,0,0,0,0
869.29,1234.45,0,4.34,0,0,0,0,0,0
869.42,1236.17,21.07,4.34,0,0.14,0,0,0,0
869.55,1237.9,39.65,2.7,0,2.03,0,9.18,0,0
869.68,1239.61,39.65,15.67,0,15.02,0,9.18,0,0
869.81,1241.33,24.22,15.67,0,33.41,0,9.18,0,0
869.94,1243.05,5.65,12.97,0,33.83,0,0,0,0
870.07,1244.77,9.44,0,0,31.84,0,0,0,0
870.2,1246.48,13.41,0,15.84,23.43,7.07,0,0,0
870.33,1248.2,55.32,0,15.84,33.17,7.07,0.59,0,0
870.46,1249.91,95.09,0,25.08,22.18,7.07,0.59,10.14,1.62
870.59,1251.62,139.02,9.9,55.22,53.2,8.48,1.35,42,21.2
870.72,1253.33,138.23,20.05,80.2,55.7,33.09,15.51,128.84,52.64
870.85,1255.04,151.84,61.24,70.96,68.55,33.96,16.08,208.97,95.79
870.98,1256.75,159.28,66.7,73.69,57.11,25.48,55.18,303.31,155.45
871.11,1258.46,198.78,56.56,74.18,51.37,36.43,87.01,345.73,226.49
871.24,1260.17,230.46,32.93,131.98,38.52,59.96,157.7,443.01,300.37
871.36,1261.87,246.64,20.49,132.21,8.81,69.36,177.57,520.5,336.76
871.49,1263.58,258.32,45.9,125.3,0,59.37,192.97,597.85,377.97
871.62,1265.28,244.51,28.33,111.92,0,46.63,193.21,615.39,382.02
871.75,1266.99,252.97,25.41,99.19,0,54.9,185.08,581.91,401.02
871.88,1268.69,243.84,0,114.88,0,29.34,177.35,571.51,403.73
872.01,1270.39,253.76,19.82,95.32,0,46.87,127.7,519.2,376.17
872.14,1272.09,268.96,19.82,108.74,1.72,29.19,91.01,501.52,368.89
872.27,1273.79,279.34,34.98,105.35,4.73,37.95,46.83,415.38,294.44
872.4,1275.49,291.88,28.96,105.5,4.73,8.76,50.5,404.76,274.15
872.53,1277.18,276.71,54.66,129.96,26.76,21.7,48.13,336.11,202.14
872.66,1278.88,286.6,39.66,160.84,23.75,12.94,45.49,286.21,167.86
872.79,1280.57,300.1,33.29,190.03,27.38,50.68,24.81,204.62,109.18
872.92,1282.27,317.11,43.43,162.41,3.63,37.74,12.98,151.88,53.86
873.05,1283.96,327.29,81.07,164.33,25.97,39.67,14.33,129.33,28.84
873.17,1285.65,336.52,92.45,187,51.04,10.12,18.75,96.87,19.54
873.3,1287.34,341.49,56.62,216.75,51.04,64.07,18.05,65.73,20.43
873.43,1289.03,332.62,26.91,236.7,28.7,102.88,9.25,51.87,17.02
873.56,1290.72,338.93,25.04,221.52,3.41,129.27,0,49.53,10.14
873.69,1292.41,374.29,53.17,245.09,35.79,123.44,18.41,80.69,14.93
873.82,1294.1,389.83,67.87,248.86,54.91,87.52,25.28,90.95,5.69
873.95,1295.78,365.53,66.75,297.15,83.93,96.83,31.96,117.07,13.77
874.08,1297.47,335.74,72.8,319.98,75.53,90.7,23.73,135.38,39.72
874.2,1299.15,335.79,86.36,321,61.94,127.48,24.33,135.87,53.37
874.33,1300.84,350.12,96.53,326.66,51.48,89.93,27.55,142.99,56.42
874.46,1302.52,358.39,95.33,328.29,49.39,99.39,19.4,176.75,68.74
874.59,1304.2,353.06,71.52,366.01,70,77.64,16.63,220.91,70.12
874.72,1305.88,382.9,88.22,368.93,80.52,168.12,15.05,268.6,139.31
874.85,1307.56,369.14,55.24,338.93,58.63,187.71,13.03,309.69,139.56
874.98,1309.24,366.87,42.69,321.12,32.5,215.88,8.31,342.63,207.97
875.1,1310.91,330.22,39.57,299.63,14.66,169.38,4.91,345.53,190.64
875.23,1312.59,319.19,39.57,266.77,14.66,127.89,4.91,345.73,219.92
875.36,1314.26,284.99,42.39,206.1,16.58,81.62,10.31,389.45,202.36
875.49,1315.94,265.07,24.01,149.07,1.92,36.7,7.97,401.12,198.73
875.62,1317.61,238.66,24.01,127.57,2.14,27.34,7.97,412.98,183.93
875.75,1319.28,253.19,23.75,106.38,11.43,25.6,17.41,352.8,175.4
875.87,1320.95,208.79,28.55,74.93,14.76,20.2,14.85,277.35,127.24
876,1322.62,203.66,28.55,47.46,14.54,0,14.85,174.2,90.69
876.13,1324.29,167.7,25.99,49.85,3.36,0,0,114.89,33.36
876.26,1325.96,156.36,0,42.2,0.03,0,0,71.87,22.13
876.39,1327.63,123.3,0,35.87,0.03,0,0,74.48,15.6
876.51,1329.29,132.52,0,7.03,0,0,0,38.64,15.6
876.64,1330.96,124.35,0,31.97,0,0,0,35.82,15.6
876.77,1332.62,145.91,0,29.65,0,0,0,0,0
876.9,1334.28,105.86,1.41,45.55,0,0,0,0,0
877.03,1335.95,118.86,1.41,32.39,0,4.8,0,0,0
877.15,1337.61,121.82,1.41,45.54,0,4.8,0,0,0
877.28,1339.27,145.05,8.85,46.33,0,4.8,0,0,0
877.41,1340.92,204.23,8.85,103.41,0,0,0,0,0
877.54,1342.58,234.14,41.5,128.58,0,0,0,0,0
877.66,1344.24,272.65,32.65,161.05,0,5.34,0,23.95,0
877.79,1345.89,265.45,54.17,139.15,0,21.57,0,33.8,0
877.92,1347.55,264.97,22.9,125.33,0,52.6,0,33.8,0
878.05,1349.2,277.89,37.6,114.93,0,51.91,0,28.14,0
878.17,1350.86,272.19,39.1,119.6,0,35.68,0,54.54,0
878.3,1352.51,259.44,53.55,126.24,0,4.65,0,90.56,5.11
878.43,1354.16,226.74,45.39,117.96,0,26.5,0,88.64,5.11
878.56,1355.81,242.44,22.36,155.43,0,26.5,0,57.77,5.11
878.68,1357.46,254.97,13.75,143.08,0,26.5,0,59.08,0
878.81,1359.1,248.78,7.22,142.37,0,0,0,93.67,0
878.94,1360.75,191.53,11.41,57.95,0,23.41,0,88.28,0
879.06,1362.4,160.45,4.2,38.73,0,23.41,0,55.31,0
879.19,1364.04,151.1,4.2,35.25,0.42,23.41,0,4.36,0
879.32,1365.68,165.02,0,38.4,0.42,0,0,17.66,0
879.45,1367.33,171,0,35.06,0.42,0,0,13.3,0
879.57,1368.97,184.7,0,30.03,0,0,0,20.16,0
879.7,1370.61,171.46,0,30.08,0,0,0,6.86,0
879.83,1372.25,174.94,34.79,44.43,0,0,0,19.24,0
879.95,1373.89,161.81,64.72,49.96,0,0,0,51.22,0
880.08,1375.53,169.73,79.35,66.23,0,9.03,0,51.22,0
880.21,1377.16,168.94,67.37,110.47,0,12.14,0,51.87,0.2
880.33,1378.8,156.97,37.45,125.89,0,12.14,0,27.67,0.2
880.46,1380.43,161.95,46.9,169.61,0,11.71,0,27.67,0.2
880.59,1382.07,172.09,67.85,180.51,0,58.49,0,14.65,0
880.71,1383.7,193.96,100.96,192.82,0,58.49,0,0,0
880.84,1385.33,212.55,118.68,213.54,0,107.46,0,18.29,0
880.97,1386.96,190.96,105.56,204.44,9.51,57.57,0,29.74,0
881.09,1388.59,177.99,121.04,187.64,9.51,102.61,0,29.74,0
881.22,1390.22,117.52,86.68,168.69,9.51,94.31,0,47.01,4.89
881.35,1391.85,86.66,62.6,151.37,0,122.06,0,82.55,4.89
881.47,1393.47,50.63,14,155.56,0,77.02,0,127.97,18.12
881.6,1395.1,35.26,13.01,84.96,0,43.88,0,125.6,13.23
881.73,1396.72,14.17,14.29,41.9,0,16.13,0,143.18,42.72
881.85,1398.35,4.86,14.29,0,0,16.13,0,155.91,45.46
881.98,1399.97,4.86,7.83,0,0,0,0,136.46,55.26
882.1,1401.59,4.86,0,0,0,0,0,71.9,37.28
882.23,1403.21,0,0,0,0,0,0,13.75,21.31
882.36,1404.83,0,0,0,0,0,0,0,11.52
882.48,1406.45,0,0,0,0,0,0,0,0
882.61,1408.07,0,0,0,0,0,0,0,0
882.73,1409.68,0,0,0,0,0,0,0,0
882.86,1411.3,0,0,0,0,0,0,0,0
882.99,1412.91,0,0,0,0,0,0,0,0
883.11,1414.53,0,0,0,0,0,0,0,0
883.24,1416.14,0,0,0,0,0,0,0,0
883.36,1417.75,0,0,0,0,0,0,0,0
883.49,1419.36,0,0,0,0,0,0,0,0
883.61,1420.97,0,4.43,0,0,0,0,0,0
883.74,1422.58,0,4.43,0,0,0,0,0,0
883.87,1424.19,0,4.43,0,0,0,0,0,0
883.99,1425.79,0,0,0,0,0,0,0,0
884.12,1427.4,0,0.73,0,0,0,0,0,0
884.24,1429,0,0.73,0,0,0,0,0,0
884.37,1430.6,0,16.04,0,0,0,0,0,0
884.49,1432.21,0,19.64,0,3.69,0,0,0,0
884.62,1433.81,0,19.64,0,9.33,0,0,0,0
884.74,1435.41,0,7.88,0,18.16,0,0,0,0
884.87,1437.01,0.71,3.54,0,20.36,0,0,0,0
884.99,1438.61,0.71,3.54,5.95,38.59,0,0,0,7.54
885.12,1440.2,0.71,0,20.27,52.49,0,0,0,7.54
885.24,1441.8,0,0,20.27,70.86,0,0,0,11.03
885.37,1443.4,0,0,18.57,51.69,4.17,0,0,3.49
885.49,1444.99,0,0,4.25,51.31,4.17,0,0,3.49
885.62,1446.58,5.97,0,4.25,41.95,4.17,0,0,0
885.74,1448.18,5.97,0,0,37.25,0,0,0,0
885.87,1449.77,5.97,0,0,52.7,0,0,0,7.78
885.99,1451.36,0,0,0,49.27,0,0,0,7.78
886.12,1452.95,0,0,0,75.21,6.24,0,0,7.78
886.24,1454.53,0,0,0,63.48,6.24,0,0,0
886.37,1456.12,0,0,0,71.21,6.24,0,0,0
886.49,1457.71,0,6.95,0,52.62,8.27,0,0,0
886.62,1459.29,0,13.6,19,53.71,8.27,0,0,0
886.74,1460.88,18.86,52.62,19.75,56.82,48.11,3.22,0,0
886.87,1462.46,18.86,45.67,54.39,61.27,39.85,6.35,0,0
886.99,1464.04,18.86,44.72,35.39,52.63,63.58,14.07,0,0
887.11,1465.62,1.62,49.25,75.44,78.56,102.28,47.49,0,0
887.24,1467.2,12.52,96.68,74.21,79.83,157.34,65.59,9.09,0
887.36,1468.78,12.52,155.5,131.14,92.56,216.39,102.59,24.83,0
887.49,1470.36,10.9,165.7,139.25,63.86,190.19,108.6,55.67,0
887.61,1471.94,5.72,153.26,149.75,80.51,194.05,115.96,46.58,2.59
887.74,1473.52,5.72,146.09,108.53,84.28,152.53,110.56,34.67,14.45
887.86,1475.09,5.72,122.5,81.26,69.29,156.63,102.72,3.83,14.45
887.98,1476.67,0,156.28,82.71,58.31,154.12,113.56,32.13,30.91
888.11,1478.24,0,128.43,98.55,39.23,197.68,79.07,29.18,19.06
888.23,1479.81,0,144.06,109.56,50.61,170.75,103.37,35.86,24.23
888.36,1481.38,0,86.83,70.41,62.22,183.66,116.13,22.16,5.17
888.48,1482.95,0,89.3,64.31,65.07,155.97,151.9,64.48,18.24
888.6,1484.52,0,53.92,31.66,64.37,141.11,101.45,61.27,13.07
888.73,1486.09,0,65.35,25.45,69.02,114.76,88.12,82.19,22.84
888.85,1487.66,0,41.7,0,66.35,89.02,103.02,88.34,9.77
888.98,1489.22,0,31.29,0,81.13,118.35,133.93,105.18,15.03
889.1,1490.79,0,8.32,0,85.48,151.29,141.74,71.25,13.49
889.22,1492.35,0,0,0,92.4,157.62,115.55,63.68,13.49
889.35,1493.92,0,0,0,74.99,144.01,118.36,43.37,21.97
889.47,1495.48,0,7.45,0,67.82,114.24,123.96,83.27,39.57
889.59,1497.04,0,7.45,0,88.44,143.96,167.35,75.3,39.57
889.72,1498.6,0,7.45,0.66,123.17,185.19,183.18,121.86,29.41
889.84,1500.16,0,0,0.66,120.48,197.81,205.68,102.69,34.92
889.96,1501.72,0,22.61,0.66,138.46,218.26,207.97,146.64,75.37
890.09,1503.27,0,22.61,0,104.34,199.66,210.48,160.83,81.24
890.21,1504.83,0,36.13,0,104.78,209.44,223.66,193.36,110.44
890.33,1506.38,0,30.52,13.59,83.68,203.06,244.95,203.35,113.43
890.46,1507.94,0,30.52,13.59,83.37,228.73,294.24,216.02,141.76
890.58,1509.49,0,17,20.92,89.62,231.34,312.76,265.92,163.32
890.7,1511.04,0,0,49.99,64.88,246.56,319.84,297.38,191.11
890.83,1512.59,4.53,13.43,57.45,74.82,271.38,338.8,363.41,244.12
890.95,1514.14,18.53,24.5,84.51,77.98,319.93,373.77,416.78,253.81
891.07,1515.69,18.53,24.5,51.28,79.6,341.19,423.07,472.49,273.83
891.2,1517.24,23.75,15.87,74.88,114.9,399.28,491.48,555.32,307.64
891.32,1518.79,25.23,10.82,73.42,117.87,435.64,551.11,601.05,366.67
891.44,1520.34,49.67,55.62,108,123.96,496.72,572.07,661.45,406.04
891.56,1521.88,74.89,75.62,146.63,104.83,511.18,613.7,713.19,429.42
891.69,1523.42,87.36,89.55,163.87,96.27,547.25,623.55,820.82,447.69
891.81,1524.97,117.87,78.17,199.15,107.28,605.03,686.73,856.8,490.29
891.93,1526.51,156.97,62.7,219.03,102.73,585.74,664.79,916.33,536.12
892.05,1528.05,212.89,71.37,235.07,109.53,539.95,693.63,930.31,558.06
892.18,1529.59,224.94,79.84,224.27,118.22,469.65,690.58,977.74,573.45
892.3,1531.13,219.15,104.45,167.62,112.58,493.84,698.63,960.62,563.28
892.42,1532.67,182.05,135.75,182.36,109.62,532.4,667.68,950.17,578.79
892.54,1534.2,179.21,94.64,175.02,102.67,535.57,648.95,954.61,569.85
892.67,1535.74,166.96,116.1,212.62,112.16,525.33,633.43,944.27,547.46
892.79,1537.28,203.3,99.15,216.82,100.11,515.7,617.46,896.83,487.97
892.91,1538.81,257.11,121.33,242.84,105.17,497.22,613.93,843.16,453.59
893.03,1540.34,298.85,104.75,245.47,132.8,518.34,599.28,796.38,422.43
893.16,1541.88,304.17,78.09,269.68,161.54,529.72,634.18,801.49,429.15
893.28,1543.41,289.08,96.68,257.83,173.62,615.37,650.97,833.83,452.1
893.4,1544.94,308.14,116.73,274.14,179.04,672.17,676.85,873.93,491.5
893.52,1546.47,339,139.92,235.26,195.14,735.78,684.18,937.15,545.33
893.64,1547.99,342.01,150.58,292.87,196.23,776.55,710.6,1008.48,588.94
893.77,1549.52,383.04,183.92,331.19,221.34,820.03,770.02,1066.81,632.89
893.89,1551.05,396.55,204.74,376,249.67,868.99,791.54,1098.91,641.6
894.01,1552.57,446.42,222.57,417.84,263.22,895.98,795.04,1072.01,644.65
894.13,1554.1,481.33,204.1,481.72,250.12,927.02,788.54,1098.77,640.37
894.25,1555.62,507.82,235.2,539.54,244.91,970.65,845.59,1101.75,653.97
894.38,1557.14,536.44,224.43,534.17,288.36,1014.42,878.4,1154.17,657.67
894.5,1558.66,521.99,198.24,513.06,299.38,1002.13,880.42,1131.47,639.26
894.62,1560.18,534.23,168.74,477.33,292.29,980.2,847.43,1162.1,607.18
894.74,1561.7,510.5,204.26,491.3,268.99,953.64,856.76,1161.72,604.77
894.86,1563.22,503.8,223.8,486.97,284.46,986.12,885.74,1202.34,639.35
894.98,1564.74,495.35,206.25,540.57,287.83,981.52,915.27,1204.51,667.47
895.11,1566.25,529.81,151.95,548.44,303.31,974.17,915.67,1220.55,654.82
895.23,1567.77,537.63,138.99,574,290.45,923.53,899.4,1215.93,644.83
895.35,1569.28,552.7,148.28,550.83,306.83,881.48,898,1174.51,602.38
895.47,1570.79,535.8,143.59,504.69,308.65,868.12,893.58,1176.76,588.93
895.59,1572.31,540.26,131.58,482.92,327.81,862.47,899.48,1211,590.81
895.71,1573.82,518.85,124.04,494.63,324.63,859.95,899.48,1300,628.79
895.83,1575.33,502.14,143.85,488.04,318.57,839.47,902.8,1337.99,655.76
895.95,1576.84,493.45,139.68,451.49,336.74,838.36,915.1,1344.64,669.06
896.08,1578.34,501.57,132.3,448.09,301.46,831.05,897.5,1294.73,650.13
896.2,1579.85,492.15,124.72,446.16,293.29,836.55,874.99,1228.24,638.97
896.32,1581.36,503.42,135.83,485.27,242.57,809.74,847.8,1177.75,602.8
896.44,1582.86,504.94,144.51,463.96,285.74,766.85,828.82,1159.13,584.51
896.56,1584.37,529.37,138.42,464.58,277.03,683.88,799.7,1099.05,540.11
896.68,1585.87,511.72,136.91,447.12,286.42,690.5,790.46,1051.18,552.58
896.8,1587.37,499.75,172.76,462.03,279.81,743.14,781.53,1019.97,545.04
896.92,1588.87,471.47,191.95,497.3,284.77,766.81,761.58,977.74,540.16
897.04,1590.37,466.88,209.49,493.61,290.16,736.5,714.62,906.83,472.6
897.16,1591.87,467.21,197.94,493.83,277.78,698.78,667.52,822.46,432.92
897.28,1593.37,458.33,214.18,498.86,267.73,722.53,655.19,779.19,416.67
897.4,1594.86,452.02,189.66,486.48,277.57,726.19,620.05,739.79,405.64
897.52,1596.36,433.08,160.15,482.8,281.3,737.54,605.23,672.37,436.26
897.64,1597.86,445.93,154.44,443.59,320.36,726.36,593.17,674.71,485.98
897.76,1599.35,426.57,176.52,445.86,286.87,705.65,580.53,661.15,554.13
897.89,1600.84,447.46,218.51,441.71,272.71,690.19,565.42,651.46,581.82
898.01,1602.33,428.59,193.06,439.81,237.43,671.3,526.52,585.31,586.06
898.13,1603.83,412.85,183.08,438.39,243.27,630.55,515.04,547.92,541.4
898.25,1605.32,359.91,167.55,421.11,251.11,606.26,454.31,513.28,497.17
898.37,1606.8,341.1,139.49,393.63,247.83,603.77,409.34,457.4,415.37
898.49,1608.29,313.19,106.32,373.73,228.55,562.2,337.57,382.06,296.78
898.61,1609.78,325.19,81.06,348.09,195.27,504.86,303,274.59,149.4
898.73,1611.27,320.66,102.59,318.58,148.32,406.99,238.84,169.55,36.88
898.85,1612.75,290.58,98.58,297.54,106.15,393.25,187.11,65.83,3.78
898.97,1614.23,258.52,86.58,280.87,59.64,354.87,138.69,17.79,0
899.09,1615.72,215.92,54.7,281.33,34.12,352.61,104.69,0,0
899.21,1617.2,203.78,47.28,265.59,32.83,311.49,64.45,0,0
899.33,1618.68,180.22,15.9,242.1,59.2,314.27,62.06,0,0
899.45,1620.16,141.66,13.73,227.97,75.24,309.73,61.32,48.61,0
899.56,1621.64,124.24,9.35,228.31,92.49,298.33,118.33,62.37,0
899.68,1623.12,107.05,9.35,229.56,56.64,263.82,94.87,62.37,0
899.8,1624.59,126.43,38.44,225.06,66.55,232.56,96.28,13.76,0
899.92,1626.07,113.71,43.43,182.47,31.45,196.2,38.95,0,0
900.04,1627.54,91.9,54.7,165.79,31.45,185.42,22.3,0,0
900.16,1629.02,87.1,37.93,209.47,3.57,181.98,0,0,0
900.28,1630.49,107.2,63.73,227.39,3.57,233.78,0,0,0
900.4,1631.96,120.2,91.43,238.22,6.04,209.14,0,0,0
900.52,1633.43,93.33,73.48,186.52,18.37,179.97,0,0,0
900.64,1634.9,64.47,38.98,181.84,20.72,136.81,0,0,0
900.76,1636.37,53.17,26.37,162.41,18.26,163.55,0,0,0
900.88,1637.84,58.66,54.99,159.44,2.35,179.41,0,0,0
901,1639.31,107.17,105.51,162.82,1.89,208.96,0,0,0
901.12,1640.77,98.24,81.61,151.45,1.89,174.4,0,0,0
901.24,1642.24,83.54,73.93,139.65,11.64,149.41,0,0,0
901.35,1643.7,21.24,41.7,95.98,9.75,96.54,0,0,0
901.47,1645.17,7.36,57.38,69.22,10.37,103.91,0,0,0
901.59,1646.63,14.35,60.06,37.47,0.61,98.28,0,0,0
901.71,1648.09,15.08,66.42,29.41,0.61,98.66,0,0,0
901.83,1649.55,15.08,49.34,27.6,0,78.61,0,0,0
901.95,1651.01,0.73,25.72,24.79,0,70.24,0,0,0
902.07,1652.46,0,5.21,18.93,0,65.76,0,0,0
902.18,1653.92,0,5.16,9.83,0,41.05,0,0,0
902.3,1655.38,0,5.16,5.9,0,36.92,0,0,0
902.42,1656.83,0,1,5.9,0,22.31,0,0,0
902.54,1658.29,0,6.74,0,0,22.31,0,0,0
902.66,1659.74,0,6.74,0,0,0,0,0,0
902.78,1661.19,0,6.74,0,0,0,0,0,0
902.9,1662.64,0,0,0,0,0,0,0,0
903.01,1664.09,0,0,0,0,0,0,0,0
903.13,1665.54,0,0,0,0,0,0,0,0
903.25,1666.99,0,0,0,0,0,0,0,0
903.37,1668.44,0,0,0,0,0,0,0,0
903.49,1669.88,0,0,0,0,0,0,0,0
903.6,1671.33,0,0,0,0,0,0,0,0
903.72,1672.77,0,0,0,0,0,0,0,0
903.84,1674.21,0,0,0,0,0,0,0,0
903.96,1675.66,0,0,0,0,0,0,0,0
904.08,1677.1,0,0,0,0,0,0,0,0
904.19,1678.54,0,0,0,0,0,0,0,0
904.31,1679.97,0,0,0,0,0,0,0,0
904.43,1681.41,0,0,0,0,0,0,0,0
904.55,1682.85,0,0,0,0,0,0,0,0
904.66,1684.29,0,0,0,0,0,0,0,0
904.78,1685.72,0,0,0,0,0,0,0,0
904.9,1687.15,0,0,0,0,0,0,0,0
905.02,1688.59,0,20.22,0,0,0,0,0,0
905.13,1690.02,0,20.22,0,0,0,0,0,0
905.25,1691.45,0,20.22,0,0,0,0,0,0
905.37,1692.88,0,0,0,0,0,0,0,0
905.48,1694.31,0,13.85,0,0,0,0,0,0
905.6,1695.74,0,13.85,0,0,0,0,0,0
905.72,1697.16,0,19.36,0,0,0,0,0,0
905.84,1698.59,0,5.51,0,0,0,0,0,0
905.95,1700.01,0,5.51,0,0,0,0,0,0
906.07,1701.44,0,0,0,0,0,0,0,0
906.19,1702.86,0,0,0,0,0,0,0,0
906.3,1704.28,0,0,0,0,0,0,0,0
906.42,1705.7,0,0,0,0,0,0,0,0
906.54,1707.12,0,0,0,0,0,0,0,0
906.65,1708.54,0,0,0,0,0,0,0,0
906.77,1709.96,0,0,0,0,0,0,0,0
906.89,1711.38,0,0,0,0,0,0,0,0
907,1712.79,0,0,0,0,0,0,0,0
907.12,1714.21,0,0,0,0,0,0,0,0
907.24,1715.62,0,0,0,0,0,0,0,0
907.35,1717.04,0,0,0,0,0,0,0,0
907.47,1718.45,0,0,0,0,0,0,0,0
907.58,1719.86,0,0,0,0,0,0,0,0
907.7,1721.27,0,0,0,0,0,0,0,0
907.82,1722.68,0,0,0,0,0,0,0,0
907.93,1724.08,0,0,0,0,0,0,0,0
908.05,1725.49,0,4.79,0,0,0,0,0,0
908.16,1726.9,0,4.79,0,0,0,0,0,0
908.28,1728.3,0,4.79,0,0,0,0,0,0
908.4,1729.71,0,0,0,0,0,0,0,0
908.51,1731.11,0,0,0,0,0,0,0,0
908.63,1732.51,0,0,0,0,0,0,0,0
908.74,1733.91,0,0,0,0,0,0,0,0
908.86,1735.31,0,0,0,0,0,0,0,0
908.97,1736.71,0,0,0,0,0,0,0,0
909.09,1738.11,0,0,0,0,0,0,0,0
909.21,1739.51,0,0,0,0,0,0,0,0
909.32,1740.9,0,14.62,0,0,0,0,0,0
909.44,1742.3,0,14.62,0,0,0,0,0,0
909.55,1743.69,0,14.62,0,0,0,0,0,0
909.67,1745.08,0,0,0,0,0,0,0,0
909.78,1746.48,0,0,0,0,0,0,0,0
909.9,1747.87,0,0,0,0,0,0,0,0
910.01,1749.26,0,0,0,0,0,0,0,0
910.13,1750.65,0,0,0,0,0,0,0,0
910.24,1752.03,0,0,0,0,0,0,0,0
910.36,1753.42,0,0,0,0,0,0,0,0
910.47,1754.81,0,0,0,0,0,0,0,0
910.59,1756.19,0,0,0,0,0,0,0,0
910.7,1757.58,0,0,0,0,0,0,0,0
910.82,1758.96,0,0,0,0,0,0,0,0
910.93,1760.34,0,0,0,0,0,0,0,0
911.05,1761.72,0,0,0,0,0,0,0,0
911.16,1763.1,0,0,0,0,0,0,0,0
911.27,1764.48,0,0,0,0,0,0,0,0
911.39,1765.86,0,0,0,0,0,0,0,0
911.5,1767.24,0,0,0,0,0,0,0,0
911.62,1768.61,0,0,0,0,0,0,0,0
911.73,1769.99,0,0,0,0,0,0,0,0
911.85,1771.36,0,0,0,0,0,0,0,0
911.96,1772.73,0,0,0,0,0,0,0,0
912.07,1774.1,0,0,0,0,0,0,0,0
912.19,1775.48,0,19.84,0,0,0,0,0,0
912.3,1776.85,0,19.84,0,0,0,0,0,0
912.42,1778.21,0,19.84,0,0,0,0,0,0
912.53,1779.58,0,13.58,0,0,0,0,0,0
912.64,1780.95,0,13.58,0,0,0,0,0,0
912.76,1782.32,0,13.58,0,0,0,0,0,0
912.87,1783.68,0,0,0,0,0,0,0,0
912.99,1785.04,0,4.34,0,0,0,0,0,0
913.1,1786.41,0,9.4,0,0,0,0,0,0
913.21,1787.77,0,28.5,0,0,0,0,0,0
913.33,1789.13,0,24.15,0,0,0,0,0,0
913.44,1790.49,0,19.1,0,0,0,0,0,0
913.55,1791.85,0,0,0,0,0,0,0,0
913.67,1793.21,0,0,0,0,0,0,0,0
913.78,1794.57,0,0,0,0,0,0,0,0
913.89,1795.92,0,0,0,0,0,0,0,0
914.01,1797.28,0,0,0,0,0,0,0,5.63
914.12,1798.63,0,0,0,0,0,0,0,36.63
914.23,1799.98,0,0,0,0,0,0,0,51.86
914.35,1801.34,0,0,0,0,0,0,0,48.7
914.46,1802.69,0,0,0,0,0,0,0,49.05
914.57,1804.04,0,0,0,0,0,0,0,35.47
914.68,1805.39,0,0,0,0,0,0,0,33.96
914.8,1806.73,0,0,0,0,0,0,0,2.61
914.91,1808.08,0,0,0,0,0,0,0,0.95
915.02,1809.43,0,0,0,0,0,0,0,0
915.13,1810.77,0,0,0,0,0,0,0,0
915.25,1812.12,0.67,5.68,0,0,0,0,0,0
915.36,1813.46,0.67,5.68,0,0,0,0,0,0
915.47,1814.8,0.67,5.68,0,0,0,0,0,0
915.58,1816.14,0,0,0,0,0,0,0,0
915.7,1817.48,5.18,11.3,0,0,0,0,0,0
915.81,1818.82,5.18,11.35,0,0,0,0,0,0
915.92,1820.16,5.18,11.35,0,0,0,0,0,0
916.03,1821.5,0,0.05,0,0,0,0,0,0
916.15,1822.83,0,0,0,0,0,0,0,0
916.26,1824.17,0,0,0,0,0,0,0,0
916.37,1825.5,8.1,0,0,1.15,0,0,0,0
916.48,1826.83,8.1,0,0,1.15,0,0,0,0
916.59,1828.17,8.1,0,0,1.15,0,0,0,0
916.71,1829.5,0,0,0,0,0,0,0,0
916.82,1830.83,0,0,0,0,0,0,0,0
916.93,1832.16,0,0,0,0,0,0,0,0
917.04,1833.49,0,0,0,0,0,0,0,0
917.15,1834.81,0,0,0,0,0,0,0,0
917.26,1836.14,0,0,0,0,0,0,0,0
917.38,1837.46,7.06,0,0,0,0,0,0,0
917.49,1838.79,17.34,0,0,0,0,0,0,0
