WP-00790,,PMMA0.1ppm,PMMA0.5ppm,PMMA1ppm,PMMA5ppm,PMMA10pmm,PMMA50ppm,PMMA100ppm,PMMA200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
866.29,1194.58,0,0,0,1.4,17.29,58.31,0,0
866.42,1196.33,0,0,0,29.27,51,172.32,0,0
866.55,1198.07,0,0,0,100.56,112.39,292.59,0,46.81
866.68,1199.82,0,0,0,127.36,167.05,386.98,0,143.16
866.81,1201.56,0,0,0,159.25,192.31,402.34,0,267.87
866.94,1203.3,0,0,0,98.11,185.17,445,21.59,307.74
867.07,1205.04,0,1.37,0,116.6,161.29,496.29,21.59,306.87
867.2,1206.78,0,1.37,0,67.83,170.46,519.66,21.59,302.36
867.33,1208.51,0,1.37,0,133.92,185.11,503.56,0,307.33
867.46,1210.25,0,2.36,0,210.87,248.92,490.97,14.53,334.77
867.59,1211.98,0,8.73,3.52,283.46,283.67,493.68,14.53,385.13
867.72,1213.72,0,60.79,64.54,356.34,311.68,557.36,53.88,444.75
867.85,1215.45,4.99,94.56,114.76,362.75,327.18,540.56,73.95,461.84
867.98,1217.18,4.99,108.18,167.17,426.46,331.94,568.71,79.27,443.84
868.12,1218.92,5.17,74.33,146.49,457.47,354.64,544.17,56.96,400.77
868.25,1220.65,0.19,60.22,186.61,507.34,346.83,560.14,44.34,403.17
868.38,1222.38,0.19,40.23,201.87,523.74,366.18,515.96,65.43,406.37
868.51,1224.1,0,41.38,208.04,504.76,352.46,510.74,76.99,435.82
868.64,1225.83,0,46.06,183.12,482.76,370.02,508.82,69.02,414.19
868.77,1227.56,0,47.44,146.01,498.95,337.06,518.41,42.62,371.03
868.9,1229.28,0,40.27,162.36,454.99,313.26,493.17,23.72,354.01
869.03,1231.01,31.86,13.58,161.19,435.23,293.95,496.12,39.18,350.78
869.16,1232.73,31.86,19.02,185.26,370.1,309.92,518.03,70.25,360.48
869.29,1234.45,31.86,14.54,187.14,369.83,316.37,476.11,93.54,343.97
869.42,1236.17,0,14.54,203.38,364.97,316.54,461.93,96.43,334.15
869.55,1237.9,8.26,7.72,213.98,346.86,287.09,415.81,95.23,361.7
869.68,1239.61,20.84,0,201.71,323.6,289.13,454.2,88.72,377.7
869.81,1241.33,39.65,0,168.03,295.65,282.44,453.88,68.36,372.29
869.94,1243.05,31.39,0,158.7,270.77,305.47,500.96,69.58,296.23
870.07,1244.77,44.6,0,137.63,269.53,299.1,473.99,67.94,283.08
870.2,1246.48,25.79,0,177.03,215.15,300.23,443.19,76.33,298.06
870.33,1248.2,36.85,0,195.34,252.07,290.29,397.34,67.19,291.62
870.46,1249.91,42.15,0,223.57,244.62,319.29,408.44,76.53,275.08
870.59,1251.62,62.92,0,211.61,296.7,299.12,430.04,79.56,235.34
870.72,1253.33,61.12,9.46,217.89,264.41,338.89,407.93,85.72,266.17
870.85,1255.04,63.61,9.46,230.87,275.87,337.37,433.21,70.47,284.69
870.98,1256.75,85.94,16.52,274.77,252.63,360.79,437.43,66.03,282.45
871.11,1258.46,106.11,7.06,284.91,251.69,335.48,434.6,40.39,264.11
871.24,1260.17,101.57,7.06,318.42,227.16,357.56,385.5,43.33,233.46
871.36,1261.87,77.76,2.12,311.74,216.83,375.79,368.22,24.35,254.93
871.49,1263.58,99.57,2.12,311.74,248.23,395.41,380.34,44.9,257.75
871.62,1265.28,84.78,2.12,308.23,257.16,384.86,389.95,40.15,223.03
871.75,1266.99,82.49,0,307.96,233.06,361.58,364.17,44.14,199.21
871.88,1268.69,53.49,15.12,313.72,224.03,377.35,398.77,46.43,220.4
872.01,1270.39,97.78,17.61,315.84,226.42,365.5,409.43,45.98,249.27
872.14,1272.09,95.02,17.61,339.66,305.88,389.04,421.14,94.77,250.48
872.27,1273.79,98.88,22.83,361.17,281.09,388.96,411.9,93.14,210.38
872.4,1275.49,70.48,60.46,364.49,283.49,394.37,383.48,120.2,200.06
872.53,1277.18,121.35,114.08,374.84,271.63,377.84,360.78,79.51,166.42
872.66,1278.88,131.51,128,367.55,253.18,344.69,281.12,62.73,115.12
872.79,1280.57,127.4,128.67,375.73,245.91,330.36,277.96,19.01,99.94
872.92,1282.27,106.36,109.43,372.72,224.51,327.53,250.95,6.91,83.54
873.05,1283.96,112.82,141.39,389.63,266.06,341.98,267.55,8.98,105.71
873.17,1285.65,113.45,101.54,423.79,327.25,345.69,269.74,21.49,95.44
873.3,1287.34,69.37,121.12,424.75,340.63,332.57,266.75,23.41,77.29
873.43,1289.03,45.69,136.34,463.41,410.41,335.83,252.14,29.22,69.14
873.56,1290.72,66.28,225.2,494.77,452.6,355.81,236.57,16.71,62.66
873.69,1292.41,126.83,253.59,505.04,519.09,423.06,242.6,25.57,76.75
873.82,1294.1,152,284.41,523.79,557.77,427.8,296.78,41.44,96.94
873.95,1295.78,146.67,313.76,524.46,568.41,437.15,268.22,48.67,83.7
874.08,1297.47,149.52,357.31,575.04,633.01,449.77,313.92,55.82,106.68
874.2,1299.15,155.42,370.94,614.43,606.8,479.55,280.1,33.98,106.77
874.33,1300.84,177.17,379.11,643.4,620.55,537.94,326.87,49.61,142.09
874.46,1302.52,184.86,410.26,672.73,654.71,576.38,301.68,56.15,127.07
874.59,1304.2,197.73,405.61,657.65,668.49,599.42,310.41,71.48,108.27
874.72,1305.88,197.44,418.49,714.82,655.91,578.4,296.39,92.95,115.7
874.85,1307.56,166.31,393.91,721.57,605.61,551.32,262.63,94.89,132.34
874.98,1309.24,145.47,405.3,739.35,569.06,550.29,240.91,98.4,149.65
875.1,1310.91,124.58,398.67,702.16,577.58,551.31,212.54,87.49,127.62
875.23,1312.59,120.08,384.46,676.77,523.28,543.82,203.32,84.26,148.7
875.36,1314.26,129.09,382.46,660.64,529.94,529.27,206.35,72.83,136
875.49,1315.94,110.48,381.88,633.64,481.78,532.88,197.19,39.41,132.74
875.62,1317.61,103.61,375.72,605.78,464.48,501.65,192.16,38.69,80.58
875.75,1319.28,94.35,367.2,596.28,454.24,479.8,144.49,30.87,56.75
875.87,1320.95,116.48,366.11,559.93,475.18,428.77,154.96,62.75,60.35
876,1322.62,118.89,394.33,570.59,477.19,408.13,125.12,58.52,62.95
876.13,1324.29,84.25,428.53,564.29,480.27,401.2,98.97,56.21,62.87
876.26,1325.96,38.25,403.16,593.12,421.19,361.1,39.29,38.24,24.86
876.39,1327.63,7.25,398.54,548.43,430.3,337.16,33.74,33.96,8.66
876.51,1329.29,0,359.79,504.98,373.36,315.48,32.77,30.48,0
876.64,1330.96,0,366.35,450.23,383.49,330.52,27.72,34.57,0
876.77,1332.62,0,354.11,469.06,353.57,344.83,5.59,20.63,0
876.9,1334.28,0,349.63,480.35,370.5,340.3,0,18,0
877.03,1335.95,7.54,375.57,511.79,367.27,338.26,0,3.25,0
877.15,1337.61,7.54,375.16,509.25,383.11,327.26,0,3.25,0
877.28,1339.27,7.54,386.28,481.96,385.9,340.87,0,3.4,0
877.41,1340.92,12.48,375.72,491.36,401.09,362.19,0,6.59,0
877.54,1342.58,24.08,395.14,498.79,408.34,350.22,0,22.33,11.14
877.66,1344.24,52.05,387.31,561.35,395.77,304.74,0,49.44,11.14
877.79,1345.89,56.38,393.91,575.05,356.04,276.08,0,43,11.14
877.92,1347.55,44.77,370.37,587.66,326.59,303.35,0,27.26,16.42
878.05,1349.2,17.43,360.7,559.85,329.1,334.56,3.97,24.3,16.42
878.17,1350.86,33.04,347.35,532.4,350.66,348.49,3.97,33.82,23.96
878.3,1352.51,56.35,344.64,534.64,336.29,341.45,3.97,45.66,7.54
878.43,1354.16,101.06,347.47,520.79,318.54,338.68,0,37.3,7.54
878.56,1355.81,68.65,345.49,509.52,260.73,319.51,0,28.74,0
878.68,1357.46,45.34,328.28,508.72,213.09,314.49,0,31.85,0
878.81,1359.1,0,332.82,470.05,197.29,286.96,0,27.32,4.35
878.94,1360.75,17.99,320.79,454.18,200.66,271.92,0,34.46,4.35
879.06,1362.4,17.99,288.17,434.11,230.2,251.7,0,19.5,4.35
879.19,1364.04,21.25,243.43,431.29,216.02,253.41,0,29.12,0
879.32,1365.68,3.26,162.89,373.71,195.11,213.38,0,43.19,0
879.45,1367.33,3.26,147.44,281.59,133.38,154.83,0,90.72,0
879.57,1368.97,0,146.19,293.05,71.88,110.22,0,117.93,0
879.7,1370.61,0,127.03,281.64,56.92,114.76,0,115.82,0
879.83,1372.25,16.9,113.29,312.04,40.79,164.11,0,105.05,0
879.95,1373.89,54.71,79.08,305,112.32,203.73,0,80.4,0
880.08,1375.53,85.68,88.86,307.65,82.91,225.39,0,81.99,0
880.21,1377.16,83.59,96.39,318.1,135.61,246.86,0,79.93,0
880.33,1378.8,61.1,65.57,236.91,91.7,255.37,0,56.34,0
880.46,1380.43,49.66,47.78,172.17,104.23,267.7,0,34.7,0
880.59,1382.07,53.61,36.14,59.9,40.14,207.17,0,5.22,0
880.71,1383.7,38.39,33.09,18.2,46.83,156.58,0,5.22,0
880.84,1385.33,36.44,51.68,48.19,70.89,139.35,0,5.22,0
880.97,1386.96,39.54,18.59,49.97,70.89,154.93,0,4.1,0
881.09,1388.59,53.69,18.59,80.54,36.6,156.33,0,4.1,0
881.22,1390.22,46.67,0,39.6,0.25,155.99,0,25.48,0
881.35,1391.85,51.37,0,30.7,0.25,120.46,0,35.51,0
881.47,1393.47,48.9,0,0,0.25,95.86,0,35.51,0
881.6,1395.1,38.33,0,0,0,34.72,0,14.13,0
881.73,1396.72,24.62,0,0,0,15.41,0,0,0
881.85,1398.35,12.84,0,0,0,0,0,0,0
881.98,1399.97,12.84,0,0,0,0,0,0,0
882.1,1401.59,0,0,0,0,0,0,0,0
882.23,1403.21,0,0,0,0,0,0,0,0
882.36,1404.83,0,0,0,0,0,0,0,0
882.48,1406.45,5.52,0,0,0,0,0,0,0
882.61,1408.07,5.52,0,0,0,0,0,0,0
882.73,1409.68,5.52,0,0,0,0,0,0,0
882.86,1411.3,0,0,0,0,0,0,0,0
882.99,1412.91,0,0,0,0,0,0,6.82,0
883.11,1414.53,0,0,0,0,0,0,15.44,0
883.24,1416.14,0,0,0,0,0,0,31.39,0
883.36,1417.75,0,0,0,0,0,0,43.65,0
883.49,1419.36,0,0,0,0,0,0,43.25,0
883.61,1420.97,0,0,0,0,0,0,45.3,0
883.74,1422.58,0,0,0,0,0,0,28.13,0
883.87,1424.19,17.15,0,4.89,0,6.74,0,43.74,0
883.99,1425.79,17.15,0,4.89,0,9.29,0,25.74,0
884.12,1427.4,54.18,0,24.27,0,17.93,0,53.81,0
884.24,1429,37.03,0,45.25,0,11.2,0,35.55,0
884.37,1430.6,55.1,3.58,51.73,0,8.8,0,47.8,0
884.49,1432.21,29.52,22.1,63.93,0,7.66,0,44.55,0
884.62,1433.81,42.7,22.1,105.47,0,7.66,0,46.86,0
884.74,1435.41,43.1,29.54,149.13,0,7.49,0,34.6,0
884.87,1437.01,31.65,14.17,158.01,0,0,0,19.36,0
884.99,1438.61,23.7,21.15,137.44,0,0,0,23.23,0
885.12,1440.2,8.67,38.62,127.22,0,0,0,32.57,0
885.24,1441.8,14.81,60.61,118.22,0,0,0,27.45,0
885.37,1443.4,28.09,64.8,94.77,0,0,0,18.44,0
885.49,1444.99,24.64,86.52,86.88,0,2.91,0,9.11,0
885.62,1446.58,18.5,116.2,89.66,0,2.91,0,2.74,0
885.74,1448.18,9.47,139.86,120.77,0,2.91,0,3.29,0
885.87,1449.77,9.47,149.04,124.43,0,0,0,14.74,0
885.99,1451.36,9.47,162.75,113.32,0,0,0,14.74,0
886.12,1452.95,15,222.42,126.86,0,16.03,0,29.41,0
886.24,1454.53,23.46,255.4,143.08,0,16.03,0,17.97,0
886.37,1456.12,65.29,277.69,188.95,0,23.28,0,17.97,0
886.49,1457.71,92.05,278.05,167.27,5.85,7.25,0,0,0
886.62,1459.29,110.63,276.27,196.47,5.85,7.25,0,0,0
886.74,1460.88,125.14,304.45,224.33,36.28,18.4,0,0,0
886.87,1462.46,176.02,321.05,245.63,34.21,20.59,0,8.54,0
886.99,1464.04,182.16,353.95,254.25,79.93,38.5,0,13.8,0
887.11,1465.62,195.12,435.37,267.09,108.43,40.67,0,41.64,0
887.24,1467.2,148.9,467.98,269.15,174.17,58.41,0,47.54,0
887.36,1468.78,186.04,483.67,307.31,152.35,64.59,0,57.78,0
887.49,1470.36,173.9,422.77,324.57,154.99,45.9,0,29.93,0
887.61,1471.94,191.01,455.5,391.15,139.97,28.54,0,39.05,0
887.74,1473.52,195.38,498.53,365.39,179.29,4.44,0,23.57,0
887.86,1475.09,171.12,494.97,322.4,153.73,14.2,0,23.57,0
887.98,1476.67,167.01,498.59,303.28,146.39,11.63,0,12.68,0
888.11,1478.24,113.72,470.07,292.38,168.94,11.63,0,12.68,0
888.23,1479.81,122.02,499.18,318.79,210.83,7.18,0,12.68,0
888.36,1481.38,119.13,484.48,344.41,238.61,44.84,0,13.57,0
888.48,1482.95,138.94,498.18,381.13,220.17,70.36,0,30.85,0
888.6,1484.52,127.23,482.07,359.73,189.61,63.17,0,30.85,0
888.73,1486.09,111.78,492.59,342.31,159.06,56.95,0,17.28,0
888.85,1487.66,104.7,487.84,282.98,110.61,31.43,0,0,0
888.98,1489.22,78.33,474.84,279.08,85.94,42.04,0,0,0
889.1,1490.79,66.76,434.02,263.38,59.81,10.61,0,0,0
889.22,1492.35,43.01,399.72,263.56,58.24,10.61,0,0,0
889.35,1493.92,67.95,392.82,269.16,35.57,0,0,0,0
889.47,1495.48,57.16,367.54,237.74,56.76,0,0,0,0
889.59,1497.04,68.84,350.79,264.19,41.17,0,0,0,0
889.72,1498.6,41.77,292.99,252.62,49.1,0,0,0,0
889.84,1500.16,23.05,300.26,249.13,9.65,0,0,0,0
889.96,1501.72,9.17,315.38,227.52,7.93,0,0,0,0
890.09,1503.27,26.31,334.9,193.99,0,0,0,0,0
890.21,1504.83,39.74,303.05,190.1,8.4,0,0,1.34,0
890.33,1506.38,58.84,281.6,219.97,8.4,0,0,2.7,0
890.46,1507.94,73.52,287.44,261.14,18.66,0,0,2.7,0
890.58,1509.49,114.46,290.23,281.96,10.27,0,0,10.75,0
890.7,1511.04,101.66,264.98,274.41,10.27,0,0,9.39,0
890.83,1512.59,109.22,257.13,288.61,7.53,0,0,9.39,0
890.95,1514.14,97.14,239.01,337.9,52.47,0,0,5.31,0
891.07,1515.69,126.65,262.18,355.16,71.95,0,0,19.74,0
891.2,1517.24,129.52,292.09,398.16,123.37,1.69,0,34.84,0
891.32,1518.79,151.53,318.16,419.36,125.32,1.69,0,40.41,0
891.44,1520.34,135.46,302.2,475.86,138.59,1.69,0,25.98,0
891.56,1521.88,157.2,298.74,484.21,135.38,16.55,0,42.54,0
891.69,1523.42,131.41,309.78,504.75,149.03,29.71,0,51.87,0
891.81,1524.97,161.88,334.45,514.6,201.66,29.71,0,79.29,0
891.93,1526.51,158.14,323.62,548.29,231.48,13.16,0,71.61,0
892.05,1528.05,193.33,339.08,558.96,224.27,15.04,0,77.47,0
892.18,1529.59,206.21,342.26,597.03,216.48,28.13,0,81.33,0
892.3,1531.13,193.79,337.51,600.84,180.43,28.13,0,77.18,0
892.42,1532.67,155.5,317.26,597.83,185.9,19.05,0,71.46,0
892.54,1534.2,146.24,290.73,604.9,126.79,11.05,0,51.74,0
892.67,1535.74,161.24,266.16,624.93,127.63,11.05,0,43.9,0
892.79,1537.28,153.03,254.76,633.14,105.33,5.09,0,23.54,0
892.91,1538.81,168.08,265.3,613.64,125,6.23,0,35.69,0
893.03,1540.34,157.26,305.68,590.32,136.85,6.23,0,24.27,0
893.16,1541.88,210.35,309,578.96,154.32,6.23,0,30.35,0
893.28,1543.41,201.25,314.49,578.78,218.31,10.05,0,22.91,0
893.4,1544.94,208.62,313.82,611.44,233.14,10.05,0,24.91,0
893.52,1546.47,214.68,348.54,665.5,278.38,39.88,0,32.9,0
893.64,1547.99,268.77,371.98,697.29,326.35,59.04,0,48.55,0
893.77,1549.52,320.1,419.02,717.37,385.28,92.64,0,107.74,0
893.89,1551.05,316.68,411.35,715.41,386.82,83.39,0,110.15,0
894.01,1552.57,322.84,413.28,737.06,341.32,76.44,0,100.43,0
894.13,1554.1,347.8,384.71,718.88,307.99,96.67,0,47.15,0
894.25,1555.62,399.57,419.64,743.21,297.83,118.41,0,49.64,0
894.38,1557.14,400.68,439.62,717.93,320.4,135.23,0,63.78,0
894.5,1558.66,402.05,462.55,735.26,348.92,111,0,68.47,0
894.62,1560.18,390.55,476.3,736.77,370.61,99.29,0,52.6,0
894.74,1561.7,392.95,468.32,730.89,369.9,110.2,0,47.93,0
894.86,1563.22,399.83,445.5,735.51,344.03,117.62,0,71.37,0
894.98,1564.74,419.95,413.62,689.4,320.44,98.32,0,95.69,0
895.11,1566.25,428.43,410.79,682.35,281.24,90.09,0,91.66,0
895.23,1567.77,403.81,401.57,645.91,248.3,70.48,0,55.84,0
895.35,1569.28,394.99,382.5,632.64,219.87,60.04,0,29.12,0
895.47,1570.79,396.53,369.82,620.75,219.14,18.33,0,1.47,0
895.59,1572.31,395.09,361.84,579.58,242.14,0.92,0,5.4,0
895.71,1573.82,391.56,346.8,547.68,213.73,0.04,0,4.71,0
895.83,1575.33,389.16,310.26,506.61,182.82,0,0,13.87,0
895.95,1576.84,421.45,300.75,495.25,130.95,0,0,15.42,0
896.08,1578.34,423.86,266.74,506.05,140.23,0,0,15.42,0
896.2,1579.85,398.08,251.21,461.01,84.62,0,0,6.27,0
896.32,1581.36,339.2,196.61,419.57,41.14,0,0,0,0
896.44,1582.86,308.56,201.62,377.4,3.44,0,0,0,0
896.56,1584.37,317.83,194.88,354.83,7.38,0,0,0,0
896.68,1585.87,318.78,204.86,380.97,7.38,0,0,0,0
896.8,1587.37,343.98,203.76,384.37,8.23,0,0,0,0
896.92,1588.87,319.75,198.93,398.04,21.34,0,0,0,0
897.04,1590.37,313.98,172.91,361.52,21.34,0,0,0,0
897.16,1591.87,286.78,128.15,283.6,17.04,0,0,0,0
897.28,1593.37,291.04,78.21,264.83,0,0,0,0,0
897.4,1594.86,319.99,59.64,229.09,0,0,0,0,0
897.52,1596.36,300.29,31.44,211.73,0,0,0,0,0
897.64,1597.86,320.6,32.94,149.73,0,0,0,0,0
897.76,1599.35,303.15,15.5,101.99,0,0,0,0,0
897.89,1600.84,319.05,14.34,103.95,0,0,0,0,0
898.01,1602.33,292.63,0,104.95,0,0,0,0,0
898.13,1603.83,266,0,95.75,0,0,0,0,0
898.25,1605.32,269.28,0,70.14,0,0,0,16.5,0
898.37,1606.8,277.91,0,57.56,0,0,0,24.91,0
898.49,1608.29,301.88,0,47.96,0,0,0,24.91,0
898.61,1609.78,307.54,0,20.96,0,0,0,8.41,0
898.73,1611.27,276.98,0,0,0,0,0,0,0
898.85,1612.75,229.77,0,0,0,0,0,0,0
898.97,1614.23,199.69,0,0,0,0,0,0,0
899.09,1615.72,184.62,0,0,0,0,0,0,0
899.21,1617.2,189.56,0,0,0,0,0,0,0
899.33,1618.68,147.96,0,0,0,0,0,0,0
899.45,1620.16,123.26,0,0,0,0,0,2.58,0
899.56,1621.64,110.35,0,0,0,0,0,16.9,0
899.68,1623.12,92.9,0,0,0,0,0,16.9,0
899.8,1624.59,97.12,0,0,0,0,0,14.32,0
899.92,1626.07,57.69,0,0,0,0,0,0,0
900.04,1627.54,40.94,0,0,0,0,0,0,0
900.16,1629.02,22.87,0,0,0,0,0,0,0
900.28,1630.49,21.19,0,0,0,0,0,0,0
900.4,1631.96,21.78,0,0,0,0,0,0,0
900.52,1633.43,21.07,0,0,0,0,0,0,0
900.64,1634.9,32.2,0,0,0,0,0,0,0
900.76,1636.37,31.6,0,0,0,0,0,0,0
900.88,1637.84,18.25,0,0,0,0,0,0,0
901,1639.31,7.12,0,0,0,0,0,0,0
901.12,1640.77,7.12,0,0,0,0,0,0,0
901.24,1642.24,0.13,0,0,0,0,0,0,0
901.35,1643.7,0.13,0,0,0,0,0,0,0
901.47,1645.17,9.05,0,0,0,0,0,0,0
901.59,1646.63,8.92,0,0,0,0,0,0,0
901.71,1648.09,8.92,0,0,0,0,0,0,0
901.83,1649.55,0,0,0,0,0,0,0,0
901.95,1651.01,8.43,0,0,0,0,0,0,0
902.07,1652.46,20.99,0,0,0,0,0,0,0
902.18,1653.92,20.99,0,0,0,0,0,0,0
902.3,1655.38,16.61,0,0,0,0,0,0,0
902.42,1656.83,14.46,0,0,0,0,0,0,0
902.54,1658.29,14.46,0,0,0,0,0,0,0
902.66,1659.74,10.41,0,0,0,0,0,35.91,0
902.78,1661.19,0,0,0,0,0,0,57.52,0
902.9,1662.64,0,0,0,0,0,0,86.05,0
903.01,1664.09,0,0,0,0,0,0,56.93,0
903.13,1665.54,0,0,0,0,0,0,64.67,0
903.25,1666.99,0,0,0,0,0,0,54.17,0
903.37,1668.44,0,0,0,0,0,0,60.77,0
903.49,1669.88,0,0,0,0,0,0,57.46,0
903.6,1671.33,0,0,0,0,0,0,55.57,0
903.72,1672.77,0,0,0,0,0,0,42.19,0
903.84,1674.21,0,0,0,0,0,0,16.15,0
903.96,1675.66,0,0,0,0,0,0,0,0
904.08,1677.1,0,0,0,0,0,0,0,0
904.19,1678.54,0,0,0,0,0,0,0,0
904.31,1679.97,0,0,0,0,0,0,0,0
904.43,1681.41,0,0,0,0,0,0,0,0
904.55,1682.85,0,0,0,0,0,0,0,0
904.66,1684.29,0,0,0,0,0,0,0,0
904.78,1685.72,0,0,0,0,0,0,0,0
904.9,1687.15,0,0,0,0,0,0,0,0
905.02,1688.59,0,0,0,0,0,0,0,0
905.13,1690.02,0,0,0,0,0,0,0,0
905.25,1691.45,0,0,0,0,0,0,0,0
905.37,1692.88,0,0,0,0,0,0,0,0
905.48,1694.31,0,0,0,0,0,6.59,8.64,32.55
905.6,1695.74,0,0,0,0,0,6.59,8.64,36.72
905.72,1697.16,0,0,0,0,0,9.93,11.93,55.49
905.84,1698.59,0,0,0,0,0,3.34,3.29,22.94
905.95,1700.01,0,0,0,0,0,3.34,3.29,18.77
906.07,1701.44,0,0,0,0,0,0,0,0
906.19,1702.86,0,0,0,0,0,8.35,0,0
906.3,1704.28,0,0,0,0,0,13.84,20.14,38.41
906.42,1705.7,0,0,0,0,0,60.89,81.11,100.5
906.54,1707.12,13.81,0,0,0,0,145.77,164.25,222.24
906.65,1708.54,13.81,0,0,0,0,241.77,229.85,305.98
906.77,1709.96,20.8,0,0,0,0,264.22,231.65,345.2
906.89,1711.38,6.99,0,0,0,0,189.46,185.99,293.9
907,1712.79,6.99,0,0,0,0,111.27,122.65,215.19
907.12,1714.21,0,0,0,0,0,41.77,66.72,138.18
907.24,1715.62,0,0,0,0,0,38.14,29.25,75.77
907.35,1717.04,0,0,0,0,0,33.73,6.85,35.27
907.47,1718.45,0,0,0,0,0,55.87,0,36.04
907.58,1719.86,0,0,0,0,0,53.47,0,54.61
907.7,1721.27,0,0,0,0,0,35.08,0,59.55
907.82,1722.68,0,0,0,0,0,12.95,0,34.48
907.93,1724.08,0,0,0,0,0,0.5,0,7.88
908.05,1725.49,0,0,0,0,0,0,0,0
908.16,1726.9,0,0,0,0,0,0,0,5.43
908.28,1728.3,0,0,0,0,0,22.12,0,34.23
908.4,1729.71,0,0,0,0,0,32.06,0,46.83
908.51,1731.11,0,0,0,0,0,32.06,0,41.4
908.63,1732.51,0,0,0,0,0,9.95,0,12.59
908.74,1733.91,0,0,0,0,0,0,0,0
908.86,1735.31,0,0,0,0,0,0,0,0
908.97,1736.71,0,0,0,0,0,0.31,0,32.91
909.09,1738.11,0,0,0,0,0,8.56,0,32.91
909.21,1739.51,0,0,0,0,0,23.26,0,32.91
909.32,1740.9,0,0,0,0,0,31.28,0,0
909.44,1742.3,0,0,0,0,0,33.51,0,9.23
909.55,1743.69,0,0,0,0,0,59.62,0,49.85
909.67,1745.08,0,0,0,0,0,79.5,0,75.28
909.78,1746.48,0,0,0,0,0,99.93,0,103.27
909.9,1747.87,0,0,0,0,0,99.12,2.41,111.39
910.01,1749.26,0,0,0,0,0,148.19,42,196.09
910.13,1750.65,0,0,0,0,11.76,273.81,126.76,311.69
910.24,1752.03,0,0,0,0,24.92,405.52,245.93,461.43
910.36,1753.42,0,0,0,18.28,57.22,499.55,327.52,527.86
910.47,1754.81,0,0,0,29.22,85.99,493.35,355.64,525.42
910.59,1756.19,0,0,0,29.22,84.33,463.02,315.08,454.55
910.7,1757.58,0,0,0,10.94,52.03,382.67,249.94,368.04
910.82,1758.96,0,0,0,26.02,32.86,332.09,188.33,307.66
910.93,1760.34,0,0,0,26.02,21.36,278.71,136.04,277.51
911.05,1761.72,0,0,0,26.02,41.46,279.32,114.83,255.72
911.16,1763.1,0,0,0,12.6,20.1,264.57,83.38,240.28
911.27,1764.48,0,0,0,12.6,20.1,259.48,63.69,221.85
911.39,1765.86,0,0,0,14.44,0,231.14,28.85,202.88
911.5,1767.24,0,0,0,1.84,0,187.22,9.03,149.38
911.62,1768.61,0,0,0,1.84,0,129.95,0,88.55
911.73,1769.99,0,0,0,0,0,91.44,0,41.85
911.85,1771.36,0,0,0,0,0,78.02,0,20.81
911.96,1772.73,0,0,0,15.67,0,109.46,0,46.8
912.07,1774.1,0,0,0,27.17,0,151.66,0,84.59
912.19,1775.48,0,0,0,65.11,4.72,201.05,0,148.08
912.3,1776.85,0,0,0,49.44,4.72,219.87,0,129.56
912.42,1778.21,0,0,0,100.86,12.59,247.33,0,156.72
912.53,1779.58,0,0,0,110.02,17.05,241.54,0,135.33
912.64,1780.95,0,0,0,132.05,17.05,220.83,0,134.74
912.76,1782.32,0,0,0,133.58,9.17,172.1,0,93.15
912.87,1783.68,0,0,0,116.63,0,124.89,0,51.04
912.99,1785.04,0,0,0,141.2,0,101.55,0,27.25
913.1,1786.41,0,0,0,139.18,20.89,104.62,0,26.58
913.21,1787.77,0,0,0,155.22,46.74,137.44,0,55.11
913.33,1789.13,0,0,0,159.22,47.19,147.9,0,70.57
913.44,1790.49,0,0,0,145.95,61.51,125.1,0,56.15
913.55,1791.85,0,3.56,0,169.08,77.6,144.72,0,62.84
913.67,1793.21,0,11.59,0,188.72,106.91,201.53,0,111.1
913.78,1794.57,0,46.42,0,220.65,136.87,336.31,59.57,237.03
913.89,1795.92,1.13,67.01,0,252.41,193.7,461.94,145.74,375.52
914.01,1797.28,4.95,103.19,25.85,294.68,250.75,577.76,264.93,507.58
914.12,1798.63,4.95,116.97,73.12,358.45,312,669.77,339.57,616.52
914.23,1799.98,3.82,136.01,106.64,364.05,317.46,715.3,382.52,670.03
914.35,1801.34,0,160.2,137.53,390.04,340.68,759.57,378.67,699.32
914.46,1802.69,0,156.42,145.41,396.98,312.89,730.14,354.58,649.61
914.57,1804.04,0,159.9,142.51,416.08,316.29,698.9,307.46,605.8
914.68,1805.39,0,121.19,103.71,404.23,282.79,623.06,261.55,533.1
914.8,1806.73,0,112.84,81.57,376.99,258.26,563.85,192.72,479.4
914.91,1808.08,0,89.97,52.53,353.13,223.16,481.39,131.09,413.82
915.02,1809.43,0,73.69,34.58,279.76,190.59,398.77,61.66,327.79
915.13,1810.77,0,54.33,1.58,249.21,169.88,329.33,20.37,216.99
915.25,1812.12,0,42.89,0,231.16,126.69,255.08,0,125.41
915.36,1813.46,0,29.58,0,221.48,131.93,218.23,0,73.61
915.47,1814.8,0,26.64,0,213.06,131.47,182.68,0,56.47
915.58,1816.14,0,25.72,0,248.58,157.98,208.75,0,80.67
915.7,1817.48,0,25.61,6.2,295.8,167.56,238.89,0,114.32
915.81,1818.82,0,28.63,19.08,366.39,194.23,296.43,0,195.4
915.92,1820.16,0,17.2,19.08,327.24,179.52,304.59,0,202.15
