0.1,0.1,0.1,0.5,0.5,0.5,1,1,1,5,5,5,10,10,10,50,50,50,100,100,100,200,200,200
141.38,121.83,101.55,190.78,168.67,160.35,158.82,143.02,125.38,221.03,208.99,257.5,709.57,641.85,674.34,898.88,975.08,948.53,1800.13,1765.55,1804.78,2247.51,2219.3,2278.2
