wavenumber,PS 0.1ppm-1,PS 0.1ppm-2,PS 0.1ppm-3,PS 0.5ppm-1,PS 0.5ppm-2,PS 0.5ppm-3,PS 1.0ppm-1,PS 1.0ppm-2,PS 1.0ppm-3,PS 5ppm-1,PS 5ppm-2,PS 5ppm-3,PS 10ppm-1,PS 10ppm-2,PS 10ppm-3,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS 100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
1307.56,108.24,128.99,122.39,196.01,161.06,250.36,45.91,73.55,51.96,90.61,88.79,83.32,145.13,134.66,110.93,33.77,58.82,48.85,23.4,17.92,0,41.98,42.14,89.6
1309.24,112.11,111.42,138.8,198.85,177.3,198.18,49.9,55.38,57.2,85.83,100.31,64.52,138.24,89.43,69.64,22.4,40.25,34.44,16.79,2.96,0,39.85,48.64,75.82
1310.91,65.8,81.35,129.02,187.54,135.39,207.2,55.35,26.47,51.24,54.52,71.63,45.85,119.48,60.67,71.14,21.19,19.31,10.28,0.68,10.66,1.76,28.85,24.61,53.49
1312.59,89.53,89.65,76.61,154.31,99.23,149.29,69.82,28.57,51.62,50.23,37.05,50.54,65.29,44.92,82,33.43,0,10.28,3.54,7.69,1.76,54.86,38.26,45.19
1314.26,55.64,119.99,76.58,110.16,63.8,125.12,59.89,44.48,41.36,61.31,16.75,59.25,84.68,58.3,107.65,42.63,0,33.93,2.86,7.69,1.76,73.56,39.59,51.57
1315.94,39.24,111.14,70.04,93.86,62.57,81.81,21.8,53.06,34.89,72.52,30.59,51.77,75.53,62.82,96.77,21.45,0,23.66,17.29,0,0,74.73,70.05,57.75
1317.61,20.98,62.45,71,98.41,93.51,47.01,8.54,34.09,20.07,57.86,30.59,25.65,87.4,53.75,77.79,9.2,0,24.18,14.43,0,0,50.35,60.64,75.05
1319.28,26.55,14.92,51.43,130.48,91.31,24.39,26.48,33.25,11.52,30.14,34.71,12.51,66.95,30.3,59.61,1.46,0,0.52,14.43,0,0,59.77,66.03,79.49
1320.95,32.83,0.73,33.56,84.65,85.85,39.19,33.38,24.1,19.98,23.64,20.4,16.99,60.19,10.86,37.12,1.46,0,0.52,0,0,9.66,45.54,55.43,72.94
1322.62,24.17,0.73,43.85,50.98,64.58,60.83,37.39,32.42,34.38,28.95,20.4,16.99,82.11,20.59,38.97,1.46,0,0,0,3.51,9.66,50.77,44.94,62.85
1324.29,26.64,0,30.85,3.3,43.93,46.19,39.74,20.41,38.99,28.95,0,25.22,88.38,49.86,35.51,0,0,0,0,3.51,9.66,35.35,55.82,56.11
1325.96,14.22,0,21.24,3.3,24.08,22.03,32.84,11.98,30.5,12.35,0,8.24,68.9,40.77,50.26,0,0,0,0,3.51,0,23.87,43.6,67.94
1327.63,14.97,0,10,0,0,0,28,3.66,16.1,0,0,8.24,35.11,31.04,29.99,0,0,0,0,0,0,12.79,43.6,40.84
1329.29,0.75,0,0,0,0.91,2.74,33.52,9.14,26.53,3.06,0.51,0,19.76,21.02,24.57,0,0,0,0,0,0,11.86,18.88,52.92
1330.96,7.87,22.18,0,0,0.91,2.74,50.77,18.86,15.89,3.06,0.51,0,31.31,47.5,38.06,0,0,0,0,0,0,14.8,11.15,51.24
1332.62,28.21,22.97,7.63,12.06,0.91,18.82,55.2,39.38,26.06,15.35,0.9,0,65.86,57.65,49.62,0,0,0,0,0,0,20.59,20.15,82.1
1334.28,42.07,35.16,12.98,18.27,0,16.07,46.87,37.36,11.32,12.29,14.23,0,63.89,39.01,52.58,0,0,0,0,0,0,26.48,20.15,78.67
1335.95,34.96,13.59,16.74,20.66,5.78,16.07,35.45,38.57,23.79,12.29,19.19,0,69.5,29.61,55.45,0,0,0,0,0,0,39.94,28.57,77.15
1337.61,47.75,12.8,9.11,9.64,6.45,18.7,50.26,36.69,13.62,0,18.81,0,39.67,31.44,44.88,0,0,0,0,0,0,34.15,30.57,46.3
1339.27,44.37,14.63,3.75,10.47,8.03,41.61,39.87,30.16,16.14,0,4.97,0,21.88,29.06,44.33,0,0,0,0,0,0,16.4,30.57,18.47
1340.92,64.89,31.73,2.15,56.93,57.21,41.61,66.38,32.65,21.24,16.8,7.84,0,24.42,11.99,39.13,0,0,0,0,0,0,33.12,30.93,6.21
1342.58,46.03,31.73,2.15,55.89,71.68,22.91,50.8,50.03,32.8,16.8,17.83,0,33.86,17.75,66.17,0,0,0,0,0,0,61.9,44.52,28.75
1344.24,57.87,46.13,2.15,74.71,102.89,26.37,53.56,59.19,55.48,33.39,19.11,13.53,50.97,50.11,60.88,0,18.52,19.86,0,0,0,82.11,57.53,41.4
1345.9,71.86,64.01,11.99,59.04,56.28,52.26,44.12,57.39,57.29,21.7,11.27,21.56,65.88,73.29,67.05,0,18.52,22.53,0,0,0,80.21,68.26,54.85
1347.55,78.34,69.88,11.99,106,100.85,98.16,44.8,36.71,68.22,34.11,1.27,25.56,84.7,83.1,44.13,0,18.52,22.53,0,0,0,58.42,52.44,62.08
1349.2,87.52,41.45,43.54,116.92,84.82,71.79,44.17,37.37,56.51,23.91,4.71,15,92.31,74.04,45.33,0,0,11.5,4.96,0,0,70.65,53.3,79.33
1350.86,78.85,6,51.05,133.01,99.3,82.52,37.33,44.5,43.25,18.8,4.71,22.25,82.15,90.21,33.77,0,0,8.84,4.96,0,0,57.67,28.62,93.7
1352.51,68.67,0.14,57.31,86.04,58.3,58.76,43.28,40.09,38.78,6.39,4.71,35.63,86.78,83.51,49.66,0,0,18.33,4.96,0,0,68.47,38.06,76.52
1354.16,47.08,23.26,25.76,83.94,64.92,88.2,50.14,30.25,45.22,0.37,0,32.66,94.43,82.15,89.9,0,0,9.49,2.8,0,0,49.85,24.19,74.24
1355.81,39.52,72.26,15.39,34.67,42.09,51.57,51.67,10.93,43.01,0.37,0,17.97,98.87,89.25,87.93,0,0,17.44,2.8,0,0,62.56,18.21,45.64
1357.46,40.9,72.26,9.13,50.16,36.06,58.46,34.45,12.67,28.03,4.1,0,17.53,83.1,91.47,84.75,0,7.5,7.95,2.8,0,0,57.84,16.12,47.28
1359.1,30.99,49.13,9.13,39.37,23.66,34.96,38.46,34.64,19.29,3.73,0,17.53,57.34,72.04,36.37,0,7.5,7.95,0,0,0,61.69,25.48,25.14
1360.75,16.1,0,0,39.37,31.29,34.96,44.6,34.64,26.34,3.73,7.24,21.14,50.04,32.73,17.82,0,7.5,0,0,0,0,38.66,42.75,27.13
1362.4,19.03,0,21.58,23.88,18.61,19.16,61.86,22.54,23.28,0,7.24,8.21,30.42,22.77,10.46,0,0,3.84,0,0,0,25.58,26.62,12.9
1364.04,19.03,0,21.58,0,20.29,24.08,48.14,0.57,10.95,0,7.24,8.21,23.81,34.04,10.46,0,0,3.84,0,0,0,7.91,17.27,6.41
1365.69,15.62,11.24,21.58,0,12.66,24.08,30.32,0.57,0,0,2.23,4.01,14.55,37.77,24.95,0,0,3.84,0,0,0,2.57,0,21.76
1367.33,0,20.36,0,0,12.66,10.87,20.85,7.73,0,0,5.29,1.37,35.96,27.85,28.61,0,0,0,0,0,0,2.57,30.15,49.12
1368.97,0,26.81,0,7,0,0,29.18,13.9,23.43,0,14.97,1.37,69.26,21.93,54.04,0,0,0,0,0,0,13.45,52.99,74.19
1370.61,0,15.57,0,25.87,9.33,15.07,23.26,31.4,36.51,0,12.73,1.37,95.92,14.58,59.28,0,0,0,0,0,0,31.03,69.76,66.12
1372.25,14.7,6.45,19.01,32.2,29.68,22.47,33.62,32.72,47.45,11.43,9.67,11.91,100.47,45.8,81.76,0,6.96,8.1,0,0,0,63.33,69.86,49.61
1373.89,14.7,29.07,19.01,31.77,55.52,42.66,18.93,26.55,29.62,11.43,4.77,11.91,76.82,71.13,85.69,0,11.06,12.01,0,0,0,72.37,50.86,24.53
1375.53,14.7,29.07,26.4,12.9,53.1,54.14,27.78,13.34,37.69,11.43,4.77,11.91,57.62,106.26,84.08,0,11.06,21.62,0,0,0,52.22,69.09,21.48
1377.16,39.3,57.36,25.83,55.04,62.3,97.24,22.18,25.7,57.33,39.05,31.95,0,60.76,114.4,84.48,0,21.81,17.39,0,0,0,64.37,55.88,34.99
1378.8,53.37,41.31,25.83,55.69,69.01,92.52,22.18,27.58,51.73,39.05,27.17,0,51.11,88.66,63.66,0,17.72,13.49,0,0,0,44.46,52.04,34.99
1380.43,103.02,72.19,42.1,111.48,86.11,114.52,13.32,28.75,47.85,39.05,27.17,0,31.34,50.01,45.54,0,17.72,3.88,0,0,0,44.46,17.04,24.36
1382.07,85.71,100.09,47.3,125.81,74.84,78.81,7.43,22.82,20.53,0.73,0,0,0,7.45,8.54,0,0,0,0,0,0,0,0,0
1383.7,83.12,87.07,50.02,155.87,95.62,86.82,7.43,20.94,24.26,0.73,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0
1385.33,49.33,75.83,46.4,118.1,122.24,107.01,30.73,37.82,26.09,5.74,0.74,24.1,4.9,3.84,16.76,5.89,0,0,0,0,0,15.98,0,0
1386.96,37.02,26.73,56.59,127.18,179.04,132.37,51.43,25.49,41.7,5.04,10.51,38.57,17.16,30.97,23.18,5.89,13.28,14.48,0,0,0,32.03,31.56,22.32
1388.59,44.42,50.63,55.14,135.65,153.23,124.12,57.73,28.46,51.33,13.12,20.64,58.4,27.13,27.9,41.29,18.67,13.28,14.48,0,0,0,60.82,48.18,36.05
1390.22,32.74,33.82,41.95,162.06,105.7,77.82,34.43,6.13,34.53,8.12,19.9,57.28,22.23,27.13,28.2,12.78,13.28,14.48,0,0,0,61.46,62.64,47.96
1391.85,23.04,26.72,8.13,91.43,30.63,37.68,19.62,2.98,15.64,13.93,10.13,42.82,9.97,0,21.77,12.78,0,0,0,0,0,52.66,47.48,43.18
1393.47,30.21,11.09,7.46,45.68,30.34,22.45,15.71,12.7,3.98,5.85,13.82,40.19,5.86,39.72,3.67,0,0,0,0,0,0,61.09,46.87,57.96
1395.1,26.03,8.6,0.6,1.24,51.88,0,32.51,12.7,1.7,7.61,13.82,17.2,5.86,39.82,0,0,0,0,0,0,0,55.97,55.72,61.53
1396.72,26.09,8.6,1.77,0,51.88,0,19.19,12.7,1.7,1.76,13.82,17.2,5.86,39.82,0.07,0,0,0,0,0,0,64.96,62.01,50.21
1398.35,4.46,0.51,6.3,0,24.65,0,16.8,0,0,2.45,0,0,6.01,0.1,0.07,0,0,0,0,0,0,31.51,45.99,21.7
1399.97,4.46,0.18,7.52,0,0,0,2.72,0,0,3.69,0,0,6.01,0,0.07,0,0,0,0,0,0,20.01,22.7,17.27
1401.59,4.41,0.18,6.35,0,0,0,2.72,0,0.2,3.69,0,0,6.01,0,0,0,0,0,0,0,0,6,0,11.05
1403.21,0,0,1.22,0,0,0,2.72,0,0.2,3,0,0,0,0,0,0,0,0,0,0,0,2.24,0,11.05
1404.83,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0
1406.45,0,0,0,0,0,0,0,0,0,0,0,0,15.18,0,11.68,0,0,0,0,0,0,0,0,0
1408.07,0,0,0,0,0,0,0,0,0,0,0,0,15.18,0,11.68,0,0,0,0,0,0,6.66,0,0
1409.68,0,0,0,0,0,0,0,14.22,5.71,0,0,0,27.93,0,11.68,0,0,0,0,0,0,22.5,12.21,22.22
1411.3,8.23,0,4.8,0,0,0,0,14.22,5.71,5.02,0,0,12.75,14.66,0,0,0,0,0,0,0,34.98,18.72,31.07
1412.91,8.23,0,4.8,0,0,0,0,14.22,5.71,5.02,0,0,12.75,14.66,0,0,0,0,0,0,0,41.66,18.72,31.07
1414.53,8.23,0,4.8,0,0,0,0,0,0,5.02,0,0,1.07,14.66,0,0,0,0,0,0,0,25.81,11.7,24.1
1416.14,0,0,0,0,0,0,0,0,0,0,0,0,9.1,6.53,4.37,0,0,0,0,0,0,47.15,6.01,15.25
1417.75,0,0,0,0,0,0,0,0,13.54,0,0,0,9.88,19.47,5.11,0,0,0,0,0,0,33.82,40.34,19.33
1419.36,0,0,0,0,0,0,0,0,13.54,0,9.41,0,8.81,37.37,5.46,0,0,0,0,0,0,33.82,35.14,26.81
1420.97,0,0,0,0,0,0,0,0,13.54,0,9.41,0,0.77,48.26,1.09,0,0,0,0,0,0,13.16,51.45,42.73
1422.58,0,0,0,0,0,0,6.67,0,0,0,9.41,13.88,5.34,46.49,11.9,0,4.2,0,0,0,0,15.96,25.21,56.87
1424.19,0,0,0,0,0,0,9.5,6.58,8.91,0,9.47,33.17,22.31,46.38,19.39,4.61,4.2,0,0,0,0,39.38,47.25,50.01
1425.79,0,0,0,0,0,0,9.5,6.58,8.91,0,9.47,33.17,41.03,48.5,51.93,4.61,21.56,0,0,0,0,54.16,34.33,58.48
1427.4,23.13,0,0,0,0,0,2.83,6.58,11.63,6.7,36.63,39.95,78.83,90.3,70.65,13.01,32.69,19.36,4.59,0,0,81.61,76.75,89.95
1429,23.13,0,1.45,0,0,0,4.98,13.7,2.73,6.7,27.16,20.66,109.3,81.43,74.36,12.53,32.69,19.36,4.59,0,0,108.5,99.94,117.19
1430.61,23.13,0,1.45,0,0,0,4.98,20,2.73,29.46,27.16,20.66,137.88,100,72.19,20.73,15.33,19.36,4.59,0,9.08,97.28,132.69,136.33
1432.21,0,0,1.45,0,0,0,4.98,20,7.93,26.19,22.86,11.05,126.35,82.14,74.25,15.71,37.05,0,0,0,30.56,105.94,111.99,154.68
1433.81,0,1.4,0,21.49,3,0,0,9.16,12.01,44.06,49.82,31.53,128.06,116.84,100.19,41.26,70.09,23.09,0,0,35.21,69.15,85.51,176.25
1435.41,0,8.67,0,21.49,3,0,0.58,16.11,12.01,41.49,69.11,58.01,107.31,123.76,111.03,63.27,118.68,54.06,4.52,0,28.19,105.81,94.47,191.6
1437.01,0,8.67,20.17,21.49,50.34,28.93,1.36,16.11,8.37,53.72,72.31,55.22,136.24,135.01,138.87,103.73,102.21,72.37,47.78,21.86,23.31,120.58,112.2,183.72
1438.61,0,7.28,20.17,0,56.6,34.73,1.99,22.53,13.4,68.3,80.85,50.79,152.17,155.94,162.05,125.2,88.42,78.6,73.78,54.18,38.45,173.34,169.94,188.17
1440.2,0,0,27.11,0,56.6,39.2,1.4,9.27,13.4,67.12,94.97,57.59,179.55,145.31,170.34,130.9,58.86,66.72,98.46,84.74,78.49,188.99,181.89,201.18
1441.8,1.05,0,8.67,0,9.26,10.28,0.63,9.81,9.11,65.06,91.89,77.2,170.93,146.68,167.97,124.4,82.76,101.97,77.94,119.69,109.01,206.07,193.95,217.29
1443.4,7.64,10.05,8.67,0,0,4.47,0,17.37,16.63,68.47,64.6,81.93,153.31,147.06,159.26,115.34,102.77,93.34,90.21,129.77,134.32,205.93,197.44,223.51
1444.99,7.64,15.69,1.73,0,24.31,13.36,5.66,34.29,17.99,76.67,67.77,79.78,165.25,166.66,173.78,139.07,135.58,132.49,97.62,143.65,104.09,194.24,220.72,224.5
1446.58,25.71,26.84,0,0,24.39,13.36,11.31,33.76,28.31,118.89,62.96,60.99,149.97,161.71,159.74,152.48,117.39,115.66,122.04,122.89,102.56,204.87,244.98,223.82
1448.18,22.14,16.8,28.42,0,24.39,13.36,11.31,19.47,11.68,117.46,74.17,64.55,149.13,139.2,131.15,157.9,117.88,140.16,124.81,139.81,97.04,202.16,214.58,242.8
1449.77,22.14,11.15,28.42,0,0.08,0,5.65,8.75,10.32,113.93,63.94,82.34,119.19,121.91,117.45,139.54,113.27,122.9,135.16,147.63,114.1,221,197.06,242.67
1451.36,3.02,0,28.42,0,0,0,0,13.6,15.89,83.42,67.74,89.82,119.8,121.19,103.97,120.87,138.01,115.98,143.19,159.48,120.85,184.5,165.54,200.86
1452.95,11.86,5.02,0,25.05,24.46,0,16.09,11.05,38.87,93.7,80.66,100.1,125.3,116.68,144.72,132.97,119.52,112.52,162.68,178.79,138.06,187.11,169.12,157.83
1454.53,14.21,5.02,6.14,25.05,24.46,0,16.09,4.85,43.05,87.22,79.48,78.61,145.13,107.51,136.8,128.31,123.94,115.95,166.74,182,186.84,169.61,171.58,144.01
1456.12,14.21,13.59,6.14,51.8,24.46,14.4,20.65,0,31.21,110.32,95.88,96.69,156.75,111.45,154.65,145.55,124.58,141.61,181.05,187.79,143.53,176.98,163.93,151.74
1457.71,2.35,8.57,6.14,31.91,0,14.4,4.56,0,8.23,100.42,109.96,90.79,141.92,116.61,106.73,133.79,157.24,133.94,161.36,154.59,121.91,153.35,166.94,117.8
1459.29,0,8.57,1.33,31.91,20.42,36.17,8.82,0,4.05,83.21,110.05,87.24,120.97,127.33,104.7,109.04,161.57,111.62,169.37,141.08,85.97,145.71,139.27,81.19
1460.88,7.16,0,9.33,30.67,47.21,56.19,10.99,16.53,0.8,75.57,106.39,97.26,124.7,150.05,112,108.19,168.46,85.86,167.27,177.15,125.94,139.63,134.16,71.13
1462.46,7.16,11.09,9.33,26.14,47.21,84.62,12.85,27.19,0.8,71.28,108.4,90.3,150.09,151.77,146.3,105.34,177.03,91.78,207.53,203.56,159.92,147.53,100.37,79.39
1464.04,49.27,33,42.15,94.37,54.79,91.73,16.05,34.09,14.93,119.02,150.1,127.02,156.81,176.15,179.6,147.5,182.6,137.7,242.13,248.32,201.26,158.76,120.24,113.64
1465.62,72.21,74.84,54.88,109.49,100.3,123.12,43.14,27.15,47.27,158.31,188.04,144.97,184.87,176.53,214.24,170.55,217.07,181.18,273.97,253.65,227.5,211.88,161.99,155.11
1467.21,73.31,82.55,65.54,165.54,145.25,167.44,41.27,16.49,47.27,160.85,199.54,148.83,208.92,204.25,219.2,196.17,234.1,209.9,260.38,252.89,247.31,251.2,217.62,189.13
1468.78,33.08,92.83,54.1,147.86,117.25,177.35,33.82,10.67,44.08,151.95,167.95,130.93,240.2,213.85,233.72,204.01,261.03,215.5,270.7,243.03,263.03,249.75,205.8,202.7
1470.36,9.21,104.14,65.35,150.56,71.34,123.65,6.72,4.87,20.56,114.07,145.04,121.71,235.69,200.35,198.79,199.2,242.3,194.12,243.02,239.52,262.1,211.28,184.98,206.26
1471.94,51.59,85.34,78.51,108.19,39.03,82.21,6.72,12.25,20.56,113.43,105.04,135.06,201.41,176.06,203.75,174.94,233.13,184.96,252.92,259.59,257.07,188.7,150.03,173.7
1473.52,70.11,73.37,81.48,130.64,56.92,96.26,15.99,17.47,20.39,101.58,109.16,130.53,164.02,155.32,156.27,183.47,200.07,170.92,249.94,279.77,230.51,164.88,142.86,140.91
1475.09,63.88,42.63,49.49,128.02,67.03,121.24,9.27,13.68,11.8,77.3,95.18,115.24,110.73,112.37,129.23,154.56,158.58,160.11,246.2,256.2,226.18,145.28,101.9,78.33
1476.67,35.55,63.83,34.61,150,87.74,107.48,22.98,12.04,18.29,86.59,119.44,106.53,98.33,102.63,109.07,169.21,132.98,177.19,250.69,248.19,245.08,114.89,120.81,111.3
1478.24,31.8,43.62,8.94,122.25,73.72,108.66,24.61,8.62,8.49,85.11,93.94,93.71,94.38,91,106.36,151.75,150.94,207.5,245.76,222.09,250.56,124.38,120.28,136.15
1479.81,70.74,45.73,28.86,113.2,94.4,92.87,29.12,21.79,21.04,77.98,58.2,72.91,97.31,116.59,95.2,189.63,177.58,233.82,263.16,252.33,279.72,127.2,149.74,171.99
1481.38,65.04,24.54,19.92,84.86,87.13,96.8,32.76,27.73,23.26,36.28,20.73,50.46,82.57,113.18,76.37,188.85,207.22,223.14,272.25,256.92,270.56,133.67,144.52,174.49
1482.95,48.39,39.9,19.92,39.62,103.78,42.77,34.97,29.9,29.05,10.77,14.82,25.08,79.5,112.77,82.2,195.63,201.42,191.02,268.9,289.08,304.63,152.69,154.51,182.2
1484.52,9.45,15.36,3.82,23.8,56.37,21.47,36.07,25.63,17.4,2.46,16.07,15.1,61.31,98.24,99.59,185.97,205.85,173.79,245.45,273.14,304.28,169.26,140.38,165.45
1486.09,10.6,21.68,3.82,29.04,57.66,18.97,18.71,31.38,17.77,2.46,23.42,12.47,59.45,106.38,126.97,216.31,195.95,168.9,247.02,299.88,331.27,200.15,167.58,166.03
1487.66,10.6,18.24,3.82,39.7,44.22,51.61,13.06,43.35,13.36,16.71,33.33,19.23,52.92,96.18,117.68,245.54,197.6,184.57,222.15,306.52,368.49,203.25,213.99,170.49
1489.22,17.64,18.24,7.9,23.86,51.71,51.61,7.45,34.45,23.86,14.24,36.81,25.74,62.61,103.19,104.28,239.34,193.82,172.14,227.52,314.73,387.95,199.89,243.61,191.5
1490.79,19.08,19.18,7.9,10.67,24.34,32.64,30.29,19.12,32.8,22.84,45.09,52.04,69.41,87.32,95.66,227.91,213.82,166.81,233.67,317.39,364.2,191.31,246.33,190.6
1492.35,23.35,7.26,7.9,0,17.26,0,22.84,2.08,30.45,8.6,27.08,45.27,59.43,65.67,85.25,198.04,203.04,161.05,216.39,309.62,317.36,159.6,202.93,159.92
1493.92,16.32,7.26,6.6,0,0,0,22.84,6.98,18.03,23.68,24.82,31.45,77.66,56.23,77.06,195.73,199.83,179.18,214.01,315.08,331.07,165.44,191.07,158.44
1495.48,4.28,0,20.37,12.12,0,0,33.24,11.01,3.01,19.35,4.13,0,85.9,36.45,56.2,206.98,165.5,204.53,177.19,256.78,345.36,144.15,171.09,149.85
1497.04,6.36,4.02,20.37,12.12,0,0,37.58,20.87,11.09,23.04,21.87,7.53,118.12,71.34,66,231.79,197.74,209.11,215.94,261.38,347.55,173.07,183.66,180.13
1498.6,6.36,4.02,13.77,12.12,0,0,37.58,15.96,11.09,21.74,19.39,7.53,100.79,89.34,76.24,226.71,186.42,196.8,222.47,240.09,321.52,161.1,177.99,166.51
1500.16,6.36,4.02,0,0,0,0,9.56,9.86,8.08,29.67,17.73,7.53,84.23,118.44,73.26,199.18,190.99,201.39,221.91,280.04,320.06,159.67,134.53,147.44
1501.72,11.95,6.78,0,1.96,0,0,5.22,0.26,0,25.98,0,0,56.67,126.2,60.6,162.44,167.34,209.08,223.46,263.78,327.06,154,134.84,132.8
1503.27,11.95,6.78,0,1.96,0,0,5.22,0.26,0,12.2,0,7.13,74.43,89.63,64.28,175.14,206.48,235.56,242.47,277.97,350.17,142.77,129.92,155.92
1504.83,11.95,6.78,0,1.96,0,0,0,3.72,7.6,20.95,16.95,27.92,93.08,79.27,85.83,189.07,230.5,240.26,272.7,289.73,383.52,156.75,165.54,186.26
1506.38,5.38,0,13.07,0,0,0,26.35,9.92,7.6,45.57,50.23,48.71,128.73,74.58,108.72,211.44,258.97,270.07,279.72,330.27,420.32,169.16,196.92,195.02
1507.94,5.38,0,13.07,0,0,0,26.35,13.49,7.6,45.57,50.23,47.48,150.25,102.43,128.82,187.37,256.66,301.78,263.64,348.38,416.02,181.11,232.85,191.67
1509.49,5.38,5.77,13.07,0,0,0,40.05,17.82,4.55,55.58,46.54,47.82,159.33,122.84,142.47,203.85,260.58,321.04,275.46,376.71,419.29,190.61,257.32,211.19
1511.04,0,5.77,0,0,13.73,0,14.76,14.16,4.55,39.93,22.2,42.5,149.51,119.01,133.56,235.01,256.5,319.63,284.28,374.06,408.23,180.42,228.45,215.03
1512.6,0.87,5.77,0,0,18.83,0,21.95,10.59,18.87,62.02,22.58,48.53,130.8,125.63,108.42,298.16,270.42,325.89,343.77,389.41,460.51,194.56,236.23,224.19
1514.15,18.07,0,10.82,21.34,21.08,12.01,15.68,7.28,14.31,55.4,17.26,68.24,139.64,144.46,90.5,314.31,278,323.49,362.61,374.1,493.8,213.68,229.99,227
1515.69,23.94,6.86,12.57,80.27,7.34,12.01,16.31,11.87,20.73,62,35.18,89.84,155.58,136.4,92.68,328.68,274.48,327.64,381.67,355.69,529.98,233.01,225.3,237.69
1517.24,23.07,6.86,17.36,92.57,41.95,30.05,10.49,28.93,22.5,83.51,67.99,115.35,172.63,161.11,123.64,334.95,294.84,333.02,394.3,375.18,524.4,248.22,224.15,260.59
1518.79,6.22,34.4,25.27,96.13,50.26,68.55,8.69,45.76,36.48,83.7,99.49,112.86,157.34,146.14,130.25,350.21,329.21,361.06,419.93,411,521.16,259.75,256.32,265.81
1520.34,0.35,44.62,23.52,43.96,66.57,100.76,7.01,38.38,31.49,92.11,72.64,90.95,141.82,130.61,130.97,318.03,327.79,365.98,440.12,426.39,517.81,237.15,272.7,273.23
1521.88,24.41,64.1,48.35,86.15,55.5,124.55,24.78,21.31,38.84,76.21,65.71,92.71,118.07,121.86,124.79,332.84,327.38,360.25,449.98,423.45,536.8,243.2,281.06,267.98
1523.42,24.07,52.02,38.53,72.38,86.79,93.7,24.22,2.05,24.87,64.98,55.79,89.15,109.76,103.21,109.72,316.66,313.63,335.17,452.85,409.18,511.13,227.24,258.74,261.04
1524.97,24.07,67.62,48.29,65.63,104.12,61.48,40.78,2.05,24.23,69.1,72.45,96.93,93.21,121.99,108.42,354.8,326.55,327.77,457.06,425.92,499.13,231.27,273.08,260.42
1526.51,13.75,51.13,18.67,11.13,119.37,19.66,21.64,2.05,2.83,49.78,59.44,79.95,107.33,103.1,111.11,335.17,332.36,320.92,462.82,446.22,453.37,218.17,253.96,237.35
1528.05,13.75,35.66,9.76,0,77.52,9.24,35.1,0,2.83,68.92,52.22,77.75,110.67,123.1,141.02,341.65,342.94,319.84,472.04,436.63,472.05,236.17,274.26,256.7
1529.59,13.75,2.99,22.68,6.36,66.62,9.24,24.25,7.29,15.89,83.73,50.67,87.9,144.77,132.2,165.03,318.79,361.86,317.1,492.26,438.05,473.74,285.48,263.89,261.71
1531.13,0,3.11,33.12,7.86,22.73,9.93,32,21.96,19.74,123.67,64.25,87.5,137.42,133.84,173.92,322.05,360.22,318.13,487.26,435.59,493.21,318.23,276.28,304.48
1532.67,7.34,10.45,53.11,7.86,22.73,18.16,16.05,21.96,20.43,128.73,67.95,70.89,161.06,142.14,174.8,325.74,341.02,305.6,516.37,472.24,508.79,309.4,258.43,307.01
1534.21,11.42,22.15,43.08,1.5,0.92,36.88,30.22,17.42,6.57,102.24,81.77,55.4,141.14,132.22,152.12,339.54,343.6,291.86,502.6,479,506.83,274,248.35,293.97
1535.74,22.47,19.04,33.18,11.42,31.04,36.39,30.83,15.33,23.44,85.87,77.7,51.7,143.88,124.95,132.43,347.12,323.28,288.22,487.28,471.55,487.31,233.7,218.02,247.02
1537.28,15.14,11.7,13.19,19.91,37.8,48.72,34.23,16.52,22.75,48.38,64.1,40.78,82.02,77.45,89.84,310.47,313.41,255.35,416.73,420.54,407.24,175.83,172.79,183.84
1538.81,23.62,13.67,0.54,35.15,56.64,50.07,26.31,28.56,26.35,58.81,46.5,53.88,70.63,56.06,83.36,309.16,293.54,275.82,384.19,398.21,385.51,158.28,162.89,161.64
1540.34,12.57,37.16,0,23.73,45.73,49.87,32.62,23.16,8.58,63.47,48.47,63.54,60.67,48.76,59.31,311.06,281.55,251.17,367.21,399.1,372.67,157.6,160.85,174.99
1541.88,20.79,55.36,16.37,26.77,38.96,40.17,38.6,28.1,8.58,88.04,68.11,93.21,81.42,56.13,74.26,339.62,283.56,289.85,375.56,433.99,425.83,173.23,184.13,185.98
1543.41,44.22,55.94,22.78,24.17,31.44,65.17,45.58,35.05,24.15,94.38,91.09,103.56,87.78,108.15,89.53,349.85,308.9,292.53,412.58,478.88,480.99,211.19,212.06,212.62
1544.94,53.66,47.76,32.54,47.93,13.84,90.55,33.47,45.9,42.28,114.63,122.98,136.47,101.91,134.61,124.9,383.97,330.46,339.43,467.49,489.67,516.05,227.68,263.87,239.47
1546.47,81.68,42.59,23.64,62.61,40.49,124.83,26.02,61.08,61,128.21,142.54,161.38,152.03,188.72,168.59,408.41,397.01,388.32,505.07,531.46,551.44,306.82,301.32,285.64
1547.99,59.6,49.67,23.97,72.88,42.83,110.69,13.81,45.17,68.04,143.69,173.99,185.2,218.26,196.61,198.05,450.07,436.12,423.43,517.87,564.47,544.39,324.5,322.65,312.01
