wavenumber,PS 0.1ppm-1,PS 0.1ppm-2,PS 0.1ppm-3,PS 0.5ppm-1,PS 0.5ppm-2,PS 0.5ppm-3,PS 1.0ppm-1,PS 1.0ppm-2,PS 1.0ppm-3,PS 5ppm-1,PS 5ppm-2,PS 5ppm-3,PS 10ppm-1,PS 10ppm-2,PS 10ppm-3,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS 100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
692.6,48.13,47.63,69.99,78.69,32.81,67.53,24.82,60.53,74.64,84.31,93.95,86.01,40.13,40.18,37.93,86.23,106.13,168.91,86.29,80.78,122.02,92.11,54.87,87.98
694.61,41.85,47.63,57.96,78.69,26.13,51.02,24.82,60.53,48.58,66.46,64.44,75.04,19.5,0,25.11,60.04,56.07,124.48,58.59,65.86,62.08,59.73,34.78,50.55
696.63,31.03,24.45,28.74,78.03,58.8,28.26,8.64,31.49,18.04,22.8,19.45,38.59,0,0,25.11,0,21.13,54.84,0,34.04,9.29,0,0,4.77
698.64,11.02,14.39,22.98,49.16,68.59,57.96,16.65,17.86,10.83,42.5,30.15,34.3,16.87,0,13.11,77,70.98,55.34,31.04,80.6,62.03,93.67,66.12,46.71
700.65,65.38,46.24,47.27,86.31,100.96,88.96,47.51,47.63,37.26,101.56,105.86,83.82,80.67,85.98,94.82,185.24,157.89,175.94,119.36,162.48,190.95,200.07,170.34,159.5
702.66,82.19,40.98,64.31,105.25,98.56,134.47,76.05,92.73,67.73,147.95,161.23,139.68,150.28,170.44,181.03,277.48,227.48,265.22,224.06,238.07,270.53,292.66,264.41,258.46
704.67,88.88,81.95,74.59,137.43,75.06,115.88,86.38,74.87,80.85,152.61,161.88,137.67,148.94,211.8,188.71,218.14,240.22,272.95,236.52,194.52,274.82,269.85,265.65,256.99
706.68,44.48,61.49,60.43,105.85,50.13,98.2,60.93,49.45,73.19,122.47,91.06,88.15,102.67,135.19,108.15,133,185.48,196.53,174.5,183.5,188.97,205.92,182.76,175.38
708.69,59.31,67.27,51.17,110.51,38.78,65.09,46.71,12.25,52.75,99.54,71.79,57.55,94.72,77.56,62.24,74.04,194.92,161.97,150.34,155.66,164.64,164.51,137.74,124.97
710.69,57.71,30.28,17.92,64.42,68,52.56,22.36,12.25,28.79,56.48,41.39,31.16,98.97,64.46,65.18,66.94,172.89,134.6,127.37,127.68,98.49,129.31,96.25,93.76
712.7,58.24,34.41,16.02,75.13,65.01,73.49,22.8,7.91,19.35,27.56,37.08,34.58,101.3,80.44,64.03,43.85,175.61,99.31,101.07,56.83,55.42,86.84,74.92,62.58
714.7,26.6,24.45,18.69,37.74,63.27,55.68,21.79,0,12.12,6.47,0.99,9.33,39.64,53.62,23.74,10.57,96.57,44.59,23.05,9.08,0.18,35.66,25.88,14.03
716.71,39.49,15.61,58.05,59.83,52.33,58.66,19.15,9.37,20.07,14.48,15.32,13.34,19.87,25.36,0,0,34.88,29.23,2.51,0,0,0,0,0
718.71,33.51,10.91,49.82,92.06,74.52,59.44,13.29,10.74,10.75,14.48,14.73,9.91,0,0,0,0,1.95,32.97,2.51,0,0,0,0,0
720.71,33.51,10.81,53.76,95.97,81.41,59.44,3.16,10.74,8.4,12.11,27.48,10.51,0,0,0,13.75,13.61,66.96,0,11.8,0,0,0,0
722.71,4.5,34.26,14.4,89.03,75.09,54.05,17.88,24.08,12.84,46.97,57.33,45.36,44.74,42.87,71.45,103.96,98.08,162.08,40.8,60.1,74.4,74.56,76.52,98.57
724.71,20.69,59.38,41.64,91.11,85.47,52.69,67.91,42.76,35.25,105.89,88.51,94.74,158.11,161.7,198.87,189.4,222.52,232.18,140.54,172.33,161.01,209.56,209.5,211.92
726.71,60.45,70.03,50.52,68.92,75.66,117.6,79.33,58.69,55.79,129.97,111.45,115.02,239.87,253.25,253.03,257.18,303.04,260.7,215.44,224.25,216.7,279.57,283.83,294.6
728.71,66.63,62.97,69.18,72.18,90.2,118.41,83.75,37.48,43.41,89.91,68.7,74.95,222.17,230.54,216.36,173.61,262.21,160.53,198.02,186.8,152.42,280.69,219.99,199.37
730.7,80.88,36.48,71.66,56.03,83.33,144.47,40.73,46.15,31.84,50.72,52.51,33.1,112.89,116.25,88.94,123.57,170.24,110.55,115.81,91.89,84,152.03,99.03,102.36
732.7,46.14,39.34,61.81,106.99,75.83,102.56,27.04,51.82,15.93,33.53,26.63,12.23,31.61,24.7,34.78,63.84,78.06,68.56,49.24,28.18,44.89,89.69,24.7,33.67
734.69,70.98,38.78,80.22,168.46,115.24,107.58,15.9,69.04,22.84,26.62,54.96,38.24,4.57,4.54,2.63,60.98,37.61,53.26,52.21,19.78,34.78,14.02,12.02,30.33
736.69,64.29,49.68,61.75,183.4,123.8,113.74,34.2,47.05,28.6,6.89,42.73,50.36,0.48,0,2.63,25.58,3.19,20.52,37.61,2.46,16.59,7.67,0,13.99
738.68,72.07,36.17,54.75,143.5,139.84,170.38,36.95,42.16,30.13,3.44,55.61,50.35,0,0,2.63,3.78,3.19,0,39.11,19.7,16.53,0,0,0
740.67,73.64,58,29.88,110.08,116.35,202.83,38.48,38.38,39.45,32.36,26.58,36.66,0,0,0,12.19,4.01,23.33,72.37,33.59,56.11,17.76,13.49,17.72
742.66,90.68,47.3,18.63,107.14,116.35,160.76,13.16,31.66,31.21,39.3,43.66,48.42,2.34,0,0,15.33,4.01,23.33,84.06,53.26,61.96,17.76,20.22,17.72
744.65,86.08,65.18,12.19,103.9,108.04,81.12,28.14,20.33,34.97,63.39,25.72,48.42,2.34,0,0,20.62,4.01,23.33,74.23,36.01,45.42,17.76,33.72,17.72
746.64,53.49,31.98,0,65.82,65.56,23.83,43.89,5.39,18.75,62.91,43.23,52.93,2.34,0,0,30.55,0,18.33,49.34,48.08,53.3,7.86,38.85,22.8
748.63,24.82,22.32,0,62.89,57.55,9.77,74.71,32.67,16.4,95.87,44.17,44.22,34.09,15.5,36.95,65.24,58.75,77.72,108.55,84.58,83.29,94.06,126.75,107.58
750.61,16.62,4.45,3.31,55.06,42.37,20.37,58.9,49.57,34.71,91.16,77.44,91.46,102.09,70.24,79.82,111.58,121.33,121.95,205.93,167.94,186.91,192.7,191,192.14
752.6,26.47,0,50.53,60.55,30.71,20.37,57.43,59.85,41.12,97.11,79.37,94.73,168.68,177.9,142.95,158.58,172.09,175.35,276.45,233.09,228.2,296.59,278.58,268.34
754.58,9.85,0,52,17.04,0,10.59,31.08,41.52,54.21,62.16,63.4,77.44,207.97,242.84,191.27,182.34,178.26,176.52,285.75,239.67,284.26,283.93,290.95,295.99
756.57,9.85,0,48.7,17.04,0,0,28.27,29.53,25.51,56.88,25.39,40.48,198.48,247.34,228.82,193.76,151.76,192.02,244.71,212.57,241.98,276.61,322.99,312.64
758.55,0,0,1.48,0,0,0,4.46,40.43,34.16,26.14,29.97,15.66,188.99,175.84,213.03,201.39,139.47,177.06,202.55,174.36,200.58,245.19,283.92,317.86
760.53,18.75,17.22,0,0,25.29,55.92,23.11,60.11,52.92,38.18,49.99,45.36,202.27,156.11,173.35,207.46,141.95,202.2,198.16,186.25,150.28,274.56,285.65,314.53
762.51,18.75,34.29,0,26,25.29,55.92,41.1,53.01,59.05,40.77,67.6,58.27,206.78,164.27,148.55,224.75,189.64,215.56,236.33,211.69,196.87,285.83,287.94,318.1
764.49,18.75,37.02,10.11,26,48.68,88.24,57.09,57.02,60.81,63.8,55.27,94.36,180.51,199.99,168.98,241.8,210.44,248.02,289.6,266.24,220.89,310.89,310.68,303.8
766.47,17.88,63.4,25.76,44.97,71.28,58.8,51.52,28.39,42.69,73.61,66.06,87.82,153.79,182.26,174.96,239.3,216.68,223.93,297.98,283.56,249.36,307.07,300.55,303.95
768.45,42.24,68.71,25.76,63.28,101.26,71.35,57.5,39.41,57.47,66.97,86.06,91.16,161.3,159.42,173.84,199.01,200.47,206.38,283.59,293.11,229.71,319.82,276.65,276.33
770.42,65.64,88.71,18.05,112.84,148.85,75.89,56.83,27.43,68.24,58.66,112.06,101.84,178.36,144.81,174.6,168.38,220.59,192.16,246.19,240.31,207.05,310.92,263.77,300.4
772.4,91.08,80.4,19.37,152.92,108.16,132.49,67.82,33.88,70.35,69.35,102.72,100.17,177.43,167.86,211.7,183.75,250.03,191.27,244.46,247.19,199.74,310.03,246.57,281.48
774.37,95.44,114.02,75.02,194.61,157.74,179.36,62.7,82.12,95.68,107.25,115.27,124.07,179.72,224.48,257.02,241.01,287.03,206.94,249.62,303.95,209.3,299.38,286.6,303.8
776.34,127.06,141.88,92.52,214.24,173.59,210.17,99.81,95.26,96.24,148.05,120.38,125.51,185.91,272.32,266.91,256.82,290.26,212.82,244.68,324.27,239.76,276.64,297.88,281.02
778.32,157.16,146.22,128.82,226.03,238.27,197.81,89.7,104.18,87.57,155.62,151.93,131.74,187.55,266.28,222.91,260.74,262.92,246.15,259.84,329.37,248.33,291.37,313.95,295.71
780.29,175.84,151.82,134.38,222.44,243.89,236.06,114.81,81.33,70.14,169.41,173.36,134.51,222.96,268.68,231.69,280.21,269.81,277.04,293.91,287.36,278.46,331.33,304.93,308.97
782.26,178.55,137.78,153.3,224.24,226.9,209.37,92.6,80.47,84.7,164.87,198.13,123.62,260.61,287.65,253.37,328.02,297.36,300.59,346.31,329.35,291.26,424.98,359.59,329.26
784.23,135.18,141.33,156.47,209.31,228.85,221.28,101.6,71.51,97.49,156.22,210.79,141.29,305.82,326.51,311.28,357.72,309.14,325.03,367.6,323.9,347.95,437.21,417.5,332.78
786.2,128.96,112.35,170.46,173.55,206.96,185.7,90.73,62,77.73,141.68,198.56,117.4,249.48,297.83,304.3,349.53,310.03,320.92,376.68,323.24,335.43,439.91,438.88,368.44
788.16,97.88,152.19,190.92,169.97,242.58,237.62,83.97,69.27,66.08,123.59,191.44,138.62,286.48,287.82,319.67,367.13,321.7,323.59,394.87,338.03,386.35,449.07,495.05,418.23
790.13,94.17,143.39,134.48,168.44,221.92,208.26,86.87,79.88,76.77,137.83,209.65,146.5,296.49,299.15,336.04,406.06,374.37,328.26,438.41,362.49,395.28,503.59,517.91,496.71
792.09,119.27,154.74,101.45,181.75,220.1,246.74,79.56,93.93,103.57,132.85,205.98,192.17,342.18,327.49,327.42,433.1,364.83,346.39,452.41,396.4,417.66,522.24,559.58,518
794.06,150.96,98.01,63.68,139.68,169.55,237.83,83.81,72.88,101.6,121.76,186.19,183.39,295.54,277.18,292.15,384.71,352.84,300.4,445.3,342.21,358.28,479.48,469.83,488.86
796.02,138.58,80.2,82.45,111.22,201.29,187.2,77.96,62.05,89.52,120.89,143.3,196.51,267.13,255.09,252.44,347.21,277.75,251.98,364.42,294.25,293.79,397.3,383.65,405.3
797.98,86.79,36.24,79.86,51.26,182.31,155.52,73.32,17.91,59.67,109.59,119.3,160.18,221.85,194.47,199.86,280.94,224.23,170.45,258.45,223.53,219.2,308.7,279.73,338
799.94,44.03,47.72,74.97,72.48,186.05,99.91,63.7,37.31,38.48,150.62,122.3,166.86,238.91,222.85,211.62,280.35,227.71,181.6,271.48,245.15,285.28,287.46,319.17,312.72
801.9,30.07,56.58,84.79,60.77,101.14,102.02,63.74,46.38,28.64,161.98,131.3,141.53,254.65,231.91,242.39,254.43,268.86,216.09,271.53,281.78,340.72,306.25,344.3,345.47
803.86,20.6,97.1,72.53,101.47,58.65,83.42,74.35,72.23,61.02,192.91,162.2,181.1,361.74,347.99,365.84,319.74,339.25,286.81,371.82,314.98,400.38,393.96,428.35,367.14
805.82,33.84,87.25,62.64,90.11,45.14,63.22,67.29,66.54,88.41,175.5,160.1,160.01,391.51,380.41,399.64,322.06,329.97,319.2,323.12,331.86,371.39,405.36,434.76,383.84
807.78,43.13,76.22,51.9,105.59,69.52,85.18,45.01,59.29,73.66,146.88,161.78,161.7,404.18,374.41,410,310.17,305.49,277.38,305.88,295.53,324.86,401.91,413.65,356.34
809.73,61.56,47.89,65.19,85.81,109.16,52.89,15.41,59.05,53.16,119.93,146.13,108.05,328.64,306.19,316.5,264.62,275.35,254.58,266.33,268.54,306.68,285.16,323.23,295.21
811.69,37.8,48.04,89.31,79.54,101.39,74.43,31.92,37.6,19.12,101.09,153.6,90.53,244.12,244.33,239.67,223.19,279.99,219.89,243.56,195.36,262.3,206.88,248.63,190.23
813.64,78.63,54.45,108.35,108.56,121.58,99.93,34.66,34.03,62.55,128.81,150.96,101.9,176.73,204.59,180.97,209.67,295.88,269.78,259.04,231.07,243.15,138.86,214.61,120.5
815.6,55.19,71.9,88.09,101.98,151.83,92.16,61.08,16.14,54.73,121.88,145.33,128.27,169.35,191.2,180.29,201.16,312.44,285.34,255.2,244.81,233.68,159.87,197.62,91.13
817.55,66.1,71.38,107.87,115.14,164.16,147.46,74.16,47.26,94.59,162.61,176.03,180.65,246.43,251.94,262.4,280.66,390.68,345.92,314.05,355.23,289.56,208.59,229.67,170.13
819.5,36.05,72.91,84.03,123.03,170.88,147.83,124.92,67.71,101.12,194.36,196.41,189.36,331.42,323.25,366.75,372.51,459.6,400.84,371.25,389.33,398.13,289.67,318.42,251.17
821.45,54.36,64.14,92.55,166,149.33,150.6,105.68,100.5,137.66,230.77,232.79,209.09,394.54,381.02,439.89,456.04,542.2,450.44,444.48,451.12,450.72,337.45,391.88,317.91
823.4,59.16,43.21,69.57,123.92,141.63,127.89,92.9,86.41,108.31,184.97,222.3,193.26,406.56,353.37,434.28,418.03,490.26,441.84,435.16,431.71,429.77,323.05,370.14,318.8
825.35,47.57,32.86,64.17,122.36,142.9,92.46,54.67,84.89,73.85,153.07,216.69,186.66,368.05,333.51,396.8,382.59,424.56,366.14,431.09,413.54,358.4,277.24,288.67,289.62
827.29,67.23,41.1,80.04,82.76,138.78,127.33,71.68,90.25,61.63,156.06,181.65,175.63,330.45,323.9,368.22,343.05,402.77,346.68,373.27,407.61,330.94,279.36,287.79,306.69
829.24,46.46,59.25,59.51,116.02,108.63,99.49,57.24,96.18,60.3,174.61,154.84,175.49,309.87,338.97,342.66,359.76,406.88,332.79,351.69,407.59,325.72,294.41,287.83,300.02
831.18,50.09,80.8,80.68,121.13,69.54,117.06,95.81,101.78,86.31,138.51,158.04,183.69,339.08,360.84,333.91,371.15,452.67,382.26,368.8,415.93,351.53,344.5,350.92,329.73
833.13,39.55,51.68,64.68,103.42,43.98,72.48,97.17,60.5,60.1,122.19,155.69,186.35,357.87,366.96,364.06,356.67,398.92,373.18,388.05,383.41,346.47,313.06,338.82,359.25
835.07,39.55,33.53,62.71,70.17,32.14,43.3,89.87,39.23,80.56,126.22,163.35,178.68,375.02,387.76,406.56,353.54,366.87,386.79,405.98,367.24,361.43,312.34,365.76,385.15
837.01,61.98,40.53,57.34,19.5,70.27,43.43,80.13,58.85,88.92,174.47,152.24,187.91,360.96,405.36,425.54,349.66,365.38,385.31,429.5,400.98,360.64,319.55,356.3,379.64
838.95,34.55,48.73,29.69,19.5,51.6,51.62,69.73,67.48,100.29,156.4,168.47,185.14,351.15,358.88,379.08,361.46,370.92,341.18,434.71,400.75,376.55,339.8,315.88,321.18
840.89,34.55,50.26,24.54,19.5,53.11,64.11,71.22,81.67,81.55,177.9,131.93,188.94,315.59,323.63,323.21,373.83,379.36,330.63,416.18,395.77,342.7,322.64,308.72,298.98
842.83,3.88,9.73,20.08,23.17,4.91,42.57,42.28,47.75,61.7,135.29,133.29,169.97,295.94,254.3,293.25,358.12,344.71,289.65,371.22,318.7,336.43,270.08,281.49,279.37
844.77,13.82,49.01,24.99,42.32,14.33,35.43,53.01,57.18,66.2,139.7,99.33,176.68,255.86,272.22,291.2,304.76,320.75,322.7,346.62,324.33,294.19,274.9,294.97,282.81
846.71,40.74,53.56,55.59,50.7,67.17,38.93,55.64,54.84,75.26,131,133.26,191.96,262.26,266.94,336.62,268.65,282.37,304.32,355.95,294.21,308.2,286.66,279.05,288.18
848.64,41.65,75.49,36.61,74.38,80.98,46.39,67.16,61.39,80.55,152.53,123.1,203.46,294.57,292.9,346.29,297.11,279.24,277.19,351.19,315,303.12,360.68,311.4,320.16
850.58,45.49,28.01,36.66,66.04,84.08,42.05,63.92,51.84,64.73,158.3,147.83,167.2,351.12,329.11,407.54,343.82,289.34,251.97,341.01,280.38,316.3,342.96,319.01,275.73
852.51,39.38,21.93,19.08,76.77,51.93,68.23,76.02,57.63,56.59,165.08,159.91,153.95,363.59,360.57,386.03,367.89,331.14,252.1,354.87,284.12,292.84,354.63,323.01,249.01
854.44,34.59,13.21,36.43,38.36,85.97,53.92,48.9,60.88,58.56,164.32,164.44,120.49,377.97,357.28,390.44,338.75,342.74,275.04,330.54,245.67,250.86,254.78,277.49,179.45
856.37,42.9,35.99,74.94,81.26,125.31,108.02,38.68,65.68,78.77,160.12,193.21,155.93,368.38,323.68,326.54,316.54,339.59,288.22,333.12,252.13,235.46,237.54,236.24,190.16
858.31,54.25,72.46,107.5,113.24,148.73,126.43,51.46,73.5,89.32,157.94,179.66,162.38,376.6,282.55,326.11,289.68,327.79,307.1,290.74,268.97,285.42,215.68,229.7,216.58
860.24,99.81,111.44,123.77,121.3,151.89,161.26,80.92,84.98,66.87,167.1,176.11,176.51,348.06,321.01,303.93,290.84,288.35,316,280.06,292.5,292.09,240.53,229.21,245.39
862.16,116.14,112.35,108.31,122.99,159.03,173.38,89.95,108.04,63.32,177.49,142.14,186.87,359.44,320.04,333.33,299.59,337.5,335.81,317.63,334.95,345.68,278.32,267.99,279.12
864.09,87.64,118.08,120.34,116.89,151.68,142.04,79.76,93.88,55.56,168.34,158.29,185.36,338.74,332.33,360.65,297.48,307.78,309.77,334.35,352.88,322.74,285.26,258.26,278.36
866.02,76.62,91.97,91.53,167.64,150.2,100.73,57.69,69.5,61.25,151.32,157.56,170.63,315.18,298.75,362.45,263.5,296.53,295.86,353.54,347.62,331.28,284.37,263.69,277.41
867.94,55.87,117.8,84.65,127.37,91.2,56.88,47.19,59.03,59.83,139.53,143.07,142.14,260.97,295.21,332.27,238.44,243.53,263.53,290.33,326.28,262.75,234.08,255.39,255.08
869.87,56.61,75.59,27.04,130.29,52.92,71.22,53.14,53.67,64.87,97.53,117.37,103.78,255.47,292.03,250.78,180.86,218.67,255.34,281.59,265.76,233.69,197.95,260.92,223.9
871.79,42.84,54.4,24.81,89.41,0,97.24,44.54,71.76,44.33,81.32,88.46,74.87,231.32,255.2,206.32,152.74,183.28,242.96,220.34,238.71,222.78,163.65,200.28,174.55
873.71,37.01,13.14,26.52,97.17,24,115.09,48.84,41.28,34.72,59.02,103.12,56.54,223.65,232.19,194.68,103.55,122.81,234.16,195.01,200.59,209.8,163.96,171.57,128.14
875.64,32.62,13.14,34.95,49.26,63.33,66.24,18,29.73,14.23,63.51,68.57,48.66,179.01,173.54,196.72,116.49,105.81,230.84,133.5,156.28,160.29,114.41,109.03,76.89
877.56,32.88,41.98,64.09,58.19,63.33,85.25,40.98,17.08,29.33,82.9,95.25,64.01,165.84,140.37,225.58,100.02,127.07,210.1,110.24,134.24,110.38,101.82,146.75,83.25
879.48,25.86,33.72,40.61,35.31,39.33,45.03,31.64,17.08,15.5,64.21,61.62,36.72,126.27,78.11,164.69,85.25,117.35,166.39,61.03,93.56,51.55,36.06,90.12,73.66
881.4,25.86,33.72,32.18,59.17,0,45.03,31.64,17.04,15.1,50.19,60.89,25.64,86.49,60.33,108.6,47.17,81.81,119.94,27.32,74.85,25.46,36.06,64.58,56.29
883.31,4.82,13.04,4.8,23.86,0,1.3,8.05,0,0,4.46,10.95,1.66,66.75,29.74,21.71,12.79,27.63,121.62,0.8,31.38,0,0,0,13.55
885.23,24.06,26,23.91,62.48,0.56,11.74,0,0,4.79,4.46,12.47,0,48.27,14.12,3.24,18.56,0,140.45,0,0,0,0,0,0
887.14,24.06,26,23.91,45.85,19.4,11.74,4.86,0.68,4.79,0,10.15,0,74.15,29.65,11.48,18.56,5.48,137.86,0,0,0,0,0,0
889.06,26.72,19.8,19.57,45.85,19.4,10.44,4.86,0.68,4.79,0,10.15,14.49,57.06,80.06,35.91,18.56,5.48,99.64,0,0,0,0,0,0
890.97,5.21,6.84,0,7.23,18.85,0,4.86,11.97,0,0,0,14.49,75.45,95.23,34.44,2.86,13.29,92.67,0,0,0,0,0,0
892.89,5.21,6.84,0,0,0,0,0,11.29,0,0,0,14.75,38.62,79.42,62.99,6.56,7.81,111.19,0,0,5.49,0.25,0,0
894.8,2.55,0,0,0,0,0,0,11.29,0,0,0,13.8,65.51,31.65,59.58,6.56,7.81,119.28,0,0,20.8,0.25,0,0
896.71,0,0,0,0,0,0,0,0,3.75,0,0,21.97,72.34,18.46,79.96,6.85,0,116.97,0.97,0,34.63,0.25,0,0
898.62,0,3.94,0,0,0,0,0,0,3.75,0,0,21.71,115.11,27.52,66.39,11.4,9.25,79.58,0.97,0,29.14,13.91,13.38,0
900.52,0,3.94,0,0,0,4.89,0,4.93,4.3,0,0,8.16,86.88,61.29,48.18,23.75,20.29,72.56,15.22,26.67,13.83,39.74,58.68,24.31
902.43,0,3.94,0,0,0,4.89,14.44,4.93,13.16,13.3,0,12.06,79.14,67.21,80.79,64.03,31.11,54.91,31.49,26.67,28.44,76.52,68.58,30.89
904.34,20.54,7.81,0,24.29,0,4.89,17.92,24.64,32.5,22.92,9.99,16.43,99.54,73.6,101.21,104.02,65.15,74.96,73.07,49.26,86.11,113.02,109.06,95.41
906.24,46.98,17.49,4.51,24.29,0,8.88,17.92,29.13,34.38,22.92,9.99,32.78,137.76,72.8,123.44,119.71,73.23,69.04,91.43,49.81,125.7,124.23,127.93,124.24
908.15,46.98,17.49,11.46,46.31,0,47.26,3.48,35.84,35.83,33.12,11.17,20.72,145.56,122.6,114.93,117.33,100.89,93.05,92.72,95.59,135.33,128.73,133.41,165.02
910.05,26.44,23.29,11.46,22.02,6.69,52.51,0,18.47,16.48,23.5,1.18,16.35,106.73,100.43,93.78,156.54,88.15,104.31,67.62,81.34,111.23,89.17,102.5,136.42
911.95,11.6,38.69,8.17,62.11,10.28,76.1,14.04,19.33,24.05,38.47,14.13,6,93.83,102.51,94.56,213.01,100.66,144.5,92.44,92.03,101.73,91.89,63.53,148.09
913.86,45.62,40.84,1.22,40.09,28.34,44.02,23.25,12.62,12.2,14.97,19.02,11.45,88.96,57.3,89.71,240.73,62.17,151.95,116.2,86.65,98.83,77.23,101.85,141.04
915.76,45.62,38.45,30.21,77.81,29.23,38.77,23.97,10.94,12.2,25.87,19.02,11.45,116.35,75.69,92.78,216.39,65.87,136.66,133.57,98.88,96.87,87.51,102.11,136.27
917.66,34.7,40.12,36.85,37.73,53.21,19.75,9.94,0.66,8.25,17.06,12.5,5.45,111,39.99,95.11,196.08,54.27,108.74,76.31,118.81,83.62,57.52,81.1,105.23
919.55,21.29,37.98,36.85,37.73,35.15,13.46,10.71,0.66,10.42,17.06,6.43,5.06,84.35,51,81.15,157.58,70.75,76.63,79.54,99.24,91.53,75.36,54.92,86.36
921.45,21.29,26.76,7.85,6.31,27.57,15.88,11.82,13.13,33.34,6.16,6.43,5.06,54.74,49.05,80.88,137.46,45.68,70.56,72.15,103.04,93.82,69.92,41.8,84.54
923.35,39.76,0,0,6.31,0,19.7,18.08,48.35,27.29,7.29,24.19,21.98,25.18,80.24,75.43,123.49,37.08,74.64,113.93,55.01,114.93,76.99,70.18,77.56
925.24,25.72,35.19,0,6.31,20.94,47.87,16.78,52,22.92,10.64,31.43,16.91,37.31,67.36,49.77,113.67,20.6,86.54,90.52,60.46,96.21,59.23,76.06,56.13
927.14,25.72,47,0,24.52,31.68,46.1,14.94,38.87,0,10.64,31.43,16.91,15.19,46.3,22.71,78.66,11.43,70.29,66.61,36.09,62.31,43.54,65.97,26.8
929.03,6.57,47,0,24.52,37.71,28.82,8.68,3.65,0,3.35,7.24,0,15.19,28.94,0,28.44,0,38.04,46.08,29.09,26.46,26.69,33.4,0
930.92,0,11.81,5.03,24.52,16.78,0.65,1.86,15.51,0,0,0,0,0.76,22.17,0,7.97,0,3.93,26.6,2.81,2.1,0,0,0
932.81,0,0,6.4,0,6.03,0,3.7,16.02,0,0,0,0,9.33,46.33,10.87,0,13.36,4.05,26.84,2.81,2.1,0,10.71,0
934.7,0,0.49,6.4,0,0,0,9.99,16.02,0,0,0,0,13.39,30.5,29.9,0.4,26.72,0.12,5.42,8.95,0,10.29,10.71,0
936.59,0,0.49,1.37,0,0,0,8.14,5.48,0,2.17,0,7.03,12.63,62.4,29.9,15.37,37.99,12.16,26.64,13.02,0,23.77,24.86,13.32
938.48,0,0.49,0.92,0,0,0,9.25,10.61,0,3.34,0,7.03,7.58,35.75,19.03,16.24,24.63,12.04,27.25,13.02,0,26.11,28.49,13.32
940.37,0,0,0.92,0,0,0,2.96,10.61,0,3.34,0,7.03,13.57,35.75,0,15.83,11.27,12.04,27.25,4.07,0,15.82,28.49,13.32
942.25,0,0,10.67,0,0,0,2.96,5.64,16.62,1.17,0,0,13.57,0,0,0.87,2.07,0,3.38,0,0,2.34,14.34,0
944.14,0,0,11.95,0,0,0,0,2.7,27.94,0,0,0,14.86,0,0,0,2.07,0,0,0,0,0,0,0
946.02,0,0,11.95,0,0,0,3.36,2.7,32.3,0,0,0,4.81,0,0,0,2.07,0,0,0,0,0,0,0
947.91,0,0,2.19,0,0,0,3.36,2.91,18.2,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0
949.79,0,6.26,0,0,0,0,17.67,0.21,18.56,0,0,0,3.66,0,7.32,0,13.54,0,0,6.91,0,16.53,18.48,12.59
951.67,5.43,6.26,0,0,0,7.53,14.31,8.83,16.15,0,0,0,3.66,10.21,7.32,10.38,13.54,12.92,0,6.91,4.65,16.53,54.85,27.73
953.55,5.43,6.26,0,0,0,7.53,14.31,15.62,13.63,1.16,0,0,9.99,10.21,7.32,10.38,13.54,12.92,0,6.91,4.65,16.53,57.9,27.73
955.43,5.43,0,0,0,0,7.53,0,27.89,7.58,1.16,0,0,6.33,10.21,0,10.38,0,12.92,0,0,4.65,0,39.42,22.22
957.31,3.98,0,0,0,0,0,2.81,19.27,5.63,1.16,0,0,6.33,0,0,0,11.02,0,12.03,0,0,0,6.66,17.1
959.18,3.98,8.07,0,0,0,0,2.81,18.87,9.61,0,0,0,0,0,0,0,11.02,0,12.03,0,0,12.78,3.6,17.1
961.06,3.98,8.07,0,0,0,0,19.39,15.94,3.98,0,0,0,0,0,0,0,11.02,0,12.03,4.36,0,12.78,3.6,10.02
962.94,0,8.07,0,0,10.41,0,16.58,27.01,3.98,0,0,0,0,0,0,0,0,0,0,4.36,0,12.78,0,0
964.81,0,15.75,0,0,10.41,3.91,17.4,20.4,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0
966.68,0,15.75,0,0,10.41,3.91,0.82,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968.55,0,15.75,0,0,0,3.91,0.82,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970.43,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974.16,0,0,0,0,0,0,11.33,0,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976.03,0,0,0,0,0,0,11.33,0,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977.9,0.09,0,0,0,0,0,25.53,0,21.15,0,0,0,0,0,0,0,0,0,0,0,0,1.37,5.52,0
979.77,0.09,0,0,0,0,0,14.19,0,8.93,0,4.64,0,0,0,0,0,0,0,0,0,9.89,16.83,5.52,13.62
981.63,0.09,0,0,0,0,0,25.6,0,9.73,0,4.64,0,0,0,0,0,0,0,25.83,5.86,9.89,32.85,51.01,60.79
