wavenumber,PLA 5ppm-1,PLA 5ppm-2,PLA 5ppm-3,PLA 10ppm-1,PLA 10ppm-2,PLA 10ppm-3,PLA 50ppm-1,PLA 50ppm-2,PLA 50ppm-3,PLA100ppm-3,PLA100ppm-2,PLA100ppm-1,PLA 200ppm-1,PLA 200ppm-2,PLA 200ppm-3,PLA 300ppm-1,PLA 300ppm-2,PLA 300ppm-3,PLA 400ppm-1,PLA 400ppm-2,PLA 400ppm-3,PLA 500ppm-1,PLA 500ppm-2,PLA 500ppm-3,PLA600ppm-3,PLA600ppm-2,PLA600ppm-1
1750.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,23.72,24.46,10.58,102.38,94.46,95.2,63.15,80.25,110.19
1752.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,23.72,42.41,12.76,92.39,123.5,73.41,105.6,82.36,103.48
1753.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,31.3,52.06,5.01,97.07,117.86,64.94,141.37,91.8,119.08
1754.81,0,0,0,0,0,0,0,0,0,0,11.37,0,0,0,0,0,0,0,10.31,37.74,7.95,88.18,122.66,74.57,153.23,93.65,108.1
1756.19,0,0,0,0,0,0,0,0,0,0,11.37,0,0,0,0,13.17,0,0,28.96,38.18,16.99,94.05,118.22,103.97,139.52,128.26,126.89
1757.58,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,13.17,0.12,0,21.38,39.07,23.06,95.36,106.56,91.14,154.22,128.97,148.76
1758.96,0,0,0,0,0,0,0,0,0,0,5.84,0.49,0,0,0,13.17,0.12,0,39.48,44.17,44.76,112.55,99.44,97.86,174.8,124.2,164.17
1760.34,0,0,0,0,0,0,0,0,0,0,5.84,0.49,0,0,0,0,2.06,3.9,31.36,25.77,32.56,132.84,91.43,78.34,189.47,114.53,152
1761.72,0,0,0,0,0,0,0,0,0,0,12.01,1.06,0,0,0,0,1.94,12.19,39.57,33.19,44.91,152.35,95.29,98.37,203,145.72,152.7
1763.1,0,0.97,0,0,0,0,0,0,0,0,18.07,0.57,0,0,0,8.3,1.94,12.19,28.65,43.93,51.91,126.84,112.81,100.06,207.18,189.23,182.04
1764.48,0,0.97,0,0,0,0,0,0,0,0,18.07,2.87,0,0,0,12.99,0,8.29,39.39,53.26,65.24,116.66,121.33,119.74,228,189.71,213.03
1765.86,0,0.97,0,0,0,0,0,0,0,5.4,6.99,5.75,0,0,0,12.99,4.29,0,50.89,56.1,73.01,116.24,130.61,131.52,233.25,188.61,213.11
1767.24,0,0,0,0,0,0,0,0,0,5.4,0.93,5.75,0,0,0,4.69,4.29,0.79,52.61,37.48,41.26,117.03,101.76,139.51,217.03,188.72,191.72
1768.61,0,0,0,0,0,0,0,0,0,5.4,0.93,3.44,0,0,0,0,9.65,0.79,45.11,38.97,47.68,99.93,102.03,140.94,204.23,187.58,178.75
1769.99,0,0,0,0,0,0,0,0,0,0,12.59,0,10.46,0,0.54,8.82,10.97,0.79,44.03,46.56,41.54,89.25,107.39,147.47,201.52,183.86,172.2
1771.36,0,0,0,0,0,0,0,0,0,0,12.59,0,10.46,0,0.54,8.82,10.97,0,42.95,54.47,47.12,106.57,120.74,119.99,199.12,154.78,189.63
1772.73,0,0,0,0,0,0,0,0,0,1.75,12.59,0,10.46,0,0.54,16.88,18.14,0,37.42,61.6,40.18,126.76,133.3,109.38,226.25,176.9,217.93
1774.1,0,0,0,0,0,0,0,0,0,1.75,0,0.54,0,0,0,8.06,12.53,0.61,19.21,56.05,33.23,125.28,114.19,86.1,187.69,174.67,215.87
1775.48,0,0,0,0,0,0,0,0,0,15.79,16.79,4.75,7.91,6.76,5.29,10,23.94,6.54,30.43,58.28,57.06,125.56,115.51,116.26,204.89,198.18,212.89
1776.85,0,0,0,0,0,0,0,0,0,14.04,16.79,4.75,7.91,6.76,5.29,1.94,12.93,6.54,24.76,40.33,42.5,95.28,95.93,109.51,143.17,158.12,148.67
1778.21,0.1,0,0,0,0,0,0,0,0,19.91,21.72,10.52,12.37,11.36,5.29,1.95,19.75,29.92,48.2,39.76,49.19,105.42,123.12,134.2,154.87,144.48,134.87
1779.58,0.1,1.57,0,0,0,0,0,0,0,8.54,9.31,6.31,4.46,10,0,7.1,8.34,27.38,35.73,22.26,33.99,83.34,115.74,115.65,125.66,129.25,88.83
1780.95,0.1,1.57,0,0,0,0,0,0,0,8.54,9.31,6.31,4.46,10,0,7.1,6.82,27.38,33.18,28.05,33.99,88.91,123.68,89.88,125.43,127.67,88.09
1782.32,0,1.57,0,0,0,0,0,0,0,2.67,14.09,4.72,1.65,5.4,0,14.08,3.82,3.39,13.92,18.79,20.99,68.68,102.17,64.2,81.73,115.95,66.88
1783.68,0,0,0,0,0,0,0,0,0,0,9.71,4.72,1.65,0,0,7,3.82,0,4.61,18.79,12.09,79.56,89.76,46.62,48.77,85.32,75.43
1785.04,0,0,0,0,0,0,0,0,0,0,9.71,4.72,1.65,0,0,7,3.82,0,4.61,13.06,12.09,74.2,52.18,46.62,51.58,75.44,77.05
1786.41,4.38,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,6.77,0.06,13.18,68.06,35.75,19.69,39.65,73.42,73.88
1787.77,4.38,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,6.77,0.06,7.88,42.45,32.86,4.97,34.51,54.82,59.9
1789.13,4.38,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,6.77,7.75,10.98,36.83,43.56,15.3,15.34,31.87,40.13
1790.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,3.1,24.87,25.96,20.55,15.34,0,30.76
1791.85,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,7.75,9.65,45.23,10.7,21.46,5.84,0,11.61
1793.21,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07,0,0,5.53,0,6.54,34.68,0,21.8,0,13.62,11.61
1794.57,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,11.42,15.07,11.56,5.96,6.09,0,6.54,36.46,0,19.46,7.91,13.62,0.94
1795.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42,15.07,11.56,5.96,0.56,0,0,24.78,10.71,28.99,7.91,20.16,0.94
1797.28,0,0,0,0,0,0,0,0,0,0,2.75,0,6.73,0,11.42,7.54,16.96,5.96,0.56,0,3.49,22.77,20.05,23.96,7.91,6.54,0.94
1798.63,0,11.54,0,0,0,3.51,0,0,0,4.16,2.75,0,6.73,13.11,15.82,7.54,5.39,0.28,5.19,4.88,5.9,26.73,20.25,33.81,0,12.64,6.08
1799.98,0,11.54,0,0,0,3.51,0,0,0,4.16,2.75,0,6.73,13.11,15.82,7.54,5.39,0.28,5.19,6.58,5.9,11.36,9.54,20.08,0,6.09,8.04
1801.34,0,11.54,0,0,0,3.51,0,0,0,4.16,0,0,0,13.11,15.82,0,0,0.28,5.19,6.58,9.11,11.36,2.86,14.9,0,6.09,8.04
1802.69,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,1.71,8.08,0.72,10.95,1.15,0,4.74,1.96
1804.04,1.03,0,0,0,0,0,0,0,0,7.06,0,9.33,6.81,13.51,0,5.77,1.3,0,0,0,10.93,17.93,30.29,9.17,0,4.74,3.43
1805.39,1.03,0,0,0,0,0,0,0,0,7.06,0,9.33,6.81,13.51,0,5.77,1.3,0,0,0,4.24,17.93,27.8,8.71,1.48,4.74,3.43
1806.73,1.03,10.48,0,0,0,0,0,0,0,7.54,0,9.33,5.02,13.51,0,5.77,7.73,0,0,2.14,2.85,18.14,37.74,16.15,1.48,0,3.43
1808.08,0,10.48,0,0,0,0,0,0,0,0.48,0,0,3.93,0,0,0,6.43,0,0.28,2.14,0,0.93,18.39,8.12,1.48,6.39,0
1809.43,0,10.48,0,0,0,0,5.56,0,1.4,0.48,0,0,3.93,0,0,0,6.43,0,0.28,2.14,0,0.93,18.22,8.12,0,6.39,1.84
1810.77,0,0,0,0,0,0,5.56,0,1.4,0,0,0,0,0,0,0,0,8.69,0.28,0,0,0,12.01,0,0,6.48,1.84
1812.12,0,0,0,0,0,0,5.56,0,1.4,0,0,0,0,0.94,0,0,3.8,8.69,0,0,0,0,12.01,4.16,0,0.09,1.84
1813.46,0,0,0,0,0,0,0,0,0,0,0,0.38,0,12.15,0,0,3.8,9.73,0,0,0,0,12.01,4.16,0,0.09,0
1814.8,3.35,0,0,0,0,0,0,0,0,0,0,0.38,1.54,12.15,3.92,0,10.5,1.04,0,0,0,5.77,0,4.16,0,0,0
1816.14,3.35,2.96,0,0,0,0,7.22,0,7.72,0,0,4.39,1.54,27.68,3.92,15.22,13.77,1.04,0,3.96,0,5.77,0,7.83,0,0,14.63
1817.48,3.35,2.96,0,0,0,0,10.97,0,7.72,0,1.02,4.01,1.54,29.39,7.32,15.22,28.65,9.15,0,6.59,0,5.77,22.23,10.51,0,0.29,21.89
1818.82,7.47,8.81,1.05,5.29,3.03,0,16.46,8.29,23.57,22.51,9.59,8.2,11.39,38.96,20.78,32.26,30.86,15.98,13.55,29.78,2.42,6.51,22.23,13.92,22.15,14.81,21.89
1820.16,7.47,5.85,1.05,5.29,3.03,0,9.24,8.29,15.85,22.51,9.59,4.19,11.39,22.49,20.78,20.11,23.79,15.98,13.55,25.82,2.42,6.51,22.23,6.09,22.15,14.81,7.27
1821.5,9.38,5.85,1.54,5.29,3.03,0,17.39,14.21,15.85,22.51,8.57,4.19,11.39,15.07,18.37,20.11,8.9,6.83,13.55,23.19,6.9,6.51,1.57,5.59,22.15,14.52,0
1822.83,3.47,1.27,0.62,0,0,0,11.91,23.25,0,0,0.27,4.52,9.77,18.39,8.04,18.88,17.68,14.25,0,12.29,4.94,3.54,10.03,17.53,0.27,15.58,0
1824.17,5.13,6.31,0.84,0,0.28,0,21.84,27.09,0,0,0.63,9.1,12.38,18.39,13.9,15.82,24.22,19.69,0,12.29,4.94,5.81,17.14,17.53,0.27,27.57,0
1825.5,3.22,6.31,0.36,4.71,0.28,0,9.93,32.03,10.38,13.29,7.61,19.3,18.03,30.61,23.14,24.92,31.5,25.87,0,15,8.96,14.37,21.55,15.43,5.26,41.18,21.64
1826.83,1.66,5.03,0.23,4.71,0.28,0,9.93,17.04,10.38,13.29,7.33,16.36,8.26,17.73,22.78,21.04,14.95,11.62,0,2.71,8.5,13.13,13.1,0.09,5.05,25.6,21.64
1828.17,0,0,0,12.33,0,0,0,26.21,10.38,13.29,6.98,11.78,11.13,27.23,33.26,27.37,18.91,19.56,0,4.82,8.5,13.43,5.98,3.58,5.05,13.61,32.85
1829.5,0,0,0,7.63,5.6,0,0,15.34,3.81,4.94,0,1.58,16.96,9.99,29.03,18.27,11.63,17.81,0,2.11,2.48,16.71,9.02,10.1,4.34,0,11.2
1830.83,0,0,0,7.63,5.6,0,0,21.31,3.81,7.83,0,2.04,27.76,14.78,38.97,10.4,15.42,24.25,0,3.17,2.48,14.42,9.02,10.52,10.48,0,11.2
1832.16,0,0,0,0,5.6,0,0,12.55,22.84,7.83,0,2.04,32.71,16,22.62,4.07,4.91,19.31,0,1.06,2.48,11.84,9.02,7.57,11.27,0,0
1833.49,0,0,0,0,4.56,8.92,0,12.55,19.04,2.89,0,2.81,28.18,28.06,35.69,7.05,15.05,22.56,0,1.06,5.55,0,0,0.95,6.99,4.75,0
1834.81,0,0,0,0,4.56,8.92,0,4.25,19.04,0,0,0.77,17.38,23.28,19.07,2.98,10.15,16.12,0,0,5.55,0,0,0.54,0.79,4.75,0
1836.14,0,0,0,0,4.56,8.92,6.4,0,6.86,0,0,0.77,16.31,22.14,41.84,4.82,10.15,20.52,3.77,2.01,9.52,0,0,0,0,5.78,0
1837.46,0,0,0,0,0,0,6.4,0,6.86,0,0,0,12.63,23.06,33.1,3.65,0,16.99,10.16,2.01,3.98,0,0,0,0,1.03,0
1838.79,0,0,0,0,0,0,6.4,0,6.86,0,0,0,12.63,23.06,33.1,3.65,0,16.99,10.16,2.01,3.98,0,0,0,0,1.03,0
1840.11,0,3.08,0,4.26,0,2.42,0,15.7,19.08,0,9.42,0,22.3,22.67,23.7,1.81,8.53,6.49,6.39,0.18,0,2.94,0,4.29,7.15,0,0
1841.43,0,3.08,0,4.26,0,2.42,3.82,19.01,23.09,4.47,9.42,0,38.04,24.67,20.37,4.09,22.09,13.74,0,0.18,0,2.94,0,4.29,7.15,3.13,0
1842.75,1.14,3.08,0,4.26,0,2.42,3.82,19.01,32.33,4.47,9.42,0,38.04,24.67,22.29,18.53,22.09,16.47,0,0.18,0,2.94,0,4.29,7.15,3.13,10.51
1844.07,1.14,0,0,2.37,0,0,3.82,3.31,30.93,4.5,0,0,40.45,15.47,19.3,19.89,13.56,15.09,0,0,0,9.15,0,0,9.51,3.13,10.51
1845.39,1.56,7.44,0.31,8.8,0,4.53,5.91,25.23,35.48,10.05,7.3,15.32,44.82,24.77,47.59,39.82,9.15,43.66,7.72,4.58,21.74,22.95,18.7,29.6,9.51,8.71,35.62
1846.71,0.42,7.44,0.31,8.8,0,4.53,15.41,25.23,26.23,10.05,7.3,15.32,55.76,24.77,45.67,25.38,9.15,40.92,7.72,4.58,21.74,22.95,18.7,29.6,9.51,8.71,25.1
1848.03,0.42,7.44,0.31,6.71,0,4.53,15.91,34.93,13.89,10.02,7.3,18.68,43.24,39.06,47.42,24.02,9.15,39.96,7.72,4.58,21.74,13.8,18.7,32.33,0,8.71,25.1
1849.34,2.71,0,11.61,7.69,2.41,4.15,32.16,26.01,18.59,0,7.13,5.79,26.79,41.54,25.89,8.84,20.62,13.41,0,14.89,0.33,0,7.28,8.07,19.3,0,17.12
1850.66,2.71,0,11.61,7.69,5.05,4.15,23.58,31.01,24.19,4.71,7.13,5.79,35.17,48.17,40.69,25.19,36.42,20.32,0,14.89,2.89,0,7.28,8.07,20.69,0,17.12
1851.97,2.71,0,18.47,8.4,7.33,4.18,30.49,21.42,23.55,4.71,18.41,2.43,27.06,54.98,29.5,34.48,48.81,20.32,1.99,14.89,2.89,8.74,21.88,5.34,26.27,0,18.04
1853.29,0,0,6.86,0.98,14.41,2.6,31.79,7.21,30.97,12.89,27.07,9.72,50.68,67.19,63.03,35.73,35.04,22.87,6.22,0,3.99,11.65,23.3,2.58,9.6,2.1,0.92
1854.6,0,0,6.86,0.98,11.78,2.6,30.88,2.21,25.37,8.18,27.07,9.72,31.35,69.46,64.96,19.38,19.25,29.16,6.22,0,1.44,19.17,23.3,2.58,8.21,2.1,0.92
1855.91,0,0,0.99,9.71,18.12,15.29,55.05,14.89,40.33,15.81,32.36,26.52,62.86,81.9,91.72,27.22,24.4,41.8,21.72,15.62,2.41,17.1,9.68,2.58,27.47,3.67,9.98
1857.22,0,0,0.99,9.71,8.64,12.72,31.59,14.39,19.66,7.63,16.57,16.81,40.88,49.51,44.43,17.13,27.74,26.12,17.48,15.62,0.97,14.19,0.98,0,24.84,1.57,9.98
1858.53,0,2.72,0.99,18.32,17.15,12.99,37.35,38.89,31.01,17.13,22.34,26.78,85.05,74.62,50.53,45,63.68,31.29,17.48,16.9,3.9,17.2,0.98,10.01,24.84,7.34,11.41
1859.84,0,2.72,0,17.39,8.52,0.27,26.46,44.16,40.23,9.5,5.77,13.43,81.52,77.34,51.57,48.16,57.82,26.74,3.05,1.28,2.93,11.86,0,23.37,0,5.77,2.79
1861.15,0,9.28,0,27.76,21.44,9.95,44.52,52.59,66.07,16.39,11.27,13.43,95.14,83.24,66.33,64.29,68.14,62.38,3.05,1.28,9.69,16.78,0,29.84,0,10.24,19.18
1862.45,0,6.56,0,19.15,12.92,9.67,57.05,28.08,56.72,6.89,10.13,4.58,73.39,71.41,52.15,44.25,32.19,50.97,10.32,0,6.76,6.25,0,19.83,0,11.55,21.71
1863.76,13.64,15.85,7.26,33.01,34.08,28.92,82.19,40.39,42.3,28.04,17.23,12.39,90.57,68.52,73.58,59.51,55.09,78.85,22.07,12.89,31.56,27.07,25.05,27.6,43.13,46.56,26.54
1865.06,13.64,9.28,7.26,22.64,21.16,19.25,77.82,46.52,26.72,24.42,11.73,12.39,82.59,84.47,79.18,48.28,37.17,48.25,22.07,12.89,24.8,22.16,25.05,21.13,43.13,42.09,10.15
1866.36,13.64,9.28,7.26,37.16,30.52,22.7,71.06,68.78,36.4,24.42,10.43,11.25,90.89,86.36,98.72,62,52.75,41.29,18.69,13.5,41.95,22.16,25.05,21.13,69.82,35.01,6.19
1867.67,0,0,0,23.15,15.47,3.45,30.56,59.79,65.35,19.76,8.11,7.56,70.47,82.2,65.2,44.35,46.74,35.27,11.96,0.61,23.47,18.15,14.17,0,26.69,7.04,0
1868.97,0,0.56,0,35.41,21.21,8.62,25.22,43.63,68.45,24.64,16.2,8.43,87.54,70.2,73.51,45.54,68.24,45.42,11.96,0.61,27.85,18.15,24.92,0,35.44,17.52,5.51
1870.27,0,0.56,0,25.54,17.65,6.4,39.15,34.72,78.16,25.87,12.87,10.06,73.23,73.81,68.1,26.69,57.36,71.5,8.08,0,10.7,18.15,31.03,0,8.75,17.52,20.51
1871.57,2.95,0.56,4.27,21.65,18.39,19.01,52.35,37.75,69.47,20.71,20.38,18.86,73.86,85.7,90.3,25.13,54.43,64.9,18.2,4.89,12.07,4.64,42.65,20.18,24.28,12.32,24.99
1872.87,2.95,0,4.27,21.5,25.88,30.16,59.25,58.81,71.15,25.97,20.32,30.09,84.54,100.31,84.55,47.63,49.24,76.02,25.92,16.95,14.88,9.68,31.9,31.98,30.27,34.53,20.76
1874.16,2.95,0,4.27,16.83,20.08,28.93,59.21,52.59,73.55,35.65,20.32,28.47,89.61,77.31,84.52,55.87,48.45,56.55,25.92,19.29,14.88,13.58,25.79,31.98,30.27,34.53,5.94
1875.46,0,0,0,12.11,19.5,16.68,65.65,52.53,54.77,25.2,9.88,12.1,85.84,49.47,55.32,55.28,31.49,36.92,22.12,14.4,7.18,8.94,6.81,11.8,14.74,32.68,11.62
1876.75,6.58,7.51,2.95,20.52,17.55,12.4,67.36,80.41,65.25,27.4,13.76,6.94,79.68,55.9,63.06,57.31,28.5,30.24,28.63,12.22,0,14.46,25.6,0,29.61,8.43,10.34
1878.05,6.58,13.17,2.95,38.04,26.15,12.43,68.22,98.44,79.89,16.48,18.72,14.6,88.02,78.17,68.63,56.19,58.67,35.07,28.63,9.88,0,10.57,25.6,0,29.61,8.43,21.51
1879.34,6.58,13.17,6.55,41.55,33.47,14.75,66.46,90.18,94.24,21.63,31.56,18.29,100.08,96.48,82.91,68.8,72.25,39.97,14.23,19.06,1.55,10.57,23.56,5.12,44.52,19.4,12.07
1880.63,0,7.7,3.6,21.3,22.19,24.81,91.4,73.29,79.63,6.03,35.82,13.84,98.52,70.85,88.91,41.14,79.89,26.26,1.49,9.61,1.55,0,6.61,13.94,33.39,21.8,17.97
1881.93,3.93,6.88,5.28,13.35,25.55,38.5,98.28,56,70.95,19.91,43.4,17.71,96.57,77.49,86.86,45.77,65.81,37.51,5.8,14.18,3.78,21.5,6.61,13.94,48.31,40.36,21.56
1883.22,3.93,12.62,1.68,15.8,26.32,46.93,104.87,66.09,86.31,35.22,32.4,21.68,74.34,87.85,91.18,40.46,92.13,52.49,8.7,5,2.24,35.14,10.74,8.82,39.21,37.45,28.89
1884.51,3.93,10.58,1.68,20.11,26.32,24.88,83.61,40.66,93.82,35.22,16.22,19.18,54.27,91.7,77,61.33,86.63,51.64,7.21,4.57,2.24,35.14,8.89,0,25.95,31.72,24.4
1885.79,7.2,16.5,0,18.83,40.35,33.91,93.05,67.95,109.71,37.16,16.85,22.43,73.91,107.61,87.86,77.92,97.85,55.52,2.9,3.18,6.8,22.41,19.13,11.63,21.1,29.39,9.47
1887.08,7.2,10.76,0,18.29,37.8,37.68,103.54,78.27,88.3,26.18,14.56,26.44,94.28,88.9,95.45,85.25,69.81,51.13,4.64,5.7,6.8,12.77,10.24,11.63,23.32,27.8,2.79
1888.37,13.62,18.07,2.92,27.82,52.94,49.52,100.74,103.3,96.6,26.18,24.08,38.54,105.36,98.57,110.41,70.64,75.16,45.76,8.86,15.45,7.46,12.77,17.36,13.68,32.94,57.61,3.17
1889.65,6.43,7.31,4.07,41.99,37.76,35.66,100.19,115.26,85.49,20.61,24.86,28.96,101.04,66.51,112.31,56.98,64.12,43.05,13.98,12.27,9.87,21.53,30.95,9.42,35.52,52.37,23.02
1890.94,6.43,10.94,4.07,48.56,33.98,27.88,90.68,95.59,82.09,10.8,30.4,17.3,92.77,67.16,104.26,57.05,60.15,50.74,9.34,9.75,18.5,17.54,30.95,9.65,36.84,45.9,45.43
1892.22,2.52,17.01,5.21,62.65,36.72,40.95,120.66,117.73,123.5,33.99,40.15,20.67,129.33,74.31,124.03,83.96,75.69,75.96,24.81,18.51,28.88,39.69,33.5,27.35,21.99,29.58,78.35
1893.5,2.52,17.01,4.06,43.81,31.87,43.76,106.34,94.25,126.62,23.75,26.98,15.47,116.27,76.18,111.85,78.93,79.61,57.21,22.04,18.51,19.67,25.84,10.81,19.98,19.89,32.32,64.34
1894.78,2.52,27.84,4.06,47.27,41.66,54.87,102.62,127.03,151.67,30.53,28.79,20.42,139.48,89.98,133.27,91.19,100.82,59.42,29.83,26.43,17.8,34.15,25.52,39.42,16.09,72.64,51.29
1896.06,22.35,22.32,0.94,48.36,46.4,44.27,95.15,108.07,110.97,18.29,31.92,18.18,111.63,94.05,120.63,85.73,101.65,71.57,24.04,13.26,23.25,31.25,19.79,32.17,31.25,74.63,42.19
1897.34,22.35,26.71,0.94,45.3,54.67,48.53,95.84,135.26,119.09,18.97,38.24,24.13,123.94,112.61,127.81,109.11,108.32,104.89,22.12,18.8,33.93,27.57,33.59,46.95,30.58,79.12,46.6
1898.62,44.21,15.94,17.09,51.42,56.78,60.97,144,145.26,120.35,32.13,39.77,35.62,107.4,127.99,129.14,103.66,93.82,110.71,25.41,10.88,27.17,27.41,37.94,62.44,41.75,68.46,51.19
1899.9,21.85,8.07,16.14,30.84,45.19,51.7,142.76,131.19,132.54,37.6,24.94,36.09,98.8,117.98,107.75,94.49,86.94,103.82,20.02,5.54,13.02,20.56,34,49.94,51.55,53.09,53.08
1901.18,31.4,19.06,22.36,53.33,62.68,60.18,168.21,132.15,127.43,54.5,35.53,43.98,97.58,110.35,116.73,91.39,90.11,93.32,27.07,8.86,21.3,21.45,33.74,46.83,71.75,60.11,56.36
1902.45,9.55,18.36,6.22,51.12,62.13,47.95,136.26,96.04,107.58,40.37,27.77,33.86,79.62,83.32,97.31,85.56,77.9,75.77,27.43,11.68,21.3,21.67,14.69,11.67,72.25,42.76,41.03
1903.72,15.35,19.63,15.05,50.42,71.43,58.57,143.12,101.41,108.21,33.77,26.21,21.26,84.16,86.44,103.05,92.24,64.2,47.06,33,13.11,24.11,9.26,16.89,21.06,53.92,48.25,27.44
1905,7.31,7.9,8.83,43.8,48.47,53.6,129.02,88.81,115.54,24.26,21.74,27.09,74.41,95.28,94.16,91.98,65.22,60.4,30.33,11.73,17.35,15.43,15.24,9.39,33.32,40.47,19.26
1906.27,11.66,5.05,17.6,38.69,53.36,47.14,113.73,92.35,119.01,23.62,27.47,20.78,95.81,101.6,86.43,81.22,77.41,72.92,20.21,11.55,24.69,12.81,15.24,11.12,34.58,28.16,30.81
1907.54,5.87,3.97,8.77,31.32,42.32,33.42,103.8,73.6,97.51,18.07,21.48,24.23,87.26,91.64,80.07,78.53,70.99,80.15,6.13,10.12,19.53,12.81,13.05,5.58,35.9,17.48,16.9
1908.81,4.35,0.32,17.89,33.46,51.8,20.22,97.02,71.33,75.16,10.01,14.17,6.55,75.19,82.5,68.2,53.66,56.07,62.9,2.98,2.64,7.34,9.81,0,5.58,30.39,12.78,13.8
1910.08,13.04,11.32,27.99,49.79,43.8,40.21,104.38,103.87,98.62,29.52,21.05,24.07,71.62,79.84,70.49,60.97,61.98,58.47,18.04,21.31,5.96,14.68,4.73,3.85,11.94,31.97,9.55
1911.35,18.67,11.14,27.99,62.3,53.65,46.37,88.89,107.21,113.22,32.89,21.05,19.52,86.86,82.34,70.26,69.45,66.74,65.55,18.04,21.31,5.96,15.04,4.73,8.58,10.46,42.1,9.55
1912.62,18.67,11.14,18.95,60.77,42.13,51.17,73.32,72.82,116.41,32.95,17.78,21.21,99.38,68.11,72.29,66.54,58.77,52.57,16.38,21.31,5.96,11.08,4.73,8.58,6.47,31.7,7.3
1913.88,12.54,0,6.56,58.2,48.56,42.59,69.33,51,108.52,27.61,13.82,14.55,109.49,63.14,82.59,63.91,57.41,62.54,10.28,8.83,6.1,7.44,4.94,8.58,21.03,34.26,16.12
1915.15,15.74,0,10.97,57.26,37.63,48.3,72.26,48.78,103.54,30.25,14.06,22.15,97.19,68.76,99.49,38.89,56.33,69.12,10.28,8.83,15.42,7.08,4.94,0,22.75,37.1,19.46
1916.41,15.74,5.57,12.68,47.05,37.43,50.75,80.89,94.92,116.94,38.64,17.5,18.46,76.94,71.1,91.75,53.6,69.64,76.09,14.51,15.57,20.4,7.16,5.36,3.98,24.01,45.68,19.46
1917.68,8.83,24.26,16.15,35.25,28.3,61.61,87.89,103.09,106.02,33.78,18.03,15.29,74.07,64.14,86.06,55.36,66.01,63.78,22.92,11.59,30.05,3.01,0.42,3.98,10.86,48.65,19.7
1918.94,4.87,32.17,11.74,44.74,22.81,64.76,124.8,124.85,110.03,37.9,23.53,15.76,62.12,65.78,70.3,46.74,67.65,60.42,22.92,17,24.35,14.86,0.42,3.98,2.67,35.68,18.89
1920.2,12.19,26.6,9.94,66.97,33.71,60.31,115.08,101.3,88.73,39.44,17.45,20.75,79.55,77.8,79.91,30.84,70.68,60.78,18.69,11.77,24.42,14.66,8.86,0,10.88,24.71,23.12
1921.46,13.51,11.26,0,72.71,35.8,39.38,119.16,86.23,82.57,34.85,25.57,17.17,58.47,90.97,66.34,18.43,76.21,48.64,12.4,9.09,8.67,11.85,8.86,0,26.59,5.21,6.76
1922.72,15.4,6.79,11.52,66.96,56.4,30.96,78.71,93.63,82.22,25.78,36.9,9.47,80.2,87.28,67.58,41.53,98.91,55,24.92,4.61,5.05,23.83,11.03,8.4,40.82,18.76,34.7
1923.98,8.08,10,17.5,50.84,55.63,36.17,96.18,105.95,71.45,15.8,40.88,9.4,71.19,75.86,61.08,47.91,83.55,43.63,30.87,3.09,0,30.23,2.16,8.4,38.67,28.99,38.6
1925.24,12.62,23.17,35.51,49.68,67.15,47.67,93.24,114.18,66.92,28.35,30.49,23.32,101.78,78.37,70.85,72.9,83.13,68.54,32.43,9.58,8.47,40.74,7.6,20.94,35.14,43.89,45.25
1926.49,16.03,26.56,32.35,51.37,52.19,39.05,117.1,104.89,71.54,24.77,17.96,22.96,89.19,77.36,67.09,65.05,55.22,50.62,19.91,9.28,8.47,16.91,5.43,12.54,26.79,43.97,14.78
1927.75,16.03,23.92,33.84,56.01,56.52,45.03,108.54,107.18,98.07,37.73,28.75,27.38,94.86,87.95,71.27,81.81,65.57,62.3,19.66,11.31,16.28,13.02,5.43,12.54,28.72,40.66,22.75
1929,10.17,12.39,25.09,60.72,35.59,37.07,117.68,103.5,109.3,25.54,22.95,19.22,76.23,80.91,73.14,62.3,64.65,57.37,22.16,10.09,20.02,2.5,0,10.76,47.06,23.41,33.45
1930.26,0,5.56,16.74,46.28,27.22,41.92,102.95,88.29,82.66,23.78,21.36,19.22,66.76,71.35,52.19,50.28,56.22,67.94,22.16,9.46,20.02,2.5,0,10.76,41.18,9.78,33.45
1931.51,13.96,32.22,31.87,68.46,35.76,51.77,101.81,93.66,101.6,37.43,29.74,32.57,90.21,83.38,70.14,63.2,70.74,103.45,35.2,19.43,28.95,18.87,12.27,35.14,55.98,32.98,40.28
