wavenumber,PLA 5ppm-1,PLA 5ppm-2,PLA 5ppm-3,PLA 10ppm-1,PLA 10ppm-2,PLA 10ppm-3,PLA 50ppm-1,PLA 50ppm-2,PLA 50ppm-3,PLA100ppm-3,PLA100ppm-2,PLA100ppm-1,PLA 200ppm-1,PLA 200ppm-2,PLA 200ppm-3,PLA 300ppm-1,PLA 300ppm-2,PLA 300ppm-3,PLA 400ppm-1,PLA 400ppm-2,PLA 400ppm-3,PLA 500ppm-1,PLA 500ppm-2,PLA 500ppm-3,PLA600ppm-3,PLA600ppm-2,PLA600ppm-1
376.82,1062.78,1040.13,1035.63,658.62,734.24,690.33,1047.5,1062.92,1018.97,95.88,153.43,137.02,175.64,122.76,156.64,128.96,97.96,174.5,110.66,73.02,111.73,0,0,0,9.52,88.23,133.09
378.98,1150.05,1138.84,1064.93,690.99,739.96,731.37,1095.21,1046.62,1089.3,95.01,109.47,130.74,185.65,164.94,129.59,130.05,126.44,133.81,108.86,104.04,118.79,0,0,0,60.61,143.33,123.18
381.15,1245.11,1242.33,1142.34,742.52,734.16,757.24,1148.15,1051.88,1127.86,106.65,107.35,138.63,178.19,165.3,139.39,142.33,143.77,135.96,114.19,123.86,147.67,0,0,0,126.42,208.18,146.34
383.32,1337.44,1334.44,1245,760.71,764.02,777.77,1183.89,1068.6,1147.55,118.01,125.27,133.9,212.46,171.06,147.59,152.98,147.16,133.84,123.17,123.35,149.88,5.52,3.4,1.55,166.77,225.94,186.07
385.48,1403.49,1442.93,1331.7,793.35,747.33,774.75,1181.87,1132.21,1173.81,122.18,146.01,143.32,211.57,141.66,181.63,148.8,164.71,158.55,110.59,124.61,154.87,18.34,6.87,1.55,231.1,217.39,211.8
387.64,1486.27,1501.49,1408.76,796.11,802.09,817.85,1194.43,1163.71,1194.64,133.52,144.58,136.9,223.86,180.09,202.18,150.45,177.75,173.76,111.78,143.99,137.62,30.63,27.57,15.1,216.42,246.2,255.53
389.8,1576.78,1589.45,1466.87,816.98,834.29,867.41,1211.23,1207.11,1219.71,134.02,161.63,151.3,199,203.36,209.23,162.59,165.97,215.14,127.07,161.47,160.16,36.38,62.95,45.2,224.72,299.36,260.28
391.96,1640.46,1637.58,1511.8,840.07,871.06,884.85,1258.05,1188.18,1205.12,155.45,146.28,141.29,191.08,195.91,195.56,193.34,196.79,182.46,143.24,160.51,193.58,40.32,62.19,66.12,204.79,359.33,284.82
394.12,1687.87,1700.11,1558.43,855.62,856.6,890.09,1285.11,1240.47,1220.1,161.71,145.41,154.44,211.68,188.97,183.72,195.25,214.1,191.96,141.84,175.33,188.12,62.34,88.17,94.83,248.19,358.99,263.03
396.28,1699.12,1694.49,1568.56,856.4,829.37,862.88,1298.52,1226.1,1189.76,170.91,116.82,147.52,220.89,157.31,173.51,210.44,244.37,177.73,125.33,175.04,172.88,80.56,70.01,80.74,234.69,351.13,232.38
398.44,1747.33,1732.5,1604.62,818.51,829.48,846.35,1273.72,1222.5,1188.53,165.82,128.6,147.65,223.5,189.37,195.69,203.34,243.68,222.56,116.15,206.09,156.98,108.42,94.49,89.96,239.41,345.19,219.96
400.6,1739.5,1724.46,1539.95,785.63,798.92,795.17,1195.38,1119.02,1143.77,125.11,117.1,115.82,180.18,146.49,167.92,197.29,193.38,178.44,96.3,154.14,140.42,85.25,55.28,54.48,200.68,284.17,186.79
402.75,1751.63,1712.39,1562.56,728.76,768.37,759.32,1122.17,1032.98,1085.12,109.46,133.31,103.04,164.92,134,170.88,164.63,161.8,177.05,96.78,156.53,120.19,73.4,40.05,54.32,204.84,272.41,206.86
404.91,1687.16,1656.72,1534.88,698.67,723.27,731.6,1059.53,978.17,1026.7,82.97,107.01,104.41,143.5,115.69,152.68,136.13,114.39,147.5,86.04,107.37,109.09,28.78,21.23,34.59,172.68,220.69,194.28
407.06,1651.09,1642.13,1516.59,626.04,663.29,681.33,1001.78,912.24,947.84,102.64,101.53,100.28,131.58,132.2,142.98,105.8,113.14,140.11,74.74,106,112.76,39.44,13.76,48.28,161.51,196.01,184.73
409.21,1605.1,1588.62,1425.36,562.53,598.76,643.85,922.61,864.53,866.88,69.47,85.22,83.64,90.84,119.89,134.45,90.62,115.06,108.89,48.55,68.09,101.23,21.8,12.12,31.73,104.69,143.7,123.21
411.36,1572.52,1517.85,1335.85,482.13,510.35,578.16,811.33,749.37,734.81,64.8,80.73,51.49,54.94,74.08,80.09,72.95,89.81,80.5,43.48,50.96,74.15,21.8,17.58,21.33,67.54,133.44,86.39
413.51,1494.8,1415.6,1287.17,422.3,466.84,530.71,748.39,691.54,681.41,46.74,77.84,43.61,42.33,40.21,56.34,76.88,61.01,62.73,42.3,27.73,49.97,0,35.33,8.08,32.85,122.33,67.37
415.66,1383.15,1327.78,1207.23,376.6,409.78,448.38,654.69,593.93,612.24,43.06,43.85,49.22,42.55,36.85,29.43,61.31,14.86,54.46,41.57,24.29,50.24,4.19,36.75,14.6,26.51,107.94,70.39
417.81,1269.03,1243.81,1123.79,328.79,368.61,364.95,608,540.65,572.41,22.1,26.86,57.44,47.06,34.1,24.13,38.19,5.65,39.13,24.73,23.76,43.09,8.58,22.93,14.6,16.83,62.37,39.54
419.96,1176.88,1154.15,1020.3,281.32,312.13,274.2,502.42,436.14,468.68,0,2.46,49.71,30.94,31.74,26.89,21.95,17.34,23.38,15.9,37.24,36.74,8.58,8.21,7.37,3.71,36.45,11.8
422.11,1055.59,1050.02,925.32,242.43,252.87,230.01,416.85,392.29,423.96,3.16,2.46,28.92,17.66,14.22,14.69,10.12,11.68,4.52,10.64,28.05,10.66,4.38,3.03,1.3,6.2,11.49,0
424.25,961.61,939.2,829.64,205.54,205.63,189.18,333.73,324.21,374.35,3.16,3.92,10.45,0,10.19,12.28,10.12,11.68,0,2.44,15.29,0,0,3.03,1.3,6.2,0,0
426.4,856.93,826.69,727.57,178.67,161.39,181.03,288.39,311.56,323.19,18.52,3.23,16.76,0,6.89,1.77,0,0,0,14.19,0.37,0,1.4,0,1.3,6.2,0,0
428.54,790.9,729.16,623.8,121.15,153.17,148.23,236.51,235.02,231.13,28.06,3.23,15.03,0,6.89,1.77,0,0,0.06,12.61,0.37,0,1.4,0,0,0,0.2,0
430.68,680.85,651.95,517.66,104.3,109.97,132.11,205.07,199.25,160.85,41.76,25.97,15.03,0,6.89,1.77,1.14,0,0.06,15,17.98,6.94,1.4,0,18.19,0,0.2,0
432.82,591.11,566.05,426.81,73.47,96.77,91,173.74,135.91,112.02,30.08,28.44,0,0,0,0,1.14,0,0.06,7.45,22.79,8.79,5.59,3.3,35.31,0,0.2,0
434.97,507.35,504.8,337.6,56.69,58.92,73.25,168.53,131.67,103.62,17.38,28.44,0,0,7.79,0,1.14,0,0,7.45,37.63,8.79,5.59,13.9,35.31,0,0,0
437.11,419.35,409.31,256.12,18.86,63.87,57.96,120.21,93.31,93.78,3.68,4.23,1.82,0,7.79,0,0,0,0,5.06,20.02,1.86,5.59,13.9,17.12,0,0,0
439.24,348.44,330.25,182.4,0,32.58,42.57,69.77,57.68,60.5,0,0,1.82,0,7.79,0,0,0,0,6.12,14.84,0,0,11.57,8.59,0,0,0
441.38,257.41,244.07,144.53,0,18.54,17.83,27.52,12.28,24.94,0,0,1.82,0,0,0,0,0,0,6.12,0,0,0,0.97,8.59,0,0,0
443.52,218.26,166.77,97.51,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0.97,8.59,0,0,0
445.65,130.65,100.68,52.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.79,98.47,55.69,24.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83,6.27,11.97,2.62,6.76,0,0,0
449.92,39.68,29.12,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83,6.27,11.97,2.62,6.76,0,0,0
452.05,32.82,32.45,11.86,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,12.83,9.55,28.6,2.62,7.12,0,0,0
454.19,5.94,16.54,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,3.29,16.64,0,0.36,0,0,0
456.32,5.94,16.54,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,3.29,16.64,0,0.36,0,0,0
458.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,2.74,0,0,0,0
460.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,2.74,0,0,0,0
462.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,2.74,0.06,0,0,0
464.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
466.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
469.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0
473.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0
475.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0
477.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,1.33,0,0
481.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,1.33,0,0
483.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,1.33,0,0
486.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55,21.51,0,0,0,0
492.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,26.23,21.51,1.02,0,0,0
494.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,43.81,21.51,2.4,0,0,0
496.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,27.48,0,2.4,0,0,0
498.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.74,14.89,4.08,3.65,7.65,2.93
500.83,0,0,0,0,0,0,0,0,0,0.05,0,0,0,2.39,0,0,0,0.46,0,0,12.34,12.16,18.77,8.12,23.91,7.65,2.93
502.93,0,0,0,0,0,0,0,0,0,0.05,0,0,0,2.39,0,0,0,0.46,0,0,12.34,23.05,18.77,9.59,23.91,7.65,2.93
505.04,0,0,0,0,0,0,0,0,0,0.05,0,0,0,2.39,0,0,0,2.52,0,0,12.41,24.42,3.89,6.9,20.26,0,0
507.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0.08,24.42,0,1.47,0,0,0
509.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09,0,2.05,0,0,0.08,12.32,0,0,0,0,0
511.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83,0,0,0,0,0,0,0,0,0,0,0
513.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.31,0,0,0,0,0,0,10.06,1.99,3.09,0,0
515.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,5.24,10.06,1.99,3.09,0,0
517.66,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,0,5.48,4.43,6.56,0,0,0,7.11,20.55,9.54,3.09,14.12,0
519.76,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,0,0,4.43,6.56,0,0,0,7.11,10.49,9.29,0,14.12,0
521.86,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,0,0,4.43,8.47,0,0,0,1.87,10.49,9.29,0,14.12,0
523.96,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,2.16,1.91,0,0,0,8.18,0,16.03,0,0,0
526.06,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,2.16,1.91,0,0,0,8.18,0,16.15,0,17.98,0
528.16,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,17.86,0,9.25,0,0,0,0,21.66,4.79,26,0,17.98,0
530.25,0,0,0,0,0,0,0,0,0,0,0,0,13.71,0,18.64,0,15.28,0,0,0,0,13.47,4.79,11.72,3.03,17.98,0
532.35,0,0,0,0,0,0,0,0,0,0,0,0,24.99,0.58,18.64,5.23,15.28,10.84,0,0,0,27.27,4.79,9.86,11.55,0,0
534.44,0,0,0,0,0,0,0,0,0,0,0,0,24.99,0.58,17.89,5.28,14.45,10.84,0,0,0,13.8,0,0,11.55,0,0
536.53,0,0,0,0,0,0,0,0,0,0,0,0,11.28,0.58,17.11,5.28,6.26,20.92,0,0,0,13.8,16.64,15.66,8.52,0,0
538.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11,0.04,6.26,10.08,0,0,0,0,28.01,21.1,0,1.94,0
540.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08,0,0,0,6.44,44.86,21.1,19.12,1.94,0
542.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,17.2,21.62,0,0,0,11.82,33.08,5.45,23.22,9.12,0
544.89,0,4.58,0,0,0,0,0,0,0,0,0,0,12.81,26.82,23.58,52.11,49.95,70.47,0,7.62,2.87,32.91,34.69,34.94,32.39,47.34,12.69
546.98,0,4.58,0,5.63,0,2.03,0,0,0,0,0.53,2.65,38.51,34.94,49.82,60.25,91.25,106.19,8.75,7.62,22.49,44.26,36.24,71.7,30.14,88.77,46.14
549.06,0,4.58,0,5.63,0,2.03,0,0,0,0.6,2.6,4.18,64.77,45.99,69.04,58.75,121.55,127.49,11.89,7.62,26.82,66.33,67.19,87.95,58.58,100.6,69.99
551.15,0,0,0,5.63,0,2.03,0,0,0,0.6,13.21,4.18,78.42,45.49,71.31,39.53,110.15,104.75,19.41,0,23.95,59.35,69.08,86.39,60.59,81.02,65.85
553.23,0,0,0,0,0,0,0,0,0,0.6,12.69,1.53,57.14,54.72,47.97,51.39,69.14,69.03,10.67,3.57,4.34,70.77,68.04,76.56,55.63,60.81,43.41
555.32,0,0,0,0,0,0,0,0,0,0,10.61,0,30.88,51.89,37.92,59.87,29.75,26.11,7.52,3.57,0,45.8,57.28,63.35,32.24,41.8,19.56
557.4,0,0,0,0,0,0,0,0,0,18.45,0,0,4.42,39.68,12.07,45.3,8.41,11.35,6.69,18.81,0,45.45,69.8,29.97,21.06,21.22,11.01
559.48,0,0,0,0,0,0,0,0,0,18.45,0,0,2.11,22.34,9.17,25.31,8.11,11.35,6.69,15.24,0,16.26,63.39,16.44,9.15,0,0
561.56,0,0,0,0,0,0,0,0,0,18.45,0,0,2.11,19.81,0,16.53,0,18.17,6.69,15.24,0,13.77,59.6,26.86,0,15.35,0
563.64,0,0,0,0,0,0,0,0,0,0,0,0,10.67,10.78,4.82,2.51,2.04,6.82,0,12.25,0,18.28,43.98,41.25,0,21,0
565.72,0,0,0,0,0,0,0,0,0,0,0,0,8.56,20.34,4.82,2.51,2.04,6.82,0,12.25,17.18,32.44,70.09,71.25,0,37.05,0
567.8,0,0,0,0,0,0,0,0,0,0,0,0,8.56,14.64,4.82,2.51,2.56,0,0,12.25,17.18,39.81,48.84,57.79,0,21.7,0
569.87,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56,0,0,0.53,0,4.53,0,17.18,37.75,43.31,43.41,10.91,19.15,12.95
571.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,3.75,4.53,0,0,26.31,6.25,0,10.91,3.11,12.95
574.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.75,4.53,0,0,23.17,12.3,13.69,10.91,3.11,14.46
576.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.75,0,0,0,9.43,6.05,13.69,0,0,1.5
578.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.96,13.69,0,0,1.5
580.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0.91,0,0,0,0
582.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0
584.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11
586.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11
588.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,7.54,0,0,11.11
590.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,7.54,12.65,0,0
592.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,14.58,7.54,21.33,0,2.76
594.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.97,18.83,8.34,33.46,1.8,3.09
596.77,0,0,3.93,0,0,0,0,0,0,0.96,14.12,0,0,0,0,0,0,0,16.96,0,0,46.06,36.45,14.41,45.28,19.59,9.18
598.83,0,0,3.93,0,0,0,0,0,0,0.96,14.12,0,0,0,0,0,0,0,19.01,0,0,50.72,29.62,28.3,39.14,19.59,27.36
600.89,0,0,3.93,0,0,0,0,0,0,0.96,14.12,0,0,0,0,0,0,0,19.01,0,0,20.55,21.32,19.96,27.01,17.79,27.03
602.95,0,5.35,0,0,0,0,0,0,0,0,0,4.08,0,0,0,9.98,2.67,14.89,9.26,1.76,3.19,30.26,35.22,45.41,24.87,0,31.89
605.01,0,5.35,0,0,0,0,0,0,0,0,0,4.08,0,0,0,9.98,2.67,14.89,7.21,1.76,3.19,40.72,31.51,31.52,22.32,0,10.94
607.07,0,5.35,0,0,0,0,0,0,0,9.54,3.68,4.08,0,0,0,9.98,2.67,14.89,20.88,1.76,5.52,40.72,31.51,46.96,36.02,0,14.48
609.13,0,0,0,0,0,0,0,0,0,9.54,14.32,0,0,0,0,0,0,0,13.66,10.95,2.33,44.69,8.99,24.66,29.39,0,3.54
611.18,0,0,0,0,0,0,0,0,0,9.54,22.8,0,0,0,0,8.03,0,0,23.64,20.51,2.33,27.77,15.24,37.54,55.28,12.01,13.17
613.24,0,0,0,0,0,0,0,0,0,0,34.98,0,3.17,0,0,8.03,8.12,5.06,14.08,26.88,30.83,59.48,15.62,53.19,49.55,28.79,40.78
615.29,0,0,0,0,0,0,0,0,0,9.79,24.35,1.89,3.17,0,0,8.03,8.12,5.06,16.66,20.78,37.13,39.15,6.63,48.25,33.86,43.33,42.1
617.35,0,0,0,0,0,0,0,0,0,9.79,15.87,1.89,3.17,0,2.35,0,8.12,5.06,6.69,12.21,49.58,39.15,5,42.19,7.96,31.32,56.63
619.4,0,0,0,0,0,0,0,0,0,11.68,7.33,1.89,0,0,2.35,0,0,0,11.39,5.84,27.67,11.99,27.36,15.43,15.42,23.54,36.44
621.45,0,0,0,0,0,0,0,0,0,14.8,7.33,0,0,0,2.35,0,0,0,10.41,0.99,43.06,18.14,52.53,23.31,17.52,11.4,46.88
623.5,0,0,0,0,0,0,0,0,0,14.8,9.81,0,0,0,0,0,0,0,10.41,0,30.62,18.14,51.61,16.5,19.07,11.4,22.72
625.55,0,0,0,0,0,0,0,0,0,14.22,2.49,0,0,0,0,0,0,0,13.04,13.79,26.97,21.59,34.9,12.17,3.64,26.85,11.76
627.6,0,0,0,0,0,0,0,0,0,2.73,5.67,0,0,0,0,0,4.32,0,22.77,19.79,19.08,8,24.28,9.1,33.71,39.05,10.52
629.64,1.24,0,0,0,0,0,0,0,0,14.39,14.92,26.36,0,0,17.77,0,24.35,13.4,29.38,41.44,24.55,46.37,57.08,33.91,62.84,62.2,21.02
631.69,1.24,0,30.06,0,7.38,0,0,0,0,20.31,29.89,26.36,0,5.05,17.77,0,24.35,14.51,48.84,38.28,28.73,47.65,54.87,42.42,70.02,52.77,42.14
633.73,1.24,0,30.06,7.38,11.57,0,7.19,6.57,0,43.11,43.66,43.92,16.64,18.52,32,22.28,22.92,14.51,83.84,56.65,43.45,66.94,60.52,46.96,89.63,73.87,82.46
635.78,1.53,0,30.06,7.38,11.57,0,7.19,28.9,8.68,49.77,37.97,44.21,32.45,34.85,31.36,24.09,2.88,18.64,100.37,36.56,39.71,38.63,55.05,30.38,86.76,80.17,103.97
637.82,1.53,9.55,6.01,36.15,24.75,33.81,59.33,72.86,8.68,80.86,55.38,92.51,67.29,57.54,86.57,47.99,33.79,55.85,96.99,69.57,84.39,67.75,89,69.88,152.64,123.54,132.55
639.86,1.53,22.04,9.72,48.54,21.77,59.6,84.07,108.12,21.47,89.83,40.32,100.11,91.75,62.73,98.17,56.25,67.49,93.53,76.15,75.44,86.61,78.41,92.16,89.93,168.7,137.11,118.33
641.9,3.72,22.04,21.35,82.85,37.84,78.57,84.07,117.35,25.63,80.45,57.59,96.03,102.83,97.89,113.07,96.81,86.95,109.24,87.62,104.63,94.48,102.39,99.98,86.63,194.06,157.65,154.41
643.94,6.16,35.21,29.75,79.15,30.44,53.46,67.77,110.22,63.73,77.38,67.17,72.6,108.54,102.68,117.6,104.34,82.26,98.25,95.41,94.81,64.33,102.02,95.11,70.64,184.06,142.5,172.46
645.98,38.52,28.69,45.12,84.74,42.32,42.64,62.12,129.73,83.51,60.97,101.06,61.15,110.89,125.43,119.09,111.51,76.88,80.24,84.51,78.97,54.83,94.64,94.22,75.98,171.69,151.99,173.48
648.02,45.97,28.69,45.13,70.28,34.16,49.77,87.38,133.21,108.26,73.54,85.61,44.68,110.86,91.47,104.2,104.66,72.46,47,58.6,48.21,60.65,68.25,71.99,71.06,141.96,154.12,138.8
650.06,76.39,7.44,40.44,45.21,32.28,64.19,106.02,149.34,95.32,57.1,54.15,39.54,89.46,77.47,67.94,77.78,62.02,47.94,44.01,18.68,43.79,30.22,39.1,51.36,109.53,142.23,91.77
652.09,67.89,10.28,21.83,22.1,32.14,61.35,138.74,110.21,142.14,46.09,20.45,31.16,55.81,36.05,73.42,58.65,30.83,36.29,29.44,4.27,22.53,7.65,25.96,14.77,67.52,95.1,109.49
654.13,66.37,19.88,24.52,30.29,39.95,52.8,143.11,118.4,118.94,24.57,34.06,35.76,46.79,33.43,72.2,27.83,29.11,48.14,27.59,12.38,7.12,0,9.8,26.07,52.82,67.61,90.18
656.16,45.72,43.22,48.41,56.54,36.61,44.43,128.34,77.11,124.6,14.42,29.89,35.58,28.95,16.98,63.16,23.28,19.59,29.66,8.95,8.11,8.88,15.86,9.8,24.01,71.98,62.99,74.07
658.2,30.04,34.41,49.6,68.19,23.66,43.35,104.89,54.9,59.23,8.66,27.79,30.25,19.16,32.34,30.35,4.7,19.59,21.65,15.04,8.11,16.45,15.86,0.47,21.58,96.12,51.38,23.94
660.23,20.39,24.81,35.28,40.15,7.93,25.79,101.09,47.57,63.18,9.31,6.31,19.53,1.33,17.43,14.44,0,6.26,9.8,8.18,0,16.45,15.86,0,10.28,90.89,35.05,9.84
662.26,16.77,19.87,13.86,22.16,21.24,17.41,76.7,37.32,62.88,4.23,2.54,0,0,24.99,3.4,2.01,3.44,21.02,7.94,0,8.62,0,0,0,75.1,48.83,32.77
664.29,8.58,28.93,12.19,32.35,28.3,18.87,66.52,69.16,63.11,15.29,3.89,23.22,0,9.64,3.4,3.55,3.44,21.02,6.92,0,5,9.35,3.41,4.26,68.83,59.78,28.25
666.32,20.32,37.96,12.19,43.37,41.28,49.94,77.54,57.64,83.21,20.64,17.49,33.69,0,9.64,6.52,11.73,3.44,21.02,16.3,14.42,33.62,9.35,7.15,22.93,65.77,62.29,31.2
668.34,34.08,46.73,26.15,56.36,47.91,63.22,81.88,83.76,96.61,28.3,28.8,63.41,0,0,3.13,9.72,0,2.95,28.47,32.17,44.54,26.26,18.23,37.67,39.69,62.79,3.65
670.37,41.49,45.04,31.07,54.21,51.73,50.71,87.74,74.41,104.89,23.17,30.98,40.18,0,0,3.13,8.18,0,2.95,28.86,32.17,40.59,16.92,14.82,33.41,31.15,51.84,2.95
672.4,29.75,46.55,51.55,49.9,39.39,33.35,60.82,60.26,70.36,17.18,17.38,29.71,0,3.27,0,0,0,2.95,20.79,17.75,18.92,16.92,11.08,17.95,30.69,41.02,0
674.42,19.68,40.16,45.33,32.66,19.79,31.06,55.31,66.2,43.26,5.94,18.87,0,0,3.27,0,0,0,2.37,6.76,0,6.96,0,4.18,17.6,22.79,35.71,2.7
676.45,12.28,42.3,54.96,13.61,17.38,37.25,56.68,50.01,34.69,0,28.58,0,0,3.27,0,0,0,2.37,1.31,21.18,8.35,0,4.18,17.6,16.42,35.71,8.3
678.47,47.63,55.76,54.91,32.52,25.26,43.77,53.35,51.78,30.79,18.46,44.6,0,0,0,0,0,0,2.37,0,23.23,1.39,0,4.18,22.12,40.49,40,33.02
680.49,40.17,49.98,54.29,28.49,29.88,43.37,57.12,42.99,23.28,18.46,29.26,14.98,0,0,0,0,0,0,0,23.23,5.54,0,0,7.74,43.54,4.29,48.15
682.51,58.9,60.52,39.72,37.44,21.42,37.18,25.87,75.16,9.32,22.62,19.05,14.98,0,0,0,0,0,0,8.69,2.05,13.61,1.09,7.93,7.74,27.11,4.29,59.93
684.53,53.29,42.26,54.61,35.23,46.85,43.6,42.83,96.21,48.31,16.31,25.38,40.5,0,0,0,0,0,0,8.69,1.34,16.83,6.9,19.63,14.92,26.03,5.16,40.59
686.55,64.12,66.77,57.93,56.43,70.7,66.42,80.87,121.67,71.41,31.69,29.62,33.92,0,0,0,0,10.24,0,12.4,1.34,14.56,7.65,36.66,24.9,35.04,6.82,45.01
688.57,47.6,56.59,82.48,44.61,84.55,96.96,110.57,113.78,111.93,27.54,26.59,33.92,0,0,0,0,20.06,3.94,3.71,6.29,6.61,6.93,28.73,24.9,64.85,6.82,47.43
690.58,49.95,86.63,79.65,54.63,74.21,99.26,124.8,130.43,138.87,51.54,13.9,42.55,0,0,4.53,41.89,44.79,8.48,6.66,9.56,18.54,20.09,17.03,24.08,86.73,23.66,65.73
692.6,73.18,61.54,73.7,57.83,60.72,84.43,114.57,101.27,138.69,38.09,13.08,54.39,0.78,0,4.53,41.89,38.42,8.48,16.74,35.36,16.67,27.48,1.56,31.49,77.5,40.06,50.58
694.61,100.95,71.66,91.28,75.2,59.43,59.11,143.21,109.32,126.37,42.45,13.08,54.39,0.78,0,4.53,41.89,33.91,17.69,23.36,47.72,15.16,35.43,1.56,39.15,47.7,40.06,30.78
696.63,87.04,49.1,91.84,54.22,39.76,30.15,146.83,104.34,83.37,9.87,3.42,20.44,0.78,0,0,1.29,9.18,13.15,24.65,43.12,0,26.05,1.56,25.05,12.02,18.06,29.51
698.64,73.57,53.64,114.17,49.99,39.51,24.88,159.87,119.79,103.79,17.4,20.59,14.93,0,0,2.32,22.44,14.41,18.78,43.04,30.92,16.49,23.78,0,23.12,21.11,18.78,27.34
700.65,67.63,55.06,99.38,56.94,69.44,31.8,133.13,131.11,115.08,20.47,30.48,35.63,4.32,1.38,11.48,32.22,9.1,8.94,53.32,41.28,44.4,18.73,22.2,34.75,49.87,54.17,45.59
