wavenumber,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
962.94,33.83,47.64,35.21,36.34,81.38,35.36,165.66,150.12,141.22,228.23,279.39,277.16
964.81,45.32,49.12,50.71,28.46,64.56,45.25,195.74,150.79,125.22,223.65,278.97,290.72
966.68,33.59,36.68,44.99,31.72,52.54,40.94,175.96,161.94,126.71,226.2,274.03,282.09
968.55,20.1,35.83,31.5,24.21,38.75,37.2,162.09,147.68,92.11,209.34,239.66,263.03
970.43,7.42,31.44,18.12,13.94,36.32,33.93,76.37,95.56,67.99,182.95,227.43,218.78
972.3,28.38,53.08,19.09,10.68,36.68,46,50.34,32.47,47.9,166.59,192.56,159.89
974.16,50.24,44.59,35.96,27.24,27.95,52.65,46.89,14.21,36.4,164.15,183.94,139.58
976.03,51.97,37.99,35.72,30.93,41.57,45.14,66.36,1.88,38.15,176.95,162.9,166.52
977.9,42.73,31.41,39.16,59.3,53.77,47.04,83.53,17.33,43.27,176.12,170.89,199.83
979.76,35.51,30.49,43.27,53.13,57.65,43.3,107.39,37.58,58.09,165.65,174.57,193.49
981.63,46.06,27.54,52.49,69.76,52.99,65.76,124.06,78.97,81.72,154.33,191.06,190.96
983.49,46.3,26.09,57.73,63.4,46.35,44.16,125.09,74.64,83.71,143.69,222.24,182.79
985.36,47.65,32.75,54.08,64.51,53.85,60.7,143.92,114.79,108.52,143.2,234.56,196.43
987.22,59.34,61.91,56.11,71.3,79.36,82.58,170.79,132.64,99.69,174.74,264.9,212.09
989.08,68.26,64.82,44.71,62.34,78.11,113.04,179.57,160.07,144.79,211.2,254.83,224.67
990.94,65.08,51.28,37.86,61.62,80.1,85.74,181.61,131.1,138.48,225.58,233.68,221.17
992.8,65.69,45.53,40.8,63.36,79.56,71.24,180.78,120.94,142.31,215.77,201.34,228.81
994.66,50.19,50.01,48.31,66.68,71.59,65.64,213.21,144.03,120.06,188.54,214.58,220.7
996.51,40.26,52.73,56.04,72.9,73.86,75.61,239.56,144.72,121.07,195.56,232.07,231.85
998.37,30.11,51.22,52.23,86.26,66.93,70.05,234.38,136.55,119.22,203.73,246.7,187.13
1000.22,37.75,30.24,37.59,82.08,71.79,69.96,181.01,75.53,97.19,189.04,209.8,138.56
1002.08,35.51,46.98,36.68,69.36,62.12,52.9,114.12,52.99,62.42,153.83,179.71,89.46
1003.93,21.07,29.05,21.11,35,44.14,37.62,58.25,12.08,26.51,86.31,112.32,53.72
1005.78,4.94,29.05,22.29,22.81,28.28,9,22.7,9.57,0,44.41,74.73,35.72
1007.63,0,3.98,3.52,7.85,10.5,9,2.99,0,0,5.79,24.67,12.3
1009.48,0,0,1.17,7.88,5.57,0,0,0,0,0,9.72,0
1011.33,0,0,0,8.78,4.09,0,0,0,0,0,0,0
1013.18,0,0,0,10.49,4.09,4.32,0,0,0,0,0,0
1015.03,0,0,0,2.61,0,4.32,0,0,0,0,0,0
1016.87,0,0,0,6.28,11.17,4.32,0,0,0,0,0,0
1018.72,0,0.2,0,4.57,11.17,0,0,0,0,0,0,0
1020.56,0,0.2,0,4.57,11.17,0,0,0,0,0,0,0
1022.4,0,2.29,0,0,0,0,0,0,0,0,0,0
1024.24,0,2.09,0,0,0,0,0,0,0,0,0,0
1026.08,0,2.09,5.01,0,0,0,0,0,0,0,0,0
1027.92,0,0,5.01,0,0,0,0,0,0,0,0,0
1029.76,0,0,5.01,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,3.78,0,0,0,0,0,0,0,0,0,0
1037.11,0,3.78,0,0,0,0,0,0,0,0,0,0
1038.94,0,3.78,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0
1073.58,0,0,0,15.73,0,2.26,0,0,0,0,0,0
1075.4,0,0,0,15.73,0,2.26,0,0,0,0,0,0
1077.21,0,0,0,15.73,0,2.26,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,0,0,1.18,0,0,0,0,0,0
1084.45,0,0,0,0,0,1.18,0,0,0,0,0,0
1086.26,0,0,0,0,0,1.18,0,0,0,0,0,0
1088.06,0.78,0,0,0,1.15,0,0,0,0,0,0,0
1089.87,0.78,0,0,0,1.15,0,0,0,0,0,0,0
1091.67,0.78,0,0,0,1.15,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,0.63,0,0,0,0,0,0,0,0,0,0,0
1115.03,0.63,0,0,0,0,0,0,0,0,0,0,0
1116.82,0.63,0,0,0,0,0,0,0,0,0,0,0
1118.61,0,0.93,0,0,0,0,0,0,0,8.81,0,0
1120.4,0,0.93,0,0,0.19,0,0,0,0,14.56,0,0
1122.19,5.47,0.93,0,0,0.19,0,0,0,0,20.72,0,0
1123.97,5.47,0,0,0,0.19,0,0,0,0,22.69,0,5.96
1125.76,5.47,0,0,0,1.47,0,0,0,0,43.48,0,5.96
1127.54,0,0,0,1.61,1.47,0,0,0,0,59.97,0,7.46
1129.33,0,0,0,11.59,7.14,0,0,0,0,85.84,0,1.5
1131.11,0,0,0,11.59,5.66,0,6.07,0,0,91.86,0,4.91
1132.89,3.44,0,0,9.98,5.66,0,8.92,0,21.58,89.14,3.74,9.87
1134.67,8.71,2,6.3,19.04,0,0,34.91,0,23.29,87.46,17.52,43.7
1136.45,11.36,2,6.3,19.04,0,0,65.87,0,23.29,111.82,18.91,62.07
1138.23,7.92,2,6.3,25.01,0,0,86.43,24.04,28.52,114.44,43.2,78.36
1140,14.63,0,0,5.97,0,0,88.47,36.39,31.9,132.87,51.3,79.13
1141.78,11.98,0,0,5.97,0,0,64.33,78.95,67.18,97.13,80.22,129.39
1143.55,11.98,0,0,0,0,0,60.9,95.91,82.76,111.42,75.17,145.02
1145.33,0,0,0,0,0,0,56.29,131.7,146.5,104.2,98.28,152.8
1147.1,1.12,0,0,0,0,1.04,79.04,114.2,181.94,124.35,104.42,120.95
1148.87,13.54,0.06,1.75,0,0.91,1.04,83.07,87.64,223.99,129.43,112.15,148.69
1150.64,13.54,0.06,1.75,4.15,0.91,1.04,89.35,88,198.63,125.44,100.48,143.7
1152.41,12.42,0.06,1.75,4.15,0.91,0,85.9,98.3,167.21,116.71,117.08,162.63
1154.18,0,0,0.86,4.15,0,0,118.93,111.43,130.61,114.13,128.15,151.04
1155.95,0,0,0.86,0,0,0,121.11,113.37,127.5,113.37,140.04,189.28
1157.72,0,0,3.34,0.07,0.72,0,137.11,105.81,113.54,106.42,109.08,193.99
1159.48,8.26,9.83,2.48,0.07,0.72,0,89.16,118.62,118.97,118.85,106.83,192.74
1161.25,8.26,9.83,2.48,0.07,0.72,0,97.35,114.59,113.54,109.09,84.72,157.98
1163.01,8.26,10.83,0,0,0,6.89,93.7,113.38,132.61,120.49,90.77,151.36
1164.77,6.34,10.21,8.63,0,22.73,6.89,108.2,102.66,112.83,98.04,85.96,142.9
1166.53,6.34,10.21,8.63,1.62,22.73,6.89,132.74,91.65,110.76,93.29,98.86,140.47
1168.3,12.23,10.28,15.47,1.62,33.29,2.89,131.65,110.68,109.74,70.25,106.47,112.42
1170.06,5.89,4.69,6.84,1.62,10.56,2.89,134.94,105.1,99.1,44.25,100.44,87.4
1171.81,5.89,4.69,6.84,0,10.64,2.89,97.72,94.67,66.22,22.07,95.9,73.87
1173.57,3.91,3.68,0,0,9.26,9.17,91.64,49.05,39.89,32.04,103.51,72.82
1175.33,3.91,0.06,0,1.13,9.26,9.17,85.28,49.48,28.94,45.72,99.5,70.14
1177.08,10.52,4.46,0,8.38,9.18,15.66,90.73,34.41,42.85,40.97,99.3,67.61
1178.84,6.61,4.4,0,8.38,0,6.5,54.67,70.17,37.54,23.94,80.58,56.9
1180.59,13.6,4.4,0,7.25,13.55,6.5,56.88,73.86,32.16,31.18,97.79,55.12
1182.34,9.89,0,0,0,13.55,0,66.9,68.03,18.25,48.15,66.53,48.82
1184.1,13.05,3.24,3.73,0,13.55,0,84.63,35.25,6.49,41.2,51.26,64.89
1185.85,6.06,3.24,3.73,0,0,0,92.29,7.06,0,16.97,9.36,49.55
1187.6,3.16,8.3,3.73,3.35,0,12.87,49.42,4.14,0,0,14.57,41.14
1189.35,0,5.07,0,3.35,0,12.87,30.36,1.16,0,0,5.21,14.55
1191.09,0,5.07,0,3.35,0,12.87,0,1.16,0,0,5.21,14.55
1192.84,2.37,0,2.92,0,0,0,0,0,0,0,0,6.89
1194.58,2.37,0,10.11,0,0,0,0,0,0,0,0,0
1196.33,11.07,0,10.11,0,0,0,0,0,0,0,0,0
1198.07,8.7,0,16.38,0,0,0,0,0,0,0,0,0
1199.82,8.7,0,9.19,0,0,0,0,0,0,0,0,0
1201.56,0,0,9.19,0,0,5.89,0,0,0,0,0,0
1203.3,1.96,0,0,1.25,0,5.89,0,0,0,0,0,0
1205.04,4.11,0,0,13.41,0.98,5.89,0,0,0,0,0,0
1206.78,4.11,0,6.18,15.13,0.98,0,0,0,0,0,0,0
1208.51,2.15,0,6.18,13.88,0.98,0,0,0,0,0,0,0
1210.25,0,0,6.95,11.51,30.58,0,0,0,0,0,0,0
1211.98,0,0,0.78,9.78,30.58,0,0,0,0,0,0,0
1213.72,7.23,3.12,7.17,34.98,33.55,11.85,0,0,5.08,0,0,0
1215.45,7.23,3.12,6.39,25.2,2.98,17.18,0,0,5.08,0,0,0
1217.18,16.99,3.12,6.39,25.2,2.98,25.99,0,10.42,5.08,0,0,0
1218.92,9.76,0,0,0,0,14.14,0,10.42,0,0,0,0
1220.65,9.76,0,0,2.44,0,8.82,0,10.42,8.77,0,0,0
1222.38,0,0,0,10.74,1.03,0,0,0,8.77,0,0,0
1224.1,0,0,0,10.74,1.03,0,0,0,8.77,0,0,0
1225.83,5.86,0,0,13.66,1.03,10.56,0,0,17.45,0,0,0
1227.56,5.86,2.11,4.09,7.6,0,10.56,0,0,17.45,0,0,0
1229.28,6.18,2.11,4.09,7.6,0,24.07,0,0,17.45,0,0,0
1231.01,10.77,6.01,4.09,17.13,5.24,14.89,0,0,12.15,0,0,0
1232.73,15.8,22.35,8.12,19.8,9.13,22.25,23.22,0,40.49,6.4,3.64,0
1234.45,15.47,22.35,11.69,25.93,33.25,8.74,50.15,22.78,77.59,6.4,19.17,0
1236.17,6.87,21.39,11.69,15.97,31.92,16.39,105.01,66.25,111.87,34.86,24.49,7.8
1237.9,6.95,2.93,13.09,11.07,33.28,26.72,122.83,101.97,105.86,28.46,33.21,7.8
1239.61,20.86,6.56,21.49,4.93,17.32,49.99,128.35,100.4,123.23,28.46,39.96,7.8
1241.33,19.95,6.63,24.16,8.03,20.38,44.03,119.92,107.21,137.64,13.3,34.63,35.59
1243.05,19.51,6.63,14.65,25.21,22.57,26.33,102.97,103.18,165.2,13.3,34.91,38.02
1244.77,6.29,2.99,14.09,33.89,21,5.74,153.29,116.74,164.7,22.35,12.63,38.02
1246.48,15.31,1.98,14.42,41.94,25,7.38,161.21,114.91,150.14,9.04,25.2,2.43
1248.2,23.11,7.77,17.25,26.11,35.47,21.36,185.61,123.23,172.39,9.04,32.81,5.04
1249.91,22.42,9.28,8.38,35.3,37.95,28.82,160.39,132.26,165.36,0,37.27,12.31
1251.62,22.58,15.74,17.18,31.51,63.46,40.3,159.21,142.67,179.37,12.9,47.29,21.04
1253.33,19.52,30.32,14.36,46.19,49.09,26.33,138.52,151.57,133.53,15.3,37.8,17.87
1255.04,19.52,48.36,13.41,36.32,58.19,23.07,127.65,147.29,142.86,25.42,40.45,10.6
1256.75,15.16,39.92,9.02,25.7,33.53,18.71,112.04,119.27,130.11,13.39,24.36,1.87
1258.46,5.75,28.75,11.62,19.99,29.98,32.52,117.7,102.19,161.3,11,17.87,5.71
1260.17,10.1,24.49,10.03,17.18,27.14,35.65,110.96,89.71,128.42,14.16,28.63,5.71
1261.87,4.34,24.49,8.9,24.17,22.75,34.9,99.03,116.05,109.02,13.29,26.55,18.92
1263.58,4.34,32.24,17.67,16.74,40.72,35.07,93.04,114.32,98.23,13.29,22.3,26.42
1265.28,0,20.79,18.56,11.53,29.37,45.36,75.86,112.41,106.59,0,18.63,26.42
1266.99,7.56,26.9,12.79,19.58,28.71,34.26,81.73,55.24,95,9.27,16.32,28.11
1268.69,16.87,31.47,25.03,46.98,19.73,41.59,71.64,36.42,82.45,11.6,41.8,14.9
1270.39,16.87,27.65,25.17,46.98,17.66,22.82,48.88,16.87,64.16,11.6,40.46,14.9
1272.09,23.04,24.46,24.64,37.97,23.6,39.14,17.38,64,56.92,5.02,52.83,13.26
1273.79,13.73,2.92,1.03,17.64,16.89,17.85,7.3,52.73,22.76,2.7,27.34,13.26
1275.49,13.73,2.92,15.76,31.76,22.76,37.69,7.3,68.52,9.31,2.7,28.34,13.26
1277.18,0,1.32,21.84,24.07,10.06,21.37,7.3,21.39,4.75,0,13.86,0
1278.88,0,1.32,21.84,17.25,7.77,21.37,0,21.39,4.75,0,13.86,0
1280.57,0,1.5,6.08,3.13,4.8,0,0,0,5.91,0,0,0
1282.27,4.71,0.71,2.62,12.85,8.11,2.87,1.42,7.39,1.16,0,0,0
1283.96,5.32,9.78,13.8,20.85,8.81,2.87,1.42,7.39,1.16,0,0.69,0
1285.65,5.32,14.89,28.88,28.74,24.11,17.85,5.08,31.21,2.15,0,0.69,0
1287.34,0.61,14.37,26.26,19.02,20.81,14.98,3.65,24.42,2.15,0,0.69,0
1289.03,0,11.5,19.73,11.41,24.82,14.98,3.65,24.42,2.15,0,0,0
1290.72,5.57,6.2,11.76,6.37,4.71,0,3.11,0.61,0,0,0,0
1292.41,7.61,23.99,11.76,13.89,10.71,6.84,3.11,7.06,26.97,0,0,0
1294.1,21.12,18.04,8.15,24.89,6,9.33,18.37,18.62,28.44,0,0,0
1295.78,15.65,21.2,2.66,25.02,6,9.33,29.06,18.62,28.44,0,0,0
1297.47,25.86,22.71,15.42,25.49,7.76,25.06,29.06,18.64,18.39,0,9.85,0
1299.15,12.35,23.79,14.38,20.54,10.75,22.57,13.8,23.6,31.95,0,9.85,0
1300.84,15.02,20.63,12.76,17.57,10.75,22.57,16.39,23.6,37.18,0,9.85,0
1302.52,2.77,1.33,8.98,9.57,13.89,0,16.39,16.52,20.25,0,0,0
1304.2,2.77,0,8.98,0.23,10.9,0,27.65,0,5.23,0,0,0
1305.88,2.47,6.81,16.93,0.23,19.18,11.37,26.03,0,7.84,0,0,0
1307.56,8.77,15.12,7.95,4.22,13.26,22.1,26.03,0,7.84,0,0,0
1309.24,13.69,16.69,13,17.15,18.39,26.97,14.77,7.13,7.84,0,0,0
1310.91,11.22,10.06,12.38,24.48,22.05,23.28,0,7.13,0,0,0,0
1312.59,4.92,1.76,16.87,24.22,17.07,12.55,0,7.13,0,0,0,0
1314.26,0,0.18,11.82,11.06,11.95,7.68,0,0,0,0,0,0
1315.94,0,0,5.67,3.73,0,0,0,0,0,0,0,0
1317.61,0,2.65,3.3,0,0,5.64,0,0,0,0,0,0
1319.28,0,2.65,16.72,0,6.46,5.64,0,0,0,0,0,0
1320.95,0,2.65,15.55,0,6.46,5.64,0,0,0,0,0,0
1322.62,0,0,13.42,0,6.46,0,0,0,0,0,0,0
1324.29,1.13,0,0,8.13,0,0,0,0,0,0,0,0
1325.96,1.13,0,0,8.13,0,0,0,0,0,0,0,0
1327.63,1.13,0,0,8.13,0,0,0,0,0,0,0,0
1329.29,0,0,0,0,0,9.16,0,0,0,0,0,0
1330.96,0,0,0,0,0,9.16,0,0,0,0,0,0
1332.62,0,7.6,0,0,2.64,9.16,0,0,0,0,0,0
1334.28,0,7.6,0,0,2.64,1.23,0,0,0,0,0,0
1335.95,10.05,10.5,0,1.12,2.64,5.9,0,0,0,0,0,0
1337.61,15.65,10.03,0,1.12,1.23,5.9,0,0,0,0,0,0
1339.27,15.65,10.03,0,1.12,1.23,4.67,0,0,0,0,0,0
1340.92,15.66,15.01,8.71,12.9,17.05,0,0,0,0,0,0,0
1342.58,17.12,7.89,8.71,12.9,15.82,0,0,0,0,0,0,0
1344.24,17.64,13.9,13.21,12.9,15.82,20.62,0,0,0,0,0,0
1345.89,7.58,6.24,10.89,9.4,0,22.39,0,0,0,0,0,0
1347.55,0.52,6.6,10.89,9.54,0,22.39,0,0,0,0,0,0
1349.2,0.02,0.59,6.39,9.54,0,1.76,0,0,0,0,0,0
1350.86,0.02,3.3,0,0.13,0,0,0,0,0,0,0,0
1352.51,0.02,2.94,0,0,0,0,0,0,0,0,0,0
1354.16,0,3.37,0,0,0,0,0,0,0,0,0,0
1355.81,0.79,0.43,0.72,0,0,0,0,0,0,0,0,0
1357.46,12.85,2.58,3.69,13.29,1.99,0,0,0,0,0,0,0
1359.1,17.49,2.15,3.69,13.29,1.99,0,0,0,0,0,0,0
1360.75,16.7,2.15,2.97,13.29,1.99,0,0,0,0,0,0,0
1362.4,4.65,0,0,10.04,0,0,0,0,0,0,0,0
1364.04,0,1.18,3.33,10.04,0,0,0,0,0,0,0,0
1365.68,0,1.18,3.33,10.04,0,0,0,0,0,0,0,0
1367.33,0,1.18,3.33,0,0,5.09,0,0,0,0,0,0
1368.97,7.71,0,1.24,0,0,5.09,0,0,0,0,0,0
1370.61,7.71,0,1.24,0,0,5.09,0,0,0,0,0,0
1372.25,7.71,0,5.48,0,7.39,8.05,0,0,0,0,0,0
1373.89,3.67,0,15.41,0,7.39,10.98,0,0,0,0,0,0
1375.53,5.3,0,15.41,0,7.39,10.98,0,0,0,0,0,0
1377.16,16.55,7.6,14.59,15,8.75,14.3,0,0,0,0,0,0
1378.8,12.88,7.6,3.41,15,8.75,11.37,0,0,0,0,0,0
1380.43,11.25,7.6,3.41,15,8.75,11.37,0,0,0,0,0,0
1382.07,4.25,0,4.05,0,0,2.52,0,0,0,0,0,0
1383.7,4.25,0,4.05,0,0,2.52,0,0,0,0,0,0
1385.33,4.25,0,8.48,0,0,2.52,0,0,0,0,0,0
1386.96,1.61,1.6,4.42,0,0,0,0,0,0,0,0,0
1388.59,1.61,1.6,4.42,0,0,0,0,0,0,0,0,0
1390.22,1.61,1.6,0,0,0,0,0,0,0,0,0,0
1391.85,0,0,0,0,0,0,0,0,0,0,0,0
1393.47,8.54,0,0,0,0,0,0,0,0,0,0,0
1395.1,8.54,0,0,0,0,0,0,0,0,0,0,0
1396.72,8.54,0,0,0,0,0,0,0,0,0,0,0
1398.35,0,0,0,0,0,0,0,0,0,0,0,0
1399.97,0,0,0,0,0,0,0,0,0,0,0,0
1401.59,0,0,0,0,0,0,0,0,0,0,0,0
1403.21,0,0,0,0,0,0,0,0,0,0,0,0
1404.83,0.62,0,0,0,0,0,0,0,0,0,0,0
1406.45,0.62,0,0,0,0,0,0,0,0,0,0,0
1408.07,0.62,0,0,0,0,0,0,0,0,0,0,0
1409.68,0,0,1.86,0,0,0,0,0,0,0,0,0
1411.3,0,0,1.86,0,0,0,0,0,0,0,0,0
1412.91,0,0,1.86,0,0,0,0,0,0,0,0,0
1414.53,0,0,0,0,0,0,0,0,0,0,0,0
1416.14,0,0,0,0,0,0,0,0,0,0,0,0
1417.75,0,0,0,0,0,0,0,0,0,0,0,0
1419.36,0,0,0,0,0,0,0,0,0,0,0,0
1420.97,0,0,0,0,0,0,0,0,0,0,0,0
1422.58,0,0,0,0,0,0,0,0,0,0,0,0
1424.19,0,0,0,0,0,0,0,0,0,0,0,0
1425.79,0,0,0,0,0,0,0,0,0,0,0,0
1427.4,6.7,0,0,1.49,7.13,0,0,0,0,0,9.79,0
1429,6.7,0,0,1.49,7.13,0,0,0,0,0,9.79,0
1430.6,6.7,1.76,0,1.49,14.42,0,0,0,0,1.64,11.22,15.92
1432.21,2.72,4.66,2.6,13.87,11.39,7.66,0,0,0,31.84,15.07,33.71
1433.81,2.72,7.62,7.57,16.8,23.52,13.34,0,0,0,65.51,39.5,89.93
1435.41,2.72,6.64,15.37,21.91,21.84,18.82,0,0,0,113.79,76.4,118.78
1437.01,0,3.73,12.77,23.1,17.74,12.56,36.69,3.57,9.28,145.88,110.77,152.1
1438.61,5.03,6.98,7.79,43.75,28.31,20.42,71.32,7.82,34.56,180.76,154.61,170.88
1440.2,5.03,6.21,0,45.62,34.77,27.19,91.44,27.99,74.41,206.9,187.03,210.91
1441.8,16.51,10.19,8.65,46.95,51.23,57.4,104.38,72.5,105.22,236.83,230.58,261.75
1443.4,24.46,23.47,18.79,55.96,51.15,71.29,144.02,138.7,159.72,291.79,269.16,303.94
1444.99,33.06,43.57,34.54,79.2,66.64,98.08,209.24,205.16,207.14,330.66,324.32,361.71
1446.58,30.36,53.52,35.48,81.22,71.25,96.32,251.93,235.42,260.03,368.33,357.29,399.61
1448.18,29.56,45.04,28.32,74.81,62.09,82.46,263.55,238.27,269.51,378.92,393.16,420.1
1449.77,31.87,46.01,31.94,84.19,65.06,72.72,260.63,259.58,275.79,415.31,409.51,416.05
1451.36,29.96,40.43,30.34,87.02,81.47,85.43,269.86,288.37,262.54,416.16,420.32,429.47
1452.95,41.84,42.31,39.86,99.97,109.67,113.26,290.55,324.62,291.1,435.82,429.6,464.36
1454.53,32.29,34.07,22.61,88.48,106.1,109.33,290.83,313.8,305.57,417.72,425.13,481.49
1456.12,40.96,46.41,42.26,108.89,105.43,95.62,280.37,304.55,324.29,435.19,421.23,482.54
1457.71,35.75,34.52,41.69,99.09,85.55,77.04,267.03,306.77,293.48,433.81,416.14,444.38
1459.29,47.43,34.86,56.02,97.85,92.9,68.01,291.29,325.24,300.25,447,401.62,439.81
1460.88,47.01,24.44,42.9,88.18,94.47,80.89,298.46,333.96,316.61,445.76,407.69,424.14
1462.46,43.15,29.57,30.97,68.73,100.28,82.66,309.87,332.93,333.21,423.44,386.33,405.05
1464.04,34.3,28.04,25.76,73.3,90.76,104.77,295.98,314.92,305.17,388.14,382.32,385.99
1465.62,40.78,38.19,36.22,75.87,105.58,98.23,321.45,332.93,282.82,375.86,355.01,376.28
1467.2,37.61,32.06,36.22,80.12,93.08,96.02,315.95,326.3,255.83,363.94,324.38,365.92
1468.78,42.77,28.56,33.7,79.71,92.92,94.49,316.14,333.37,271.53,365.7,304.78,348.59
1470.36,28.61,23.39,13.17,67.64,66.77,89.97,286.69,282.79,284.26,317.82,279.53,319.61
1471.94,18.45,32.5,13.17,69.24,78.62,93.12,251.26,256.23,271.67,287.63,269.3,292.98
1473.52,18.08,38.46,15.44,67.29,57.59,86.06,219.3,235.81,243.89,268.56,257.87,253.82
1475.09,21.04,23.22,17.05,48.02,35.9,63,185.71,232.74,193.46,237.19,243.13,218.68
1476.67,27.9,31.41,28.88,51.98,32.11,53.84,210.35,238.58,208.28,235.72,233.97,208.11
1478.24,24.21,27.71,17.9,32.73,43.11,38.13,204.47,201.23,212.57,214.72,198.93,171.68
1479.81,25.53,38.23,25.53,43.81,50.44,42.77,190.61,217.9,258.87,235.41,186.59,161.93
1481.38,25.63,26.99,24.27,41.35,51.56,33.85,150.56,199.7,258.32,218.22,158.04,169.98
1482.95,32.07,25.76,38.95,50.89,57.02,40.61,136.52,199.86,231.78,203.39,159.51,180.39
1484.52,31.51,18.87,29.37,36.59,48.15,39.37,134.85,173.03,190.93,198.24,145.34,145.81
1486.09,31.29,22.65,22.79,35.81,30.96,38.48,130.86,188.23,178.44,203.45,154.51,140.92
1487.66,20.08,13.77,19.22,29.38,24.44,21.92,132.57,229.45,194.31,219.34,128.71,155.05
1489.22,8.91,10.14,15.11,29.38,31.37,17.48,130.41,231.14,190.63,200.69,122.71,183.31
1490.79,16.26,11.16,14.77,24.84,43.08,29.5,130.71,230.29,204.76,193.18,103.83,174.7
1492.35,15.75,18.19,3.66,19.98,41.8,25.15,130.37,203.45,198.24,158.68,110.97,150.43
1493.92,15.75,18.96,6.22,38.55,45.09,25.73,146.94,203.87,233.97,154.09,121.36,157.08
1495.48,7.34,11.55,7.78,26.63,28.71,16.65,142.54,196.97,217.04,139.85,127.1,143.75
1497.04,18.37,19.04,15.69,27.24,16.89,27.83,164.37,231.64,215.03,160.52,151.74,155.65
1498.6,18.37,29.97,13.13,26.62,3.52,20.68,159.34,237.11,201.48,160.65,158.51,135.35
1500.16,11.09,30.35,10.82,26.62,1.12,11.18,175.11,267.04,218.73,172.9,165.75,123.51
1501.72,2.7,24.63,7.41,21.68,8.76,1.12,167.46,259.22,233.88,159.07,154.22,132.25
1503.27,2.7,12.92,7.41,6.2,8.08,1.12,169.27,296.52,222.17,128.36,143.49,121.78
1504.83,8.32,18.54,19.67,13.06,11.56,8.96,199.32,277.4,210.69,104.22,160,131.55
1506.38,25.39,26.61,35.39,33.25,28,17.7,218.84,296.07,224.35,142.88,167.3,148.78
1507.94,25.39,32.68,38.16,39.67,35.78,28.81,237.6,309.98,248.25,184.44,168.18,178.58
1509.49,26.69,35.32,36.77,46.76,40.45,28.45,231.71,339.91,291.83,215.35,163.74,198.06
1511.04,14.11,23.07,18.17,22.83,23.57,24.54,237.62,342.3,307.87,192.39,163.43,218.01
1512.59,23.49,26.5,15.39,33.04,18.7,15.63,261.55,366.38,334.26,187.11,172.47,233.3
1514.14,18.81,28.15,6.68,36.82,10.55,30.62,276.38,361.03,351.89,190.74,169.41,269.84
1515.69,24.91,26.25,15.09,59.84,32.68,34.72,302.01,385.47,376.32,207.49,172.14,269.83
1517.24,42.9,22.57,26.56,44.62,50.38,32.51,313.22,367.48,406.65,237.81,216.12,296.06
1518.79,64.01,18.35,42.98,27.52,62.7,30.62,335.22,409.95,399.44,240.92,249.55,292.75
1520.34,50.78,15.34,32.98,5.42,44.19,31.07,335.57,405.11,402.25,233.72,275.33,281.78
1521.88,45.12,32.69,48.96,22.21,34.23,32.28,343.16,421.83,413.96,245.42,259.02,306.06
1523.42,28.35,23.16,29.5,32.9,28.17,13.52,334.66,411.79,440.91,249.35,252.94,300.9
1524.97,32.03,35.63,53.91,48.71,24.89,15.21,361.29,402.21,436.32,258.41,260.65,307.54
