wavenumber,PS_PE 50ppm-1,PS_PE 50ppm-2,PS_PE 50ppm-3,PS_PE 100ppm-1,PS_PE 100ppm-2,PS_PE 100ppm-2,PS_PE 200ppm-1,PS_PE 200ppm-2,PS_PE 200ppm-3
1915.15,214.32,195.79,239.22,206.76,209.58,185.63,132.81,138.85,145.32
1916.41,214.18,215.03,255.44,188.18,223.64,202.3,155.51,151.27,170.57
1917.68,219.38,213.92,246.64,191.24,225.34,190.26,138.29,152.77,171.9
1918.94,222.45,214.7,219.04,202.16,161.56,162.42,109.71,131.92,157.19
1920.2,218.53,196.8,213.76,195.71,138.76,155.21,85.88,106.81,126.56
1921.46,189.71,179.34,206.56,188.35,141.7,150.75,76.24,81.89,106.79
1922.72,172.44,188.75,221.23,197.86,153.82,212.48,105.25,98.28,121.64
1923.98,182.27,190.93,224.65,228.1,139.7,234.28,128.11,127.53,130.68
1925.24,183.77,211.43,240.05,261.66,165.54,263.05,146.72,155.2,154.13
1926.49,180.48,205.15,219.65,212.74,165.9,214.01,149.96,161.17,171.22
1927.75,172.07,210.74,216.45,176.67,179.12,191.83,152.52,158.78,170.93
1929,186.66,195.98,201.55,164.58,137.97,159.61,160.16,153.8,162.06
1930.26,184.34,186.33,210.75,163.9,147.23,161.8,151.32,140.02,143.04
1931.51,196.47,202.11,224.02,189.97,168.23,192.06,157.01,155.77,162.21
1932.76,189.25,192.53,219.27,166.33,190.2,191.62,149.79,154.93,161.12
1934.01,196.36,209.62,231.16,159.33,203.47,205.15,180.98,188.51,188.11
1935.26,191.01,182.91,201.58,151.52,171.58,166.86,178.15,177.06,182.73
1936.51,197.88,189.74,194.19,167.24,156.55,164.76,181.29,175.25,177.98
1937.76,174.63,162.78,176,181.8,145.71,127.51,143.06,141.08,137.2
1939,154.58,161.69,169.67,142.89,155.71,112.78,131.15,109.89,112.39
1940.25,137.08,163.14,174.53,123.84,172.24,118.23,133.21,113.33,117.88
1941.49,150.8,180.46,177.58,118.3,142.61,128.19,148.57,140.08,153.33
1942.74,162.83,180.77,206.6,114.73,149.28,155.12,173.68,189.25,195.86
1943.98,168.07,189.95,224.48,131.35,172.14,191.9,206.11,221.72,251.02
1945.22,158.42,182.89,222.11,144.37,221.73,215.09,253.06,249.72,288.71
1946.46,157.41,197.14,203.04,168.36,234.28,247.23,283.43,287.81,307.47
1947.7,164.17,178.49,196.39,179.76,211.24,232.44,307.66,299.43,297.09
1948.94,176.59,187.15,188.03,183.12,218.15,250.95,295.98,300.46,276.12
1950.18,169.88,170.35,187.2,227,171.92,223.64,270.27,266.14,257.79
1951.41,157.82,174.53,169.66,208.5,175.98,194.95,235.64,240.23,234.2
1952.65,154.97,152.58,163.98,201.53,177.88,163.12,221.66,217.3,213.57
1953.88,137.99,140.17,133.83,126.73,182.96,115.46,198.32,186.34,196.25
1955.12,112.45,123.51,111.75,85.35,145.45,86.87,152.51,162.24,151.78
1956.35,85.55,117.83,102.97,71.92,83.56,88.57,108.12,133.23,112.39
1957.58,63.53,94.69,89.37,53.79,47.19,90.45,67.7,87.86,65.31
1958.81,38.25,60.85,71.74,45.17,39.77,85.95,37.92,37.93,35.65
1960.04,19.98,31.11,38.85,17.29,27.98,36.86,10.31,0.16,10.96
1961.27,14.57,18.23,24.15,22.49,57.48,29.61,0,0,0
1962.5,19.6,16.22,13.63,10.37,29.73,10.53,0,0,0
1963.72,20.6,26.08,28.3,27.37,29.73,41.3,0.93,12.19,13.63
1964.95,15.58,24.58,26.66,22.18,0,32.59,0.93,12.19,13.63
1966.18,15.1,18.73,25.81,22.18,0,30.77,0.93,12.19,13.63
1967.4,15.16,0,17.47,10.16,0,0,0,0,0
1968.62,12.22,0,17.47,10.16,0,0,0,0,0
1969.84,7.67,0,10.17,19.35,0,11.93,0,0,0
1971.06,0,0,0,12.32,10.57,11.93,0,0,0
1972.28,1.17,0,0,35.44,33.42,15.85,7.35,0,0
1973.5,1.17,0,0,26.25,57.81,3.92,7.35,0,4.33
1974.72,1.17,4.74,0,45.09,74.14,24.73,7.35,0,4.54
1975.94,0.2,4.74,0,70.88,62.08,26.93,0,0,4.54
1977.15,0.2,4.74,0,86.81,37.68,50.41,2.15,0,0.22
1978.37,0.2,0,0,74.62,10.79,31.95,2.15,0,0
1979.58,0,0,0,53.94,32.59,30,2.15,0,0
1980.79,0,0,0,39.33,52.18,9.45,0,2.64,0
1982.01,0,0,0,39.67,75.51,16.18,0,2.64,0
1983.22,0,0,0,28.52,42.93,15.42,0,2.64,0
1984.43,0,0,0,27.2,23.33,12.49,0,0,0
1985.63,0,0,0,17.09,0,3.4,0,0,0
1986.84,0,0,0,0,0,0,0,0,0
1988.05,0,0,0,0,0,0,0,0,0
1989.25,0,0,0,0,0,0,0,0,0
1990.46,0,0,0,7.03,0,0,0,0,0
1991.66,0,0,0,7.03,0,0,0,0,0
1992.87,0,0,0,7.03,0,0,0,0,0
1994.07,0,0,0,0,0,0,0,0,0
1995.27,0,0,0,0,0,0,0,0,0
1996.47,0,0,0,0,0,0,0,0,0
1997.67,0,0,0,0,0,0,0,0,0
1998.86,0,0,0,0,0,0,0,0,0
2000.06,0,0,0,0,0,0,0,0,0
2001.26,0,0,0,0,0,0,0,0,0
2002.45,0,0,0,0,0,0,0,0,0
2003.65,0,0,0,0,0,0,0,0,0
2004.84,0,0,0,0,0,0,0,0,0
2006.03,0,0,0,0,0,0,0,0,0
2007.22,0,0,0,0,0,0,0,0,0
2008.41,0,0,0,0,0,0,0,0,0
