wavenumber,PE 10ppm-1,PE 10ppm-2,PE 10ppm-3,PE 50ppm-1,PE 50ppm-2,PE 50ppm-3,PE 100ppm-1,PE 100ppm-2,PE 100ppm-3,PE 200ppm-1,PE 200ppm-2,PE 200ppm-3
987.22,0,0,0,0,0,0,0,0,0,0,0,0
989.08,0,0,0,0,0,0,0,0,0,0,0,0
990.94,0,0,0,0,0,0,0,0,0,0,0,0
992.8,0,0,0,0,0,0,0,0,0,0,0,0
994.66,0,0,0,0,0,0,0,0,0,0,0,0
996.51,0,0,0,0,0,0,0,0,0,0,0,0
998.37,0,0,0,0,0,0,0,0,0,0,0,0
1000.22,0,0,3.46,0,0,0,0,0,0,0,0,0
1002.08,0,0,3.46,0,0,0,0,20.9,0,0,0,0
1003.93,0,0,3.46,0,0,0,0,20.9,0,0,0,0
1005.78,0,0,0,0,0,0,0,20.9,0,0,0,0
1007.63,0,0,0,0,0,0,0,0,0,0,0,0
1009.48,0,0,0,0,0,0,0,0,0,0,0,0
1011.33,0,0,0,0,0,0,0,0,0,0,0,0
1013.18,0,0,0,0,0,0,0,0,0,0,0,0
1015.03,0,0,0,0,0,0,0,0,0,0,0,0
1016.87,0,0,0,0,0,0,0,0,5.13,0,0,0
1018.72,0,0,0,0,0,0,0,0,7.8,0,0,0
1020.56,0,0,0,0,0,0,0,0,7.8,0,0,0
1022.4,0,0,0,0,0,0,0,0,2.67,0,0,0
1024.24,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,6.54,0,0,0
1044.43,0,0,0,0,0,0,0,0,6.54,0,0,0
1046.26,0,0,0,0,0.2,0,0,0,6.54,0,0,0
1048.09,0,0,0,0,0.2,0,0,0,0,0,0,0
1049.92,0,0,0,0,0.2,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,4.25,0,0,0
1055.4,0,0,0,0,0,0,0,9.59,4.25,0,0,0
1057.22,0,0,0,0,0,0,9.88,9.59,4.25,0,0,0
1059.04,0,0,0,0,0,0,9.88,9.59,3.47,0,0,0
1060.86,0,0,0,0,0,3.07,24.5,9.2,17.96,0,0,0
1062.68,0,0,0,0,0,3.07,38.38,9.55,37.91,0,0,0
1064.5,0,0,0,0,0,5.23,38.38,9.55,49.52,0,0,0
1066.32,0,0,0,0,0,2.16,23.76,0.35,35.04,0,0,0
1068.14,0,0,0,0,0,2.16,0,0,15.09,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0
1073.58,0,0,0,0,0,0.37,0,22.24,0,0,0,0
1075.4,0,0,0,0,0,0.37,0,22.24,0,0,0,0
1077.21,0,0,0,0,1.27,0.37,3.34,22.24,12.01,0,0,0
1079.02,0,0,0,0,1.27,0,3.34,0,12.01,0,0,0
1080.83,0,0,0,0,3.19,0,3.34,0,12.01,0,0,0
1082.64,0,0,0,0,1.92,0,0,0,0,0,0,0
1084.45,0,0,0,0,1.92,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,2.7,0,0,0,0,0,0
1109.66,0,0,0,0,0,8.02,0,0,0,0,0,0
1111.45,0,0,0,0,0,8.02,0,0,0,0,0,0
1113.24,0,0,0,0,4.03,5.32,0,0,0,0,0,0
1115.03,0,0,0,0,4.03,0,0,0,2.88,0,0,0
1116.82,0,0,0,0,4.03,0.18,0,0,2.88,0,0,0
1118.61,0,0,0,0,1.66,0.18,0,0,2.88,0,0,0
1120.4,0,0,0,1.11,1.66,0.18,0,3.22,0,0,0,0
1122.19,0,0,0,24.23,5.55,0,33.52,13.27,3.53,0,0,0
1123.97,0,0,0,24.23,3.89,3.9,33.52,17.71,3.53,0,0,0
1125.76,0,0,0,31.73,5.91,3.9,37.52,43.33,30.81,14.81,0,66.66
1127.54,0,0,0,8.61,2.02,7.7,22.2,45.64,47.08,84.83,27.52,102.8
1129.33,0,0,0,10.16,3.31,21.82,62.5,72.97,71.27,143.31,87.39,204.66
1131.11,0,0,0,7.82,12.61,27.2,87.68,61.1,78.35,183.89,134.75,242.07
1132.89,0,0,0,25.24,51.08,39.58,104.66,81.71,97.58,128,148.2,287.66
1134.67,0,0,0,57.48,71.97,47.76,108.44,100.78,92.27,154.96,137.17,244.44
1136.45,0,0,0,73.52,67.65,57.39,129.69,111.98,85.76,136.45,89.82,182.42
1138.23,20.8,7.53,0,97.69,45.13,70.49,163.41,117.99,77.72,168.12,83.84,132.92
1140,21.7,7.53,19.3,113.09,64.51,91.16,206.05,135.25,87.6,107.76,74.16,167.06
1141.78,25.15,15.26,21.07,116.07,88.8,104.07,215.93,176.75,115.05,81.7,147.96,189.5
1143.55,23.37,24.64,21.99,105.84,95.21,112.77,218.94,194.72,126.98,69.17,182.11,197.79
1145.33,38.96,55.3,30.99,91.63,94.64,90.82,175.98,193.71,126.92,100.72,174.01,195.51
1147.1,45.49,47.57,50.91,91.99,88.65,87.11,161.61,184.29,107.45,125.23,164.2,205.52
1148.87,26.47,30.66,70.87,76.03,87.67,77.42,132.25,165.22,100.67,93.16,124.15,226.96
1150.64,9.98,0,42.66,41.04,55.82,52.5,131.7,123.95,74.69,47.94,129.62,220.25
1152.41,1.29,10.24,35.04,15.4,30.52,28.28,97.4,70.6,38.96,47.7,139.4,181.51
1154.18,21.01,55.18,33.9,0,9.14,7.42,54.83,32.73,2.84,84.31,114.36,183.64
1155.95,21.01,55.18,71.7,0,0,7.42,11.63,6.9,0.12,120.56,126.64,118.07
1157.72,20.78,54.79,82.53,0,0,7.42,0,0,0,114.9,129.66,93.91
1159.48,1.06,9.85,66.63,0,0,0,0,0,0,93.53,151.32,80.73
1161.25,9.07,9.85,28.75,0,0,0,0,0,0,62.25,174.4,109.64
1163.01,30.19,10.47,3.85,0,0,0,0,0,0,70.39,133.22,141.29
1164.77,35.44,45.95,20.07,0,0,0,0,0,0,138.6,127.8,115.36
1166.53,27.42,45.95,20.07,0,0,0,0,0,0,198.79,111.69,87.41
1168.3,5.25,47.71,20.07,0,0,0,0,0,0,224.51,132.43,123.98
1170.06,0,12.22,0,0,0,0,0,0,0,144.53,170.15,173.53
1171.81,27.55,12.22,0,0,0,0,0,0,0,69.19,133.18,215.72
1173.57,27.55,0,0,0,0,0,0,0,0,28.05,114.4,186.45
1175.33,30.16,0,1.89,0,0,0,0,0,0,72.55,65.26,129.14
1177.08,7.4,29.66,17.2,0,0,0,0,0,0,100.79,46.47,81.92
1178.84,7.4,29.66,17.2,0,0,0,0,0,0,82.57,58.95,31.37
1180.59,4.78,29.66,24.8,0,0,0,0,0,0,33.39,50.08,41.21
1182.34,4.37,11.09,27.78,0,0,0,0,0,0,7.45,50.08,75.48
1184.1,18.97,11.09,27.78,0,0,0,0,0,0,3.54,0,75.48
1185.85,18.97,11.09,18.28,0,0,0,0,0,0,3.54,0,48.41
1187.6,14.6,0,0,0,0,0,0,0,0,0,0,0
1189.35,0,0,0,0,0,0,0,0,0,0,0,0
1191.09,0,0,0,0,0,0,0,0,0,0,0,0
1192.84,0,0,0,0,0,0,0,0,0,0,0,0
1194.58,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0
1198.07,0,0,0,0,0,0,0,0,0,0,0,0
1199.82,0,0,0,0,0,0,0,0,0,0,0,0
1201.56,0,0,0,0,0,0,0,0,0,0,0,0
1203.3,0,3.72,5.06,0,0,0,0,0,0,3.6,17.08,3.01
1205.04,0,3.72,5.06,0,0,0,0,0,0,32.29,17.08,3.42
1206.78,23.76,13.15,7.09,0,0,0,0,0,0,61.77,25.18,27.91
1208.51,45.61,15.93,2.03,0,0,0,0,0,0,74.48,90.94,46.51
1210.25,89.03,46.59,8.52,0,0,0,0,0,0,100.05,174.64,109.65
1211.98,65.27,71.9,22.36,0,0,0,0,0,0,102.38,246.36,112.55
1213.72,109.77,116.25,79.6,0,0,0,0,0,0,207.13,257.5,160.87
1215.45,95.88,141.2,121.42,0,0,0,0,0,0,248.53,279.96,157.5
1217.18,123.46,160.09,157.83,0,0,0,0,0,0,253.58,263.39,160.45
1218.92,77.65,129.14,115.4,0,0,0,0,0,0,177.16,215.03,142.93
1220.65,78,123.01,91.13,0,0,0,0,0,0,126.6,208.87,149.95
1222.38,106.51,103.37,62.35,0,0,0,0,0,0,162.59,242.25,196.85
1224.1,119.07,118.44,74.61,0,0,0,0,0,0,199.33,221.72,167.16
1225.83,100.56,82.12,82.14,0,0,0,0,0,0,198.38,166.17,136.46
1227.56,53.2,92.95,106.83,0,0,0,0,0,0,176.31,69.53,90.96
1229.28,25.56,68.83,97.89,0,0,0,0,0,0,116.99,49.61,79.23
1231.01,56.19,120.64,116.89,0,0,0,0,9.98,1.4,119.99,55.34,91.8
1232.73,84.2,105.17,116.6,0,0,0,0,9.98,1.4,112.41,111.12,129.48
1234.45,147.58,143.41,133.03,8.79,15.81,3.87,0,23.59,18.72,179.93,161.04,143.57
1236.17,122.91,95.92,136.06,28.4,51.43,17.2,18.75,33.05,43.11,207.43,174.6,147.66
1237.9,139.83,118.03,122.35,53.41,75.78,49.9,45.92,68.21,87.28,233.91,188.15,127.72
1239.61,122.47,93.85,137.36,91.79,106.48,66.89,68.95,84.6,102.62,228.14,210.13,206.21
1241.33,157.6,132.84,158.52,90.64,92.31,73.33,91.88,97.14,117.76,246.25,246.98,189.58
1243.05,157.67,131.42,181.29,89.39,102.72,84.68,114.73,114.92,99.81,260.35,229.81,246.59
1244.77,139.01,168.61,147.32,73.39,87.03,100.27,144.5,134.28,132.79,290.42,245.95,236.59
1246.48,142.28,143.73,134.96,75.29,96.58,109.77,142.18,163.9,135.68,282.48,268.42,262.57
1248.2,139.15,163.13,157.86,83.43,103.37,105.5,162.78,164.43,169.15,315.52,303.87,249.2
1249.91,156.3,164.79,179.7,82.8,112.74,95.81,173.29,181.21,160.87,349.54,303.63,222.15
1251.62,166.71,215.39,169.48,119.76,115.34,123.69,207.72,182.24,193.5,427.55,322.39,257.75
1253.33,200.4,230.26,151.19,138.61,104.85,109.15,192.07,189.18,215.72,429.21,329.12,278
1255.04,232.02,214.73,172.17,137.04,104.6,96.17,202.99,185.04,226.52,407.18,332.17,324.9
1256.75,221.24,173.47,169.75,116.05,98.92,46.11,180.51,194.48,199.23,368.14,304.54,303.12
1258.46,194.29,152.37,167.49,92.51,99.71,60.83,168.49,190.06,168.08,344.3,325.12,276.22
1260.17,176.38,143.31,153.27,104,103.18,63.25,144.17,197.34,153.96,299.56,350.13,220.74
1261.87,157.42,163.53,133,93.72,105.55,92.23,161.76,180.86,156.09,294.47,323.45,197.25
1263.58,179.16,162.46,139.43,101.46,129.61,112.24,197.05,219.74,188.58,329.81,292.88,237.18
1265.28,212.63,188.44,176.58,111.88,136.36,132.92,241.69,246.65,207.76,321.24,307.39,299.22
1266.99,275.03,221.35,237.33,145.88,155.34,159.18,268.26,308.48,256.86,308.66,308.56,359.57
1268.69,270.47,236.98,252.8,194.23,182.01,167.13,320.51,352,312.98,300.51,332.17,324.02
1270.39,262.52,238.55,259.2,211.15,197.58,200.31,359.02,375.1,367.35,308.68,256.75,312.45
1272.09,236.51,234.05,232.87,240.64,248.73,226.07,434.11,416.79,443.64,302.83,278.99,327.54
1273.79,203.66,242.71,208.37,246.6,272.34,264.62,464,448.94,469.4,308.85,277.44,287.83
1275.49,177.74,266.31,192.46,288.79,313.19,314.07,512.48,518.68,531.74,313.53,332.87,226.45
1277.18,164.76,236.85,198.17,306.89,318.61,320.77,506.54,540.67,561,318.52,289.62,152.38
1278.88,196.61,202.54,195.36,310.12,300.49,315.26,503.74,547.79,585.73,241.73,232.92,162.19
1280.57,163.73,168.17,204.15,303.25,279.94,295.99,496.85,536.17,572.71,239.58,204.2,166.98
1282.27,153.23,167.85,203.66,309.07,270.08,310.41,503.66,551.9,523.71,207.87,202.91,213.2
1283.96,154.66,188.13,183.44,318.79,271.13,306.39,513.38,571.88,505.63,233.81,270.61,248.75
1285.65,171.26,215.9,167.71,321.98,289.3,316.84,525.58,582.34,511.02,240.62,280.85,328.17
1287.34,201.57,234.39,145.7,298.18,272.16,311.97,531.13,547.49,524.1,315.53,359.52,361.02
1289.03,187.15,232.48,166.29,290.96,265.92,327.01,531.6,508.55,519.1,433.09,391.18,451.52
1290.72,219.23,218.74,157.7,265.19,255.48,311.51,498.54,476.75,518.9,508.53,450.39,500.23
1292.41,215.13,199.48,222.94,284.56,262.17,295.14,502.96,503.42,525.51,565.84,559.8,571.82
1294.1,267.41,228.94,248.56,289.27,280.87,284.79,525.4,538.46,536.81,639.25,651.97,640.84
1295.78,266.52,231.89,291.67,309.45,274.37,266.89,556.98,547.29,521.24,726.53,733.03,707.06
1297.47,307.68,289.22,261.49,306.64,310.55,295.68,566.91,547.16,530.04,801.25,722.84,766.05
1299.15,305.89,294.94,254.37,301.52,319.08,285.15,540.21,499.04,532.2,740.73,682.76,727.81
1300.84,332.92,298.81,245.4,290.52,309.41,297.09,533.32,479.41,531.83,692.42,643.55,675.44
1302.52,342.67,266.4,236.81,283.88,275.09,268.04,524.45,456.79,513.81,602.87,598.44,600.84
1304.2,310.47,270.7,259.94,264.58,230.78,250.34,519.6,475.87,485.83,586.76,543.1,546.33
1305.88,302.65,302.38,244.44,247.31,232.49,231.66,494.79,502.98,470.87,568.74,543.85,484.59
1307.56,248.1,318.67,232.89,212.27,222.77,214.22,457.22,479.33,429.49,501.38,453.93,414.17
1309.24,257.82,287.56,214.27,180.13,215.96,198.34,392.23,414.27,385.02,444.67,456.99,357.07
1310.91,234.03,219.28,205.47,179.13,190.94,175.6,348.72,347.68,345.03,362.5,373.6,298.51
1312.59,225.52,178.93,188.95,150.36,148.16,136.43,305.12,308.67,318.95,301.98,383.53,276.61
1314.26,212.83,168.75,178.58,167.05,119.18,126.72,295.66,297.8,305.34,277.01,367.33,293.91
1315.94,190.64,186.38,164.71,125.87,94.32,122.14,284.67,276.73,288.21,251.91,359.01,306.09
1317.61,184.94,179.51,190.33,123.15,101.6,124.35,280.81,262.8,271.54,259.03,329.9,263.48
1319.28,169.39,181.47,171.77,91.23,119,122.36,276.77,245,279.01,275.02,282.67,246.08
1320.95,170.46,195.36,176.48,99.88,131.63,124.6,271.96,261.79,251.06,290.32,243.42,200.34
1322.62,168.01,181.08,139.69,96.99,127.73,124.31,240.64,272.05,253.58,281.84,195.39,208.8
1324.29,147.61,142.85,147.94,111.78,136.18,113.7,242,288,251.8,229.79,154.79,157.36
1325.96,115.82,72.89,142.13,116.48,131.87,94.32,231.94,270.2,264.26,199.73,157.51,173.24
1327.63,91.52,67.75,117.47,112.63,126.68,105.41,240.69,246.2,245.19,238.88,157.77,127.33
1329.29,88.72,92.77,85.31,102.25,109.96,96.29,225.58,209.67,203.59,245.56,218.91,129.63
1330.96,112.74,147.95,72.31,78,92.03,92.3,205.27,182.95,197.13,255.8,248.26,157.13
1332.62,117.81,151.51,127.35,64.76,66.11,61.66,189.98,153.58,180.37,256.12,291.7,217.74
1334.28,154.04,162.23,159.56,44.98,32.32,54.48,162.84,153.02,154.4,295.33,275.36,256.55
1335.95,153.76,125.11,192.92,50.67,44.33,51.09,139.83,126.26,131.24,318.41,287.23,251.24
1337.61,168.08,124.93,184.21,56.92,44.24,45.61,111.06,113.75,118.99,330.81,284.42,250.25
1339.27,128.01,61.68,148.78,50.41,38.91,26.69,89.88,93.83,103.99,312.87,315.93,212.92
1340.92,108.1,87.25,146.17,39.03,18.52,25.24,90.17,124.37,105.46,355.8,315.65,202.12
1342.58,111.69,75.66,115.39,31.11,11.43,29.92,97.6,140.71,83.4,320.94,359.24,212.2
1344.24,123.65,95.11,147.32,40.54,20.99,33.95,125.05,166.75,108.03,294.84,328.94,238.38
1345.89,148.33,91.94,118.63,40.65,49.1,23.99,139.86,178.81,99.69,260.84,315.4,289.99
1347.55,165.61,128.04,183.21,37,72.26,20.27,163.25,190.78,140.92,315.83,313.18,300.25
1349.2,160.16,170.4,207.72,48.25,87.51,27.79,170.22,202.67,161.41,367.8,318.94,259.83
1350.86,173.21,176.6,225.4,60.63,70.88,44.1,174,193.7,166.69,360.32,322.92,220.29
1352.51,135.97,178.51,205.78,76.03,66.27,51.76,174.8,186.75,174.67,325.27,275.66,187.18
1354.16,149.56,162.9,139.33,59.89,47.45,45.54,170.4,160.94,152.78,288.43,294.28,213.94
1355.81,136.63,175.46,111.03,45.2,24.54,48.45,147.48,114.93,121.7,275.46,257.44,186.58
1357.46,187.76,159.4,78.11,30.87,27.87,41.72,113.57,84.61,89.98,301.25,236.37,196.65
1359.1,150.6,123.38,112.58,20.28,21.88,36.38,94.03,76.32,58.61,299.48,193.06,154.14
1360.75,137.27,107.19,124.2,8.81,21.88,9.85,83.96,82.82,50.04,273.58,207.62,116.18
1362.4,75.76,89.49,103.97,0,0.01,0,55.43,63.8,34.95,195.56,210.73,79.43
1364.04,95.85,125.72,58.32,5.77,0.01,0,29.41,37.69,25.79,166.19,191.49,77.33
1365.68,74,116.34,63.75,5.77,0,0,2.55,19.28,18.07,188.91,176.02,82.99
1367.33,85.19,142.67,70.88,14.38,0,0,3.83,13.57,0.93,229.4,196.31,94.08
1368.97,93.09,132.37,112.1,24.92,0,3.52,12.55,33.53,6.46,265.32,226.03,149.6
1370.61,127.15,129.57,126.77,24.92,0.18,3.52,29.25,39.3,6.46,279.11,290.96,213.66
1372.25,144.26,91.82,151.16,35.95,8.85,19.98,51.13,47.07,33.18,290.34,310.99,235.48
1373.89,141.31,123.33,182.15,19.63,8.85,16.46,51.58,42.44,36.14,319.88,312.66,237.95
1375.53,137.96,125.11,144.41,19.63,8.67,16.46,34.88,33.39,47.27,307.4,254.33,233.75
1377.16,121.99,147.27,139.38,0,5.51,0,24.94,29.7,33.17,307.36,257.09,236.97
1378.8,116.73,112.48,125.72,0,5.51,0,19.02,6.72,24.67,212.41,248.28,217.62
1380.43,119.96,93.84,136.23,0,5.51,0,35.98,4.19,13.55,160.34,219.35,168.81
1382.07,126.91,114.58,112.78,0,0,0,22.77,0.1,0,135.36,171.51,142.09
1383.7,128.68,107.14,76.48,0,0,0,16.96,0.1,0,134.25,141.21,109.91
1385.33,116.94,154.53,75.68,0,0,0,16.14,9.2,11.2,148.69,191.12,128.94
1386.96,136.58,130.96,112.59,0,0,11.03,35.8,22.22,47.53,156.55,207.79,145.06
1388.59,122.94,164.11,168.21,0,6.18,21.13,62.88,53.96,72.22,224.84,223.22,151.95
1390.22,146.56,153.52,209.09,1.72,9.58,36.09,79.35,69.34,91.2,258.45,156.64,160.81
1391.85,119.45,159.86,206.58,1.72,9.58,25.06,89.07,80.31,99.42,218.04,93.71,98.25
1393.47,146.62,167.81,166,1.72,13.56,21.65,90.03,92.52,124.22,170.28,34.43,61.41
1395.1,91.38,166.69,143.35,0,16.44,6.69,83.57,90.97,97.26,104.51,46.13,10.56
1396.72,77.18,122.83,109.75,5.06,16.44,6.69,67.47,92.45,68.32,66.16,63.27,10.56
1398.35,25.88,78.02,106.75,5.06,6.28,8.42,67.61,50.84,32.97,30.46,62.16,7.73
1399.97,39.22,59.48,84.34,5.06,0,8.42,59.67,41.47,31.19,18.41,33.92,0
1401.59,26.28,83.43,78.65,0,0,8.42,58.41,16.13,15.57,16.19,8.73,0
1403.21,30.31,56.83,44.36,0,0,0,30.23,13.79,1.44,2.55,8.73,0
1404.83,12.25,23.95,15.53,0,0,0,12.02,0.12,0,0,0,0
1406.45,4.04,11.03,14.75,0,0,0,3.28,0,0,0,7.3,0
1408.07,0,24.07,14.75,0,0,0,3.28,0,0,7.09,7.3,0
1409.68,30.38,42.14,24.38,0,0,0,3.28,0,0,62.93,58.96,0
1411.3,31.11,53.8,50.84,0,0,0,0,0,0,89.44,116.94,34.37
1412.91,44.3,40.75,80.03,0,0,0,0,0,0,111.69,160.64,59.2
1414.53,33.27,22.68,70.04,0,0,0,0,0,0,135.03,134.8,70.85
1416.14,58.06,2.57,29.19,0,0,0,0,0,0,161.57,162.49,95.64
1417.75,64.67,7.02,1.04,0,0,0,0,0,0,165.98,145.39,103.29
1419.36,45.33,34.25,9.46,0,0,0,0,0,0,99.49,167.72,146.37
1420.97,22.25,65.6,17.18,0,0,0,0,0,0,61.97,92.36,113.43
1422.58,7.77,76.56,40.6,0,0,0,0,0,0,35.76,73.64,104.46
1424.19,38.9,69.77,41.62,0,0,0,0,0,0,73.2,52.91,54.14
1425.79,43.84,35.85,33.91,0,0,0,0,0,0,88.84,61.04,70.36
1427.4,56.38,75.81,40.68,0,0,0,0,0,0,134.79,132.48,105.55
1429,60.96,60.15,46.16,0,0,0,0,0,0,130.5,162.35,130.83
1430.6,98.14,101.71,73.79,0,0,0,0,0,0,169.86,195.53,176.08
1432.21,114.92,62.58,72.46,0,0,4.71,0,0,0,153.52,216.02,138.98
1433.81,103.19,71.93,84.29,0,0,4.71,0,1.06,7.27,191.72,248.05,187.08
1435.41,87.27,69.43,86.6,16.29,21.56,15.6,21.08,1.61,7.27,212.11,254.61,208.04
1437.01,106.18,66.42,83.73,19.91,29.13,29.42,28.91,13.21,8.35,270.04,239.03,270.21
1438.61,120.91,93.9,83.01,30.77,62.92,64.17,44.71,20.35,10.08,265.83,268.99,292.9
1440.2,147.45,91.19,91.44,46.25,74.39,64.58,39.42,49.63,56.01,293.49,287.81,294.79
1441.8,119.26,121.07,122.14,64.96,99.76,87.22,73.36,89.49,93.45,312.13,269.95,298.98
1443.4,134.67,128.56,130.43,86.57,106.36,95.09,89.88,133.59,138.8,331.07,267.72,294.82
1444.99,90.22,126.86,174.2,101.3,112.42,125.09,126.2,161.82,168.27,320.55,258.7,247.19
1446.58,102.82,86.2,158.68,113.04,117.49,135.43,149.88,158.06,181.77,252.11,274.09,209.98
1448.18,67.35,60.47,145.76,122.35,121.46,139.34,176.46,157.89,166.51,216.97,194.79,186.74
1449.77,86.81,41.66,76.09,119.23,114.66,139.82,166.62,149.62,135.16,179.81,152.8,188.14
1451.36,55.97,59.9,71.47,121.12,115.54,130.3,149.46,152.37,135.49,175.74,99.56,175.96
1452.95,41.74,80.73,103.44,121.58,126.33,139.69,146.21,152.69,154.73,163.97,132.3,168.75
1454.53,32.43,64.88,96.34,133.93,139.67,139.31,162.2,165.59,167.88,182.85,137.34,148.84
1456.12,25.3,58.23,58.75,141.52,132.92,146.83,179.77,175.4,186.61,192.03,157.69,190.24
1457.71,46.18,44.84,20.83,144.68,134.74,147.26,177.24,198.45,204.24,252.51,144.69,220.95
1459.29,51.98,84.65,55.18,140.06,142.79,170.24,187.62,196.07,204.11,262.3,182.31,254.29
1460.88,104.8,131.11,94.2,162.35,175.73,179.8,209.91,223.26,218.55,293.06,214.58,285.93
1462.46,111.13,122.17,123.4,182.54,175.91,203.92,250.44,233.03,230.91,300.13,257.16,306.55
1464.04,153.17,107.93,104.3,216.74,197.44,206.38,296.99,267.15,281.28,308.61,261.81,338.58
1465.62,156.02,94.5,115.68,246.39,220.42,237.3,323.67,301.4,316.77,331.29,294.66,337.8
1467.2,191.47,128.34,127.66,259.94,233.63,245.45,335.58,321.23,340.18,302.6,259.82,303.33
1468.78,195.39,125.99,142.45,250.95,239.96,251.72,345.63,333.51,357.72,308.77,300.16,305.04
1470.36,155.25,118.23,123.5,212.86,223.53,243.9,342.92,306.71,353.49,304.91,300.14,305.39
1471.94,130.81,96.84,91.92,215.77,213.77,221.41,341.89,304.25,336.95,291.12,305.54,277.16
1473.52,107.74,113.82,84.71,198.37,190.02,206.6,314.21,284.14,296.09,224.09,261.68,261.33
1475.09,106.26,108.05,92.75,205.19,159.84,179.03,277.77,258.94,235.47,181.36,210.13,215.81
1476.67,141.27,105.1,114.95,171.47,146.45,165.57,238.79,216.21,190.31,147.81,228.43,233.81
1478.24,112.75,114.3,122.62,139.87,113.84,132.91,182.94,167.93,158.62,159.46,156.59,186.99
1479.81,136.83,104.09,120.88,83.84,100.8,104.8,118,139.56,127.5,102.23,126.39,121.32
1481.38,83.72,120.35,105.29,61.92,71.21,66.49,77.18,80.65,105.17,87.03,59.37,57
1482.95,99.42,106.76,89.18,34.61,57.41,49.96,63.49,51.53,77.3,42.02,59.87,25.19
1484.52,90.72,96.43,88.66,26.41,29.01,23.47,52.77,10.21,52.24,42.02,27.65,60.17
1486.09,100.94,92.35,93.4,5.75,11.39,10.07,46.89,20.9,42.52,13.82,5.77,101.29
1487.66,104.08,69.53,95.72,5.75,0,0.96,24.92,11.68,17.97,0,48.18,84.24
1489.22,101.81,75.97,81.63,5.75,0,0.96,24.92,11.68,17.97,0,48.18,49.26
1490.79,93.47,75.99,67.47,0,0,0,15.76,0,0,0,48.18,41.61
1492.35,57.94,68.16,62.11,0,0,0,17.39,0,0,0,0,41.61
1493.92,41.22,80.14,79.24,0,0,0,25.68,0,5.75,0,0,71.35
1495.48,37.32,36.57,90.17,0,0,0,22.23,0,5.75,0,0,29.74
1497.04,52,77.95,84.03,0,0,0,30.02,0,14.87,15.03,1.21,33.59
1498.6,45.27,46.53,60.14,0,0,0,37.71,0,9.12,15.03,1.21,3.85
1500.16,22.79,46.53,35.17,0,0,0,52.64,0,9.12,20.25,1.21,4.47
1501.72,11.79,20.89,25,0,0,0,63.36,0,0,18.35,0,0.62
1503.27,14.83,20.89,13.54,0,0,0,55.43,0,0,18.35,12.61,13.2
1504.83,33.57,24.22,19.78,0,0,0,61.52,0,0,30.59,12.61,12.59
1506.38,62.67,7.67,35.71,0,0,3.88,59.28,2.34,0,22.23,12.61,40.23
1507.94,67.69,16.47,68.23,0,0,3.88,64.62,2.34,0,22.23,4.41,47.69
1509.49,73.85,51.65,83.88,0,0,3.88,73.74,8.07,0,51.68,6.46,81.38
1511.04,53.6,52.41,73.13,0,0,0,80.44,7,0,54.42,46.07,115.31
1512.59,69.04,95.54,42.4,0,0,0,93.48,18.04,10.49,101.44,50.74,133.31
1514.14,76.19,70.69,40.37,2.53,6.35,7.67,90.54,31.67,10.49,83.98,103.14,131.37
1515.69,98.47,86.65,71.15,2.53,6.35,15.16,71.39,37.75,10.49,138.7,63.53,135.94
1517.24,107.56,60.09,78.73,10.61,14.58,28.35,78.36,27.96,5.95,91.68,94.96,109.36
1518.79,119.46,66.66,83.79,8.09,14.08,25.12,65.45,36.29,20.31,94.09,73.57,133.95
1520.34,115.95,67.82,82.43,8.09,14.08,19.13,63.45,47.86,31.21,64.78,122.32,101.5
1521.88,114.35,97.55,118.32,20.38,20.04,11.36,58.02,78,50.93,88.01,95.17,122.99
