wavenumber,UD0,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10,UD11,UD12,UD13,UD14,UD15,UD16,UD17,UD18,UD19,UD20,UD21,UD22,UD23,UD24,UD25,UD26,UD27,UD28,UD29,UD30,UD31,UD32,UD33,UD34,UD35,UD36,UD37,UD38,UD39
660.23,0,0,0,0,0,0,0,0,17.30986447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662.26,0,0,0,0,0,0,0,0,9.735917613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666.32,0,0,0,0,0,0,0,0,0,0,0,0,0.25499311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668.34,0,0,0,0,0,0,0,0,0,0,0,0,5.043864239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670.37,0,0,0,0,0,0,0,0,0,0,0,0,8.76069195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672.4,0,0,0,0,0,0,0,0,0,0,0,0,11.3790634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674.42,0,0,0,0,0,0,0,0,0,0,0,0,12.89418356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676.45,0,0,0,0,0,0,0,1.588829185,0,0,0,0,13.32105361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678.47,0,0,0,0,0,0,0,5.691544504,0,0,0,0,12.65546794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680.49,0,0,0,2.981075601,0,0,0,8.79777763,0,0,0,0,10.90222159,0,0,0,0,0,0,0,56.35016775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682.51,0,0,0,6.965851757,0,0,0,10.90752856,0,0,0,0,8.061314546,0,0,0,0,0,0,0,155.6605023,0,0,0,0,0,0,0,0,0,0,0,0,0,298.4320818,0,0,0,0,0
684.53,0,0,0.662483634,9.910962717,0,0,0,12.0207973,0,0,0,0,4.132746822,0,0,0,0,0,0,0,229.968905,0,0,0,0,0,0,0,0,0,0,0,0,0,581.7819132,0,0,0,0,0
686.55,0,0,1.48435304,11.81640848,0,0,0,12.13758384,0,0,0,0,0,0,0,0,0,0,0,0,279.275376,0,0,0,0,0,0,0,0,0,0,0,0,0,786.6646219,0,0,0,0,0
688.57,0,0,2.089332719,12.68218905,0,0,0,11.2578882,0,0,0,0,0,0,0,0,0,0,0,0,303.5799152,0,0,0,0,0,0,0,0,0,0,0,0,0,913.0802081,0,0,0,0,0
690.58,0,0,2.476035632,12.51172593,0,0,0,9.393452693,0,0,0,0,0,0,0,0,0,0,0,0,302.9475546,0,0,0,0,0,0,0,0,0,0,0,0,0,960.9845669,0,0,0,0,0
692.6,0,0,2.648309568,11.30332297,0,0,0,6.525725738,0,0,0,0,0,0,0,0,0,0,0,0,277.3720023,0,0,0,0,0,0,0,0,0,0,0,0,0,930.8543589,0,0,0,0,0
694.61,0,0,4.324102597,9.068944551,0,0,0,2.683100666,0,0,0,0,0,0,0,0,0,0,0,0,227.1064813,0,0,0,0,0,0,0,0,0,0,0,0,0,822.9879028,0,0,0,0,0
696.63,0,0,7.546029376,5.786358055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6508373,0,0,0,0,0,0,0,0,0,0,0,0,0,636.3119006,0,0,0,0,0
698.64,0,0,9.679155333,1.488064339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.75215589,0,0,0,0,0,0,0,0,0,0,0,0,0,372.6746295,0,0,0,0,0
700.65,0,0,10.74209276,0,0,0,0,0,0,0,0,3.275021159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.34521492,0,0,0,0,0
702.66,0,0,10.73484166,0,0,0,0,0,0,0,0,15.92459962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704.67,0,0,10.49956813,0,0,0,0,0,0,0,0,25.59701518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706.68,0,0,9.685354807,0,0,0,0,0,0,0,0,32.29226782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708.69,0,0,8.01570057,0,0,0,0,0,0,0,0,36.01035756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710.69,0,0,5.50528546,0,0,0,0,0,0,0,0,36.75496721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712.7,0,0,2.129005327,0,0,0,0,0,0,0,0,34.53354288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714.7,0,0,0,0,0,0,0,0,0,0,0,29.3681883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716.71,0,0,0,0,0,0,0,0,0,0,0,21.20724991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718.71,0,0,0,0,0,0,0,0,0,0,0,10.13193108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722.71,0,0,0,0,0,0,0,0,0,0,0,0,6.559769292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724.71,0,0,0,0,0,0,0,0,0,0,0,0,15.56171903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726.71,0,0,0,0,0,0,7.115982129,0,0,0,0,0,22.25293957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728.71,0,0,0,0,0,0,15.96260078,0,0,0,0,0,26.63343092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730.7,0,0,0,0,0,0,22.47766569,0,0,0,0,0,28.6985922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732.7,0,0,0,0,0,0,26.72665491,0,0,0,0,0,28.4691788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734.69,0,0,0,0,0,0,28.66707855,0,0,0,0,0,25.94748486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736.69,0,0,0,0,0,0,28.31843835,0,0,0,0,0,21.10816672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738.68,0,0,0,0,0,0,25.68422071,0,0,0,0,0,13.99961756,10.17356914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740.67,0,0,0,0,0,0,20.76841506,0,0,0,0,0,4.603388724,21.13430958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742.66,0,0,0,0,0,0,13.57102141,0,0,0,0,0,0,29.18921067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744.65,0,0,0,0,0,2.307914853,4.092039752,0,0,0,0,0,0,34.33827241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746.64,0,0,0,0,0,7.831944496,0,0,0,0,0,0,0,36.5814948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748.63,0,0,0,0,0,21.23346892,0,0,0,0,0,0,0,35.91887784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750.61,0,0,0,0,0,37.05049239,0,0,0,0,0,0,0,32.37561787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752.6,0,0,0,0,0,48.32734597,0,0,0,0,0,0,0,25.91592441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754.58,0,0,0,0,0,54.95069446,0,0,0,0,0,0,0,16.60471899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756.57,0,0,0,0,0,56.98744035,0,0,0,0,0,0,0,4.347949025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758.55,0,0,0,0,0,54.41711386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760.53,0,0,0,0,0,47.26152881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762.51,0,0,0,0,0,35.5206852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764.49,0,0,0,0,0,21.10382903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766.47,0,0,0,0,0,7.846494916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.011878649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77399901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.86224704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.33760857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.20008359,0,0,0,11.29998356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.44967211,0,0,0,22.67444952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.3054702,0,0,0,0,0,0
788.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1049686,0,0,0,31.0003028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.9163813,0,0,0,0,0,0
790.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1420475,0,0,0,36.36250109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.094097,0,0,0,0,0,0
792.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.61129381,0,0,0,38.70660582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.8672699,0,0,0,0,0,0
794.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.435863093,0,0,0,38.05653644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.5805242,0,0,0,0,0,0
