wavenumber,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
1824.17,109.74,123.78,161.82,150.18,161.19,149.63,108.37,71.74,76.71
1825.5,144.72,125.53,173.51,166.63,180.96,208.98,107.34,93.87,119.08
1826.83,152.9,127.48,158.72,172.81,207.13,206.41,124.78,111.86,98.4
1828.17,134.05,170.73,165.91,191.83,201.14,238.7,148.14,109.16,116.37
1829.5,109.39,181.18,141.62,223.58,212.89,206.39,154.96,93.99,100.53
1830.83,113.92,167.49,136.2,228.72,199.36,210.48,131.58,79.01,88.24
1832.16,106.42,130.43,112.75,231.02,220.34,187.43,120.11,76,74.25
1833.49,99.11,111.57,128.83,228.38,202.37,191.1,126.77,70.84,78.12
1834.81,82.32,94.56,96.43,210.11,186.13,193.18,134.23,72.88,60.19
1836.14,114.93,118.29,105.77,201.45,179.83,189.87,111.37,63.67,55.01
1837.46,92.18,74.53,92.75,189.29,187.69,180.4,93.75,44.42,24.6
1838.79,82.5,82.64,109.14,206.38,169.49,159.54,82.8,21.29,23.36
1840.11,69.57,79.49,110.95,203.74,168.22,179.63,115.2,42.19,33.32
1841.43,95.92,123.76,103.71,215.91,162.78,169.55,141.17,51.73,67.45
1842.75,138.9,121.87,108.11,246.9,215.49,214.96,160.7,98.51,110.8
1844.07,150.73,117.16,102.69,291.25,260.9,221.76,137.69,108.85,116.22
1845.39,185.41,147.96,138.12,324.3,328.02,290.27,160.45,163.71,139.5
1846.71,173.15,163.51,152.95,336.61,330.06,277.72,175.56,144.98,141.18
1848.03,139.85,162.67,159.41,345.38,314.91,304.65,218.89,158.2,138.17
1849.34,125.28,156.9,150.61,332.39,307.01,278.17,201.22,135.82,136.56
1850.66,145.22,171.65,166.32,336.43,329.8,300.07,207.66,153.29,145.47
1851.97,201.33,192.24,195.55,335.49,340.62,303.33,211.22,169.94,175.23
1853.29,212.29,220.67,212.28,372.9,376.8,358.63,236.21,181.76,163.51
1854.6,219.97,233.16,206.75,379.87,391.89,390.52,254.53,190.32,159.86
1855.91,242.38,255.38,209.61,425.75,433.88,446.99,275.52,176.93,165.94
1857.22,232.41,213.55,185.1,421.42,410.67,435.6,253.05,178.17,179.98
1858.53,227.49,212.12,194.98,461.31,431.36,432.78,261.9,183.13,203.09
1859.84,213.74,213.53,201.03,459.21,423.06,385.66,245.86,185.6,187.05
1861.15,228.16,220.1,219.93,479.77,422.43,385.55,257.91,198.57,175.18
1862.45,218.31,217.73,227.21,454.9,420.37,399.02,234.29,193.6,174.38
1863.76,214.17,223.75,242.89,469.57,450.2,420.73,247.98,235.02,223.64
1865.06,216.42,227.16,228.29,453.8,477.25,429.33,273.99,212.83,252.63
1866.36,249.84,243.74,233.2,504.02,490.97,444.62,330.76,246.81,263.46
1867.67,262.3,237.04,214.82,519.78,491.58,492.47,355.51,218.5,243.36
1868.97,287.04,257.94,255.73,541.31,533.29,545.1,367.13,260.81,257.2
1870.27,286.72,260.12,263.91,541.27,534.44,535.52,357.61,269.39,254.65
1871.57,308.67,249.91,261.03,528.65,541.03,523.71,374.96,278.24,267.73
1872.87,301.11,242.19,247.99,533.35,548.93,488.9,378.4,269.25,280.63
1874.16,290.15,243.74,261.88,532.14,550.6,508.87,370.7,254.21,285.15
1875.46,262.24,233.34,249.82,517.8,531.14,497.39,324.3,250.21,263.72
1876.75,262.15,239.09,264.26,538.43,509.99,527.24,324.32,252.36,265.13
1878.05,273.88,238.01,260.19,527.69,532.16,521.07,319.75,246.01,258.03
1879.34,273.76,256.74,269.61,556.6,576.63,514.23,341.25,266.82,248.1
1880.63,275.02,276.86,250.08,526.35,565.31,493.59,317.39,276.67,226.88
1881.93,279.66,268.68,246.59,535.63,559.84,520.16,349.83,302.56,235.39
1883.22,282.11,260.99,257.59,532.87,561,552.38,353.68,288.6,258.38
1884.51,267.38,222.12,270.08,538.73,555.8,534.25,347.6,268.47,226.21
1885.79,257.79,218.73,293.06,530.88,545.57,514.76,337.92,268.81,234.86
1887.08,250.91,227.05,305.08,521.88,508.85,495.47,337.2,258.2,205.88
1888.37,271.51,260.51,310.25,537.83,536.43,529.81,357.88,282.74,247.4
1889.65,281.04,286.57,292.68,538.51,536.07,554.24,341.74,292.2,248.52
1890.94,286.26,261.34,282.15,565.02,553.9,572.52,340.21,307.36,282.02
1892.22,304.07,273.69,299.55,587.25,570.12,603.55,373.87,313.45,295.11
1893.5,308.92,264.41,283.98,631.99,587.17,593.43,383.14,313.24,297.92
1894.78,342.01,321.39,291.34,636.11,602.96,600.05,388.58,334.62,317.32
1896.06,338.14,314.73,280.74,646.39,609.58,588.18,377.3,325.36,316.09
1897.34,311.3,308.1,282.5,601.82,626.03,592.83,383.97,310.8,298.57
1898.62,288.48,286.5,303.63,590.08,645.31,597.32,398.25,309.27,283.76
1899.9,270.69,273.6,301.79,560.16,626.09,581.65,400.81,319.1,284.31
1901.18,284.81,293.62,325.53,594.94,632.25,617.71,418.53,316.51,319.12
1902.45,269.07,292.77,311.75,592.32,618.34,608.72,393.97,286.4,296.42
1903.72,253.25,297.51,304.56,598.4,598.14,589.12,370.9,249.2,276.3
1905,252.22,290.05,280.51,569.4,579.54,546.12,345.55,246.8,247.99
1906.27,256.22,277.61,260.48,556.87,563.42,546.29,355.8,258.43,266.72
1907.54,256.12,250.76,244.7,555.04,559.34,552.18,350.21,270.64,267.03
1908.81,275.05,232.92,236.61,539.34,561.4,543.9,324.55,256.53,253.38
1910.08,270.44,259.55,246.66,551.23,551.05,548.21,319.27,256.56,240.2
1911.35,242.96,286.32,235.51,539.02,560.62,524.8,329.03,246.72,239.82
1912.62,192.16,291.1,219.72,549.94,541.99,511.86,318.05,227.22,231.47
1913.88,194.6,269.79,199.17,520.55,548.39,491.64,314.88,223.64,224.37
1915.15,227.94,242.39,200.53,523.17,523.48,506.78,303.2,216.3,215.19
1916.41,250.86,243.89,214.47,532.8,514.25,515.29,344.33,246.86,223.58
1917.68,238.34,234.97,215.31,539.43,510.05,515.5,338.27,237.65,216.56
1918.94,221.61,229.17,220.95,507.3,506.41,491.3,324.24,231.91,214.33
1920.2,210.79,215.94,220.16,487.51,502.45,469.13,291.02,205.73,206.69
1921.46,216.97,244.72,231.06,480.83,488.28,450.09,296.06,185.23,218.73
1922.72,238.27,250.96,220.41,514.37,514.35,472.3,331.12,202.86,217.9
1923.98,244.59,243.21,200.78,482.01,521.53,474.31,343.43,216.49,226.09
1925.24,240.02,207.25,194.94,495.55,534.27,496.89,346.43,252.58,228.74
1926.49,215.9,185.74,193.56,466.29,542.23,490.71,334.78,238.45,215.53
1927.75,219.01,199.14,219.41,502.03,525.2,486.55,323.61,237.89,209.55
1929,214.68,219.75,217.16,480.42,505.49,466.4,301.9,214.22,187.81
1930.26,187.8,227.16,202.69,466.69,435.67,427.82,281.87,215,175.52
1931.51,179.25,235.9,211.57,472.05,452.95,442.35,306.42,232.78,200.25
1932.76,165.04,217.98,199.79,471.84,431.67,445.34,312.87,214.57,201
1934.01,200.5,230.4,207.02,495.72,460.82,478.78,311.89,219.69,222.09
1935.26,194.85,195.38,173.14,464.23,424.96,456.55,272.04,193.37,203.41
1936.51,208.97,197.8,167.72,468.62,427.3,439.87,272.2,207.16,204.18
1937.76,201.42,183.89,154.96,443.42,413.07,431.64,253.26,187.95,192.3
1939,191.87,192.31,135.21,426.63,400.6,423.19,233.88,157.07,164.76
1940.25,178.65,175.4,131.12,398.25,366.55,406.83,208.07,133.86,156.23
1941.49,154.1,163.49,125.37,396.29,354.91,363.58,213.81,126.97,164.37
1942.74,155.42,153.46,149.18,395.28,355.92,365.99,247.67,163.64,180.4
1943.98,166.3,137.66,145.87,403.58,392.9,375.38,279.32,204.85,199.66
1945.22,175.05,156.4,164.46,376.82,393.18,373.42,298.74,223.61,183.81
1946.46,186.8,166.8,170.04,373.47,396.53,381.89,293.38,222.7,181.3
1947.7,181.65,184.31,165.73,365.3,364.74,351.57,257.03,205.89,165.56
1948.94,187.38,171.37,151.3,369.07,357.91,351.22,226.45,189.97,155.72
1950.18,165.76,166.42,128.2,355.24,335.82,302.96,205.08,172.03,134.87
1951.41,155.91,158.24,139.88,307.58,321.91,299.22,195.71,150.85,128.81
1952.65,157.27,161.93,131.77,274.2,298.28,285.8,191.78,134.22,144.96
1953.88,159.5,133.84,121.21,229.09,261.61,263.01,191.28,118.47,143
1955.12,125.28,120.96,80.53,201.59,232.22,221.19,179.56,95.25,118.59
1956.35,92.59,103.62,86.06,188.36,217.11,205,172.26,105.58,113.73
1957.58,53.33,103.38,83.36,182.95,170.84,176.66,142.62,78.67,86.97
1958.81,44.16,72.9,77.76,158.36,155.74,157.84,125.3,56.85,77.32
1960.04,19.2,38.23,37.21,113.71,105.57,125.65,95.74,29.23,45.55
1961.27,21.56,20.61,11.26,71.1,95.13,101.85,66.05,24.27,47.78
1962.5,17,12.08,14.29,56.3,51.17,104.9,41.68,21.05,39.1
1963.72,20.31,12.08,24.03,70.76,54.82,74.91,37.73,28.04,27.97
1964.95,7.54,0.93,24.03,53.97,41.74,65.86,37.2,23.23,13.95
1966.17,4.67,0,9.73,43.83,34.81,18.32,30.32,34.85,6.08
1967.4,0,0,13.26,17.05,4.69,7.94,6.29,12.78,0
1968.62,0,0,13.26,17.05,3.81,0,1.7,11.8,0
1969.84,0,0,13.26,10.14,0,0,0,0.18,0
1971.06,0,0,0,0,0,0,0,0,0
1972.28,0,0,0,0,0,0,0,0,0
1973.5,0,0,0,0,0,0,0,0,0
1974.72,0,0,0,0,0,0,0,0,0
1975.94,0,0,0,0,0,0,0,0,0
1977.15,0,0,0,0,0,0,0,0,0
1978.37,0,0,0,0,0,0,0,0,0
1979.58,0,0,0,0,0,0,0,0,0
1980.79,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0
1983.22,0,0,0,0,0,0,0,0,0
1984.43,0,0,0,0,0,0,0,0,0
1985.63,0,0,0,0,0,0,0,0,0
1986.84,0,0,0,0,0,0,0,0,0
1988.05,0,0,0,0,0,0,0,0,0
1989.25,0,0,0,0,0,0,0,0,0
1990.46,0,0,0,0,0,0,0,0,0
1991.66,0,0,0,0,0,0,0,0,0
1992.87,0,0,0,0,0,0,0,0,0
1994.07,0,0,0,0,0,0,0,0,0
1995.27,0,0,0,0,0,0,0,0,0
1996.47,0,0,0,0,0,0,0,0,0
1997.67,0,0,0,0,0,0,0,0,0
1998.86,0,0,0,0,0,0,0,0,0
2000.06,0,0,0,0,0,0,0,0,0
2001.26,0,0,0,0,0,0,0,0,0
2002.45,0,0,0,0,0,0,0,0,0
2003.65,0,0,0,0,0,0,0,0,0
2004.84,0,0,0,0,0,0,0,0,0
2006.03,0,0,0,0,0,0,0,0,0
2007.22,0,0,0,0,0,0,0,0,0
2008.41,0,0,0,0,0,0,0,0,0
