wavenumber,PS_PLA 10ppm-3,PS_PLA 10ppm-2,PS_PLA 10ppm-1,PS_PLA 50ppm-1,PS_PLA 50ppm-2,PS_PLA 50ppm-3,PS_PLA 100ppm-1,PS_PLA 100ppm-2,PS_PLA 100ppm-3,PS_PLA 200ppm-1,PS_PLA 200ppm-2, PS_PLA 200ppm-3
1939,33.4,64.68,40.32,77.93,56.09,57.65,72.37,69.04,89.01,120.78,128.01,119.21
1940.25,26.8,50.35,35.97,58,51.51,48.1,60.54,51.93,59.49,122.82,114.78,95.75
1941.49,56.75,56.24,48.18,64.64,61.82,75.11,82.97,85.73,88.23,152.41,138.43,123.82
1942.74,80.36,77.45,83.86,96.62,96.47,100.45,132.09,134.56,138.32,204.98,188.41,186.22
1943.98,107.08,97.77,110.49,141.71,141.24,151.58,201.67,206.87,209.22,271.66,274.15,270.73
1945.22,113.67,123.3,132.34,159.04,172.24,174.93,244.85,251.43,252.04,322.22,337.11,346.44
1946.46,151.04,142.6,148.29,181.81,202.35,211.74,293.49,281.46,294.32,369.22,374.18,374.59
1947.7,159.84,156.68,144.68,192.7,200.58,209.99,301.28,299.29,299.41,375.65,389.35,388.18
1948.94,175.86,145.96,147.96,208.16,201.04,218.14,309.65,311.71,300.42,361.29,380.07,369.64
1950.18,158.1,134.47,130.11,206.18,179.06,197.52,282.94,286.39,293.02,340.82,375,353.99
1951.41,138.44,133.41,120.37,180.65,153.86,181.02,250.7,242.87,273.42,314.45,329.71,308.43
1952.65,117.78,131.68,104.62,150.8,137.67,149.52,208.82,208.38,230.18,282.07,287.41,254.54
1953.88,85.66,102.17,106.76,108.17,102.71,96.58,158.2,169.14,157.86,216.91,212,199.19
1955.12,56.87,54.64,80.55,79.22,76.09,62.65,115.95,125.61,106.57,155.07,155.58,146.17
1956.35,46.63,43.34,77.9,77.17,59.36,52.29,94.61,95.66,81.53,120.78,125.05,106.7
1957.58,33.04,32.61,41.97,52.57,45.59,46.71,61.33,63.19,58.97,98.93,86.95,69.67
1958.81,23.35,24.45,30.3,35.59,24.55,26.24,36.43,38.49,32.65,54.85,50.23,32.84
1960.04,0,0.35,0,1.44,0,3.6,0,3.24,3.48,17.69,5.4,7.99
1961.27,0,0.35,0,0,0,0,0,0,0,0,0,0
1962.5,0,7.74,12.21,0,0,0,0,0,0,0,0,0
1963.72,23.27,21.29,24.59,11.91,10.94,10.42,14.5,13.42,12.16,11.31,10.18,21.29
1964.95,25.51,21.29,24.6,11.91,10.94,10.42,14.5,13.42,12.16,11.31,10.18,21.29
1966.17,29.63,13.9,12.39,11.91,10.94,10.42,14.5,13.42,12.16,11.31,10.18,21.29
1967.4,6.36,0.44,0,0,0,0,0,0,0,0,0,0
1968.62,4.11,0.44,0,0,0,0,0,0,0,0,0,0
1969.84,0,0.44,0,0,0,0,0,0,0,0,0,0
1971.06,0,5.4,0,0,0,0,0,0,0,0,0,0
1972.28,19.98,13.2,4.9,0,0,0,0,1.94,2.11,0,6.15,3.56
1973.5,20.49,24.49,10.64,0,12.64,0,0,3.14,3.45,14.64,12.62,3.56
1974.72,29.74,32.78,25.09,11,19.94,2.85,10.6,12.52,8.92,32.45,12.62,3.56
1975.94,14.2,36.17,22.13,11,19.94,8.48,17.15,17.24,6.81,32.45,21.16,0
1977.15,13.69,28.89,16.4,11,7.3,8.48,17.15,16.04,5.47,17.82,14.69,0
1978.37,12.7,23.83,10.32,8.48,8.4,9.95,10.78,23.73,0,6.45,23.14,12
1979.58,38.92,20.98,21.13,19.97,18.81,16.64,7.34,28.02,15.9,14.4,13.46,19.11
1980.79,46.44,28.8,35.04,26.26,27.67,21.44,15.09,47.32,33.77,15.31,13.46,28.1
1982,50.22,20.18,26.66,25.88,22.59,17.12,21.29,39.91,40.29,8.86,5,16.1
1983.22,34.21,34.43,21.9,16.07,19.07,14.96,19.08,45.44,26.69,1.49,0,10.86
1984.43,27.42,32.58,7.99,9.78,12.12,10.17,11.32,26.14,8.82,0.58,0,1.87
1985.63,15.39,32.58,10.18,1.68,8.8,10.17,0.89,16.48,2.3,0.58,0,1.87
1986.84,0.73,9.98,2.19,0,1.91,0,0,0,0,0,0,0
1988.05,0,0,2.19,0,0,0,0,0,0,0,0,0
1989.25,0,0,0,0,0,0,0,0,0,0,0,0
1990.46,2.28,6.42,14.78,2.19,0,14.3,13.18,6.23,2.8,0,0,0
1991.66,2.28,6.42,15.49,2.19,0,14.3,13.18,6.23,2.8,0,0,0
1992.87,2.28,7.47,23.56,2.19,0,14.3,13.18,6.23,2.8,0,0,0
1994.07,0,1.05,8.78,0,0,0,0,0,0,0,0,0
1995.27,0,1.05,8.07,0,0,0,0,0,0,0,0,0
1996.47,0,0,0,0,0,0,0,0,0,0,0,0
1997.67,0,0,0,0,0,0,0,0,0,0,0,0
1998.86,0,0,0,0.86,0,2.9,0,0,0,0,0,0
2000.06,0,0,0,0.86,0,2.9,0,0,0,0,0,0
2001.26,0.62,0,0,0.86,0,2.9,0,0,0,0,0,0
2002.45,0.62,0,0,0,0,0,0,0,0,0,0,0
2003.65,0.62,0,0,0,0,0,0,0,0,0,0,0
2004.84,0,0,0,0,0,0,0,0,0,0,0,0
2006.03,0,0,0,0,0,0,0,0,0,0,0,0
2007.22,0,0,0,0,0,0,0,0,0,0,0,0
2008.41,0,0,0,0,0,0,0,0,0,0,0,0
