wavenumber,PS_PLA 10ppm-3,PS_PLA 10ppm-2,PS_PLA 10ppm-1,PS_PLA 50ppm-1,PS_PLA 50ppm-2,PS_PLA 50ppm-3,PS_PLA 100ppm-1,PS_PLA 100ppm-2,PS_PLA 100ppm-3,PS_PLA 200ppm-1,PS_PLA 200ppm-2, PS_PLA 200ppm-3
938.48,43.42,61.68,57.33,96.08,88.12,113.09,127.21,155.43,201.31,229.28,192.68,159.41
940.37,18.85,49.82,37.52,91.02,92.14,63.75,108.43,111.32,147.33,213.28,189.15,139.32
942.25,3.16,54.55,0,61.56,79.78,30.39,71.92,57.07,101.99,127.59,136.26,120.53
944.14,17.69,45.43,17.79,25.01,55.29,9.48,35.3,24.45,41.56,69.76,109.9,66.55
946.02,45.92,29.77,17.79,4.44,19.47,5.29,2.51,33.25,16.42,13.02,81.97,73.05
947.91,45.92,26.97,17.79,14.8,4.59,8.66,8.3,53.11,8.32,13.6,81.02,66.2
949.79,68.91,23.32,7.82,53.6,17.16,61.91,47.59,79.74,51.7,40.37,106.27,102.94
951.67,67.61,23.32,7.82,83.52,38.16,89.21,63.87,111.44,82.27,107.23,148.94,125.7
953.55,92.47,10.5,36.61,77.71,62.44,95.79,73.54,104.79,103.41,124.74,183.92,140.44
955.43,61.15,0,28.8,38.91,59.43,42.54,51.96,95.88,67.97,106,146,140.6
957.31,65.65,6.5,32.63,54.99,78.26,56.33,57.24,63.16,78.38,74.79,137.61,139.63
959.18,40.79,28.21,9.2,56.11,71.8,76.51,47.26,58.19,57.54,93.01,122.98,140.08
961.06,34.21,33.02,28.02,72.67,78.06,92.62,51.7,33.89,49.6,82.38,137.1,123.95
962.94,0,34.34,27.02,25.81,35.65,46.23,30.14,8.24,8.62,42.11,92.65,63
964.81,0,12.64,21.64,16.55,15.82,16.11,24.66,0,0,4.42,57.7,20.77
966.68,0,7.82,2.83,0,0,0,0,0,0,4.42,17.9,0
968.55,0,0,0,0,0,0,0,0,0,0,0,0
970.43,0,0,0,0,0,0,0,0,0,0,0,0
972.3,0,0,0,0,0,0,0,0,0,0,0,0
974.16,0,0,0,0,0,0,0,0,0,0,0,0
976.03,0,0,0,0,0,0,0,0,0,0,0,0
977.9,0,0,0,0,0,0,0,0,0,0,0,0
979.76,0,0,0,0,0,20.36,0,6.45,10.93,3.78,7.75,7.91
981.63,0,0,6.56,0,4.79,26.33,8.57,6.45,10.93,33.9,49.81,44.81
983.49,5.55,0,7.18,7.18,19.55,33.29,8.57,19.1,10.93,76.74,81.52,83.04
985.36,5.55,0,7.18,12.43,42.1,12.93,8.57,12.65,3.98,112.99,137.94,124.5
987.22,5.55,0,0.62,12.43,37.31,12.79,10.36,15.82,3.98,140.77,133.57,148.16
989.08,0,0,0,5.26,38.69,5.84,10.36,3.18,3.98,118.42,111.07,164.69
990.94,0,0,0,0,16.14,5.84,10.36,3.18,0,125.83,116,165.64
992.8,2.63,15.68,4.07,24.43,30.29,28.3,7.17,20,31.06,213.99,197.68,246.35
994.66,31.96,56.74,36.51,100.14,83.27,97.57,110,100.34,140.15,474.69,456.9,465.26
996.51,121.35,144.18,122.68,272.81,226.72,251.16,290.17,294.69,330.3,921.26,870.32,885.03
998.37,216.96,233.47,238.64,423.82,423.13,448.56,585,570.87,616.57,1450.8,1423.73,1396.45
1000.22,303.06,272.9,293.09,582.66,565.71,601.12,814.69,815.91,837.71,1882.22,1831,1850.4
1002.08,318.99,293.83,316.36,648.65,644.45,674.85,942.56,927.47,958.37,2009.16,1965.48,2006.22
1003.93,269.85,237.03,238.23,600.26,568.47,597.52,837.41,804.33,835.66,1727.09,1709.93,1748.35
1005.78,207.31,164.16,171.7,430.81,411.76,437.13,583.22,552.83,613.25,1209.99,1230.7,1222.46
1007.63,101.99,55.78,62.26,203.74,201.43,219.13,293.11,255.08,302.45,634.32,679.9,643.98
1009.48,52.9,7.62,20.36,76.7,66.85,70.76,96.27,82.03,107.82,240.78,262.67,249.17
1011.33,0,0,0,11.61,11.86,9.31,17.94,8.16,0,45.27,66.2,47.45
1013.18,0,0,0,0,0,0,0,0,0,0,0,0
1015.03,0,0,0,0,0,0,0,0,0,0,0,0
1016.87,0,0,0,0,0,0,0,0,0,0,0,0
1018.72,0,0,0,0,0,0,0,0,0,0,0,0
1020.56,0,0,0,0,0,0,0,0,0,0,0,0
1022.4,0,0,0,0,0,0,0,0,0,0,0,0
1024.24,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0
1073.58,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,0,0,0,0,0,0,0,0,0,0,0,0
1115.03,0,0,0,0,0,0,0,0,0,0,0,0
1116.82,0,0,0,0,0,0,0,0,0,0,0,0
1118.61,0,0,0,0,0,0,0,0,0,0,0,0
1120.4,0,0,0,0,0,0,0,0,0,0,0,0
1122.19,0,0,0,0,0,0,0,0,0,0,0,0
1123.97,0,0,0,0,0,0,0,0,0,0,0,0
1125.76,0,0,0,0,0,0,0,0,0,0,0,0
1127.54,0,0,0,0,0,0,0,0,0,0,0,0
1129.33,0,0,0,0,0,0,0,0,0,0,0,0
1131.11,0,0,0,0,0,0,0,0,0,0,0,0
1132.89,0,0,0,0,0,0,0,0,0,0,0,0
1134.67,0,0,0,0,0,0,0,0,0,0,0,0
1136.45,0,0,0,0,0,0,0,0,0,0,0,0
1138.23,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0,0,0
1141.78,0,0,0,0,0,0,0,0,0,0,0,0
1143.55,0,0,0,0,0,0,0,0,0,0,0,0
1145.33,0,0,0,0,0,0,0,0,0,0,0,0
1147.1,0,0,0,0,0,1.34,0,0,0,0,0,0
1148.87,0,6.94,0,0,0,1.34,0,0,0,0,0,0
1150.64,0,6.94,0,0,0,1.34,0,0,0,0,0,0
1152.41,0,6.94,1.99,0,0,8.71,0,0,0,0,0,24
1154.18,0,0,15.71,0,0,8.71,0,2.67,0,1.98,3.64,24
1155.95,0,0,15.71,0,0,8.71,0,2.67,0,20.38,3.64,31.24
1157.72,0,0,13.72,0,0,0,0,2.67,0,20.38,3.64,7.24
1159.48,0,0,0,0,0,1.9,0,0,0,18.4,0,7.24
1161.25,0,0,0,0,0,1.9,0,0,0,0,0,0
1163.01,0,0,0,0,0,1.9,0,0,0,0,0,0
1164.77,0,6.31,0,0,0,0,0,0,0,0,0,0
1166.53,0,6.31,0,0,0,0,0,0,0,0,0,0
1168.3,0,6.31,0,0,0,0,0,0,0,0,0,0
1170.06,0,0,0,0,0,0,0,0,0,0,0,0
1171.81,0,0,0,0,0,0,0,0,0,0,0,0
1173.57,0,0,0,0,0,0,0,0,0,0,0,0
1175.33,0,0,0,0,0,0,0,0,0,0,0,0
1177.08,2.73,0,0,0,0,0,0,0,0,0,0,31.44
1178.84,2.73,0,0,0,0,0,0,0,0,31.34,12.71,48.07
1180.59,2.73,0,0,0,0,0,0,0,0,63.4,54.14,70.34
1182.34,0,0,0,0,0,0,0,0,0,67.42,85.21,47.06
1184.1,0,0,0,0,0,0,0,0,0,36.07,72.5,30.43
1185.85,0,0,0,0,0,0,0,0,0,4.02,31.06,8.16
1187.6,0,0,0,0,0,0,0,0,0,0,0,0
1189.35,0,0,0,0,0,0,0,0,0,0,0,0
1191.09,0,0,0,0,0,0,0,0,0,0,0,0
1192.84,0,0,0,0,0,0,0,0,0,0,0,0
1194.58,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0
1198.07,0,0,0,0,0,0,0,0,0,0,0,0
1199.82,0,0,0,0,0,0,0,0,0,0,0,0
1201.56,0,0,0,0,0,0,0,0,0,0,0,0
1203.3,0,0,0,0,0,0,0,0,0,7.72,0,0
1205.04,0,0,0,0,0,0,0,0,0,7.72,0,0
1206.78,0,0,0,0,0,0,0,0,0,7.72,0,0
1208.51,0,0,0,0,0,0,0,0,0,0,0,0
1210.25,0,0,0,0,0,0,0,0,0,0,0,0
1211.98,0,0,0,0,0,0,0,0,0,0,0,0
1213.72,0,0,4.26,0,0,0,0,0,0,0,0,15.68
1215.45,0,0,4.26,0,0,0,0,0,0,0,0,15.68
1217.18,0,22.59,4.26,0,0,0,0,0,0,0,0,15.68
1218.92,0,22.59,0,0,0,0,0,0,0,0,0,0
1220.65,0,22.59,1.24,0,0,0,0,0,0,0,0,3.2
1222.38,0,0,1.24,0,0,0,0,0,0,0,0,3.2
1224.1,0,0,1.24,0,0,0,0,0,0,0,0,3.2
1225.83,0,0,0,0,0,0,0,0,0,0,0,0
1227.56,0,0,0,0,0,0,0,0,0,0,0,0
1229.28,0,0,0,0,0,0,0,0,0,0,0,0
1231.01,0,0,0,2.19,0,0,0,0,0,0,0,0
1232.73,0,0,0,2.19,0,0,0,0,0,0,0,0
1234.45,0,4,0,2.19,0,0,0,0,0,0,0,0
1236.17,4.18,4,0,0,0,0,0,0,0,0,0,0
1237.9,4.18,4,10.04,0.11,1.63,0,0,0,0,0,0,0
1239.61,4.18,5.84,19.67,0.11,1.63,5.63,0,0,0,0,0,0
1241.33,0,5.84,19.67,0.11,1.63,5.63,0,0,0,0,0,0
1243.05,0,5.84,9.63,0,0,5.63,0,0,0,0,0,0
1244.77,0,0,0,0,0,0,0,1.05,0,0,0,0
1246.48,4.09,0,0,0,0,0,0,1.05,0,0,0,0
1248.2,15.84,7.47,12.58,22.11,18.78,15.33,0,4.9,17.23,14.38,0,0
1249.91,15.84,7.47,12.58,22.11,18.78,15.33,0,3.85,25.91,14.38,0,2.69
1251.62,19.07,7.78,24.33,24.98,21.03,16.53,0,12.53,25.91,33.61,0,2.69
1253.33,7.32,0.31,23.16,2.87,2.25,1.2,0,8.68,8.68,26.44,8.43,8.78
1255.04,7.32,0.31,26.34,2.87,18.23,1.2,0,8.68,0,39.45,17.67,11.55
1256.75,0,0,14.59,0,15.98,0,0,0,0,40.6,17.67,11.55
1258.46,0,0,3.18,0,15.98,0,0,0,0,46.01,9.24,5.46
1260.17,0,20.12,0,0,2.28,6.7,0,0,0,49.79,9.07,6.36
1261.87,1.92,27.5,25.13,18.98,2.28,19.65,0,0,0,52.17,29.12,29.93
1263.58,12.02,38.03,33.08,41.72,13.25,22.42,15.09,9.34,9.6,70.47,66.37,62.95
1265.28,22.64,17.9,37.85,56.22,10.96,15.72,15.47,9.34,16.16,53.68,86.11,93.74
1266.99,20.72,10.53,12.72,38.64,24.63,17.3,15.47,17.42,16.16,47.4,88.88,79.57
1268.69,10.62,28.25,22.76,51.85,13.67,24.34,9.57,35.61,22.97,66.94,109.8,88.89
1270.39,0,28.25,18.72,53.96,14.62,40.2,9.19,48.69,16.41,106.54,131.99,107.13
1272.09,1.58,51.42,25.63,81.65,37.38,36.39,49.23,47.02,23.35,129.26,166.1,130.96
1273.79,2.6,23.17,19.97,63.14,48.19,26.58,45.28,31.82,6.94,81.8,135.02,119.61
1275.49,25.54,47.63,22.1,57.08,64.88,33.36,60.18,29.41,20.44,88.49,140.43,89.4
1277.18,30.58,29.9,17.03,46.49,28.45,26.6,37.82,22.99,13.5,58.99,91.99,56.17
1278.88,29.55,29.9,4.71,29.05,17.64,26.6,32.58,10.67,13.5,55.98,64.88,47.37
1280.57,6.62,5.45,1.85,18.49,0,3.95,17.68,0,0,9.69,8.49,32.05
1282.27,0,7.23,1.96,4.38,8.23,0.35,0,0,0,13.41,14.93,32.05
1283.96,5.89,19.48,24.26,16.71,39.42,6.03,1.28,3.52,0,55.93,49.98,21.91
1285.65,5.89,24.75,46.25,48.97,60.25,11.38,23.69,19.19,23.42,125.57,79.19,32.14
1287.34,5.89,17.52,44.29,44.59,70.27,11.03,23.69,19.19,23.42,112.16,68.06,57.07
1289.03,0,5.27,21.99,32.27,44.87,5.35,22.41,15.68,23.42,77.9,33.01,45.03
1290.72,0,0,0,16.57,34.25,0,0,0,0,8.26,3.8,44.69
1292.41,8.48,24.65,17.03,23.55,20.32,0,0,0,0,20.74,2.78,73.71
1294.1,22.71,39.7,19.44,49.15,14.53,3.98,16.38,0,25.45,58.46,56.75,129.44
1295.78,30.72,39.7,19.44,53.5,18.96,3.98,26.93,16.64,25.45,102.3,89.27,150.2
1297.47,23.46,33.67,13.4,89.86,29.06,51.13,35.75,53.25,25.45,130.31,137.34,115.65
1299.15,9.22,34.77,24.49,82.67,29.93,73.45,19.37,55.84,21.87,108.46,83.36,81.91
1300.84,26.67,59.88,44.63,87.05,44.4,91.35,26.99,90.21,63.15,119.2,115.83,104.09
1302.52,66.91,55.68,74.76,79.89,67.65,79.37,51.07,99.37,96.17,163.08,139.43,165.74
1304.2,104.84,69.39,77.12,99.29,79.48,81.28,87.15,135.1,93.85,210.87,228.14,222.31
1305.88,112.01,72.79,105.51,101.71,82.31,123.21,108.81,125.17,104.87,246.7,227.69,241.58
1307.56,71.97,84.31,88.02,100.25,66.93,111.59,76.91,96.69,105.68,193.66,185.05,210.98
1309.24,53.74,62.3,81,69.91,54.24,115.43,47.48,61.34,86.13,159.76,121.21,161.86
1310.91,52.07,54.19,45.21,42.2,49.22,62.51,7.65,51.21,39.29,107.44,74.95,110.32
1312.59,50.64,56.32,25.67,7.49,26.92,44.15,6.64,42.65,5.46,122.04,79.61,79.03
1314.26,46.35,75.58,35.25,36.74,45.03,27.91,21.45,53.88,25.78,142.78,120.41,105.87
1315.94,41.4,88.19,23.85,61.6,44.7,26.35,57.89,59.44,21.3,172.88,173.56,119.41
1317.61,67.81,78.16,39.14,98.37,82.9,44.8,87.08,67.35,44.05,164,202.41,131.64
1319.28,85.79,86.36,37.99,104.2,87.82,48.48,109.46,94.82,69.14,164.36,197.84,129.11
1320.95,78,74.46,48.75,79.34,78.97,62.72,78.75,97.18,109.45,151.31,196.18,130.83
1322.62,62.01,80.03,41.31,58.85,63.91,58.76,89.48,114.33,107.89,168.06,202.99,159.03
1324.29,58.04,64.27,58.54,33.71,51.52,40.13,91.88,85.15,86.33,176.5,193.49,139.24
1325.96,54.86,58.65,62.91,45.95,42.92,32.63,117.07,62.09,58.21,151.74,168.46,135.92
1327.63,44.44,35.04,78.29,55.6,21.99,28.46,106.26,38.69,56.1,111.33,135.45,116.62
1329.29,25.96,16.78,57.35,68.26,29.4,37.31,104.79,60.97,67,119.28,138.46,141.02
1330.96,26.94,27.64,68.2,77.37,48.6,50.27,115.77,85.03,102.34,130.03,164.6,187.21
1332.62,43.74,43.41,52.62,93.71,70.37,52.13,129.64,116.65,146.58,187.69,207.32,210.64
1334.28,65.52,59.75,51.62,85.61,78.69,69.56,141.4,112.16,148.37,167.59,227.95,184.99
1335.95,49.5,33.39,43.4,67.63,50.8,67.1,130.94,87.79,120.28,171.96,204.72,111.8
1337.61,40.2,33.98,43.98,62.77,33.36,82.42,94.93,45.86,97.3,168.79,147.27,90.74
1339.27,21.81,18.13,43.12,40.78,6.98,56.98,52.47,15.6,65.21,138.86,83.08,65.92
1340.92,45.02,42.79,33.28,71.82,43.11,66.87,63.35,41.56,97.46,149.29,87.23,102.79
1342.58,45.1,35.42,56.23,62.3,62.69,63.88,89.34,87.63,105.48,131.84,111.51,111.45
1344.24,88.19,55.4,71.2,110.81,97.11,94.9,120,132.93,163.84,187.42,176.14,169.13
1345.89,95.29,53.38,83.17,108.31,78.03,96.26,134.66,133.67,179.87,209.67,176.79,187.16
1347.55,111.85,44.4,63.94,118.59,77.07,84.06,145.76,131.19,177.34,214.39,189.24,195.66
1349.2,96.65,46.75,65.27,100.09,88.67,82.1,150.76,147.6,173.36,220.68,181.59,174.06
1350.86,101.68,39,71.51,121.83,97.83,81.36,159.63,164.22,166.94,205.21,191.51,169.69
1352.51,134.06,76.35,82.42,112.9,115.66,116.95,180.84,205.52,171.51,217.42,177.12,176.68
1354.16,121.78,79.29,71.01,112.3,107.83,134.22,176.05,192.14,159.42,206.31,176.07,213.35
1355.81,103.29,84.68,63.73,113.16,110.11,133.94,139.7,200.21,142.1,208,166.48,188.15
1357.46,64.7,67.65,67.01,121.9,101.28,108.55,140.57,159.49,152.01,202.25,187.46,170.84
1359.1,57.79,58.28,60.3,131.98,99.79,99.82,141.44,147.78,157.91,172.52,195.79,142.22
1360.75,74.11,70.82,52.5,109.62,91.53,76.33,142.52,102.28,149.02,153.36,176.69,135.84
1362.4,76.33,82.93,48.26,102.15,73.82,61.39,97.83,76.66,113.03,139.1,141.16,120.02
1364.04,85.34,93.16,82.47,83.46,68.23,44.23,82.91,62.82,109.14,150.63,84.41,111
1365.68,74.03,89.39,87.36,54.44,82.31,64.74,82.98,83.31,112.91,144.18,109.68,130.99
1367.33,87.62,88.86,105.82,35.31,99.94,88.81,130.6,125.68,146.56,142.62,144.52,149.21
1368.97,81.33,72.12,87.73,76.29,111.69,135,155.66,183.83,152.99,169.19,162.14,177.88
1370.61,94.6,76.27,110.87,94.83,120.32,140.07,179.94,200.52,211.64,211.65,165.34,190.8
1372.25,86.55,74.44,93.69,126.37,143.29,160.47,191.88,212.87,217.61,264.13,187.87,223.05
1373.89,87.95,97.39,96.29,102.69,145.04,124.33,195.59,194,235.35,265.4,214.53,245.76
1375.53,82.81,85.8,81.02,122.12,149.24,118.29,204.4,204.23,187.2,242.45,229.64,244.26
1377.16,83.79,76.66,88.19,144.65,141.54,121.03,197.66,181.23,188.15,216.95,195.2,227.21
1378.8,56.66,44.3,66.16,124.3,96.95,102.22,141.34,127.66,128.2,131.07,144.22,132.83
1380.43,26.66,22.68,41.02,83.23,51.7,73.36,77.61,58.85,77.85,72.79,66.97,67.13
1382.07,0,1.76,6.6,17.76,5.45,32.21,3.34,8.48,12.97,0,11.86,0
1383.7,0,4.1,0,0,5.45,18.85,0,0,0,0,0,0
1385.33,28.68,25.5,9.88,27.48,24.64,47.2,29.18,29.09,39.86,26.35,15.1,2.99
1386.96,71.93,52.42,36.62,65.58,64.05,70.05,101.76,90.27,94.12,86.11,61.29,12.65
1388.59,87.97,88.67,71.78,122.19,104.79,136.67,159.96,164.76,173.01,160.83,105.8,63.54
1390.22,103.34,106.26,81.68,158.05,147.09,148.74,200.14,218.02,200.56,205.4,166.76,148.22
1391.85,96.05,124.19,74.26,177.58,155.39,162.14,197.64,235.94,238.76,221.3,202.72,185.23
1393.47,128.33,122.01,94.74,193.66,177.57,144.1,213.02,250.4,239.17,248.43,266.57,220.81
1395.1,120.61,101.51,118.56,164.07,173.42,147.72,216.05,247.18,248.91,247.9,244.76,207.4
1396.72,101.02,76.79,117.82,142.26,170.38,132.45,216.19,214.73,208.41,205.16,232.4,186.09
1398.35,85.42,63.41,89.43,110.11,137.33,127.17,202.31,194.6,189.57,158.75,184.7,157.46
1399.97,58.17,71.37,79.7,96.96,125.62,101.56,186.09,188.46,169.38,139.34,184.02,116.17
1401.59,41.81,61.67,73.99,83.8,92.24,84.62,152.19,183.64,139.17,144.93,144.33,112.88
1403.21,33.56,36.88,47.94,57.97,67.85,61.34,110.61,143.47,93.96,111.2,110.98,62.59
1404.83,38.77,40.97,14.06,70.92,30.57,58.16,87.79,97.74,73.51,85.91,89.74,29.63
1406.45,38.77,37.17,11.25,74.64,23.06,52.09,84.74,90.76,85.83,78.07,67.95,55.57
1408.07,32.1,59.8,25.77,84.35,58.22,54.69,127.01,121.78,130.46,123.56,94.16,86.85
1409.68,23.54,42.13,52.37,104.84,79.82,89.39,167.04,153.22,150.52,167.83,115.82,143.69
1411.3,50.98,53.34,67.57,107.55,116.96,108.64,207.27,193.54,167.8,183.33,170.36,180.3
1412.91,53.1,38.68,58.22,136.36,103.88,109.67,215.28,203.95,179.5,160.94,162.02,163.02
1414.53,74.23,50.68,43.54,127.17,103.47,99.35,195.26,218.02,198.52,168.21,159.01,155.75
1416.14,65.58,61.24,36.09,133.86,89.93,101.26,194.79,225.29,216.08,196.37,152.89,121.69
1417.75,48.6,60.48,47.97,116.87,79.39,104.82,212.3,229.21,212.29,210.87,146.09,172.64
1419.36,47.4,51.82,59.64,133.66,88.96,93.83,218.24,221.56,190.59,161.47,127.41,169.02
1420.97,46.54,32.84,69.97,135.11,76.52,85.49,191.49,203.56,190.22,121.07,105.06,175.08
1422.58,94.01,50.19,71.98,121.89,83.74,123.15,156.4,184.55,168.82,125.67,126.04,143.8
1424.19,107.49,41.88,65.99,89.66,87.95,120.14,176.62,179.51,173.75,166.6,130.35,143.85
1425.79,105.08,62.36,58.44,88.53,102.27,136.9,217.6,185.57,169.43,205.98,149.44,133.67
1427.4,105.78,75.27,70.34,132.17,127.03,118.76,257.68,232.39,231.54,216.46,177.63,180.6
1429,109.94,101.97,97.36,151.25,136.56,159.72,264.84,259.64,286.74,239.38,216.93,212.31
1430.6,141.76,90.67,102.71,175.66,163.41,169.02,258.33,298.2,331.93,250.97,257.56,255.35
1432.21,144.8,63.59,117.28,160.95,162.81,186.19,287.35,289.3,297.65,264.44,252.08,251.94
1433.81,131.74,67.07,142.08,150.45,172.76,179.91,279.91,294.93,268.91,250.46,283.47,261.41
1435.41,114.12,92.34,160.65,164.06,168.82,176.07,290.22,290.33,253.93,262.59,293.31,241.99
1437.01,126.5,133.26,152.23,178.66,167.2,156.55,267.52,281.37,262.59,282.04,300.14,284.24
1438.61,163.22,144.53,134.48,193.91,178.57,168.03,294.46,285.39,256.57,339.83,298.63,310.47
1440.2,185.49,169.35,127.61,151.38,183.15,167.72,287.94,271.61,256.42,327.83,305.67,341.26
1441.8,162.99,159.72,148.31,137.73,195.95,169.62,282.29,273.7,250.8,339.38,324.93,320.93
1443.4,140.82,140.1,124.67,162.07,172.4,160.18,286.95,284.77,275.83,313.25,344.51,324.93
1444.99,132.09,107.25,138.8,178.84,161.3,141.51,279.7,304.26,282.95,351.23,364.86,332.36
1446.58,131.15,121.19,130.05,168.72,171.62,147.94,266.21,292.18,288.5,362.65,352.32,324.56
1448.18,123.2,135.78,130.63,122.58,160.94,129.7,214.36,260.41,254.35,341.72,337.76,293.43
1449.77,134.92,161.38,126.88,118.77,158.92,149.11,215.16,240.62,225.85,297.46,306.2,281.95
1451.36,118.97,134.32,97.13,125.62,125.55,136.18,204.6,234.14,243.33,238.52,292.63,269.47
1452.95,115.02,131.58,102.05,148.12,141.84,157.58,224.69,229.3,267.46,243.23,294.72,286.64
1454.53,104.3,90.4,90.18,144.84,139.67,151.85,238.31,217.66,258.12,275.5,297.68,288.03
1456.12,130.35,116.33,108.43,156.65,124.94,173.89,250.69,222.45,224.86,299.86,296.75,285.85
1457.71,129.06,115.93,110.67,142.46,96.86,148.58,250.71,216.21,210.92,274.22,272.14,255.99
1459.29,131.89,146.3,108.03,138.7,88.22,151.38,228.15,207.72,201.06,252.67,245.63,240.57
1460.88,147.94,131.56,114.94,106.48,115.46,130.72,240.46,214.77,215.74,241.67,254.99,211.7
1462.46,170.32,152.82,141.18,126.25,156.68,154.38,249.07,246.46,233.39,272.67,258.35,232.48
1464.04,185.58,162.63,178.97,173.9,186.78,151.92,290.89,269.35,275.25,297.53,288.25,248.14
1465.62,201.85,201.44,195.1,223.87,214.21,178.12,309.68,317.55,314.41,328.72,336.14,320.79
1467.2,205.11,188.25,191.89,239.49,199.62,191.3,337.11,338.39,318.88,339.24,374.68,356.43
1468.78,214.37,210.39,192.34,237.43,202.69,228.48,356.52,375.53,334.66,335.74,391.54,407.05
1470.36,167.96,201.86,193.79,235.03,197.75,226.3,365.57,373.32,341.41,357.22,372.39,391.67
1471.94,150.21,214.32,206.24,216.62,188.46,197.12,333.6,347.76,338.81,360.7,356.89,370.6
1473.52,124.68,193.34,179.25,192.75,164.71,160.81,297.49,309.38,299.07,348.38,338.27,291.08
1475.09,127.6,168.47,137.69,162.65,127.06,139.6,246.13,268.1,231.09,286.49,271.41,259.32
1476.67,129.18,170.93,128.8,153.86,127.07,155.04,242.41,272.12,218.41,254.6,253.54,232.55
1478.24,138.31,141.94,137.79,136.29,128.29,150.36,236.22,258.34,206.92,239.24,250.88,256.32
1479.81,174.32,161.17,183.67,161.59,148.71,163.23,269.23,283.75,249.97,289.75,320.42,287.63
1481.38,201,174.07,174.87,189.21,148.79,177.08,308.55,297.8,272.66,324.92,354.28,322.59
1482.95,217.9,221.51,209.63,212.04,191.08,215.47,336.73,328.72,352.88,371.97,368.34,373.43
1484.52,209.68,227.17,211.61,203.41,185.25,225.07,347.1,321.83,369.96,371.22,354.62,397.81
1486.09,240.24,218.28,235.7,204.21,212.84,238.77,354.56,358.36,387.45,397.56,378.32,414.95
1487.66,239.57,200.82,217.89,210.44,178.87,217.23,335.76,362.3,362.37,382.34,394.78,404.19
1489.22,238.56,209.69,223.08,221.66,205.21,228.68,321.95,378.55,350.92,403.43,393.22,403.41
1490.79,223.32,214.67,238.04,217.64,195.99,227.22,311.54,351.55,340.56,372.28,366.1,426.73
1492.35,225.75,211.98,234.32,193.27,204.42,234.75,340.11,332.19,325.17,354.11,339.29,401.03
1493.92,210.73,198.17,227.83,167.78,200.72,230.83,354.88,323.36,322.64,329.82,369.35,365.2
1495.48,203.25,185.25,187.22,157.16,194.23,192.77,322.5,310.39,304.64,335.73,364.94,328.91
