wavenumber,PLA1ppm-1,PLA1ppm-2,PLA1ppm-3,PLA5ppm-1,PLA5ppm-2,PLA5ppm-3,PLA10ppm-1,PLA10ppm-2,PLA10ppm-3,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
1390.22,82.4,57.2,30.58,48.55,5.84,12.91,43.09,83.69,73.22,19.18,53.42,38.8,8.79,14.47,0,0,0,0,74.03,66.58,75.95,35.97,54.27,58.37,0,0,0,0,0,0
1391.85,38.19,39.92,30.27,30.68,0,7.08,22.64,39.66,39.93,6.67,31.46,19.72,0,8,0,0,0,0,73.88,48.44,60.76,14.67,20.39,43.56,0,0,0,0,0,0
1393.47,49.47,29.78,16.3,21.62,4.07,0,19.42,21.46,11.31,12.53,24.52,7.68,0,1.55,0,0,0,0,66.98,28.87,39.81,8.39,13.46,26.66,0,0,0,0,0,0
1395.1,29.86,10.48,0,0,4.07,0,19.42,10.36,0.49,9.68,8.64,4.71,0,0,0,0,0,0,36.28,13.21,42.65,0.54,0,22.07,0,0,0,0,0,0
1396.72,29.86,10.48,0,0,4.07,0,21.6,10.36,0,9.68,8.64,3.34,0,0,0,0,0,0,23.62,10.92,34.72,0,0,11.85,0,0,0,0,0,0
1398.35,12.27,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17,0,0,0,0,0,0,0,0,0
1399.97,12.27,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401.59,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
1403.21,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
1404.83,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
1406.45,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
1408.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
1409.68,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0
1411.3,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
1412.91,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
1414.53,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
1416.14,5.65,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417.75,5.65,2.1,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419.36,0,2.1,0.03,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420.97,0,2.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422.58,5.13,0,0.03,0,0,0,11.2,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0
1424.19,5.13,6,0,0,0,0,11.2,27.88,0,0,0,0,0,0,0,0,0,0,1.25,0,0.71,0,0,0,0,0,0,0,0,0
1425.79,5.13,6,0,0,0,0,11.2,27.88,0,1.7,0,0,0,0,0,0,0,0,1.25,0,0.71,0,0,0,0,0,0,0,0,0
1427.4,0,15.09,4.46,0,0,0,14.7,38.71,25.05,7.56,0.19,10.45,0,0,0,0,0,0,1.25,0,8.49,0,0,0,0,0,0,0,0,0
1429,10.79,9.09,4.46,0,0,0,14.7,24.37,25.05,13.03,0.19,10.45,0,0,0,0,0,0,16.19,6.18,13.28,0.71,0,0,0,0,0,0,0,0
1430.61,26.52,9.09,4.46,0,0,0,14.7,24.37,28.48,20.77,14.19,10.45,0,0,0,0,0,4.26,23.71,11.03,15.72,12.83,0,0,0,0,0,0,0,0
1432.21,26.52,0.6,0,0,0,0,14.81,0,5.86,16.11,14,2.85,0,0,0,0,0,10.04,45.34,32.32,15.77,27.14,0,10.79,0,0,0,0,0,0
1433.81,17.74,0.6,0,0,0,0,14.81,0,5.86,10.64,14,2.85,0,0,0,0,0,10.04,36.44,28.09,19.17,28.83,8.95,10.79,0,0,0,0,0,0
1435.41,13.88,0.6,0,0,0,0,14.81,0,15.45,19.18,0,2.85,0,0,0,0,0,5.78,47.79,33.1,34.15,16.71,15.17,16.85,0,0,0,0,0,0
1437.01,15.43,0,0,0,0,0,0,0,15.65,17.98,0,0,0,0,0,0,0,0,49.15,42.46,47.14,7.32,31.88,18.94,0,0,0,0,0,0
1438.61,13.43,0,0,1.69,12.55,11.17,16.5,21.15,41,33.48,24.8,8.11,1.25,8.27,0,0,0,0,59.97,57.28,63.25,29.07,25.47,25.31,0,0,0,0,0,0
1440.2,23.13,0,1.44,2.44,19.2,11.17,37.22,40.17,39.85,16.61,24.8,8.11,1.25,8.27,11.51,0,0,0,77.14,97.45,79.06,75.88,44.41,35.55,0,0,0,0,0,0
1441.8,25.99,0,18.63,2.44,30.52,25.75,48.73,49.98,48.87,32.57,43.29,24.15,4.04,11.69,11.51,0,0,16.95,111.88,111.86,102.43,118.88,60.59,60.36,0,0,0,0,0.19,0
1443.4,25.99,1.52,26.72,0.75,17.96,14.58,32.23,28.84,27.38,40.67,32.23,38.3,15.36,3.43,15.44,1.4,4.5,40.11,132.31,134.62,139.15,153.24,105.46,83.53,0,0,0,0,10.87,0
1444.99,4.41,14.07,48.38,0,11.31,14.58,11.51,17.24,15.5,59.6,61.02,54.23,18.05,9.37,10.62,12.27,4.5,52.48,135.31,123.28,169.78,169.17,137.9,125.94,0,0,0,0,24.05,0
1446.58,4.05,34.22,47.85,19.09,21.49,6.05,27.1,35.48,22.33,66.69,72.94,66.02,18.97,17.88,21.98,32.85,7.88,46.33,131.32,158.63,192.43,199.78,191.03,160.36,15.75,0,0,19.53,50.12,0
1448.18,4.05,50.88,57.14,19.09,52.9,10.35,27.27,51.93,30.33,68.26,82.01,67.3,16.8,35.48,32.42,31.45,3.47,48.41,187.57,188.55,185.31,209.97,219.73,209.36,18.67,0,0,39.09,45.45,1.76
1449.77,19.85,51.48,38.36,41.52,58.82,15.8,42.77,86.27,39.48,72.43,62.02,81.51,19.2,47.8,43.76,42.57,5.62,58.39,235.39,241.7,209.43,215.4,244,228.6,20.44,16.48,0,54.02,52.71,29.36
1451.36,21.17,46.33,35.5,36.9,52.98,22.26,50.07,73.21,21.01,55.54,51.62,66.98,22.95,54.14,45.13,27.37,22.12,73.71,277.23,230.2,228.24,215.85,236.96,235.19,4.69,35.9,0,81.48,46.36,60.15
1452.95,37.55,47.78,32.9,61.18,63.74,50.98,100.97,88.42,46.15,63.24,65.49,91.05,37.27,62.06,73.4,56.68,61.86,102.26,278.97,273.61,256.61,243.54,292.49,264.02,30.84,51.82,27.19,123.53,72.28,113.94
1454.53,49.27,45.38,69.78,69.3,85.97,66.84,106.37,87.13,60.12,83.77,79.52,110.95,68.61,71.98,74.02,64.05,81.93,130.15,281.39,274.69,256.34,274.24,308.04,296.87,54.03,69.88,65.33,137.97,98.58,120.11
1456.12,78.7,60.68,84.04,72.44,91.9,89.41,122.82,97.22,81.81,104.34,85.92,144.88,66.19,79.49,94.21,66.66,85.58,154.27,256.05,302.69,248.97,276.19,304.83,309.96,92.11,93.54,81.66,130.34,107.48,117.88
1457.71,79.95,71.79,97.77,64.07,94.98,83.11,81.76,96.81,69.99,87.74,76.47,140.3,77.68,66.56,66.31,51.49,50.12,131.62,237.28,285.25,242.83,275.71,257.19,286.29,87.5,86.8,67.21,105.99,100.98,136.92
1459.29,59.01,82.06,82.65,50.85,103.53,90.3,80.54,88.22,76.32,58.62,81.51,121.2,58.96,64.09,73.21,30.45,34.12,110.42,215.97,256.6,234.16,257.69,239.02,251.75,62.54,84.21,37.92,115.12,89.97,138.78
1460.88,55.44,86.02,101.57,66.66,117.12,79.52,80.69,88.35,95.38,85.54,96.59,112.48,73.37,63.42,68.9,45.2,36.24,102.67,224.45,242.08,227.28,247.8,242.64,236.66,58.9,55.11,31.78,120.74,116.11,124.47
1462.46,58.35,71.47,90.64,62.28,102.85,65.55,116.68,74.63,91.59,88.62,126.15,92.58,47.68,89.66,79.83,53.51,47.26,91.15,207.5,229.13,225.63,222.48,208.5,208.82,51.52,68.27,32.24,102.63,131.2,66.09
1464.04,66.75,71.06,89.19,86.71,98.05,83.38,116.15,83.08,102.62,111.18,125.87,81.82,36.02,96.91,70.44,60.83,50.62,91.31,179.57,227.53,197.67,200.18,165.71,185,67.35,44.8,32.73,92.23,136.32,34.43
1465.62,75.18,103.36,88.43,82.84,129.29,123.92,118.02,111.58,125.71,102.79,138.97,106.11,51.26,125.73,77.63,72.04,54.22,83.69,165.54,217.49,196.28,195.79,147.16,177.41,60.28,51.93,54.82,95.77,142.71,85.36
1467.21,58.09,131.47,101.5,105.45,131.68,150.27,114.7,137.23,148.95,109.55,115.21,127.89,65.62,121.01,75.61,72.71,44.6,90.53,161.3,176.25,174.01,161.52,130.4,168.28,44.03,29.59,49.73,110.12,138.26,100.45
1468.78,79.04,147.28,106.93,100.09,134.09,153.99,146.78,145.27,152.91,122.68,138.16,147.37,95.01,122.31,104.94,66.39,64.99,108.37,167.75,145.02,178.1,139.28,133.33,148.51,39.82,54.58,62.01,96.52,129.52,131.58
1470.36,62.92,117.36,95.95,99.66,116.43,148.62,125.78,120.24,116.47,113.08,138.71,100.78,104.85,114.4,98.4,51.86,60.83,98,145.98,126.92,161.3,88.82,93.05,101.86,28.75,38.71,62.44,58.42,86.27,66.4
1471.94,82.72,104.02,93.9,113.48,113.69,126.84,116.06,103.15,109.3,118.75,149.19,92.12,132.26,102.4,107.76,53.56,70.24,115.19,107.12,107.38,144.08,79.94,71.35,68.79,43.95,55.06,81.46,32.57,85.94,66.28
1473.52,95.78,117.94,91.43,103.89,113.2,113.65,93.61,99.33,115.73,111.34,134.27,78.05,135.7,92.08,85.81,60.59,55,104.71,78.93,105.53,94.2,65.07,49.99,42.4,43.2,69.49,83.19,46.1,91,70.21
1475.09,91.32,81.31,72.78,102.11,64.46,62.61,75.99,96,122.32,109.09,114.16,84.13,123.7,87.66,71.43,42.53,30.65,98.14,51.99,81.24,54.57,52.78,41.21,46.24,28.36,64.26,73.51,43.24,72.91,101.54
1476.67,95.56,93.07,64.17,88.7,83.14,79.92,82.75,135.72,138.95,118.21,103.09,95.59,91.83,101.37,65.17,43.92,43.42,106.01,63.5,101.41,51.05,34.61,53.22,52.88,31.68,75.43,74.65,52.19,46.72,91.89
1478.24,67.72,70.1,52.47,68.87,89.75,90.49,70.11,116.71,116.19,108.26,116.62,93.97,52.97,81.88,65.04,31.09,53.31,102.33,67.13,91.38,56,13.17,41.02,58.32,25.82,43.43,90.6,26.96,30.34,75.72
1479.81,69.7,103.97,64.59,72.53,122.9,104.21,83.63,131.19,121.91,114.13,112.29,114.84,44.24,62.73,79.93,58.94,68.54,110,68.45,83.69,71.29,16.15,34.84,33.43,49.33,94.39,100.59,34.77,79.09,59.6
1481.38,43.72,97.84,72.41,67.21,85.68,111.28,70.2,101.04,95.68,122.37,131.34,111.08,53.09,43.81,97.72,51.02,54.67,103.55,70,76.23,63.48,21.7,47.9,32.79,70.43,113.02,118.17,52.85,92.02,91.74
1482.95,26.88,81.19,78.38,100.04,80.93,108.84,91.26,105.73,116.61,147.43,122.21,125.46,81.51,85.36,100.97,72.22,60.59,107.23,79,97.57,69.8,39.11,65.75,42.94,100.34,145.46,122.9,95.75,120.43,126.36
1484.52,33.08,48.91,52.38,103.9,69.55,95.09,96.03,120.79,82.25,133.19,116.45,115.89,83.71,72.48,90.8,43.03,47.4,124.46,68.58,107.47,69.35,32.23,66.17,44.32,103.52,137.49,142.56,109.58,106.78,164.92
1486.09,58.08,61.43,58.19,108.9,93.97,99.14,87.96,114.34,72.05,144.44,119.84,106.46,83.05,76.72,68.41,48.58,69.33,135.14,62.61,113.16,72.7,34.93,29.7,57.84,111.18,162,160.69,115.56,147.28,186.62
1487.66,64.79,65.33,79.7,85.6,69.1,93.56,86.93,96.93,54.55,114.07,117.26,107.74,92.18,65.76,72.48,37.57,60.72,127.61,42.44,112.31,75.5,34.77,20.38,49.81,142.99,172.33,198.97,111.35,154.26,214.15
1489.22,57.09,81.82,82.13,89.88,84.81,112.9,73.18,76.46,73.32,117.95,125.95,103.61,78.65,80.14,68.91,58.87,75.11,124.41,47.94,101.47,67.32,38.08,20.07,74.8,172.16,233.36,238.62,124.86,171.61,264.71
1490.79,44.43,66.33,66.6,85.2,73.54,119.61,92.13,73.7,86.81,80.87,111.67,89.19,86.81,89.21,75.68,81.88,76.84,126.22,51.12,104.31,85.48,27.61,38.13,75.8,197.71,260.09,284.31,158.4,180.01,277.31
1492.35,35.02,58.11,27.99,96.44,86.2,92.9,57.69,66.87,89.89,78.06,105.66,60.35,69.31,70.28,78.8,99.57,75.92,134.37,61.65,80.5,94.65,17.16,32.85,61.98,206.63,275.52,296.03,195.99,193.78,300.29
1493.92,42.86,64.47,34.63,81.93,66.78,86.1,64.18,58.31,107.9,69.5,95.57,46.45,83.16,84.04,93.93,104.59,103.67,140.52,71.86,77.7,99.51,26.39,38.26,57.35,220.25,263.99,313.45,191.28,196.91,297.3
1495.48,43.96,63.09,19.53,58.33,68.6,52.23,40.28,52.02,97.85,77.21,75.4,42.46,67.25,78.04,95.63,71.85,107.65,134.56,68.3,70.46,56.59,33.85,40.56,36.62,215.46,268.38,308.79,184.49,223.31,321.24
1497.04,59.43,56.71,33.79,53.77,58.13,69.38,52.08,66.44,90.51,83.95,70.61,53.85,73.46,100.82,110.46,79.22,112.41,163.39,56.86,78.02,61.47,35.44,35.66,40.19,235.48,328.91,338.95,213.86,266.86,343.33
1498.6,32.04,48.73,29.08,29.15,49.01,67.9,26.81,54.56,82.21,77.06,73.85,56.94,73.8,93.4,103.08,89.38,97.29,190.33,45.88,72.03,73.14,34.16,26.22,33.37,242.31,347.26,335.58,263.04,303.56,377.57
1500.16,36.24,29.78,44.41,23.19,40.92,73.77,24.7,49.73,89.95,55.88,56.13,73.4,80.04,112.55,110.6,112.1,90.74,192.83,35.8,60.61,92.38,22.11,15.35,19.94,281.41,367.53,360.8,283.82,291.85,389.73
1501.72,52.03,60.77,41.99,29.27,75.75,59.24,40.52,55.17,99.29,40.96,66.67,81.11,93.85,119.59,118.03,123.05,109.41,192.56,53.28,61.42,70.51,22.64,47.38,25.27,307.42,376.39,390.61,280.19,302.4,409.49
1503.27,57.97,55.99,37.49,50.71,81.83,71.62,46.07,72.2,65.46,41.63,49.46,62.47,83.9,116.88,113.02,125.56,116.98,170.85,50.67,61.46,55.55,11.73,52.99,18.17,340.03,415.5,431.01,279.48,318.21,410.17
1504.83,55.6,58.8,26.25,59.09,96.5,80.91,34.9,62.5,56.99,43.22,72.52,42.03,80.18,120.4,124.25,148.3,147.11,207.36,61.96,56.41,56.82,20.06,43.49,23.83,370.22,448.54,458.99,322.04,351.94,449.45
1506.38,43.6,52.98,28.03,74.04,97.86,80.9,24.3,68.5,45.23,60.52,71.94,19.96,81.14,142.59,122.5,159.04,180.58,206.87,72.92,71.36,79.44,36.74,23.34,46.64,410.11,472.27,494.34,352.63,377.71,471.43
1507.94,52.62,54.18,28.85,66.68,111.91,67.25,26.74,37.49,66.95,66.85,81.73,28.22,93.68,144.03,157.98,178.01,191.95,227.28,71.79,76.55,91.96,36.38,36.76,47.03,439.26,486.59,521.28,386.15,400.07,489.33
1509.49,45.02,59.08,62.7,85.69,78.26,77.63,53.75,53.91,70.61,84.56,88.89,48.22,147.33,138.25,176.25,170.77,195.1,218.8,83.78,81.19,121.59,25.59,47.65,65.54,470.22,521.39,547.02,405.14,416.58,480.71
1511.04,36.11,41.02,62.58,60.39,39.03,88.04,47.28,36.04,81.64,49.61,89.75,55.25,150.67,119.15,183.53,160.2,185.92,235.99,78.44,82.18,119.91,11.97,60.54,50.39,442.21,541.55,525.13,394.17,423.46,470.12
1512.6,46.9,28.65,84.48,89.13,24.83,106.81,57.18,55.27,77.38,54.05,96.64,51.65,177.01,147.73,184.49,163.3,222.09,246.85,85.78,99.84,117.24,37.63,62.12,55.93,478.9,571.75,510.94,406.24,450.7,496.24
1514.15,43.17,30.76,62.53,81.66,53.84,97.05,40.57,55.26,93.6,43.97,99.01,53.53,161.04,172.33,165.8,176.07,228.59,263.72,86.47,124.18,101.25,59.55,77.04,39.15,451.63,571.3,497.78,408.68,454.64,548.39
1515.69,60.46,44.23,47.94,96.56,67.81,115.64,35.34,71.29,65.53,70.95,63.08,57.78,188.63,160.49,152.68,193.07,232.98,270.81,85.05,123.76,102.15,78.87,65.53,41.93,489.27,563.45,493.87,446.04,446.51,546.8
1517.24,56.01,72.61,46.94,72.05,90.35,113.82,32.03,61.92,71.05,52.49,63.41,85.95,187.24,156.33,152.23,210.41,231.39,289.23,101.31,119.67,101.73,84.19,70.7,49.73,498.94,577.28,531.65,454.09,447.41,555.24
1518.79,64.48,60.59,39.86,69.44,101.48,104.59,46.99,76.81,64.51,63.3,62.66,68.7,169.75,165.07,189.36,225.64,241.68,300.55,91.47,102.15,122.22,68.76,70.44,67.1,528.54,579.04,547.36,476.74,478.9,531.6
1520.34,35.22,40.92,36.18,61.54,77.55,98.04,39.94,74.07,70.33,36.32,84.61,53.83,169.05,192.27,210.27,210.99,261.1,326.31,75.42,95.09,106.49,44.78,84.3,70.92,524.27,578.94,576.2,467.87,486.87,541.11
1521.88,31.53,42.07,32.6,78.43,84.51,97.3,57.09,108.48,78.3,53.3,92.37,62.76,206.36,208.14,228.53,208.67,296.85,348.41,82.38,109.37,119.77,55.14,89.18,90.76,518.7,582.53,574.74,501.03,513.86,585.98
1523.42,18.75,50.79,22.27,73.58,66.06,93.81,43.5,102.49,63.2,39.54,86.05,71.61,230.68,198.03,226.13,195.69,304.27,354.84,85.02,96.99,103.39,59.52,86.06,83.61,554.16,586.82,576.31,505.89,512.56,613.88
1524.97,25.43,65.22,22.92,59.42,78.04,87.34,56.32,88.2,77.81,48.95,99.1,92.49,240.13,202.03,232.86,217.5,318.48,378.05,94.44,90.07,120.47,68.36,84.74,84.58,596.76,633.25,592.35,526.56,520.4,663.93
1526.51,13.94,43.56,7.54,44.51,62.85,72.45,35.03,63.17,66.34,47.48,88.74,96.96,208.91,199.72,237.27,220.31,292.35,370.6,72.2,88.15,100.9,59.21,71.77,67.9,609.06,642.71,595.75,523.92,525.61,659.34
1528.05,12.8,50.48,27.07,32.85,47.25,69.81,28.34,57.73,47.74,72.26,72.63,92.02,196.16,199.86,222.13,253.23,293.68,370.6,55.76,104.69,89.77,75.18,82.58,75.01,591.83,673.3,624.29,512.43,554.96,686.22
1529.59,6.12,39.44,41.3,50.21,69.67,75.53,33.02,44.75,26.91,79.4,43.88,88.44,200.19,215.13,226.11,276.94,289.79,366.7,61.1,107.35,77.1,87.28,90.85,66.58,601.08,667.37,641.3,536.42,593.11,715.59
1531.13,3.71,31.06,56.33,56.71,58.89,65.72,47.18,25.51,24.55,76.02,25.94,64.34,217.02,228.18,228.88,302.09,320.01,398.59,63.89,92.46,65.89,75.49,104.58,67.27,623.13,694.91,653.11,559.21,601.07,745.09
1532.67,3.71,4.28,50.39,68.9,86.47,57.6,62.38,9.97,40.95,68.01,25.37,60.93,244.3,237.68,249.78,306.03,338.02,429.25,70.8,91.69,49.8,82.17,96.77,81.08,665.65,721.59,671.73,601.15,616.85,771.06
1534.21,19.38,9.99,63.7,54.68,103.96,43.39,55.84,34.93,49.56,67.58,47.71,90.44,231.59,237.53,258.68,299.31,358.03,430.25,69.39,91.6,35.71,62.86,84.63,95.57,678.53,775.29,687.04,595.78,655.98,788.74
1535.74,29.5,11.75,53.26,65.37,108.03,57.76,31.23,47.23,41.09,56.41,75.64,86.54,224.22,226.4,257.6,290.58,359.38,437.92,78.32,76.51,46.3,77.89,72.84,85.08,701.77,792.35,724.71,616.44,677.81,798.1
1537.28,29.5,15.39,38.14,66.19,92.24,61.26,10.96,37.26,25.1,25.38,67.05,81.78,202.42,206.82,240.75,284.75,343.62,411.81,59.15,55.99,43.46,51.49,53.95,54.81,694.26,794.66,725.96,597.02,687.22,773.72
1538.81,16.68,12.73,24.09,94.26,91.36,83.35,12.75,29.97,22.7,25.6,48.04,42.27,212.85,202.15,237.13,298.81,335.09,420.59,54.54,42.37,51.51,59.99,59.96,60.78,710,811.88,723.12,635.19,677.22,788.26
1540.34,31.22,11.77,16.72,93.69,99.5,85.13,27.23,24.38,27,33.52,31.73,63.79,212.63,201.48,224.19,305.55,331.89,413.37,36.28,38.09,29.24,66.5,74.98,62.1,706.1,837.13,716.64,643.38,687.92,789.15
1541.88,31.22,17.27,16.72,90.92,105.78,95.03,34.35,30.03,35.78,37.25,33.89,75.78,216.3,219.05,228.81,300.17,336.59,434.38,35.91,30.37,18.74,79.58,76.57,74.98,706.45,838.96,732.08,674.83,689.19,839.97
1543.41,41.59,36.13,10.19,93.84,101.07,91.3,33.36,23.96,41.26,46,44.08,100.8,223.65,232.63,229.78,300.8,337.29,442.71,39.55,48,19.71,68.67,72.83,58.87,705.49,818.81,744.87,661.63,677.83,808.47
1544.94,25.21,47.58,11.24,110.34,126.95,106.81,29.96,34.47,63,69.01,54.19,95.4,212.68,243.21,234.09,298.42,336.33,444.38,75.86,57.63,53.35,49.77,75.44,68.78,709.22,796.02,749.69,629.13,668.49,804.34
1546.47,37.08,55.49,41.35,146.64,145.3,126.45,42.04,50.47,75.22,101.16,83.77,101.81,212.5,239.25,222.52,305.5,359.81,459.17,109.96,77.38,77.24,62.99,98.51,58.81,697.76,814.03,753.97,611.1,659.63,790.34
1547.99,52.64,54.54,75.68,154.75,152.44,137.57,46.94,79.28,87.25,117.12,110.49,113.69,203.65,227.63,205.96,306.25,381.97,457.28,130.07,73.13,87.35,78.89,101.59,65.51,690.31,826.07,777.28,614.77,679.79,794.04
1549.52,70.23,85.95,92.02,146.21,156.6,163.03,81.53,99.78,102.64,145.43,123.23,122.6,224.71,240.91,230.63,315.55,381.01,458.62,121.74,94.12,67.68,98.02,101.56,70.78,690.12,830.01,797.49,644.68,699.53,784.98
1551.05,80.17,106.06,91.73,158.69,159.13,159.19,77.83,105.99,134.07,157.78,129.01,158.86,240.78,252.87,246.64,316.86,359.73,446.29,123.76,97.45,58.36,89.5,95.21,68.39,697.61,835.32,797.4,652.95,684.96,725.29
1552.57,57.69,103.4,72.68,163.08,147.89,158.25,63.05,111.46,128.08,155.71,118.03,148.38,238.63,250.61,250.78,297.94,324.56,437.74,94.89,95.56,51.16,71.43,87.32,83.13,684.58,816.08,794.44,625.36,677.87,709.72
1554.1,37.58,89.44,82.66,158.17,160.68,148.34,49.63,133.28,119.46,154.33,133.08,154.26,254.82,242.7,224.92,299.37,312.39,435.86,81.69,97.35,80.96,55.37,77.11,90.54,664.23,813.54,802.16,627.46,666.13,707.19
1555.62,45.59,75.62,86.43,156.05,175.26,174.22,55.7,139.26,109.98,144.76,133.27,146.6,271.92,246.01,235.97,310.01,313.12,426.19,79.73,105.7,83,58.21,69.79,128.52,651.79,794.57,794.8,630.81,692.64,726.23
1557.14,80.3,90.15,112.24,166.96,191.53,181.46,97.46,146.59,118.54,159.55,145.15,173.64,293.02,262,272.35,317.99,331.18,444.2,91.77,116.39,101.37,101.4,97.49,129.84,650.71,781.96,808.79,651.85,683.5,728.63
1558.66,93.7,66.37,100.06,174.22,170.82,192.72,94.92,118.63,103.12,107.36,143.39,148.71,288.57,253.78,302.19,310.75,310.02,427.98,92.59,89.53,74.53,97.7,98.97,107.29,659.76,763.15,779.91,627.36,677.17,684.16
1560.18,76.57,43.03,83.02,157.61,159.25,165.78,87.19,133.47,78.85,95.65,150.43,115.24,273.36,267.45,298.25,275.07,324.75,423.64,77.65,67.9,64.59,96.91,107.02,77.63,657.72,753.91,781.61,586.78,650.75,669.6
1561.7,65.47,27.74,45,149.03,134.02,172.19,63.83,113.68,79.27,98.29,133.83,78.47,256.04,260.35,308.88,271.28,305.7,405.87,80.6,45.5,56.2,80.34,70.3,60.87,645.93,748.92,773.88,574.78,653.9,650.29
1563.22,59.16,41.59,47.12,142.91,137.93,135.4,52.94,114.03,84.51,121.07,141.03,85.83,250.62,268.82,326.41,265.71,326.55,405.31,79.11,63.99,53.39,83.34,71.81,87.67,633.38,745.83,766.4,584.69,632.31,679.56
1564.74,66.88,41.59,44.26,136.81,132.86,146.96,77.41,80.41,92.43,113.55,114.6,93.21,257.31,258.73,326.39,276.59,308.51,403.86,66.41,56.6,56.02,80.47,72.77,91.93,627.96,717.54,759.71,606.73,609.84,678.63
1566.25,38.4,19.76,47.2,117.51,127.58,116.32,60.7,54.93,66.84,80.49,115.29,90.06,231.91,232.88,306.94,269.36,305.36,378.97,38.27,53.77,37.88,78.48,82.97,78.09,610.45,711.49,713.26,594.02,570.62,650.93
1567.77,36.05,22.56,32.27,109.34,100.44,125.81,51.46,36.93,49.71,76.24,84.13,87.72,217.51,211.7,279.49,261.79,305.54,372.41,29.8,23.62,29.41,89.85,86.51,56.26,620.62,696.13,711.83,547.66,580.08,640.6
1569.28,26.17,23.74,43.81,112.3,98.76,112.43,15.69,26.4,30.06,79.45,99.43,91.51,194.68,194.09,285.94,258.79,297.62,373.07,33.56,41.03,25.51,80.44,99.62,55.66,616.04,695.34,697.31,515.89,583.12,646.17
1570.79,24.75,23.74,30.2,95.28,95.76,109.4,19.29,27.56,38.44,73.69,73.42,107.99,207.63,194.26,267.17,272.56,286.14,383.17,32.78,43.88,27.06,66.49,105.84,70.51,593.25,680.01,680.58,490.91,578.96,660.87
1572.31,44.91,16.72,43.45,108.95,105.78,119.39,48.58,44.09,47.51,84.62,85.77,137.82,200.8,199.99,274.3,272.88,292.88,391.16,29.55,69.97,50.5,89.43,112.3,91.93,573.04,659.92,662.09,513.5,551.05,643.15
1573.82,38.32,24.94,45.61,105.19,100.71,115.62,66.79,44.19,58.83,87.13,74.02,139.9,217.21,195.95,260.32,301.43,297.51,384.38,33.22,61.28,55.51,127.94,112.65,107.57,558.4,655.74,656.18,534.01,569.04,638.67
1575.33,42.97,48.98,45.61,119.46,114.99,122.2,81.36,35.1,55.51,92.32,94.3,139.67,219.3,196.91,239.69,294.32,310.82,398.58,45.22,64.6,52.52,148.46,109.01,95.23,571.12,634.58,652.61,550.53,582.71,671.88
1576.84,26.75,65.92,45.81,108.74,119.62,100.14,70.96,24.59,52.55,82.88,109.94,120.79,232.94,192.78,235.61,300.76,293.67,400.35,47.46,60.48,29.42,123.54,116.94,80.45,560.07,604.65,659.28,541.3,610.63,666.99
1578.34,22.8,60.2,38.36,77.7,96.27,80.42,50.21,25.78,37.29,74.79,114.27,113.6,211.92,175.65,223.22,257.86,272.2,400.44,43.03,43.5,19.03,95.96,80.2,62.34,558.71,560.41,636.64,501.41,593.56,626.45
