wavenumber,PMMA 10ppm-1,PMMA 10ppm-2,PMMA 10ppm-3,PMMA 50ppm-1,PMMA 50ppm-2,PMMA 50ppm-3,PMMA 100ppm-1,PMMA 100ppm-2,PMMA 100ppm-3,PMMA 200ppm-1,PMMA 200ppm-2,PMMA 200ppm-3
936.59,0,0.28,0,7.82,7.44,7.01,24.11,42.08,10.42,0,0,8.74
938.48,0,0.28,0,7.82,14.14,8.07,25,52.29,9.07,8.51,0,8.74
940.37,10.82,0.35,0,7.82,44.91,26.08,13.07,54.09,9.07,14.38,0,2.58
942.25,10.82,10.97,5.52,37.03,44.91,48.02,7.43,32.7,9.07,14.38,0,5.64
944.14,10.82,10.97,27.85,56.31,59.48,43.5,6.55,15.38,23.69,5.87,0,11.75
946.02,0,10.9,27.85,56.31,39.33,31.27,6.55,10.82,23.69,14.05,0,29.91
947.91,0,3.02,22.33,21.61,57.87,9.33,0,10.82,30.84,32.5,0,24.26
949.79,6.28,3.02,0.93,29.19,59.31,25.67,43.99,26.29,14.22,89.71,8.26,49.2
951.67,6.28,3.02,2.68,47.29,61.47,18.8,57.42,21.94,14.54,84.03,10.64,63.24
953.55,6.28,0,2.68,70.12,49.82,34.71,58.41,30.87,34.42,65.58,65.63,79.41
955.43,0,0,1.75,66.34,39.56,15.91,60.87,30.69,54,26.58,83.54,88.77
957.31,0,11.65,0,60.3,46.03,39.92,78.7,72.21,107.94,36.02,133.23,97.24
959.18,0,11.65,0,38.32,49.24,24.01,94.56,89.09,134.57,103.57,131.7,106.48
961.06,0,18.31,0.72,15.23,59.4,24.01,101.33,118.23,135.46,171.13,164.17,97.72
962.94,0,6.67,0.72,3.17,65.07,0,98.25,108.5,117.82,183.59,154.19,104.5
964.81,0,6.67,0.72,0,54.98,0,122.75,123.69,77.09,146.38,121.21,114.61
966.68,0,0,0,0,32.37,0,69.52,79.27,49.57,60.61,62.78,82.97
968.55,0,0,0,0,0,0,41.35,41.01,12.94,30.34,20.69,35.52
970.43,0,0,0,0,0,0,0,0,0,0,0.22,0
972.3,0,0,0,0,0,0,0,0,0,0,0,0
974.16,0,0,0,0,0,0,0,0,0,0,0,0
976.03,0,0,0,0,0,0,0,0,0,0,0,0
977.9,0,0,0,18.74,0,0,14.98,0,24.26,56.39,11.88,23.75
979.76,0,0,0,41.94,0,0,14.98,27.63,49.82,56.39,28.3,67.06
981.63,0,0,0,82.72,23.1,0,14.98,64.75,71.79,94.13,103.43,101.4
983.49,0,5.88,9.17,63.98,42.53,0,26.44,72.49,65.35,99.37,133.17,132.53
985.36,0,5.88,9.17,71.81,67.1,11.1,34.72,75.68,84.62,179.38,192.69,178.08
987.22,4.1,5.88,10.18,77.92,74.05,25.33,56.86,47.79,87.13,219.39,227.54,244.62
989.08,49.53,1.11,2.87,112.27,54.62,35.92,62.3,40.05,81.67,228.84,262.15,242.93
990.94,73.44,1.11,28.72,126.18,64.38,49.59,78.1,28.88,63.91,183.07,264.53,228
992.8,82.65,33.26,36.47,101.04,81.42,63.88,80.49,47.3,66.73,183.29,250.9,235.06
994.66,60.61,67.98,72.31,73.96,112.31,60.56,108.24,80.96,96.58,198.95,263.04,301.88
996.51,74.11,121.4,71.02,72.07,130.59,73.75,125.79,81.88,130.24,252.5,296.4,354.57
998.37,143.15,148.52,153.59,140.01,167.71,99.79,163.82,98.27,131.04,237.92,283.29,350.47
1000.22,150.49,143.95,150.13,132.74,159.44,98.11,156.44,114.59,116.42,194.35,262.51,319.69
1002.08,161.15,165.69,165.65,93.92,110.47,79.71,173.97,135.82,113.05,162.09,222.72,269.89
1003.93,99.9,106.42,79.93,16.16,38.89,25.16,135.87,130.08,106.05,98.69,187.69,187.52
1005.78,69.16,75.16,55.74,16.16,16.26,19.56,90.57,80.11,78.44,73.76,153.88,98.31
1007.63,32.42,2.84,15.66,11.95,12.64,0,31.39,38.31,21.09,34.48,134.71,21.48
1009.48,11.33,2.84,21.64,0,0,0,6.95,0,0,34.48,92.09,0
1011.33,11.33,2.84,11.58,0,0,0,0,0,0,16.25,58.31,0
1013.18,0,0,11.58,0,0,0,0,0,0,0,5.59,0
1015.03,0,0,0,0,0,0,0,0,0,0,0,0
1016.87,0,0,0,0,0,0,0,0,0,0,0,0
1018.72,0,0,0,0,0,0,0,0,0,0,0,0
1020.56,0,0,0,0,0,0,0,0,0,0,0,0
1022.4,0,0,0,0,0,0,0,0,0,0,0,0
1024.24,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0
1073.58,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,6.29,0,0,2.13,0,0,0,0,0,0,0
1113.24,0,9.41,0,0,2.13,0,0,0,0,0,0,0
1115.03,11.2,9.41,4.14,0,2.13,0,0,0,0,0,0,0
1116.82,27.38,3.12,4.14,0,0,0,0,0,0,19.96,0,0
1118.61,30.8,0.31,4.14,0,0,33.79,0,0,0,19.96,0,0
1120.4,70.17,7,0,0,0,48.51,0,0,0,19.96,0,1.85
1122.19,84.39,20.09,28.82,0,9.8,55.85,0,0,10.8,0,0,14.42
1123.97,108.91,51.96,63.95,0,9.8,39.36,0,0,10.8,0,0,14.42
1125.76,115.06,122.46,99.64,0,9.82,58.81,0,0,10.8,25.96,28.62,12.57
1127.54,131.3,194.37,124.22,0.72,0.4,105.99,8.64,0,0,72.58,43.1,23.73
1129.33,159.71,233.8,156.98,23.64,21.6,112,8.64,0,0,110.01,48.89,62.7
1131.11,187.32,211.75,197.93,38.69,41.19,89.85,8.64,2.24,21.32,110.19,20.27,109.5
1132.89,232.56,208.33,223.51,88.39,57.71,49.64,0,2.24,53.6,110,36.3,149.63
1134.67,249.32,226.1,240.6,127.24,100.07,69.26,20.51,23.92,76.17,149.32,81.84,160.94
1136.45,237.71,225.5,214.33,146.71,105.38,78.16,20.51,23.44,60.05,167.93,99.36,177.2
1138.23,233.95,217.76,195.91,128.68,110.85,89.89,32.79,49.06,44.08,164.05,137.03,144.3
1140,231.82,232.98,164.11,118.26,82.59,119.9,24.29,45.3,37.68,120.46,110.98,161.02
1141.78,237.44,225.6,156.39,85.22,98.73,119.63,57.14,107.56,55.31,113.6,152,162.46
1143.55,228.02,218.52,120.97,85.13,94.8,115.63,53.58,120.41,59.19,129.7,127.31,167.86
1145.33,220.23,141.07,92.51,33.77,97.82,42.69,107.92,149.17,56.99,165.08,128.23,139.87
1147.1,187.4,104.25,51.34,32.29,62.79,46.58,110.19,116.84,56.03,165.08,119.1,127.17
1148.87,131.53,37.5,26.21,4.69,47.69,35.09,109.7,107.1,79.99,135.37,120.93,114.08
1150.64,87.3,35.94,21.64,22.92,34.21,72.09,76.45,69.6,82.86,112.61,144.7,131.61
1152.41,48.36,37.34,26.35,37.49,49,65.48,62.46,78.36,60.98,102.8,142.42,99.09
1154.18,53.49,43.71,48.72,32.8,48.18,69.59,65.82,56.14,34.79,104.39,155.21,98.95
1155.95,60.26,70.15,28.57,14.57,23.33,59.97,40.1,73.5,49.18,122.26,145.28,96.43
1157.72,95.42,80.66,68.05,34.91,2.54,48.41,50.4,56.88,49.18,155.86,135.74,143.64
1159.48,80.33,96.91,72.61,58.33,22.1,76.57,60.06,64.96,53.29,181.19,123.92,178.9
1161.25,54.61,44.88,88.81,72.29,35.68,54.45,52.67,38.41,32.76,160.24,122.83,167.89
1163.01,35.88,31.16,43.13,40.01,64.53,81.27,21.25,25.09,44.23,112.58,129.36,145.16
1164.77,32.78,46.4,45.34,16.59,89.03,58.03,0,23.36,22.17,124.2,127.16,117.37
1166.53,32.78,67.51,29.73,16.08,88.36,65.28,0,23.36,11.47,123.32,98.47,94.75
1168.3,15.61,58.97,29.73,24.62,103.07,81.26,0,15.45,0,161.5,136.5,91.18
1170.06,33.28,21.1,47.05,40.41,70.61,87.73,0,2.61,6.95,138.52,102.03,75.78
1171.81,68.37,27.41,50.98,27.39,90.43,79.48,4.11,9.81,9.26,185.48,137.51,97.32
1173.57,117.63,64.7,57.28,27.32,64.85,74.17,4.11,17.2,9.26,199.06,119.26,116.81
1175.33,101.51,88.46,34.14,11.52,92.88,59.14,4.11,17.2,2.93,197.91,147.96,163.57
1177.08,104.46,84.75,80.39,46.44,108.63,58.15,0,10,0.62,171.82,160.37,201.72
1178.84,80.38,88.34,114.27,41.63,113.99,30.44,0.82,0,6.58,178.01,152.4,221.81
1180.59,91.36,81.32,106.89,54.19,97.39,32.78,0.82,0,13.55,206.92,148.15,215.95
1182.34,53.31,57.63,80.46,18.84,49.74,51.06,0.82,19.37,19.77,174.1,180.18,203.37
1184.1,22.31,16.75,47.54,22.51,67.25,46.83,0,19.37,20.12,120.46,136.36,161.95
1185.85,0,0,31.62,9.95,41.68,33.49,0,19.37,12.53,82.31,102.31,116.02
1187.6,0,0,7.26,9.95,40.86,11.92,0,0,6.31,52.42,12.12,55.82
1189.35,0,0,0,0,0,0,0,0,0,34.1,0,17.48
1191.09,0,0,0,0,0,0,0,0,0,0,0,7.29
1192.84,0,0,0,0,0,0,0,0,0,0,0,0
1194.58,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0
1198.07,0,0,0,0,0,0,0,0,0,0,0,0
1199.82,0,0,0,0,0,0,0,0,0,0,0,0
1201.56,0,0,0,0,0,0,0,0,0,4.47,5.92,0
1203.3,0,3.23,0,0,0,0,0,0,0,4.47,14.51,17.44
1205.04,29.75,3.23,0,53.27,0,0,0,0,0,21.2,47.01,29.35
1206.78,32.03,3.63,29.01,92.96,0,0,0,0,0,38.88,84.85,35.43
1208.51,32.1,29.81,29.01,95.63,3.48,0,0,0,0,53.36,86.5,17.99
1210.25,2.35,72.02,29.01,59.83,3.48,0,0,9.46,0,47.58,80.21,45.74
1211.98,0.21,99.54,17.15,35.63,3.48,0,0,9.46,0,61.07,66.85,74.42
1213.72,33.24,160.24,26.68,51.93,0,9.63,2.35,9.46,2.59,96.38,106.64,119.39
1215.45,66.65,134.68,76.62,46.94,11.72,9.63,2.35,0,2.86,125.07,118.81,102.27
1217.18,125.7,176.06,66.61,66.88,33.69,31.57,11.86,0,2.86,132.03,126.58,83.42
1218.92,129.48,135.18,73.33,50.21,33.69,42.34,9.51,9.67,0.27,111.03,113.07,73.61
1220.65,124.32,181.69,58.45,58.59,54.9,50.87,28.76,27.47,18.79,134.08,87.93,95.51
1222.38,83.89,158.6,93.3,34.34,32.93,28.93,19.25,30.86,18.79,106.83,111.16,90.78
1224.1,59.52,109.38,90.88,32.04,32.93,11.84,30.38,21.19,18.79,120.97,89.44,78.1
1225.83,67.89,55.41,66.86,11.19,0,13.46,11.13,3.39,0,88.15,104.09,44.79
1227.56,75.09,9.19,32.67,0,0,13.46,11.13,0,0,104.48,64.57,45.63
1229.28,80.36,27.32,18.83,0,0,10.15,0,0,0,74.85,49.76,43.51
1231.01,61.91,23.88,40.32,23.02,4.11,0.25,32.21,8.64,25.7,65.82,53.21,40.66
1232.73,53.97,51.04,48.32,23.02,26.5,0.25,32.21,29.8,69.16,104.27,40.47,86.29
1234.45,42.31,70.38,48.32,26.6,26.5,0.25,44.84,40.05,69.93,133.33,74.64,101.51
1236.17,69.15,75.23,21.1,21.51,43.91,0,51.53,71.84,65.77,153.19,104.32,128.55
1237.9,61.28,56.36,31.17,21.51,21.52,0,51.6,92.56,55.52,143.99,131.92,83.86
1239.61,82.69,58.45,73.17,34.95,23.02,0,48.78,106.18,69.84,129.05,128.12,93.75
1241.33,69.94,61.7,67.87,17.02,1.5,0,32.09,78.93,75.64,139.26,102.79,73.13
1243.05,104.36,53.41,42.22,30.96,1.5,2.97,59.87,57.49,63.9,146.28,109.29,101.32
1244.77,126.39,55.12,0.22,31.32,10.69,2.97,76.89,76.62,96.74,153.9,135.38,73.11
1246.48,133.04,60.44,39.96,57.47,46.78,15.66,94.82,95.66,102.49,145.78,142.06,118.15
1248.2,178.3,112.42,87.16,45.37,84.83,37.66,89.33,127.62,141.81,154.58,180.99,141.79
1249.91,172.62,92.42,120.06,68.3,85.93,37.66,92.19,104.93,112.5,166.76,186.63,210.46
1251.62,157.45,109.92,108.15,78.06,104.19,24.97,98.18,122.03,111.98,208.75,175.42,227.95
1253.33,112.33,100.14,60.73,76.22,73.83,19.87,76.87,129.83,80.15,181.77,126.91,214.47
1255.04,107.27,137.76,59.94,71.74,66.85,39.19,74.9,134.32,95.68,150.16,111.77,194.02
1256.75,143.27,117.43,110.2,35.82,46.57,90.41,55.96,101.16,93.89,112.92,127.32,160.27
1258.46,125.21,114.38,148.65,84.95,61.9,105.67,77.93,61.9,64.93,113.93,136.81,157.45
1260.17,122.44,102.28,170.14,74.04,59.49,88.2,111.14,50.56,51.96,163.2,141.21,113.88
1261.87,88.94,98.79,128.24,88.53,50.35,39.65,100.92,66.8,46.24,117.06,144.2,72.57
1263.58,101.39,137.25,114.62,62.49,27.34,33.71,101.29,78.61,96.52,104.51,138.78,61.85
1265.28,113.45,165.65,90.61,38.37,35.06,31.87,41.89,67,92.28,58.22,87.42,86.37
1266.99,105.89,181.78,111.33,42.64,10.13,38.9,36.18,53.41,82.07,94.95,54.28,99.94
1268.69,133.73,142.29,134.76,68.61,17.4,17.65,63.5,59.84,77.21,116.38,71.85,102.19
1270.39,85.62,105.97,112.03,74.06,26.37,20.71,101.61,91.41,85.82,128.62,113.08,73.59
1272.09,114.13,102.49,75.46,58.01,36.51,11,126.85,121.77,108.23,127.01,138.59,100.47
1273.79,65.57,82.61,65.17,21.55,29.23,3.06,87.33,107.7,62.81,106.31,121.02,107.26
1275.49,106.07,67.68,76.49,26.36,10.14,15.31,76.73,101.88,75.7,108.2,94.37,114.98
1277.18,73.29,42.18,97.31,23.66,0,33.13,50.58,60.53,50.39,114.56,53.86,72.37
1278.88,54.9,23.93,59.34,11.06,0,33.13,39.42,37.52,57.83,75.57,16.38,25.57
1280.57,14.4,13.94,63.93,0,16.95,17.82,32.65,9.94,20.23,42.87,13.92,0
1282.27,25.12,15.39,42.24,0,16.95,9.68,40.9,18.98,55.98,16.31,18.83,0
1283.96,38.99,15.39,67.9,0,30.51,13.71,64.32,41.15,70.53,25.94,36.88,18.43
1285.65,58.41,39,54.76,0,31.96,13.71,88.72,86.94,90.44,46.01,38.95,37.01
1287.34,49.17,81.44,81.45,13.5,31.96,17.24,70.09,100.59,42.74,49.09,38.16,46.64
1289.03,74.43,81.44,55.79,14.25,32.37,13.21,51.42,85.37,46.24,61.64,19.88,34.69
1290.72,89.4,73.1,86.37,14.25,30.16,52.44,34.77,67.51,26.43,81.22,31.59,46.42
1292.41,91.21,73.59,76.1,20.35,73.23,73.65,73.06,70.44,36.81,134.93,94.77,73.3
1294.1,85.28,109.06,110.62,37.39,99.1,107.5,96.11,98.62,36.7,143.89,137.48,103.42
1295.78,81.41,111.54,121.34,69.8,132.34,107.68,112.51,85.81,56.61,162.55,151.93,126.9
1297.47,125.81,105.96,135.67,85.47,130.18,116.78,112.49,112.24,96.76,146.78,124.62,179.29
1299.15,130.04,123.87,140.5,71.28,104.5,98.71,110.59,111.14,92.71,149.14,113.12,219.48
1300.84,133.54,156.06,156.93,76.36,62.41,70.56,108.94,132.95,84.24,178.42,141.19,201.92
1302.52,131.42,167.63,151.74,83.48,78.37,53.45,126.97,77.44,71.45,184.72,163.95,164.72
1304.2,148.24,175.47,136.5,88.2,86.92,74.26,111.91,74.84,104.24,203.6,224.29,117.42
1305.88,156.67,127.91,95.19,66.84,139.06,97.01,96.09,66.81,119.6,178.72,209.21,136.37
1307.56,127.47,99.74,82.93,31.85,82.2,80.79,70.28,62.42,97.31,154.2,182.82,109.01
1309.24,87,38.52,102.38,56.23,62.09,44.2,80.17,28.9,67.38,138.36,98.44,104.34
1310.91,69.34,38.22,77.33,40.1,2.61,10.5,51.22,0,51.57,89.66,53.2,83.47
1312.59,38.57,16.02,57.43,32.69,6.16,0.3,20.72,0,36.23,81.08,32.76,88.39
1314.26,24.8,16.02,13.89,19.97,5.61,0.3,24.77,0,12.04,72.08,63.89,95.56
1315.94,10.4,0,12.89,22.39,5.61,0,44.9,0,9.07,64.55,55.79,61.25
1317.61,17.43,0,0,22.39,2.05,5.66,51.17,15.75,8.95,34,50.51,31.99
1319.28,17.43,10.73,0,2.42,0,5.66,26.4,15.75,8.95,6.45,24.92,27.77
1320.95,7.04,16.37,0,0,0,5.66,6.27,28,0,0.19,51.83,36.29
1322.62,0,16.37,0,0,0,0,0.74,29.93,0,0.19,39.62,36.29
1324.29,0,5.63,0,3.4,0,0,12.64,37.05,0,0.19,26.9,8.52
1325.96,0,0,0,3.4,0,0,15.94,24.79,0,7.87,0,0
1327.63,0,0,0,3.4,0,0,15.21,7.11,0,7.87,0,0
1329.29,0,0,0,0,0,0,3.3,0,0,7.87,0,0
1330.96,0,0,0,0,0,0,19.18,0,0.59,0,0,17.06
1332.62,0,0,0,0,0,0,34.89,0,0.59,19.78,18.58,40.91
1334.28,15.03,21.5,0,0,0,0,34.89,1.94,0.59,25.52,18.58,40.91
1335.95,15.03,21.5,0,11.75,0,0,26.94,1.94,3.16,25.52,44.06,23.85
1337.61,15.03,21.5,0,11.75,0,0,11.23,1.94,5.38,5.74,25.48,0
1339.27,0,0,0,11.75,0,0,11.23,0,5.38,0,25.48,0
1340.92,0,31.83,34.58,0,0,0,4.76,6.97,2.22,24.84,16.1,0
1342.58,0,39.32,43.33,4.46,0.94,0,15.31,6.97,0,41,49.67,24.6
1344.24,20.94,68.46,45.93,7.23,0.94,8.87,15.31,31.71,0,71.81,49.67,40.24
1345.89,20.94,36.63,11.35,32.1,0.94,14.44,37.78,38.66,0,77.21,33.57,40.24
1347.55,20.94,30.21,2.6,43.64,0,14.44,27.23,40.08,0,61.05,20.56,20.95
1349.2,0,21.17,0,48.87,0,5.56,37.51,18.83,0,30.24,56.61,5.31
1350.86,13.57,21.17,0.26,24,0,0,10.28,6.04,0,18.56,56.61,5.31
1352.51,16.74,20.1,0.26,8.01,0,0,10.28,4.62,0,18.56,36.05,0
1354.16,16.74,0,0.26,0,0,0,2.6,1.12,3.18,18.56,0,0
1355.81,3.17,0,0,0,0,0,2.6,0.38,3.18,0,0,0
1357.46,0,0,0,0,0,0,2.6,0.38,6.92,0,0,0
1359.1,0,0,0,0,0,0,0,0.38,3.74,0,0,0
1360.75,0,0,0,0,0,0,0,1.35,3.74,0,0,0
1362.4,0,0,0,0,0,0,0,1.35,0,0,0,0
1364.04,0,0,0,0,0,0,0,1.35,0,0,0,0
1365.68,0,0,0,0,0,0,0,0,0,0,0,0
1367.33,0,0,0,0,0,0,0,0,0,0,0,0
1368.97,0,0,0,0,0,0,0,6.17,0,0,0,0
1370.61,0,0,0,0,0,0,0,6.17,0,0,0,0
1372.25,0,0,0,9.11,0,0,16.79,6.17,0,0,0,0
1373.89,5.88,0,20.89,9.11,0,0,16.79,10.58,0,0,0,0
1375.53,5.88,0,38.32,27.35,0,0,16.79,10.58,0,0,0,0
1377.16,24.45,0,80.42,18.24,0,0,0,10.58,1.57,0,2.18,8.62
1378.8,18.57,0,72.08,18.24,0,0,0,0,1.57,3.1,2.18,8.62
1380.43,19.75,0,54.65,0,0,0,0,0,1.57,3.1,2.18,8.62
1382.07,9.09,0,12.55,17.84,0,0,0,0,0,3.1,0,0
1383.7,9.09,0,0,17.84,0,0,0,0,0,6.64,0,0
1385.33,7.9,0,0,17.84,0,0,0,0,0,11.65,0,0
1386.96,0,8.28,9.34,0,5,0,9.48,0,0,11.65,27.03,1.95
1388.59,0,8.28,9.34,0,16.98,0,9.48,0,0,5.01,47.7,1.95
1390.22,0,8.28,9.34,0,16.98,0,9.48,29.25,0,0.99,65.13,22.45
1391.85,0,0,0,0,11.98,0,0,29.25,0,0.99,38.1,20.51
1393.47,0,0,0,0,0,0,0,29.25,0,0.99,17.43,20.51
1395.1,0,0,0,0,0,0,0,0,0,0,0,0
1396.72,0,0,0,0,0,0,0,0,0,0,0,0
1398.35,0,0,0,0,0,0,0,0,0,0,0,0
1399.97,0,0,0,0,0,0,0,0,0,0,0,0
1401.59,0,0,0,0,0,0,0,0,0,0,0,0
1403.21,0,0,0,0,0,0,0,0,0,0,0,0
1404.83,0,0,0,0,0,0,0,0,0,0,0,0
1406.45,0,0,0,0,0,0,0,0,0,0,0,0
1408.07,0,0,0,0,0,0,0,0,0,0,0,0
1409.68,0,0,0,0,0,0,0,0,0,0,0,0
1411.3,0,0,0,0,0,0,0,0,0,0,0,0
1412.91,0,0,0,0,0,0,0,0,0,0,0,0
1414.53,0,0,0,0,0,0,0,0,0,0,0,0
1416.14,0,0,0,0,0,0,0,0,0,0,0,0
1417.75,0,0,0,0,0,0,0,0,0,0,0,0
1419.36,0,0,0,0,0,0,0,0,0,0,0,0
1420.97,0,0,0,0,0,0,0,0,0,0,0,0
1422.58,0,0,0,0,0,0,0.4,0,0,0,0,0
1424.19,0,0,0,0,0,0,0.4,1.92,0,0,0,0
1425.79,0,0,0,0,7.07,0,0.4,1.92,0,0,0,0
1427.4,0,12.87,9.35,0,7.07,0,24.49,16.26,18.53,0,9.21,9.14
1429,0,12.87,9.35,0,7.07,0,28.64,15.95,18.53,12.49,23.92,22.04
1430.6,0,38.36,23.37,14.1,0,23.67,63.58,39.62,33.24,41.74,41.9,22.04
1432.21,0,32.35,14.02,29.12,9.82,44.17,78.47,55.99,42.72,61.09,92.61,40.87
1433.81,0,35.93,14.02,29.12,68.51,57.85,113.15,105.82,79.05,60.7,112.09,93.46
1435.41,31.67,27.53,21.52,56.34,114.52,92.16,120.96,123.44,128.11,91.08,157.67,121.93
1437.01,57.15,32.49,21.52,60.25,158.6,127.49,152.1,155.4,151.18,132.45,177.24,189.96
1438.61,89.68,32.69,42.13,109.35,144.92,164.4,191.14,172.92,188.47,198.36,210.02,203.53
1440.2,77.27,36.36,38.04,119.3,163.7,192.1,229.63,227.57,208.89,230.7,194.24,297.87
1441.8,76.21,70.72,79.08,168.6,166.17,205.82,269.8,269.88,250.99,297.36,217.77,338.87
1443.4,79.62,88.88,127.49,208.7,194.44,212.68,296.41,303.65,288.53,349.12,284.75,374.3
1444.99,91.38,116.73,173.91,225.49,228.73,216.55,316.04,323.43,305.42,381.87,366.37,372.72
1446.58,100.83,117.27,161.36,227.63,241.7,213.11,310.67,339.55,332.98,399.6,422.99,392.8
1448.18,84.19,137.39,160.39,205.68,231.25,244.24,317.2,367.56,334.11,410.21,431.81,431.09
1449.77,102.58,129.19,149.1,234.08,213.81,230.73,324.74,349.58,361.58,428.8,473.29,442.04
1451.36,125.76,110.13,177.95,266.94,234.18,236.01,323.06,327.72,360.5,439.82,463.86,450.42
1452.95,152.74,140.53,184.26,312.93,268.33,252.42,346.83,338.31,382.54,465.94,498.87,455.89
1454.53,184.51,171.07,214.38,352.38,262.29,278.96,328.72,354.02,367.7,479.49,463.97,497.14
1456.12,203.64,188.63,256.84,354.85,269.59,296.18,355.62,389.4,351.2,491.02,471.39,509.7
1457.71,238.57,199.31,262.11,377.12,250.02,286.53,332.64,347.57,329.15,486.98,459.57,503.36
1459.29,213.07,206.24,219.28,350.29,270.7,260.45,361.88,343.63,333.66,499.47,478.3,497.9
1460.88,235.48,256.41,217.03,355.04,282.94,278.95,348.02,333.26,337.07,496.84,489.56,496.65
1462.46,251.79,249.83,218.69,321.69,303.76,267.02,376.05,352.11,326.38,461.08,475.37,498.94
1464.04,267.91,244.37,263.15,350.46,288.04,277.88,340.53,365.74,307.13,421.75,464.94,484.99
1465.62,263.7,227.26,253.29,349.92,287.33,299.75,340.69,359.38,316.89,419.06,472.15,446.69
1467.2,281.07,249.4,233,351.96,277.86,334.53,297.4,356.59,305.22,421.25,453.91,427.27
1468.78,299.68,291.78,242.29,336.23,298.96,351.55,289.68,346.35,313.44,440.97,430.53,404.06
1470.36,295.86,277.72,221.49,354.07,283.64,313.48,261.85,318.67,269.22,401.56,370.7,381.05
1471.94,228.05,246.36,240.7,358.26,307.99,284.41,257.69,303,263.34,370.46,352.18,344.69
1473.52,208.16,218.56,207.49,346.68,295.25,278.92,273.43,268.89,225.69,317.56,345.86,292.87
1475.09,168.38,217.89,177.07,314.24,287.97,258.89,227.61,201.23,188.16,246.09,310.97,255.48
1476.67,173.63,200.24,142.33,280.14,242.37,282.87,200.47,149.58,180.63,227.27,279.06,251.74
1478.24,143.55,172.27,107.61,207.05,222.12,242.53,152.66,100.59,143.77,175.42,223.13,236.31
1479.81,110.83,147.66,125.91,167.64,200.21,262.2,159.19,132.28,145.92,144.55,182.18,197.87
1481.38,92.56,116.5,102,140.36,207.1,222,145.84,138.08,142.52,133.44,144.66,156.51
1482.95,96.64,92.68,114.44,181.1,198,239.48,142.49,176.21,160.45,148.64,177.44,171.81
1484.52,86.62,67.44,106.78,217.73,232.13,231.86,124.03,144.91,155.61,182.7,167.1,193.31
1486.09,98.62,90.55,112.81,243.38,269.94,233.25,114.58,132.61,144.45,185.41,194.74,207.13
1487.66,92.74,79.12,100.96,203.15,289.21,242.1,87.24,110.43,147.06,177.53,160.46,181.7
1489.22,84.68,82.92,53.84,173.82,244.38,242.86,64.46,94.8,154.24,168.19,161.05,149.48
